.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat
mumblingfoundersubsonic@timestudy_com/2021-07-26/phone_promptresponse_clean_2021-07-26.csv,1,mumblingfoundersubsonic,Daily,BURST,RANDOM,23,0,2021-07-25,2021-07-25 23:37:00 CDT,GMT-05:00,1627274220306,Completed,2021-07-26,2021-07-26 00:05:58 CDT,1627275958538,2,set_2,47,9,Moderately,Not at all,Moderately,A little,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Probably will not,Yes,Sort of,No,Yes,No,,,,Yes,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,2 days,Less,A lot more,Less,Moderate,Moderate,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-27/phone_promptresponse_clean_2021-07-27.csv,1,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-07-27,2021-07-27 00:20:00 CDT,GMT-05:00,1627363200303,PartiallyCompleted,,,,,set_2,7,9,Moderately,Not at all,Quite a bit,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-27/phone_promptresponse_clean_2021-07-27.csv,23,mumblingfoundersubsonic,Daily,BURST,RANDOM,23,0,2021-07-27,2021-07-27 23:45:00 CDT,GMT-05:00,1627447500169,Completed,2021-07-27,2021-07-27 23:54:32 CDT,1627448072618,2,set_4,24,9,Moderately,A little,Not at all,Moderately,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-07-28/phone_promptresponse_clean_2021-07-28.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-07-28,2021-07-28 23:45:00 CDT,GMT-05:00,1627533900202,Completed,2021-07-28,2021-07-28 23:51:11 CDT,1627534271754,2,set_1,24,9,Moderately,Not at all,Not at all,A little,A little,A little,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,Very much so,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-07-30/phone_promptresponse_clean_2021-07-30.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-07-30,2021-07-30 00:15:00 CDT,GMT-05:00,1627622100203,Completed,2021-07-30,2021-07-30 00:28:45 CDT,1627622925599,2,set_3,24,9,Moderately,Moderately,A little,A little,Quite a bit,Quite a bit,Extremely,Moderately,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,A little bit,,,
mumblingfoundersubsonic@timestudy_com/2021-07-31/phone_promptresponse_clean_2021-07-31.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-07-31,2021-07-31 00:32:00 CDT,GMT-05:00,1627709520279,Completed,2021-07-31,2021-07-31 01:24:45 CDT,1627712685212,2,set_4,26,9,Quite a bit,A little,Not at all,A little,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-08-01/phone_promptresponse_clean_2021-08-01.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-01,2021-08-01 00:19:00 CDT,GMT-05:00,1627795140259,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-01/phone_promptresponse_clean_2021-08-01.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-01,2021-08-01 23:35:00 CDT,GMT-05:00,1627878900219,Completed,2021-08-01,2021-08-01 23:37:46 CDT,1627879066758,1,set_4,47,9,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,A little,Yes,Did not have to work today,0,,,,,,,,Sort of,No,Sort of,Yes,,,,Sort of,Sort of,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,1 day,A lot less,A lot more,More,Very little,Moderate,,Very much so,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-08-02/phone_promptresponse_clean_2021-08-02.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-02,2021-08-02 23:13:00 CDT,GMT-05:00,1627963980197,Completed,2021-08-02,2021-08-02 23:14:05 CDT,1627964045004,1,set_1,24,9,Moderately,Not at all,A little,Not at all,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,Quite a bit,A little,No,No,0,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-03/phone_promptresponse_clean_2021-08-03.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-03,2021-08-03 23:44:00 CDT,GMT-05:00,1628052240190,Completed,2021-08-03,2021-08-03 23:46:30 CDT,1628052390379,1,set_2,23,9,A little,Moderately,Not at all,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,A little,A little,Very much so,Quite a bit,A little,No,No,0,,,,,A little,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-05/phone_promptresponse_clean_2021-08-05.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-05,2021-08-05 00:26:00 CDT,GMT-05:00,1628141160228,Completed,2021-08-05,2021-08-05 00:27:07 CDT,1628141227990,1,set_2,23,9,Extremely,Not at all,Quite a bit,Not at all,Not at all,Moderately,Quite a bit,Moderately,Moderately,Not at all,A little,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-06/phone_promptresponse_clean_2021-08-06.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-06,2021-08-06 00:14:00 CDT,GMT-05:00,1628226840195,Completed,2021-08-06,2021-08-06 00:14:54 CDT,1628226894749,1,set_1,25,9,Quite a bit,A little,Moderately,A little,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Yes,No,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
mumblingfoundersubsonic@timestudy_com/2021-08-06/phone_promptresponse_clean_2021-08-06.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-08-06,2021-08-06 22:46:00 CDT,GMT-05:00,1628307960159,Completed,2021-08-06,2021-08-06 22:53:29 CDT,1628308409683,2,set_4,24,9,Quite a bit,A little,A little,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
mumblingfoundersubsonic@timestudy_com/2021-08-07/phone_promptresponse_clean_2021-08-07.csv,22,mumblingfoundersubsonic,Daily,BURST,RANDOM,23,0,2021-08-07,2021-08-07 23:41:00 CDT,GMT-05:00,1628397660143,Completed,2021-08-07,2021-08-07 23:42:12 CDT,1628397732370,1,set_1,24,9,Quite a bit,Not at all,Not at all,Moderately,Not at all,Quite a bit,Extremely,Extremely,Very much so,Moderately,A little,Moderately,Quite a bit,A little,No,Did not have to work today,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-09/phone_promptresponse_clean_2021-08-09.csv,3,mumblingfoundersubsonic,Daily,BURST,RANDOM,2,3,2021-08-09,2021-08-09 02:45:00 CDT,GMT-05:00,1628495100163,Completed,2021-08-09,2021-08-09 02:47:26 CDT,1628495246319,1,set_3,47,9,Moderately,Not at all,Not at all,Moderately,A little,Extremely,Extremely,Quite a bit,Moderately,Moderately,A little,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Yes,Maybe,Sort of,No,Very much so,Probably will,Sort of,Yes,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,4 days,More,Less,Less,Very little,Moderate,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-11/phone_promptresponse_clean_2021-08-11.csv,4,mumblingfoundersubsonic,Daily,BURST,RANDOM,2,3,2021-08-11,2021-08-11 02:19:00 CDT,GMT-05:00,1628666340283,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-12/phone_promptresponse_clean_2021-08-12.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-12,2021-08-12 00:32:00 CDT,GMT-05:00,1628746320330,Completed,2021-08-12,2021-08-12 00:33:05 CDT,1628746385263,1,set_2,24,9,Quite a bit,Not at all,Moderately,A little,Not at all,Quite a bit,Quite a bit,Extremely,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-13/phone_promptresponse_clean_2021-08-13.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-13,2021-08-13 00:35:00 CDT,GMT-05:00,1628832900176,Completed,2021-08-13,2021-08-13 00:35:51 CDT,1628832951900,1,set_2,24,9,Quite a bit,Not at all,Not at all,Moderately,Not at all,Extremely,Extremely,Extremely,Very much so,Moderately,A little,Moderately,Quite a bit,A little,No,No,0,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,Not at all,,,
mumblingfoundersubsonic@timestudy_com/2021-08-14/phone_promptresponse_clean_2021-08-14.csv,4,mumblingfoundersubsonic,Daily,TIME,RANDOM,3,4,2021-08-14,2021-08-14 03:49:00 CDT,GMT-05:00,1628930940154,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-15/phone_promptresponse_clean_2021-08-15.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-14,2021-08-14 23:40:00 CDT,GMT-05:00,1629002400159,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-16/phone_promptresponse_clean_2021-08-16.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-16,2021-08-16 00:38:00 CDT,GMT-05:00,1629092280198,Completed,2021-08-16,2021-08-16 00:41:13 CDT,1629092473254,1,set_1,49,9,Extremely,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Extremely,Quite a bit,Very much so,Moderately,Moderately,Very much so,Quite a bit,A little,No,Did not have to work today,0,Quite a bit,Probably will,Yes,No,,,,Yes,Yes,Sort of,No,,,,Yes,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,4 days,More,Less,A lot less,Moderate,Moderate,A little bit,,,
mumblingfoundersubsonic@timestudy_com/2021-08-17/phone_promptresponse_clean_2021-08-17.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-17,2021-08-17 00:39:00 CDT,GMT-05:00,1629178740262,Completed,2021-08-17,2021-08-17 00:39:50 CDT,1629178790465,1,set_3,23,9,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Extremely,Extremely,Very much so,A little,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-17/phone_promptresponse_clean_2021-08-17.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-17,2021-08-17 23:35:00 CDT,GMT-05:00,1629261300237,Completed,2021-08-17,2021-08-17 23:36:25 CDT,1629261385929,1,set_1,25,9,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Extremely,Extremely,Very much so,A little,A little,Moderately,A little,Moderately,No,No,0,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-18/phone_promptresponse_clean_2021-08-18.csv,26,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-18,2021-08-18 23:48:00 CDT,GMT-05:00,1629348480238,Completed,2021-08-18,2021-08-18 23:54:31 CDT,1629348871156,2,set_1,25,9,Moderately,Not at all,A little,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-19/phone_promptresponse_clean_2021-08-19.csv,26,mumblingfoundersubsonic,Daily,BURST,RANDOM,23,0,2021-08-19,2021-08-19 23:43:12 CDT,GMT-05:00,1629434592135,Completed,2021-08-19,2021-08-19 23:49:35 CDT,1629434975631,2,set_2,23,9,Extremely,A little,A little,Moderately,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,Very much so,A little,Quite a bit,A little,Moderately,No,No,0,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-21/phone_promptresponse_clean_2021-08-21.csv,1,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-08-21,2021-08-21 00:25:06 CDT,GMT-05:00,1629523506240,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-22/phone_promptresponse_clean_2021-08-22.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,1,2,2021-08-22,2021-08-22 01:37:00 CDT,GMT-05:00,1629614220568,Completed,2021-08-22,2021-08-22 01:41:09 CDT,1629614469365,1,set_4,47,9,Extremely,Not at all,Not at all,A little,A little,Quite a bit,Extremely,Quite a bit,Very much so,Not at all,A little,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Yes,Maybe,Sort of,but had a goal,,,,Yes,Yes,Moderately,Not at all,I am not experiencing viral symptoms,3 days,3 days,Neither more nor less,Less,Less,Moderate,Quite a bit,,Quite a bit,Probably will,Yes
mumblingfoundersubsonic@timestudy_com/2021-08-23/phone_promptresponse_clean_2021-08-23.csv,5,mumblingfoundersubsonic,Daily,BURST,RANDOM,3,4,2021-08-23,2021-08-23 03:37:00 CDT,GMT-05:00,1629707820203,Completed,2021-08-23,2021-08-23 04:03:09 CDT,1629709389688,2,set_2,23,9,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,Moderately,A little,No,Did not have to work today,0,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-24/phone_promptresponse_clean_2021-08-24.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-24,2021-08-24 00:44:00 CDT,GMT-05:00,1629783840185,Completed,2021-08-24,2021-08-24 00:45:01 CDT,1629783901087,1,set_4,23,9,Quite a bit,Not at all,A little,Moderately,A little,Quite a bit,Extremely,Moderately,Quite a bit,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
mumblingfoundersubsonic@timestudy_com/2021-08-25/phone_promptresponse_clean_2021-08-25.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-25,2021-08-25 00:25:00 CDT,GMT-05:00,1629869100204,Completed,2021-08-25,2021-08-25 00:26:34 CDT,1629869194176,1,set_2,23,9,Moderately,Not at all,A little,Moderately,A little,Quite a bit,Extremely,Quite a bit,Very much so,Moderately,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,Quite a bit,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-26/phone_promptresponse_clean_2021-08-26.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-25,2021-08-25 23:41:00 CDT,GMT-05:00,1629952860664,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-26/phone_promptresponse_clean_2021-08-26.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-26,2021-08-26 23:41:00 CDT,GMT-05:00,1630039260206,Completed,2021-08-26,2021-08-26 23:41:59 CDT,1630039319324,1,set_4,24,9,Moderately,Not at all,Not at all,Moderately,A little,Quite a bit,Extremely,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-08-27/phone_promptresponse_clean_2021-08-27.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-27,2021-08-27 23:37:00 CDT,GMT-05:00,1630125420134,Completed,2021-08-27,2021-08-27 23:39:15 CDT,1630125555376,1,set_1,25,9,Moderately,Not at all,Not at all,Moderately,Not at all,Quite a bit,Extremely,Extremely,Very much so,Moderately,A little,Very much so,Quite a bit,Moderately,No,Yes,0,Quite a bit,Definitely will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
mumblingfoundersubsonic@timestudy_com/2021-08-29/phone_promptresponse_clean_2021-08-29.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-08-29,2021-08-29 00:33:00 CDT,GMT-05:00,1630215180216,Completed,2021-08-29,2021-08-29 00:36:09 CDT,1630215369106,1,set_3,47,9,Quite a bit,Not at all,Moderately,Not at all,Not at all,Extremely,Extremely,Extremely,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Sort of,Maybe,Sort of,No,Very much so,Probably will,Sort of,Yes,Sort of,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,3 days,Less,More,Less,Moderate,Moderate,,,,
mumblingfoundersubsonic@timestudy_com/2021-08-29/phone_promptresponse_clean_2021-08-29.csv,22,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-08-29,2021-08-29 23:31:00 CDT,GMT-05:00,1630297860202,Completed,2021-08-29,2021-08-29 23:34:35 CDT,1630298075820,1,set_3,49,9,Quite a bit,Not at all,Moderately,A little,Not at all,Moderately,Extremely,Quite a bit,Quite a bit,A little,A little,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,Yes,No,Sort of,No,Very much so,Probably will,Sort of,Sort of,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,3 days,Neither more nor less,More,Less,Moderate,Moderate,Not at all,,,
mumblingfoundersubsonic@timestudy_com/2021-08-31/phone_promptresponse_clean_2021-08-31.csv,30,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-08-31,2021-08-31 22:34:00 CDT,GMT-05:00,1630467240160,Completed,2021-08-31,2021-08-31 22:35:40 CDT,1630467340652,1,set_4,23,9,Moderately,Not at all,Moderately,A little,Not at all,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,A little,Quite a bit,Moderately,Quite a bit,Yes,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-09-01/phone_promptresponse_clean_2021-09-01.csv,23,mumblingfoundersubsonic,Daily,TIME,RANDOM,22,23,2021-09-01,2021-09-01 22:45:00 CDT,GMT-05:00,1630554300191,Completed,2021-09-01,2021-09-01 22:46:08 CDT,1630554368633,1,set_4,23,9,Quite a bit,Not at all,Quite a bit,A little,Not at all,Quite a bit,Extremely,Extremely,Very much so,A little,A little,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
mumblingfoundersubsonic@timestudy_com/2021-09-02/phone_promptresponse_clean_2021-09-02.csv,24,mumblingfoundersubsonic,Daily,TIME,RANDOM,23,0,2021-09-02,2021-09-02 23:12:00 CDT,GMT-05:00,1630642320144,Completed,2021-09-02,2021-09-02 23:13:05 CDT,1630642385794,1,set_1,25,9,Quite a bit,Not at all,Moderately,Not at all,Not at all,Quite a bit,Quite a bit,Extremely,Very much so,A little,A little,Quite a bit,Moderately,Moderately,No,No,0,Very much so,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-04/phone_promptresponse_clean_2021-09-04.csv,23,mumblingfoundersubsonic,Daily,BURST,RANDOM,21,22,2021-09-04,2021-09-04 21:38:00 CDT,GMT-05:00,1630809480269,Completed,2021-09-04,2021-09-04 21:39:01 CDT,1630809541098,1,set_1,24,9,Extremely,Not at all,A little,Moderately,Not at all,Quite a bit,Extremely,Quite a bit,Very much so,A little,A little,Very much so,Moderately,A little,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-06/phone_promptresponse_clean_2021-09-06.csv,1,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-09-06,2021-09-06 00:31:00 CDT,GMT-05:00,1630906260182,Completed,2021-09-06,2021-09-06 00:33:43 CDT,1630906423839,1,set_4,48,9,Quite a bit,Not at all,A little,Moderately,Not at all,Extremely,Extremely,Quite a bit,Quite a bit,A little,A little,Very much so,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,Yes,No,Sort of,No,,,,Yes,Sort of,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,4 days,Less,Neither more nor less,A lot less,Moderate,Moderate,Somewhat,Quite a bit,Probably will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-09-07/phone_promptresponse_clean_2021-09-07.csv,1,mumblingfoundersubsonic,Daily,BURST,RANDOM,0,1,2021-09-07,2021-09-07 00:16:00 CDT,GMT-05:00,1630991760132,Completed,2021-09-07,2021-09-07 00:17:47 CDT,1630991867630,1,set_3,23,9,Quite a bit,Not at all,Not at all,Moderately,Not at all,Quite a bit,Extremely,Quite a bit,Very much so,A little,A little,Very much so,Moderately,Moderately,No,No,0,,,,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-08/phone_promptresponse_clean_2021-09-08.csv,2,mumblingfoundersubsonic,Daily,BURST,RANDOM,1,2,2021-09-08,2021-09-08 01:29:00 CDT,GMT-05:00,1631082540195,Completed,2021-09-08,2021-09-08 01:29:57 CDT,1631082597371,1,set_3,24,9,Quite a bit,Not at all,A little,Moderately,Not at all,Extremely,Extremely,Extremely,Very much so,A little,Moderately,Very much so,Quite a bit,A little,No,No,0,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-09/phone_promptresponse_clean_2021-09-09.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-09-09,2021-09-09 00:44:00 CDT,GMT-05:00,1631166240205,Completed,2021-09-09,2021-09-09 00:45:16 CDT,1631166316546,1,set_2,24,9,Quite a bit,Not at all,A little,Moderately,A little,Extremely,Extremely,Quite a bit,Very much so,A little,A little,Very much so,Moderately,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-10/phone_promptresponse_clean_2021-09-10.csv,2,mumblingfoundersubsonic,Daily,TIME,RANDOM,1,2,2021-09-10,2021-09-10 01:47:00 CDT,GMT-05:00,1631256420283,Completed,2021-09-10,2021-09-10 01:48:14 CDT,1631256494160,1,set_3,23,9,Extremely,Not at all,A little,Not at all,Not at all,Quite a bit,Extremely,Quite a bit,Very much so,A little,Moderately,Very much so,Moderately,A little,No,No,0,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-11/phone_promptresponse_clean_2021-09-11.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,0,1,2021-09-11,2021-09-11 00:48:00 CDT,GMT-05:00,1631339280210,Completed,2021-09-11,2021-09-11 00:48:52 CDT,1631339332839,1,set_4,23,9,Extremely,Not at all,A little,Moderately,Not at all,Quite a bit,Extremely,Quite a bit,Very much so,Not at all,A little,Quite a bit,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of
mumblingfoundersubsonic@timestudy_com/2021-09-12/phone_promptresponse_clean_2021-09-12.csv,2,mumblingfoundersubsonic,Daily,TIME,RANDOM,1,2,2021-09-12,2021-09-12 01:32:00 CDT,GMT-05:00,1631428320226,Completed,2021-09-12,2021-09-12 01:41:13 CDT,1631428873027,2,set_1,48,9,Extremely,Not at all,A little,Moderately,Not at all,Extremely,Extremely,Extremely,Very much so,A little,A little,Very much so,Quite a bit,A little,No,Did not have to work today,0,A little,Probably will,Yes,No,,,,Sort of,Maybe,Sort of,No,,,,Not really,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,3 days,Neither more nor less,Less,More,Moderate,Moderate,,,,
mumblingfoundersubsonic@timestudy_com/2021-09-13/phone_promptresponse_clean_2021-09-13.csv,1,mumblingfoundersubsonic,Daily,TIME,RANDOM,1,2,2021-09-13,2021-09-13 01:39:00 CDT,GMT-05:00,1631515140188,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
