.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat
unraveledlitterpowerably@timestudy_com/2021-11-02/phone_promptresponse_clean_2021-11-02.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-02,2021-11-02 19:35:00 CDT,GMT-05:00,1635899700181,Completed,2021-11-02,2021-11-02 19:37:02 CDT,1635899822267,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,A little,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of
unraveledlitterpowerably@timestudy_com/2021-11-03/phone_promptresponse_clean_2021-11-03.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-03,2021-11-03 19:35:00 CDT,GMT-05:00,1635986100201,Completed,2021-11-03,2021-11-03 19:42:48 CDT,1635986568899,2,set_1,25,9,A little,Moderately,Not at all,Quite a bit,Moderately,A little,Not at all,A little,Not at all,Very much so,Moderately,Not at all,A little,Very much so,No,No,0,,,,Quite a bit,Probably will,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-11-04/phone_promptresponse_clean_2021-11-04.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-04,2021-11-04 19:40:02 CDT,GMT-05:00,1636072802029,Completed,2021-11-04,2021-11-04 20:22:42 CDT,1636075362023,2,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,A little,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,Very much so,Probably will,Yes,Maybe,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-05/phone_promptresponse_clean_2021-11-05.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-05,2021-11-05 19:36:01 CDT,GMT-05:00,1636158961148,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-06/phone_promptresponse_clean_2021-11-06.csv,21,unraveledlitterpowerably,Daily,BURST,RANDOM,20,21,2021-11-06,2021-11-06 20:48:00 CDT,GMT-05:00,1636249680211,Completed,2021-11-06,2021-11-06 20:49:21 CDT,1636249761354,1,set_3,24,9,A little,A little,Quite a bit,Not at all,A little,A little,A little,A little,Not at all,A little,Quite a bit,A little,Not at all,Moderately,Yes,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-07/phone_promptresponse_clean_2021-11-07.csv,21,unraveledlitterpowerably,Daily,BURST,RANDOM,20,21,2021-11-07,2021-11-07 20:12:00 CST,GMT-06:00,1636337520224,Completed,2021-11-07,2021-11-07 20:28:46 CST,1636338526712,2,set_1,49,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,A little,Might,No,Maybe,Sort of,Yes,,,,Sort of,Maybe,Sort of,Not really,A little,Moderately,I am not experiencing viral symptoms,0 days,1 day,More,A lot more,Neither more nor less,Moderate,Moderate,,,,
unraveledlitterpowerably@timestudy_com/2021-11-08/phone_promptresponse_clean_2021-11-08.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-11-08,2021-11-08 19:33:00 CST,GMT-06:00,1636421580184,Completed,2021-11-08,2021-11-08 19:34:14 CST,1636421654329,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-09/phone_promptresponse_clean_2021-11-09.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-11-09,2021-11-09 19:39:01 CST,GMT-06:00,1636508341869,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-10/phone_promptresponse_clean_2021-11-10.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-10,2021-11-10 19:42:00 CST,GMT-06:00,1636594920233,PartiallyCompleted,,,,,set_1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-11/phone_promptresponse_clean_2021-11-11.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-11,2021-11-11 19:33:00 CST,GMT-06:00,1636680780248,Completed,2021-11-11,2021-11-11 19:39:15 CST,1636681155093,2,set_1,25,9,A little,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,No,No,0,,,,A little,Might,Not really,Maybe,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-11-12/phone_promptresponse_clean_2021-11-12.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-12,2021-11-12 19:21:00 CST,GMT-06:00,1636766460193,Completed,2021-11-12,2021-11-12 19:29:19 CST,1636766959955,2,set_1,24,9,Moderately,Not at all,Quite a bit,A little,A little,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,Not sure,No,0,,,,A little,Might,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-13/phone_promptresponse_clean_2021-11-13.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-13,2021-11-13 19:42:00 CST,GMT-06:00,1636854120255,PartiallyCompleted,,,,,set_2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-14/phone_promptresponse_clean_2021-11-14.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-14,2021-11-14 19:30:00 CST,GMT-06:00,1636939800171,Completed,2021-11-14,2021-11-14 19:40:28 CST,1636940428830,2,set_4,47,9,Moderately,A little,Quite a bit,A little,Moderately,Not at all,A little,Not at all,Not at all,A little,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,Sort of,Maybe,,,,Not really,Yes,Sort of,Sort of,Moderately,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,Less,A lot more,Moderate,Quite a bit,,Very much so,Probably will,Not really
unraveledlitterpowerably@timestudy_com/2021-11-15/phone_promptresponse_clean_2021-11-15.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-11-15,2021-11-15 18:47:00 CST,GMT-06:00,1637023620198,Completed,2021-11-15,2021-11-15 19:50:51 CST,1637027451723,2,set_1,24,9,Quite a bit,A little,A little,A little,A little,Moderately,A little,Not at all,Not at all,A little,Moderately,A little,Moderately,Moderately,No,No,0,,,,Quite a bit,Might,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-16/phone_promptresponse_clean_2021-11-16.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-11-16,2021-11-16 18:36:00 CST,GMT-06:00,1637109360211,Completed,2021-11-16,2021-11-16 18:37:51 CST,1637109471819,1,set_3,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,A little,Moderately,Moderately,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-11-17/phone_promptresponse_clean_2021-11-17.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-17,2021-11-17 19:46:00 CST,GMT-06:00,1637199960167,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-18/phone_promptresponse_clean_2021-11-18.csv,19,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-11-18,2021-11-18 19:46:00 CST,GMT-06:00,1637286360158,Completed,2021-11-18,2021-11-18 20:06:54 CST,1637287614012,2,set_2,23,9,A little,Moderately,A little,Moderately,Moderately,A little,Not at all,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,Quite a bit,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-19/phone_promptresponse_clean_2021-11-19.csv,19,unraveledlitterpowerably,Daily,BURST,RANDOM,18,19,2021-11-19,2021-11-19 18:45:00 CST,GMT-06:00,1637369100275,Completed,2021-11-19,2021-11-19 18:51:40 CST,1637369500920,2,set_4,23,9,A little,Quite a bit,A little,A little,Moderately,A little,Not at all,A little,Not at all,Moderately,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Not really
unraveledlitterpowerably@timestudy_com/2021-11-20/phone_promptresponse_clean_2021-11-20.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-11-20,2021-11-20 19:31:00 CST,GMT-06:00,1637458260173,Completed,2021-11-20,2021-11-20 19:59:09 CST,1637459949079,2,set_4,23,9,A little,Moderately,A little,Moderately,Moderately,A little,Not at all,A little,Not at all,Quite a bit,Moderately,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
unraveledlitterpowerably@timestudy_com/2021-11-21/phone_promptresponse_clean_2021-11-21.csv,21,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-11-21,2021-11-21 19:11:44 CST,GMT-06:00,1637543504499,Completed,2021-11-21,2021-11-21 20:24:30 CST,1637547870567,2,set_4,49,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not sure,No,0,,,,,,,,Not really,No,,,,Sort of,No,Sort of,Sort of,Extremely,Moderately,I am currently experiencing mild-moderate viral symptoms,0 days,0 days,More,A lot less,Neither more nor less,Moderate,Quite a bit,A little bit,Quite a bit,Might,Sort of
unraveledlitterpowerably@timestudy_com/2021-11-22/phone_promptresponse_clean_2021-11-22.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-11-22,2021-11-22 18:48:00 CST,GMT-06:00,1637628480176,Completed,2021-11-22,2021-11-22 18:53:36 CST,1637628816801,2,set_3,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Not sure,No,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-11-23/phone_promptresponse_clean_2021-11-23.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-23,2021-11-23 19:48:01 CST,GMT-06:00,1637718481262,PartiallyCompleted,,,,,set_1,18,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-24/phone_promptresponse_clean_2021-11-24.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-11-24,2021-11-24 18:43:00 CST,GMT-06:00,1637800980920,Completed,2021-11-24,2021-11-24 18:45:22 CST,1637801122844,1,set_3,24,9,Not at all,A little,Quite a bit,Not at all,A little,Quite a bit,Extremely,Moderately,A little,A little,Quite a bit,Very much so,Moderately,A little,Not sure,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-25/phone_promptresponse_clean_2021-11-25.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-25,2021-11-25 19:35:00 CST,GMT-06:00,1637890500251,Completed,2021-11-25,2021-11-25 19:42:12 CST,1637890932320,2,set_3,23,9,Moderately,A little,Quite a bit,A little,A little,Moderately,Quite a bit,Moderately,A little,A little,Moderately,Quite a bit,Moderately,A little,Yes,No,0,A little,Probably will not,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-26/phone_promptresponse_clean_2021-11-26.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-11-26,2021-11-26 20:27:00 CST,GMT-06:00,1637980020215,Completed,2021-11-26,2021-11-26 20:47:57 CST,1637981277044,2,set_1,25,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Quite a bit,A little,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,Quite a bit,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-11-27/phone_promptresponse_clean_2021-11-27.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-27,2021-11-27 19:38:00 CST,GMT-06:00,1638063480254,Completed,2021-11-27,2021-11-27 19:39:14 CST,1638063554271,1,set_4,23,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,A little,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes
unraveledlitterpowerably@timestudy_com/2021-11-28/phone_promptresponse_clean_2021-11-28.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-28,2021-11-28 19:45:00 CST,GMT-06:00,1638150300345,Completed,2021-11-28,2021-11-28 19:56:06 CST,1638150966260,2,set_3,48,9,Not at all,Moderately,Quite a bit,A little,A little,Quite a bit,Quite a bit,A little,A little,A little,Moderately,Very much so,Quite a bit,A little,No,No,0,Quite a bit,Probably will,Yes,,,,,Sort of,Maybe,,,,Sort of,Maybe,Yes,Yes,Moderately,Quite a bit,I am not experiencing viral symptoms,0 days,0 days,More,Less,Neither more nor less,Quite a bit,Quite a bit,A little bit,,,
unraveledlitterpowerably@timestudy_com/2021-11-29/phone_promptresponse_clean_2021-11-29.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-29,2021-11-29 19:23:00 CST,GMT-06:00,1638235380280,Completed,2021-11-29,2021-11-29 19:29:02 CST,1638235742086,2,set_3,23,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-11-30/phone_promptresponse_clean_2021-11-30.csv,17,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-11-30,2021-11-30 19:28:00 CST,GMT-06:00,1638322080230,PartiallyCompleted,,,,,set_2,21,9,Not at all,Moderately,A little,Moderately,A little,A little,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-01/phone_promptresponse_clean_2021-12-01.csv,22,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-01,2021-12-01 19:24:00 CST,GMT-06:00,1638408240238,Completed,2021-12-01,2021-12-01 19:33:43 CST,1638408823895,2,set_3,24,9,Not at all,Moderately,Not at all,A little,Quite a bit,A little,Not at all,Not at all,Moderately,A little,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-02/phone_promptresponse_clean_2021-12-02.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-12-02,2021-12-02 19:28:17 CST,GMT-06:00,1638494897908,Completed,2021-12-02,2021-12-02 19:30:13 CST,1638495013382,1,set_3,25,9,Not at all,Quite a bit,A little,Moderately,Moderately,A little,Not at all,A little,A little,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,
unraveledlitterpowerably@timestudy_com/2021-12-03/phone_promptresponse_clean_2021-12-03.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-12-03,2021-12-03 19:17:00 CST,GMT-06:00,1638580620249,Completed,2021-12-03,2021-12-03 19:23:59 CST,1638581039007,2,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,A little,Not at all,A little,A little,Quite a bit,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,,,,,,,A little,Might,Not thought about it,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-04/phone_promptresponse_clean_2021-12-04.csv,20,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-12-04,2021-12-04 19:29:01 CST,GMT-06:00,1638667741282,Completed,2021-12-04,2021-12-04 19:37:44 CST,1638668264953,2,set_4,23,9,A little,Moderately,Quite a bit,A little,A little,Moderately,Not at all,A little,A little,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Not really
unraveledlitterpowerably@timestudy_com/2021-12-05/phone_promptresponse_clean_2021-12-05.csv,21,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-12-05,2021-12-05 19:16:00 CST,GMT-06:00,1638753360533,Completed,2021-12-05,2021-12-05 20:40:13 CST,1638758413022,2,set_2,47,9,Not at all,Moderately,Quite a bit,A little,A little,A little,A little,Not at all,A little,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,Not really,Yes,Quite a bit,Definitely will,Yes,Sort of,Yes,Yes,Sort of,A little,Moderately,I am not experiencing viral symptoms,0 days,1 day,Neither more nor less,More,Less,Moderate,Quite a bit,,,,
unraveledlitterpowerably@timestudy_com/2021-12-06/phone_promptresponse_clean_2021-12-06.csv,22,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-12-06,2021-12-06 20:10:01 CST,GMT-06:00,1638843001066,Completed,2021-12-06,2021-12-06 20:50:21 CST,1638845421443,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,A little,Not at all,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Not really
unraveledlitterpowerably@timestudy_com/2021-12-07/phone_promptresponse_clean_2021-12-07.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-07,2021-12-07 19:47:00 CST,GMT-06:00,1638928020222,Completed,2021-12-07,2021-12-07 19:48:22 CST,1638928102603,1,set_3,23,9,A little,Moderately,Extremely,Not at all,A little,A little,Not at all,A little,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,Did not have to work today,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-08/phone_promptresponse_clean_2021-12-08.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-08,2021-12-08 19:34:00 CST,GMT-06:00,1639013640235,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-09/phone_promptresponse_clean_2021-12-09.csv,18,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-09,2021-12-09 19:23:00 CST,GMT-06:00,1639099380298,Completed,2021-12-09,2021-12-09 19:24:38 CST,1639099478786,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Moderately,A little,A little,Not at all,Quite a bit,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-10/phone_promptresponse_clean_2021-12-10.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-10,2021-12-10 19:39:00 CST,GMT-06:00,1639186740805,Completed,2021-12-10,2021-12-10 19:40:36 CST,1639186836620,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Moderately,A little,Not at all,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-11/phone_promptresponse_clean_2021-12-11.csv,21,unraveledlitterpowerably,Daily,TIME,RANDOM,20,21,2021-12-11,2021-12-11 20:37:00 CST,GMT-06:00,1639276620241,Completed,2021-12-11,2021-12-11 20:38:20 CST,1639276700135,1,set_2,23,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Not at all,Not at all,Moderately,Very much so,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-12/phone_promptresponse_clean_2021-12-12.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-12,2021-12-12 19:36:00 CST,GMT-06:00,1639359360245,Completed,2021-12-12,2021-12-12 19:51:18 CST,1639360278604,2,set_2,47,9,Moderately,Moderately,Quite a bit,Not at all,A little,Moderately,Quite a bit,Not at all,Not at all,A little,Quite a bit,Quite a bit,Quite a bit,A little,Not sure,Did not have to work today,0,,,,,,,,Sort of,Yes,Quite a bit,Might,Not thought about it,Sort of,but had a goal,Yes,Yes,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Less,More,A lot more,Moderate,Moderate,,,,
unraveledlitterpowerably@timestudy_com/2021-12-13/phone_promptresponse_clean_2021-12-13.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-13,2021-12-13 19:14:00 CST,GMT-06:00,1639444440231,Completed,2021-12-13,2021-12-13 19:21:16 CST,1639444876249,2,set_1,25,9,Not at all,Moderately,Quite a bit,A little,Moderately,Quite a bit,Moderately,Moderately,Not at all,Moderately,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,Not at all,Probably will not,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-14/phone_promptresponse_clean_2021-12-14.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-12-14,2021-12-14 18:47:00 CST,GMT-06:00,1639529220250,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-16/phone_promptresponse_clean_2021-12-16.csv,19,unraveledlitterpowerably,Daily,TIME,RANDOM,18,19,2021-12-16,2021-12-16 18:13:00 CST,GMT-06:00,1639699980248,Completed,2021-12-16,2021-12-16 18:17:10 CST,1639700230548,1,set_4,24,9,A little,Moderately,Quite a bit,Not at all,Moderately,A little,Not at all,A little,Not at all,Moderately,Quite a bit,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
unraveledlitterpowerably@timestudy_com/2021-12-17/phone_promptresponse_clean_2021-12-17.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-17,2021-12-17 19:47:00 CST,GMT-06:00,1639792020271,Completed,2021-12-17,2021-12-17 19:53:44 CST,1639792424215,2,set_3,23,9,Not at all,Moderately,A little,Moderately,A little,Moderately,Not at all,A little,A little,Very much so,Moderately,A little,Not at all,Very much so,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-18/phone_promptresponse_clean_2021-12-18.csv,20,unraveledlitterpowerably,Daily,TIME,RANDOM,19,20,2021-12-18,2021-12-18 19:24:00 CST,GMT-06:00,1639877040249,Completed,2021-12-18,2021-12-18 19:25:46 CST,1639877146444,1,set_3,24,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,A little,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,A little,A little,No,Did not have to work today,0,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
unraveledlitterpowerably@timestudy_com/2021-12-19/phone_promptresponse_clean_2021-12-19.csv,19,unraveledlitterpowerably,Daily,BURST,RANDOM,18,19,2021-12-19,2021-12-19 18:25:00 CST,GMT-06:00,1639959900258,Completed,2021-12-19,2021-12-19 18:51:44 CST,1639961504064,2,set_4,47,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,A little,Quite a bit,Not at all,Moderately,Moderately,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,Yes,Yes,,,,Not really,Maybe,Sort of,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Very little,,Very much so,Definitely will,Yes
unraveledlitterpowerably@timestudy_com/2021-12-20/phone_promptresponse_clean_2021-12-20.csv,19,unraveledlitterpowerably,Daily,BURST,RANDOM,18,19,2021-12-20,2021-12-20 18:21:00 CST,GMT-06:00,1640046060262,Completed,2021-12-20,2021-12-20 18:22:30 CST,1640046150416,1,set_2,23,9,Not at all,Quite a bit,Not at all,Extremely,Moderately,Not at all,Not at all,A little,A little,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,,,,,,,Not at all,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,
unraveledlitterpowerably@timestudy_com/2021-12-21/phone_promptresponse_clean_2021-12-21.csv,21,unraveledlitterpowerably,Daily,BURST,RANDOM,19,20,2021-12-21,2021-12-21 19:28:00 CST,GMT-06:00,1640136480264,Completed,2021-12-21,2021-12-21 19:58:34 CST,1640138314906,2,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,Not at all,Moderately,Moderately,Not at all,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Not really
