.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x34_affmot_eat,x35_int_eat,x37_plan_eat,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x33_goal_sed,x36_goal_eat,x29_wgoal_sleep,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
sharpnessnextpouch@timestudy_com/2020-06-16/phone_promptresponse_clean_2020-06-16.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-06-16,2020-06-16 21:24:00 PDT,GMT-07:00,1592367840149,Completed,2020-06-16,2020-06-16 21:25:22 PDT,1592367922504,1,set_1,25,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,A little,Quite a bit,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-17/phone_promptresponse_clean_2020-06-17.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-17,2020-06-17 21:34:00 PDT,GMT-07:00,1592454840141,Completed,2020-06-17,2020-06-17 21:40:24 PDT,1592455224109,2,set_4,24,8,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-18/phone_promptresponse_clean_2020-06-18.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,20,21,2020-06-18,2020-06-18 20:39:00 PDT,GMT-07:00,1592537940108,Completed,2020-06-18,2020-06-18 20:44:37 PDT,1592538277929,2,set_1,25,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Already exercising/exercised,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-19/phone_promptresponse_clean_2020-06-19.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-19,2020-06-19 21:41:00 PDT,GMT-07:00,1592628060147,Completed,2020-06-19,2020-06-19 21:57:41 PDT,1592629061388,2,set_4,24,8,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-20/phone_promptresponse_clean_2020-06-20.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-20,2020-06-20 21:23:00 PDT,GMT-07:00,1592713380188,Completed,2020-06-20,2020-06-20 21:40:22 PDT,1592714422841,2,set_2,24,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-21/phone_promptresponse_clean_2020-06-21.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-21,2020-06-21 21:43:00 PDT,GMT-07:00,1592800980157,Completed,2020-06-21,2020-06-21 21:47:21 PDT,1592801241540,1,set_4,47,8,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-22/phone_promptresponse_clean_2020-06-22.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-22,2020-06-22 21:48:00 PDT,GMT-07:00,1592887680142,Completed,2020-06-22,2020-06-22 21:48:48 PDT,1592887728932,1,set_4,24,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-23/phone_promptresponse_clean_2020-06-23.csv,20,sharpnessnextpouch,Daily,TIME,RANDOM,20,21,2020-06-23,2020-06-23 20:45:00 PDT,GMT-07:00,1592970300092,Completed,2020-06-23,2020-06-23 20:47:53 PDT,1592970473526,1,set_3,22,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,I am not sitting right now,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-24/phone_promptresponse_clean_2020-06-24.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-24,2020-06-24 21:31:00 PDT,GMT-07:00,1593059460168,Completed,2020-06-24,2020-06-24 21:34:39 PDT,1593059679099,1,set_3,22,8,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-25/phone_promptresponse_clean_2020-06-25.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-06-25,2020-06-25 21:11:00 PDT,GMT-07:00,1593144660179,Completed,2020-06-25,2020-06-25 21:12:37 PDT,1593144757084,1,set_2,24,8,A little,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-26/phone_promptresponse_clean_2020-06-26.csv,20,sharpnessnextpouch,Daily,TIME,RANDOM,20,21,2020-06-26,2020-06-26 20:43:00 PDT,GMT-07:00,1593229380107,Completed,2020-06-26,2020-06-26 20:47:41 PDT,1593229661459,1,set_4,24,8,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-27/phone_promptresponse_clean_2020-06-27.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-06-27,2020-06-27 21:32:00 PDT,GMT-07:00,1593318720116,Completed,2020-06-27,2020-06-27 21:33:07 PDT,1593318787741,1,set_3,22,8,Not at all,Extremely,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Yes,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-28/phone_promptresponse_clean_2020-06-28.csv,21,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-06-28,2020-06-28 21:16:00 PDT,GMT-07:00,1593404160108,Completed,2020-06-28,2020-06-28 21:22:40 PDT,1593404560809,2,set_3,45,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,Very much so,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,More,More,Neither more nor less,Moderate,Very little,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-29/phone_promptresponse_clean_2020-06-29.csv,21,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-06-29,2020-06-29 21:11:00 PDT,GMT-07:00,1593490260142,Completed,2020-06-29,2020-06-29 21:21:28 PDT,1593490888795,2,set_1,25,8,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-06-30/phone_promptresponse_clean_2020-06-30.csv,21,sharpnessnextpouch,Daily,BURST,RANDOM,20,21,2020-06-30,2020-06-30 20:44:00 PDT,GMT-07:00,1593575040087,Completed,2020-06-30,2020-06-30 20:45:01 PDT,1593575101950,1,set_4,24,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-01/phone_promptresponse_clean_2020-07-01.csv,20,sharpnessnextpouch,Daily,TIME,RANDOM,20,21,2020-07-01,2020-07-01 20:36:00 PDT,GMT-07:00,1593660960134,Completed,2020-07-01,2020-07-01 20:39:57 PDT,1593661197220,1,set_2,24,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-02/phone_promptresponse_clean_2020-07-02.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-02,2020-07-02 21:22:00 PDT,GMT-07:00,1593750120105,Completed,2020-07-02,2020-07-02 21:23:24 PDT,1593750204715,1,set_3,22,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-03/phone_promptresponse_clean_2020-07-03.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-03,2020-07-03 21:31:00 PDT,GMT-07:00,1593837060096,Completed,2020-07-03,2020-07-03 21:31:51 PDT,1593837111587,1,set_1,25,8,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-04/phone_promptresponse_clean_2020-07-04.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-04,2020-07-04 21:15:00 PDT,GMT-07:00,1593922500102,Completed,2020-07-04,2020-07-04 21:16:20 PDT,1593922580682,1,set_3,22,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-05/phone_promptresponse_clean_2020-07-05.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-05,2020-07-05 21:45:00 PDT,GMT-07:00,1594010700142,Completed,2020-07-05,2020-07-05 21:48:43 PDT,1594010923213,1,set_4,47,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,Yes,Yes,Yes,Sort of,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-06/phone_promptresponse_clean_2020-07-06.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-06,2020-07-06 21:48:00 PDT,GMT-07:00,1594097280149,Completed,2020-07-06,2020-07-06 22:14:24 PDT,1594098864982,2,set_2,24,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-07/phone_promptresponse_clean_2020-07-07.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-07,2020-07-07 21:34:00 PDT,GMT-07:00,1594182840210,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-08/phone_promptresponse_clean_2020-07-08.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-08,2020-07-08 21:30:00 PDT,GMT-07:00,1594269000092,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-08/phone_promptresponse_clean_2020-07-08.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-07-08,2020-07-08 22:24:00 PDT,GMT-07:00,1594272240248,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-09,2020-07-09 21:33:00 PDT,GMT-07:00,1594355580106,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-07-09,2020-07-09 22:16:30 PDT,GMT-07:00,1594358190385,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,24,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-07-09,2020-07-09 22:23:23 PDT,GMT-07:00,1594358603021,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,25,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-07-09,2020-07-09 22:29:26 PDT,GMT-07:00,1594358966303,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-10/phone_promptresponse_clean_2020-07-10.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-10,2020-07-10 21:27:00 PDT,GMT-07:00,1594441620114,NeverStarted,,,,,set_2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-11/phone_promptresponse_clean_2020-07-11.csv,21,sharpnessnextpouch,Daily,BURST,RANDOM,20,21,2020-07-11,2020-07-11 20:46:46 PDT,GMT-07:00,1594525606159,Completed,2020-07-11,2020-07-11 20:48:14 PDT,1594525694907,1,set_2,24,8,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-12/phone_promptresponse_clean_2020-07-12.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-07-12,2020-07-12 21:21:00 PDT,GMT-07:00,1594614060112,Completed,2020-07-12,2020-07-12 21:38:34 PDT,1594615114121,2,set_4,47,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-13/phone_promptresponse_clean_2020-07-13.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-07-13,2020-07-13 21:34:00 PDT,GMT-07:00,1594701240152,Completed,2020-07-13,2020-07-13 21:43:56 PDT,1594701836056,2,set_4,24,8,A little,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-14/phone_promptresponse_clean_2020-07-14.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-07-14,2020-07-14 21:21:00 PDT,GMT-07:00,1594786860187,Completed,2020-07-14,2020-07-14 21:35:32 PDT,1594787732087,2,set_1,25,8,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Already exercising/exercised,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-15/phone_promptresponse_clean_2020-07-15.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-15,2020-07-15 21:46:00 PDT,GMT-07:00,1594874760200,Completed,2020-07-15,2020-07-15 22:23:06 PDT,1594876986387,2,set_4,24,8,A little,Quite a bit,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-16/phone_promptresponse_clean_2020-07-16.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-16,2020-07-16 21:38:00 PDT,GMT-07:00,1594960680243,Completed,2020-07-16,2020-07-16 21:45:01 PDT,1594961101781,2,set_3,22,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Moderately,A little,Not at all,Very much so,Not at all,Not at all,Quite a bit,Not at all,No,No,0,,,,,I am not sitting right now,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-17/phone_promptresponse_clean_2020-07-17.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-17,2020-07-17 21:34:00 PDT,GMT-07:00,1595046840154,Completed,2020-07-17,2020-07-17 21:35:18 PDT,1595046918015,1,set_1,25,8,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-18/phone_promptresponse_clean_2020-07-18.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-18,2020-07-18 21:23:00 PDT,GMT-07:00,1595132580155,Completed,2020-07-18,2020-07-18 21:24:49 PDT,1595132689853,1,set_4,24,8,A little,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-19/phone_promptresponse_clean_2020-07-19.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,20,21,2020-07-19,2020-07-19 20:46:00 PDT,GMT-07:00,1595216760159,Completed,2020-07-19,2020-07-19 20:52:34 PDT,1595217154434,2,set_2,47,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,Quite a bit,Definitely will,Yes,Yes,Maybe,Yes,Yes,Yes,Maybe,0 days,0 days,Neither more nor less,More,Neither more nor less,Quite a bit,Quite a bit,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-20/phone_promptresponse_clean_2020-07-20.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-20,2020-07-20 21:24:00 PDT,GMT-07:00,1595305440148,Completed,2020-07-20,2020-07-20 21:27:34 PDT,1595305654689,1,set_1,25,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-21/phone_promptresponse_clean_2020-07-21.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-21,2020-07-21 21:12:00 PDT,GMT-07:00,1595391120098,Completed,2020-07-21,2020-07-21 21:20:30 PDT,1595391630872,2,set_3,22,8,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,I am not sitting right now,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-22/phone_promptresponse_clean_2020-07-22.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-22,2020-07-22 21:23:00 PDT,GMT-07:00,1595478180134,Completed,2020-07-22,2020-07-22 21:25:17 PDT,1595478317619,1,set_4,24,8,A little,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-23/phone_promptresponse_clean_2020-07-23.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-07-23,2020-07-23 21:42:00 PDT,GMT-07:00,1595565720142,Completed,2020-07-23,2020-07-23 21:43:29 PDT,1595565809328,1,set_4,24,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-24/phone_promptresponse_clean_2020-07-24.csv,21,sharpnessnextpouch,Daily,BURST,RANDOM,20,21,2020-07-24,2020-07-24 20:29:00 PDT,GMT-07:00,1595647740202,Completed,2020-07-24,2020-07-24 20:36:54 PDT,1595648214555,2,set_1,25,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,Quite a bit,Definitely will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-25/phone_promptresponse_clean_2020-07-25.csv,18,sharpnessnextpouch,Daily,BURST,RANDOM,20,21,2020-07-25,2020-07-25 20:32:00 CDT,GMT-05:00,1595727120151,Completed,2020-07-25,2020-07-25 20:40:21 CDT,1595727621590,2,set_3,24,9,A little,Quite a bit,A little,Quite a bit,Extremely,A little,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,Definitely will,Sort of,,,,
sharpnessnextpouch@timestudy_com/2020-07-26/phone_promptresponse_clean_2020-07-26.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-07-26,2020-07-26 21:12:00 CDT,GMT-05:00,1595815920106,Completed,2020-07-26,2020-07-26 21:31:38 CDT,1595817098487,2,set_1,48,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,No,0,Very much so,Definitely will,Yes,Maybe,,,,,,,,Yes,Maybe,Yes,Yes,Yes,Maybe,0 days,0 days,Neither more nor less,More,Neither more nor less,Quite a bit,Very little,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-27/phone_promptresponse_clean_2020-07-27.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-27,2020-07-27 21:26:00 CDT,GMT-05:00,1595903160126,Completed,2020-07-27,2020-07-27 21:34:19 CDT,1595903659319,2,set_1,25,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Moderately,No,Did not have to work today,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-28/phone_promptresponse_clean_2020-07-28.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-28,2020-07-28 21:45:00 CDT,GMT-05:00,1595990700160,Completed,2020-07-28,2020-07-28 21:46:51 CDT,1595990811507,1,set_2,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-29/phone_promptresponse_clean_2020-07-29.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-29,2020-07-29 21:22:00 CDT,GMT-05:00,1596075720149,Completed,2020-07-29,2020-07-29 21:23:15 CDT,1596075795091,1,set_2,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-07-30/phone_promptresponse_clean_2020-07-30.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-07-30,2020-07-30 21:23:00 CDT,GMT-05:00,1596162180150,Completed,2020-07-30,2020-07-30 21:24:26 CDT,1596162266186,1,set_4,24,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
