.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x33_goal_sed,x36_goal_eat,x34_affmot_eat,x35_int_eat,x37_plan_eat,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x29_wgoal_sleep,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
dimnesscranialunheard@timestudy_com/2020-06-30/phone_promptresponse_clean_2020-06-30.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-06-30,2020-06-30 22:46:00 PDT,GMT-07:00,1593582360135,Completed,2020-06-30,2020-06-30 22:47:01 PDT,1593582421179,1,set_3,22,8,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Moderately,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,Very much so,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-01/phone_promptresponse_clean_2020-07-01.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-01,2020-07-01 22:37:00 PDT,GMT-07:00,1593668220165,Completed,2020-07-01,2020-07-01 22:38:13 PDT,1593668293789,1,set_1,25,8,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,A little,Not at all,Very much so,No,No,0,Quite a bit,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-02/phone_promptresponse_clean_2020-07-02.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-02,2020-07-02 22:28:00 PDT,GMT-07:00,1593754080132,Completed,2020-07-02,2020-07-02 22:29:27 PDT,1593754167686,1,set_2,24,8,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Moderately,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-03/phone_promptresponse_clean_2020-07-03.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-03,2020-07-03 22:30:00 PDT,GMT-07:00,1593840600130,Completed,2020-07-03,2020-07-03 22:36:18 PDT,1593840978231,2,set_4,24,8,A little,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-04/phone_promptresponse_clean_2020-07-04.csv,21,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-04,2020-07-04 22:21:00 PDT,GMT-07:00,1593926460113,Completed,2020-07-04,2020-07-04 22:22:33 PDT,1593926553093,1,set_1,25,8,Not at all,A little,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,A little,Not at all,Quite a bit,Not sure,Did not have to work today,0,Very much so,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-05/phone_promptresponse_clean_2020-07-05.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-05,2020-07-05 22:46:00 PDT,GMT-07:00,1594014360201,Completed,2020-07-05,2020-07-05 22:55:30 PDT,1594014930557,2,set_3,45,8,A little,A little,A little,A little,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,A little,A little,Not at all,Very much so,Yes,Did not have to work today,0,,,,,Sort of,No,No,Not really,No,,,,,,,Very much so,but had a goal,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-06/phone_promptresponse_clean_2020-07-06.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-06,2020-07-06 22:13:00 PDT,GMT-07:00,1594098780139,Completed,2020-07-06,2020-07-06 22:13:54 PDT,1594098834408,1,set_2,24,8,A little,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-07/phone_promptresponse_clean_2020-07-07.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-07,2020-07-07 22:25:00 PDT,GMT-07:00,1594185900147,Completed,2020-07-07,2020-07-07 22:26:08 PDT,1594185968313,1,set_2,24,8,A little,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,A little,Probably will,No,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-08/phone_promptresponse_clean_2020-07-08.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-08,2020-07-08 22:17:00 PDT,GMT-07:00,1594271820185,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-08/phone_promptresponse_clean_2020-07-08.csv,24,dimnesscranialunheard,Daily,TIME,RANDOM,23,0,2020-07-08,2020-07-08 23:16:04 PDT,GMT-07:00,1594275364326,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-08/phone_promptresponse_clean_2020-07-08.csv,25,dimnesscranialunheard,Daily,TIME,RANDOM,23,0,2020-07-08,2020-07-08 23:23:31 PDT,GMT-07:00,1594275811043,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-09,2020-07-09 22:49:00 PDT,GMT-07:00,1594360140106,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,24,dimnesscranialunheard,Daily,TIME,RANDOM,23,0,2020-07-09,2020-07-09 23:16:03 PDT,GMT-07:00,1594361763611,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-09/phone_promptresponse_clean_2020-07-09.csv,25,dimnesscranialunheard,Daily,TIME,RANDOM,23,0,2020-07-09,2020-07-09 23:22:57 PDT,GMT-07:00,1594362177341,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-10/phone_promptresponse_clean_2020-07-10.csv,1,dimnesscranialunheard,Daily,TIME,RANDOM,23,0,2020-07-09,2020-07-09 23:29:48 PDT,GMT-07:00,1594362588950,NeverPrompted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-10/phone_promptresponse_clean_2020-07-10.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-10,2020-07-10 22:36:00 PDT,GMT-07:00,1594445760087,Completed,2020-07-10,2020-07-10 22:37:52 PDT,1594445872998,1,set_3,22,8,A little,Moderately,A little,Moderately,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,Quite a bit,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-11/phone_promptresponse_clean_2020-07-11.csv,22,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-11,2020-07-11 22:21:00 PDT,GMT-07:00,1594531260098,Completed,2020-07-11,2020-07-11 22:22:57 PDT,1594531377754,1,set_4,24,8,Not at all,Moderately,A little,Moderately,Quite a bit,Moderately,A little,Moderately,Not at all,Moderately,Quite a bit,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,Quite a bit,Probably will not,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-12/phone_promptresponse_clean_2020-07-12.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-12,2020-07-12 22:23:00 PDT,GMT-07:00,1594617780150,Completed,2020-07-12,2020-07-12 22:27:10 PDT,1594618030698,1,set_2,47,8,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,Sort of,No,Sort of,Not really,No,,,,Quite a bit,Probably will,Yes,,Maybe,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-13/phone_promptresponse_clean_2020-07-13.csv,24,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-13,2020-07-13 22:16:00 PDT,GMT-07:00,1594703760120,Completed,2020-07-13,2020-07-13 22:17:39 PDT,1594703859179,1,set_4,24,8,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Moderately,A little,A little,Not at all,Moderately,No,No,0,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-14/phone_promptresponse_clean_2020-07-14.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-14,2020-07-14 22:20:00 PDT,GMT-07:00,1594790400137,Completed,2020-07-14,2020-07-14 22:26:28 PDT,1594790788221,2,set_1,25,8,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Moderately,Not at all,Quite a bit,Very much so,Not at all,A little,Moderately,No,Did not have to work today,0,Very much so,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-15/phone_promptresponse_clean_2020-07-15.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-15,2020-07-15 22:47:00 PDT,GMT-07:00,1594878420165,Completed,2020-07-15,2020-07-15 22:49:45 PDT,1594878585587,1,set_2,24,8,Not at all,A little,A little,Moderately,Quite a bit,A little,A little,Moderately,A little,Quite a bit,Very much so,Not at all,Quite a bit,A little,No,No,0,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-16/phone_promptresponse_clean_2020-07-16.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-16,2020-07-16 22:40:00 PDT,GMT-07:00,1594964400121,Completed,2020-07-16,2020-07-16 22:50:56 PDT,1594965056756,2,set_4,24,8,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,A little,Moderately,No,Yes,0,,,,,,,,,,Quite a bit,Definitely will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-17/phone_promptresponse_clean_2020-07-17.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-17,2020-07-17 22:32:00 PDT,GMT-07:00,1595050320127,Completed,2020-07-17,2020-07-17 22:34:22 PDT,1595050462987,1,set_3,22,8,A little,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,Yes,0,,,,,,,,,,,,,,,,Not at all,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-18/phone_promptresponse_clean_2020-07-18.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-18,2020-07-18 22:41:00 PDT,GMT-07:00,1595137260159,Completed,2020-07-18,2020-07-18 22:45:51 PDT,1595137551703,1,set_4,24,8,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-19/phone_promptresponse_clean_2020-07-19.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-19,2020-07-19 22:22:00 PDT,GMT-07:00,1595222520120,Completed,2020-07-19,2020-07-19 22:26:51 PDT,1595222811080,1,set_3,45,8,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,Sort of,Yes,No,Not really,No,,,,,,,A little,but had a goal,0 days,0 days,More,Neither more nor less,Neither more nor less,Moderate,Very little,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-20/phone_promptresponse_clean_2020-07-20.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-20,2020-07-20 22:32:00 PDT,GMT-07:00,1595309520160,Completed,2020-07-20,2020-07-20 22:37:20 PDT,1595309840527,2,set_2,24,8,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-21/phone_promptresponse_clean_2020-07-21.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-21,2020-07-21 22:37:00 PDT,GMT-07:00,1595396220151,Completed,2020-07-21,2020-07-21 22:38:44 PDT,1595396324016,1,set_2,24,8,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Very much so,No,Yes,0,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-22/phone_promptresponse_clean_2020-07-22.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-22,2020-07-22 22:24:00 PDT,GMT-07:00,1595481840103,Completed,2020-07-22,2020-07-22 22:24:48 PDT,1595481888275,1,set_2,24,8,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-23/phone_promptresponse_clean_2020-07-23.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-23,2020-07-23 22:28:00 PDT,GMT-07:00,1595568480143,Completed,2020-07-23,2020-07-23 22:33:21 PDT,1595568801064,2,set_2,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-24/phone_promptresponse_clean_2020-07-24.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-24,2020-07-24 22:21:00 PDT,GMT-07:00,1595654460109,Completed,2020-07-24,2020-07-24 22:22:29 PDT,1595654549226,1,set_3,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,A little,Not at all,Very much so,No,Yes,0,,,,,,,,,,,,,,,,Not at all,,,,,,,,,Probably will,No,,,,
dimnesscranialunheard@timestudy_com/2020-07-25/phone_promptresponse_clean_2020-07-25.csv,22,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-25,2020-07-25 22:29:00 PDT,GMT-07:00,1595741340142,Completed,2020-07-25,2020-07-25 22:31:42 PDT,1595741502975,1,set_4,24,9,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,Moderately,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-26/phone_promptresponse_clean_2020-07-26.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-26,2020-07-26 22:32:00 PDT,GMT-07:00,1595827920141,Completed,2020-07-26,2020-07-26 22:38:22 PDT,1595828302029,2,set_2,47,9,Not at all,A little,Moderately,A little,Moderately,A little,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,Not sure,Did not have to work today,0,,,,,Yes,Yes,Sort of,Yes,No,,,,Quite a bit,Probably will,Yes,,Maybe,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-27/phone_promptresponse_clean_2020-07-27.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-27,2020-07-27 22:24:00 PDT,GMT-07:00,1595913840134,Completed,2020-07-27,2020-07-27 22:25:25 PDT,1595913925536,1,set_2,24,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,Yes,0,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-28/phone_promptresponse_clean_2020-07-28.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-07-28,2020-07-28 22:14:00 PDT,GMT-07:00,1595999640089,Completed,2020-07-28,2020-07-28 22:15:01 PDT,1595999701213,1,set_1,25,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,A little,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Might,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-29/phone_promptresponse_clean_2020-07-29.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-29,2020-07-29 22:14:00 PDT,GMT-07:00,1596086040073,Completed,2020-07-29,2020-07-29 22:21:23 PDT,1596086483073,2,set_4,24,9,Not at all,Moderately,Not at all,Moderately,Moderately,A little,Moderately,A little,Moderately,Very much so,Quite a bit,Not at all,Moderately,Moderately,No,No,0,,,,,,,,,,A little,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-30/phone_promptresponse_clean_2020-07-30.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-30,2020-07-30 22:39:00 PDT,GMT-07:00,1596173940151,Completed,2020-07-30,2020-07-30 22:41:10 PDT,1596174070409,1,set_2,24,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-07-31/phone_promptresponse_clean_2020-07-31.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-07-31,2020-07-31 22:32:00 PDT,GMT-07:00,1596259920164,Completed,2020-07-31,2020-07-31 22:33:05 PDT,1596259985030,1,set_1,25,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-02/phone_promptresponse_clean_2020-08-02.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-02,2020-08-02 22:35:00 MDT,GMT-06:00,1596429300140,Completed,2020-08-02,2020-08-02 22:39:26 MDT,1596429566505,1,set_1,48,9,Not at all,A little,A little,Moderately,Moderately,A little,A little,A little,Moderately,Moderately,Quite a bit,Not at all,A little,Not at all,No,Did not have to work today,0,A little,Definitely will,Yes,Yes,No,Maybe,No,No,No,,,,,,,,but had a goal,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Very little,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-03/phone_promptresponse_clean_2020-08-03.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-03,2020-08-03 22:45:00 MDT,GMT-06:00,1596516300130,Completed,2020-08-03,2020-08-03 22:46:19 MDT,1596516379481,1,set_2,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Yes,Did not have to work today,0,,,,,,,,,,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-04/phone_promptresponse_clean_2020-08-04.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-04,2020-08-04 22:42:00 MDT,GMT-06:00,1596602520108,Completed,2020-08-04,2020-08-04 22:58:38 MDT,1596603518913,2,set_3,23,9,Not at all,Moderately,Moderately,A little,Moderately,Not at all,A little,A little,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not sure,Did not have to work today,0,,,,,,,,,,,,,,,,Not at all,,,,,,,,,Definitely will not,No,,,,
dimnesscranialunheard@timestudy_com/2020-08-05/phone_promptresponse_clean_2020-08-05.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-05,2020-08-05 22:17:00 MDT,GMT-06:00,1596687420136,Completed,2020-08-05,2020-08-05 22:20:28 MDT,1596687628766,1,set_1,24,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,A little,Not at all,Not at all,Moderately,Quite a bit,Not at all,A little,Not at all,No,Did not have to work today,0,A little,Definitely will,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-06/phone_promptresponse_clean_2020-08-06.csv,22,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-08-06,2020-08-06 22:49:00 CDT,GMT-05:00,1596772140128,Completed,2020-08-06,2020-08-06 22:55:20 CDT,1596772520367,2,set_1,24,9,Not at all,A little,A little,Moderately,Quite a bit,Not at all,A little,A little,Not at all,Moderately,Very much so,Not at all,A little,Not at all,No,Yes,0,Quite a bit,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-07/phone_promptresponse_clean_2020-08-07.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-08-07,2020-08-07 22:30:00 CDT,GMT-05:00,1596857400168,Completed,2020-08-07,2020-08-07 22:33:21 CDT,1596857601909,1,set_4,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,A little,Probably will,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-08/phone_promptresponse_clean_2020-08-08.csv,23,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-08-08,2020-08-08 22:13:00 CDT,GMT-05:00,1596942780102,Completed,2020-08-08,2020-08-08 22:14:04 CDT,1596942844369,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-09/phone_promptresponse_clean_2020-08-09.csv,18,dimnesscranialunheard,Daily,BURST,RANDOM,22,23,2020-08-09,2020-08-09 22:33:00 CDT,GMT-05:00,1597030380149,Completed,2020-08-09,2020-08-09 22:36:25 CDT,1597030585965,1,set_1,47,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,Not sure,No,0,Quite a bit,Might,Sort of,No,Not really,No and I didn't have a goal,No,No,No,,,,,,,,but had a goal,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Very little,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-10/phone_promptresponse_clean_2020-08-10.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-10,2020-08-10 22:32:00 CDT,GMT-05:00,1597116720092,Completed,2020-08-10,2020-08-10 22:35:11 CDT,1597116911601,1,set_4,23,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-11/phone_promptresponse_clean_2020-08-11.csv,19,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-11,2020-08-11 22:27:00 MDT,GMT-06:00,1597206420140,Completed,2020-08-11,2020-08-11 22:30:07 MDT,1597206607831,1,set_1,24,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,A little,Moderately,Not at all,Not at all,Not at all,No,Did not have to work today,0,Very much so,Definitely will,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-12/phone_promptresponse_clean_2020-08-12.csv,23,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-12,2020-08-12 22:31:00 MDT,GMT-06:00,1597293060127,Completed,2020-08-12,2020-08-12 22:32:30 MDT,1597293150764,1,set_1,24,9,Not at all,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Yes,Yes,0,A little,Might,No,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,
dimnesscranialunheard@timestudy_com/2020-08-13/phone_promptresponse_clean_2020-08-13.csv,22,dimnesscranialunheard,Daily,TIME,RANDOM,22,23,2020-08-13,2020-08-13 22:37:00 MDT,GMT-06:00,1597379820132,Completed,2020-08-13,2020-08-13 22:41:16 MDT,1597380076254,1,set_3,23,9,Not at all,A little,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,Quite a bit,,,,,,,,,Definitely will not,No,,,,
