.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
massagerresidencyenlarging@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-01-19,2021-01-19 00:47:00 PST,GMT-08:00,1611046020365,Completed,2021-01-19,2021-01-19 00:47:58 PST,1611046078926,1,set_3,24,9,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Not at all,A little,A little,A little,No,No,0,,,,,,,A little bit,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-01-20,2021-01-20 00:48:00 PST,GMT-08:00,1611132480428,Completed,2021-01-20,2021-01-20 00:49:14 PST,1611132554123,1,set_1,25,9,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,Not at all,A little,A little,Moderately,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-01-21,2021-01-21 00:10:00 PST,GMT-08:00,1611216600404,Completed,2021-01-21,2021-01-21 00:23:23 PST,1611217403239,2,set_3,24,9,Quite a bit,A little,Moderately,A little,A little,Moderately,Quite a bit,Quite a bit,Very much so,A little,Not at all,Moderately,Moderately,A little,No,No,0,,,,,,,Somewhat,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-22,2021-01-22 00:42:00 PST,GMT-08:00,1611304920386,Completed,2021-01-22,2021-01-22 00:42:51 PST,1611304971346,1,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,A little,A little,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-23,2021-01-23 00:24:00 PST,GMT-08:00,1611390240414,Completed,2021-01-23,2021-01-23 00:27:26 PST,1611390446060,1,set_4,24,9,A little,A little,Moderately,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,A little,No,No,0,,,,A little,Might,Sort of,A little bit,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-24,2021-01-24 00:32:00 PST,GMT-08:00,1611477120449,Completed,2021-01-24,2021-01-24 01:55:09 PST,1611482109636,2,set_2,48,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,A little,Might,Trying to decide,,,,A little bit,,,,Not really,Maybe,Sort of,Maybe,Sort of,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-25,2021-01-25 00:33:00 PST,GMT-08:00,1611563580331,Completed,2021-01-25,2021-01-25 00:34:37 PST,1611563677664,1,set_2,47,9,A little,A little,A little,A little,A little,A little,A little,Moderately,Moderately,A little,Not at all,A little,A little,A little,No,No,0,A little,Probably will,Yes,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Quite a bit,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-26,2021-01-26 00:16:00 PST,GMT-08:00,1611648960319,Completed,2021-01-26,2021-01-26 01:06:42 PST,1611652002421,2,set_1,25,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,A little,A little,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-27,2021-01-27 00:48:00 PST,GMT-08:00,1611737280771,Completed,2021-01-27,2021-01-27 00:49:01 PST,1611737341133,1,set_2,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,A little,Might,Trying to decide,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-28/phone_promptresponse_clean_2021-01-28.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-28,2021-01-28 00:40:00 PST,GMT-08:00,1611823200401,Completed,2021-01-28,2021-01-28 00:41:00 PST,1611823260067,1,set_1,25,9,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-01-29,2021-01-29 00:15:00 PST,GMT-08:00,1611908100269,Completed,2021-01-29,2021-01-29 00:15:54 PST,1611908154039,1,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-01-30,2021-01-30 00:45:00 PST,GMT-08:00,1611996300352,Completed,2021-01-30,2021-01-30 00:45:42 PST,1611996342529,1,set_4,23,9,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,Moderately,No,No,0,,,,A little,Probably will not,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-01-31,2021-01-31 00:20:00 PST,GMT-08:00,1612081200305,Completed,2021-01-31,2021-01-31 00:22:16 PST,1612081336080,1,set_4,48,9,Moderately,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Not at all,Moderately,A little,A little,No,No,0,,,,Quite a bit,Probably will,Sort of,Somewhat,,,,Not really,Maybe,Sort of,Maybe,Yes,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-02-01/phone_promptresponse_clean_2021-02-01.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-02-01,2021-02-01 00:31:00 PST,GMT-08:00,1612168260400,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-02/phone_promptresponse_clean_2021-02-02.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-02-02,2021-02-02 00:36:00 PST,GMT-08:00,1612254960383,Completed,2021-02-02,2021-02-02 00:37:00 PST,1612255020163,1,set_1,24,9,A little,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,No
massagerresidencyenlarging@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,69,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-03,2021-02-03 00:43:00 PST,GMT-08:00,1612341780382,Completed,2021-02-03,2021-02-03 01:30:24 PST,1612344624493,2,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Moderately,Moderately,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,Yes
massagerresidencyenlarging@timestudy_com/2021-02-04/phone_promptresponse_clean_2021-02-04.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-04,2021-02-04 00:34:00 PST,GMT-08:00,1612427640611,Completed,2021-02-04,2021-02-04 00:34:58 PST,1612427698627,1,set_4,23,9,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,Very much so,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-06/phone_promptresponse_clean_2021-02-06.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-06,2021-02-06 00:49:00 PST,GMT-08:00,1612601340355,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-07/phone_promptresponse_clean_2021-02-07.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-07,2021-02-07 00:21:00 PST,GMT-08:00,1612686060401,Completed,2021-02-07,2021-02-07 01:13:47 PST,1612689227382,2,set_3,47,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,No,No,0,,,,,,,,A little,Probably will not,Sort of,Not really,Maybe,Sort of,Maybe,Sort of,Sort of,Quite a bit,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-08,2021-02-08 00:31:00 PST,GMT-08:00,1612773060414,Completed,2021-02-08,2021-02-08 00:33:22 PST,1612773202385,1,set_4,47,9,A little,A little,A little,A little,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Not at all,Moderately,Quite a bit,A little,No,No,0,,,,Quite a bit,Might,Sort of,,,,,Not really,Maybe,Sort of,Maybe,Sort of,Not really,Quite a bit,Quite a bit,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Moderate,Moderate,,,,
massagerresidencyenlarging@timestudy_com/2021-02-09/phone_promptresponse_clean_2021-02-09.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-09,2021-02-09 00:38:00 PST,GMT-08:00,1612859880324,Completed,2021-02-09,2021-02-09 00:38:51 PST,1612859931156,1,set_4,23,9,A little,A little,A little,A little,A little,A little,Quite a bit,Moderately,Moderately,A little,Not at all,Quite a bit,Quite a bit,A little,No,No,0,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-10,2021-02-10 00:34:00 PST,GMT-08:00,1612946040463,Completed,2021-02-10,2021-02-10 00:34:48 PST,1612946088184,1,set_4,23,9,Moderately,A little,Moderately,A little,A little,A little,Moderately,Quite a bit,Moderately,Not at all,A little,Moderately,A little,Moderately,No,No,0,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-11/phone_promptresponse_clean_2021-02-11.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-02-11,2021-02-11 22:14:00 PST,GMT-08:00,1613110440520,Completed,2021-02-11,2021-02-11 22:14:52 PST,1613110492536,1,set_3,24,9,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,Not at all,Quite a bit,Moderately,A little,No,No,0,,,,,,,Somewhat,A little,Probably will not,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-12,2021-02-12 23:12:00 PST,GMT-08:00,1613200320457,Completed,2021-02-12,2021-02-12 23:12:35 PST,1613200355279,1,set_3,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,,,,,,,,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-13/phone_promptresponse_clean_2021-02-13.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-13,2021-02-13 23:20:00 PST,GMT-08:00,1613287200303,Completed,2021-02-13,2021-02-13 23:20:47 PST,1613287247091,1,set_1,25,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not really,No
massagerresidencyenlarging@timestudy_com/2021-02-14/phone_promptresponse_clean_2021-02-14.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-14,2021-02-14 23:41:00 PST,GMT-08:00,1613374860375,Completed,2021-02-14,2021-02-14 23:43:50 PST,1613375030916,1,set_1,48,9,A little,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,Sort of,Maybe,Not really,Maybe,Yes,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,More,Very little,Moderate,A little,Probably will,Yes,No
massagerresidencyenlarging@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-15,2021-02-15 23:11:01 PST,GMT-08:00,1613459461401,Completed,2021-02-16,2021-02-16 00:14:14 PST,1613463254376,2,set_3,23,9,A little,A little,A little,A little,A little,A little,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,25,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-16,2021-02-16 23:18:00 PST,GMT-08:00,1613546280502,Completed,2021-02-16,2021-02-16 23:19:09 PST,1613546349823,1,set_1,24,9,A little,A little,A little,A little,A little,A little,Not at all,Not at all,Not at all,Moderately,A little,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-17,2021-02-17 23:31:00 PST,GMT-08:00,1613633460402,Completed,2021-02-17,2021-02-17 23:33:19 PST,1613633599860,1,set_2,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,A little,Probably will,Yes,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-19/phone_promptresponse_clean_2021-02-19.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-18,2021-02-18 23:34:00 PST,GMT-08:00,1613720040361,Completed,2021-02-19,2021-02-19 00:37:20 PST,1613723840832,2,set_4,23,9,A little,Not at all,Extremely,Not at all,Not at all,A little,Moderately,Moderately,Not at all,Moderately,A little,A little,A little,Moderately,No,No,0,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-02-20,2021-02-20 00:11:00 PST,GMT-08:00,1613808660301,Completed,2021-02-20,2021-02-20 00:11:36 PST,1613808696920,1,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-20,2021-02-20 23:35:00 PST,GMT-08:00,1613892900460,Completed,2021-02-20,2021-02-20 23:35:54 PST,1613892954518,1,set_1,25,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-02-21/phone_promptresponse_clean_2021-02-21.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-21,2021-02-21 23:34:00 PST,GMT-08:00,1613979240369,Completed,2021-02-21,2021-02-21 23:35:53 PST,1613979353852,1,set_1,49,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,No,No,0,,,,,,,Somewhat,,,,Sort of,Maybe,Sort of,Maybe,Not really,Sort of,Quite a bit,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-02-22/phone_promptresponse_clean_2021-02-22.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-22,2021-02-22 23:28:00 PST,GMT-08:00,1614065280354,Completed,2021-02-22,2021-02-22 23:28:59 PST,1614065339427,1,set_1,24,9,A little,A little,A little,A little,Not at all,A little,A little,A little,A little,A little,Moderately,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-02-23/phone_promptresponse_clean_2021-02-23.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-23,2021-02-23 23:23:00 PST,GMT-08:00,1614151380390,Completed,2021-02-23,2021-02-23 23:23:47 PST,1614151427403,1,set_4,24,9,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,Moderately,Moderately,Moderately,A little,No,No,0,,,,A little,Probably will,Sort of,Somewhat,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-24/phone_promptresponse_clean_2021-02-24.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-02-24,2021-02-24 23:26:00 PST,GMT-08:00,1614237960317,Completed,2021-02-24,2021-02-24 23:26:49 PST,1614238009465,1,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,Moderately,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-25/phone_promptresponse_clean_2021-02-25.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-25,2021-02-25 23:12:00 PST,GMT-08:00,1614323520344,Completed,2021-02-25,2021-02-25 23:17:47 PST,1614323867437,2,set_4,24,9,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,Not at all,A little,A little,A little,No,No,0,,,,A little,Probably will not,Sort of,Very much,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-26/phone_promptresponse_clean_2021-02-26.csv,23,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-26,2021-02-26 23:19:00 PST,GMT-08:00,1614410340442,Completed,2021-02-26,2021-02-26 23:19:49 PST,1614410389744,1,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-02-28/phone_promptresponse_clean_2021-02-28.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,1,2,2021-02-28,2021-02-28 01:43:01 PST,GMT-08:00,1614505381414,Completed,2021-02-28,2021-02-28 01:45:17 PST,1614505517513,1,set_1,49,9,A little,A little,A little,Not at all,A little,A little,A little,A little,A little,Moderately,Moderately,A little,A little,A little,No,No,0,,,,,,,A little bit,,,,Sort of,No,Sort of,Maybe,Sort of,Yes,A little,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,A little,Might,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-02-28/phone_promptresponse_clean_2021-02-28.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-02-28,2021-02-28 23:23:00 PST,GMT-08:00,1614583380325,Completed,2021-02-28,2021-02-28 23:24:33 PST,1614583473343,1,set_3,47,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,,,,,Quite a bit,Probably will,Sort of,Not really,No and I didn't have a goal,Sort of,Maybe,Sort of,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-03-01/phone_promptresponse_clean_2021-03-01.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-01,2021-03-01 23:12:00 PST,GMT-08:00,1614669120758,Completed,2021-03-01,2021-03-01 23:12:36 PST,1614669156001,1,set_3,24,9,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Moderately,Not at all,Moderately,A little,A little,No,No,0,,,,,,,A little bit,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-02/phone_promptresponse_clean_2021-03-02.csv,21,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-02,2021-03-02 23:23:00 PST,GMT-08:00,1614756180742,Completed,2021-03-02,2021-03-02 23:23:47 PST,1614756227886,1,set_2,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,A little,A little,No,Did not have to work today,0,A little,Probably will not,Trying to decide,,,,Somewhat,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-03/phone_promptresponse_clean_2021-03-03.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-03,2021-03-03 23:46:00 PST,GMT-08:00,1614843960425,Completed,2021-03-03,2021-03-03 23:51:22 PST,1614844282868,2,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,Quite a bit,Probably will not,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-05/phone_promptresponse_clean_2021-03-05.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-04,2021-03-04 23:40:00 PST,GMT-08:00,1614930000354,Completed,2021-03-05,2021-03-05 00:17:44 PST,1614932264966,2,set_1,25,9,A little,A little,A little,A little,A little,Not at all,A little,A little,A little,A little,Not at all,A little,A little,A little,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-03-05/phone_promptresponse_clean_2021-03-05.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-05,2021-03-05 23:49:00 PST,GMT-08:00,1615016940288,Completed,2021-03-05,2021-03-05 23:49:42 PST,1615016982554,1,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-03-06/phone_promptresponse_clean_2021-03-06.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-06,2021-03-06 23:41:00 PST,GMT-08:00,1615102860419,Completed,2021-03-06,2021-03-06 23:42:11 PST,1615102931918,1,set_4,24,9,Moderately,A little,A little,A little,A little,A little,Moderately,Moderately,Not at all,A little,Not at all,Moderately,Moderately,A little,No,No,0,,,,A little,Probably will,Sort of,A little bit,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-07/phone_promptresponse_clean_2021-03-07.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-03-07,2021-03-07 22:33:00 PST,GMT-08:00,1615185180445,Completed,2021-03-07,2021-03-07 23:49:07 PST,1615189747272,2,set_4,48,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,,,,Quite a bit,Probably will,Sort of,A little bit,,,,Not really,No,Not really,No,Not really,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Moderate,,,,
massagerresidencyenlarging@timestudy_com/2021-03-09/phone_promptresponse_clean_2021-03-09.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-08,2021-03-08 23:22:00 PST,GMT-08:00,1615274520319,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-09/phone_promptresponse_clean_2021-03-09.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-03-09,2021-03-09 22:46:00 PST,GMT-08:00,1615358760355,Completed,2021-03-09,2021-03-09 22:46:40 PST,1615358800586,1,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,Not at all,A little,A little,A little,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-10/phone_promptresponse_clean_2021-03-10.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-10,2021-03-10 23:41:48 PST,GMT-08:00,1615448508356,Completed,2021-03-10,2021-03-10 23:42:45 PST,1615448565703,1,set_1,24,9,Moderately,A little,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,Yes
