.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
bannisterhardwiredladle@timestudy_com/2020-09-01/phone_promptresponse_clean_2020-09-01.csv,19,bannisterhardwiredladle,Daily,TIME,RANDOM,23,0,2020-09-01,2020-09-01 23:22:53 CDT,GMT-05:00,1599020573107,Completed,2020-09-01,2020-09-01 23:38:59 CDT,1599021539365,2,set_2,25,9,A little,Extremely,A little,A little,A little,A little,Moderately,A little,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-03/phone_promptresponse_clean_2020-09-03.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-03,2020-09-03 00:48:00 CDT,GMT-05:00,1599112080118,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-04/phone_promptresponse_clean_2020-09-04.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-09-04,2020-09-04 01:14:00 CDT,GMT-05:00,1599200040115,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-04/phone_promptresponse_clean_2020-09-04.csv,22,bannisterhardwiredladle,Daily,TIME,RANDOM,22,23,2020-09-04,2020-09-04 22:42:00 CDT,GMT-05:00,1599277320058,Completed,2020-09-04,2020-09-04 22:43:19 CDT,1599277399660,1,set_2,23,9,Not at all,Quite a bit,Extremely,A little,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,A little,Moderately,A little,No,Yes,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-06/phone_promptresponse_clean_2020-09-06.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,23,0,2020-09-05,2020-09-05 23:10:00 CDT,GMT-05:00,1599365400105,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-07/phone_promptresponse_clean_2020-09-07.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-07,2020-09-07 00:27:00 CDT,GMT-05:00,1599456420165,Completed,2020-09-07,2020-09-07 00:36:26 CDT,1599456986937,2,set_3,47,9,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Very much so,Not at all,Quite a bit,A little,No,Did not have to work today,0,,,,,,,Yes,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,More,Less,A lot less,Quite a bit,Moderate,,,,,A little,Probably will not,No,A little,Not at all,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-09-08/phone_promptresponse_clean_2020-09-08.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-09-08,2020-09-08 01:25:00 CDT,GMT-05:00,1599546300216,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-09/phone_promptresponse_clean_2020-09-09.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-09-09,2020-09-09 01:27:00 CDT,GMT-05:00,1599632820111,Completed,2020-09-09,2020-09-09 01:28:17 CDT,1599632897735,1,set_4,23,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,Not at all,Not at all,Quite a bit,No,No,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-10/phone_promptresponse_clean_2020-09-10.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-09-10,2020-09-10 01:42:00 CDT,GMT-05:00,1599720120204,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-11/phone_promptresponse_clean_2020-09-11.csv,3,bannisterhardwiredladle,Daily,TIME,RANDOM,2,3,2020-09-11,2020-09-11 02:23:00 CDT,GMT-05:00,1599808980141,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-12/phone_promptresponse_clean_2020-09-12.csv,4,bannisterhardwiredladle,Daily,BURST,RANDOM,2,3,2020-09-12,2020-09-12 02:46:53 CDT,GMT-05:00,1599896813578,Completed,2020-09-12,2020-09-12 03:01:13 CDT,1599897673012,2,set_1,24,9,A little,Extremely,A little,A little,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,A little,A little,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-13/phone_promptresponse_clean_2020-09-13.csv,3,bannisterhardwiredladle,Daily,BURST,RANDOM,2,3,2020-09-13,2020-09-13 02:41:00 CDT,GMT-05:00,1599982860132,PartiallyCompleted,,,,,set_1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-14/phone_promptresponse_clean_2020-09-14.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-09-14,2020-09-14 00:21:00 CDT,GMT-05:00,1600060860068,Completed,2020-09-14,2020-09-14 00:23:33 CDT,1600061013472,1,set_3,47,9,A little,Extremely,Moderately,Not at all,A little,A little,A little,Quite a bit,A little,A little,Moderately,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,More,Less,A lot less,Quite a bit,Moderate,,,,,Not at all,Probably will not,No,A little,Not at all,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-09-15/phone_promptresponse_clean_2020-09-15.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-09-15,2020-09-15 00:23:00 CDT,GMT-05:00,1600147380134,Completed,2020-09-15,2020-09-15 00:24:08 CDT,1600147448504,1,set_3,23,9,A little,Moderately,Quite a bit,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-09-16/phone_promptresponse_clean_2020-09-16.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-16,2020-09-16 00:14:00 CDT,GMT-05:00,1600233240121,Completed,2020-09-16,2020-09-16 00:15:05 CDT,1600233305163,1,set_2,23,9,A little,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Quite a bit,No,No,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-17/phone_promptresponse_clean_2020-09-17.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-17,2020-09-17 00:34:00 CDT,GMT-05:00,1600320840141,Completed,2020-09-17,2020-09-17 01:13:07 CDT,1600323187050,2,set_1,24,9,A little,Extremely,Moderately,A little,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-18/phone_promptresponse_clean_2020-09-18.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-18,2020-09-18 00:10:00 CDT,GMT-05:00,1600405800102,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-19/phone_promptresponse_clean_2020-09-19.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-19,2020-09-19 00:30:00 CDT,GMT-05:00,1600493400070,Completed,2020-09-19,2020-09-19 00:51:13 CDT,1600494673747,2,set_3,23,9,Not at all,Quite a bit,Moderately,A little,Moderately,A little,A little,A little,A little,A little,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-09-20/phone_promptresponse_clean_2020-09-20.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-09-20,2020-09-20 01:40:00 CDT,GMT-05:00,1600584000107,Completed,2020-09-20,2020-09-20 02:39:59 CDT,1600587599730,2,set_4,47,9,Not at all,Extremely,A little,Moderately,Quite a bit,A little,Not at all,A little,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,Not at all,Probably will not,No,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,More,Less,A lot less,Quite a bit,Moderate,,,,,,,,A little,Not at all,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-09-21/phone_promptresponse_clean_2020-09-21.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,23,0,2020-09-20,2020-09-20 23:24:00 CDT,GMT-05:00,1600662240145,Completed,2020-09-21,2020-09-21 00:03:32 CDT,1600664612064,2,set_1,48,9,A little,Moderately,Moderately,A little,A little,A little,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,More,Less,A lot less,Moderate,Quite a bit,A little,Probably will not,No,but I had a goal,,,,A little,Not at all,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-09-22/phone_promptresponse_clean_2020-09-22.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-09-22,2020-09-22 01:31:00 CDT,GMT-05:00,1600756260103,PartiallyCompleted,,,,,set_4,14,9,A little,Moderately,A little,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-23/phone_promptresponse_clean_2020-09-23.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-23,2020-09-23 00:49:00 CDT,GMT-05:00,1600840140109,Completed,2020-09-23,2020-09-23 01:38:34 CDT,1600843114039,2,set_3,23,9,Moderately,Extremely,Moderately,Not at all,A little,Moderately,Moderately,Quite a bit,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-09-24/phone_promptresponse_clean_2020-09-24.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-24,2020-09-24 00:36:00 CDT,GMT-05:00,1600925760133,Completed,2020-09-24,2020-09-24 01:46:10 CDT,1600929970278,2,set_2,23,9,A little,Quite a bit,Moderately,A little,Moderately,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Moderately,No,Yes,0,Quite a bit,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-25/phone_promptresponse_clean_2020-09-25.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-25,2020-09-25 00:35:00 CDT,GMT-05:00,1601012100123,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-26/phone_promptresponse_clean_2020-09-26.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-09-26,2020-09-26 00:17:00 CDT,GMT-05:00,1601097420072,Completed,2020-09-26,2020-09-26 00:19:26 CDT,1601097566265,1,set_4,23,9,A little,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,A little,A little,Moderately,No,Yes,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-26/phone_promptresponse_clean_2020-09-26.csv,25,bannisterhardwiredladle,Daily,BURST,RANDOM,23,0,2020-09-26,2020-09-26 23:18:00 CDT,GMT-05:00,1601180280105,Completed,2020-09-26,2020-09-26 23:20:32 CDT,1601180432985,1,set_2,23,9,A little,Extremely,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,A little,A little,Moderately,Moderately,No,Did not have to work today,0,A little,Definitely will,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-28/phone_promptresponse_clean_2020-09-28.csv,3,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-09-28,2020-09-28 00:21:00 CDT,GMT-05:00,1601270460133,PartiallyCompleted,,,,,set_4,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-09-29/phone_promptresponse_clean_2020-09-29.csv,2,bannisterhardwiredladle,Daily,BURST,RANDOM,1,2,2020-09-29,2020-09-29 01:33:00 CDT,GMT-05:00,1601361180412,Completed,2020-09-29,2020-09-29 01:48:52 CDT,1601362132666,2,set_2,24,9,Quite a bit,A little,Quite a bit,A little,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,A little,A little,Moderately,Moderately,No,Yes,0,Very much so,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,A little bit
bannisterhardwiredladle@timestudy_com/2020-09-30/phone_promptresponse_clean_2020-09-30.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-09-30,2020-09-30 00:44:00 CDT,GMT-05:00,1601444640111,Completed,2020-09-30,2020-09-30 01:29:27 CDT,1601447367003,2,set_2,23,9,A little,Moderately,Quite a bit,Not at all,A little,Moderately,Moderately,A little,A little,A little,Moderately,A little,A little,Moderately,Yes,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-01/phone_promptresponse_clean_2020-10-01.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-01,2020-10-01 00:24:00 CDT,GMT-05:00,1601529840110,Completed,2020-10-01,2020-10-01 00:34:15 CDT,1601530455890,2,set_3,24,9,A little,Moderately,Extremely,Not at all,A little,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,A little,Moderately,Not sure,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Definitely will not,No,,,,Not at all
bannisterhardwiredladle@timestudy_com/2020-10-02/phone_promptresponse_clean_2020-10-02.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-02,2020-10-02 00:34:00 CDT,GMT-05:00,1601616840118,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-03/phone_promptresponse_clean_2020-10-03.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-03,2020-10-03 00:24:00 CDT,GMT-05:00,1601702640121,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-04/phone_promptresponse_clean_2020-10-04.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-04,2020-10-04 00:46:00 CDT,GMT-05:00,1601790360142,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-04/phone_promptresponse_clean_2020-10-04.csv,23,bannisterhardwiredladle,Daily,TIME,RANDOM,23,0,2020-10-04,2020-10-04 23:29:00 CDT,GMT-05:00,1601872140132,Completed,2020-10-04,2020-10-04 23:33:36 CDT,1601872416364,1,set_4,48,9,A little,Extremely,Moderately,Not at all,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,,,,Not at all,Definitely will not,No,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,Neither more nor less,Less,A lot less,Quite a bit,Moderate,,,,,,,,A little,Not at all,I am not experiencing viral symptoms,Not at all
bannisterhardwiredladle@timestudy_com/2020-10-06/phone_promptresponse_clean_2020-10-06.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-06,2020-10-06 00:14:00 CDT,GMT-05:00,1601961240144,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-07/phone_promptresponse_clean_2020-10-07.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-07,2020-10-07 00:12:00 CDT,GMT-05:00,1602047520143,Completed,2020-10-07,2020-10-07 00:12:55 CDT,1602047575085,1,set_3,23,9,Moderately,A little,Quite a bit,Not at all,A little,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Definitely will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-10-08/phone_promptresponse_clean_2020-10-08.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-08,2020-10-08 00:45:00 CDT,GMT-05:00,1602135900086,Completed,2020-10-08,2020-10-08 00:46:06 CDT,1602135966444,1,set_3,23,9,Quite a bit,Moderately,Extremely,Not at all,A little,Quite a bit,Extremely,A little,Very much so,A little,Not at all,Very much so,Moderately,Moderately,Not sure,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Definitely will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-10-09/phone_promptresponse_clean_2020-10-09.csv,1,bannisterhardwiredladle,Daily,BURST,RANDOM,0,1,2020-10-09,2020-10-09 00:14:00 CDT,GMT-05:00,1602220440113,Completed,2020-10-09,2020-10-09 00:21:52 CDT,1602220912755,2,set_2,23,9,Quite a bit,A little,Quite a bit,Not at all,A little,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Moderately,No,No,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-10/phone_promptresponse_clean_2020-10-10.csv,3,bannisterhardwiredladle,Daily,BURST,RANDOM,1,2,2020-10-10,2020-10-10 01:35:00 CDT,GMT-05:00,1602311700149,PartiallyCompleted,,,,,set_3,14,9,Not at all,Extremely,Moderately,Not at all,Moderately,A little,A little,A little,A little,A little,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-11/phone_promptresponse_clean_2020-10-11.csv,3,bannisterhardwiredladle,Daily,BURST,RANDOM,2,3,2020-10-11,2020-10-11 02:32:00 CDT,GMT-05:00,1602401520237,Completed,2020-10-11,2020-10-11 02:33:58 CDT,1602401638613,1,set_1,48,9,A little,Quite a bit,Not at all,A little,Moderately,A little,A little,Not at all,A little,Moderately,A little,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,Neither more nor less,Less,A lot less,Quite a bit,Moderate,Not at all,Might,No,but I had a goal,,,,A little,Not at all,I am not experiencing viral symptoms,
bannisterhardwiredladle@timestudy_com/2020-10-11/phone_promptresponse_clean_2020-10-11.csv,21,bannisterhardwiredladle,Daily,BURST,RANDOM,22,23,2020-10-11,2020-10-11 22:31:00 CDT,GMT-05:00,1602473460080,Completed,2020-10-11,2020-10-11 22:33:36 CDT,1602473616031,1,set_1,49,9,A little,Extremely,A little,Moderately,Moderately,A little,A little,Not at all,A little,A little,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,Neither more nor less,Less,A lot less,Moderate,Moderate,Not at all,Probably will not,No,but I had a goal,,,,A little,Not at all,I am not experiencing viral symptoms,A little bit
bannisterhardwiredladle@timestudy_com/2020-10-13/phone_promptresponse_clean_2020-10-13.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-13,2020-10-13 00:34:00 CDT,GMT-05:00,1602567240133,Completed,2020-10-13,2020-10-13 00:35:15 CDT,1602567315241,1,set_1,25,9,A little,Extremely,Moderately,A little,Moderately,A little,A little,Not at all,A little,A little,Moderately,A little,Moderately,Moderately,Not sure,Yes,0,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal,,,,,,,Not at all
bannisterhardwiredladle@timestudy_com/2020-10-14/phone_promptresponse_clean_2020-10-14.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-14,2020-10-14 00:20:00 CDT,GMT-05:00,1602652800170,Completed,2020-10-14,2020-10-14 00:24:15 CDT,1602653055912,1,set_1,24,9,A little,Quite a bit,Moderately,Not at all,A little,Moderately,Moderately,Not at all,A little,Moderately,Moderately,Moderately,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-15/phone_promptresponse_clean_2020-10-15.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-10-15,2020-10-15 01:41:00 CDT,GMT-05:00,1602744060138,Completed,2020-10-15,2020-10-15 01:47:36 CDT,1602744456234,2,set_3,24,9,A little,A little,Quite a bit,Not at all,A little,Moderately,Quite a bit,A little,Moderately,A little,A little,Moderately,Quite a bit,Moderately,Not sure,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,Not at all
bannisterhardwiredladle@timestudy_com/2020-10-16/phone_promptresponse_clean_2020-10-16.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-16,2020-10-16 00:29:00 CDT,GMT-05:00,1602826140443,Completed,2020-10-16,2020-10-16 00:33:17 CDT,1602826397321,1,set_2,24,9,A little,A little,Quite a bit,Not at all,A little,Moderately,Moderately,Moderately,A little,A little,A little,Moderately,A little,Moderately,Not sure,No,0,Very much so,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
bannisterhardwiredladle@timestudy_com/2020-10-17/phone_promptresponse_clean_2020-10-17.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-17,2020-10-17 00:31:00 CDT,GMT-05:00,1602912660060,Completed,2020-10-17,2020-10-17 00:36:49 CDT,1602913009530,2,set_4,23,9,A little,Quite a bit,Moderately,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,Very much so,A little,Moderately,No,Yes,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-18/phone_promptresponse_clean_2020-10-18.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-18,2020-10-18 00:46:00 CDT,GMT-05:00,1602999960138,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-19/phone_promptresponse_clean_2020-10-19.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-19,2020-10-19 00:18:00 CDT,GMT-05:00,1603084680109,Completed,2020-10-19,2020-10-19 01:21:06 CDT,1603088466741,2,set_3,48,9,A little,Extremely,A little,A little,Moderately,A little,A little,A little,A little,A little,Moderately,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,0 days,0 days,Neither more nor less,Less,A lot less,Moderate,Moderate,,,,,A little,Probably will not,No,A little,Not at all,I am not experiencing viral symptoms,Not at all
bannisterhardwiredladle@timestudy_com/2020-10-20/phone_promptresponse_clean_2020-10-20.csv,2,bannisterhardwiredladle,Daily,TIME,RANDOM,1,2,2020-10-20,2020-10-20 01:28:00 CDT,GMT-05:00,1603175280141,Completed,2020-10-20,2020-10-20 01:34:42 CDT,1603175682081,2,set_3,23,9,Moderately,A little,Quite a bit,Not at all,A little,Moderately,Quite a bit,A little,Quite a bit,A little,Moderately,Quite a bit,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,
bannisterhardwiredladle@timestudy_com/2020-10-21/phone_promptresponse_clean_2020-10-21.csv,3,bannisterhardwiredladle,Daily,TIME,RANDOM,2,3,2020-10-21,2020-10-21 02:32:00 CDT,GMT-05:00,1603265520219,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,1,bannisterhardwiredladle,Daily,TIME,RANDOM,0,1,2020-10-22,2020-10-22 00:48:00 CDT,GMT-05:00,1603345680131,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,21,bannisterhardwiredladle,Daily,TIME,RANDOM,19,20,2020-10-22,2020-10-22 19:40:00 CDT,GMT-05:00,1603413600127,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bannisterhardwiredladle@timestudy_com/2020-10-23/phone_promptresponse_clean_2020-10-23.csv,16,bannisterhardwiredladle,Daily,BURST,RANDOM,14,15,2020-10-23,2020-10-23 14:35:00 CDT,GMT-05:00,1603481700138,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
