.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage
atlanticchefhatchet@timestudy_com/2020-12-04/phone_promptresponse_clean_2020-12-04.csv,23,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-04,2020-12-04 22:37:00 PST,GMT-08:00,1607150220247,Completed,2020-12-04,2020-12-04 23:58:00 PST,1607155080787,2,set_1,24,9,Moderately,A little,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,Moderately,A little,Very much so,Moderately,Not at all,A little,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,No,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-05/phone_promptresponse_clean_2020-12-05.csv,23,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-05,2020-12-05 22:18:00 PST,GMT-08:00,1607235480325,Completed,2020-12-05,2020-12-05 22:39:36 PST,1607236776699,2,set_2,24,9,Not at all,Quite a bit,A little,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Very much so,Moderately,Quite a bit,Not at all,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,Not at all
atlanticchefhatchet@timestudy_com/2020-12-07/phone_promptresponse_clean_2020-12-07.csv,23,atlanticchefhatchet,Daily,BURST,RANDOM,22,23,2020-12-07,2020-12-07 22:42:00 PST,GMT-08:00,1607409720328,Completed,2020-12-07,2020-12-07 22:43:35 PST,1607409815650,1,set_2,23,9,Not at all,Moderately,A little,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,,,,
atlanticchefhatchet@timestudy_com/2020-12-08/phone_promptresponse_clean_2020-12-08.csv,22,atlanticchefhatchet,Daily,BURST,RANDOM,22,23,2020-12-08,2020-12-08 22:37:00 PST,GMT-08:00,1607495820159,Completed,2020-12-08,2020-12-08 22:38:06 PST,1607495886734,1,set_3,24,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Not at all,Quite a bit,A little,A little,Not at all,Quite a bit,No,Yes,0,,,,,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,A little bit
atlanticchefhatchet@timestudy_com/2020-12-09/phone_promptresponse_clean_2020-12-09.csv,23,atlanticchefhatchet,Daily,BURST,RANDOM,22,23,2020-12-09,2020-12-09 22:46:00 PST,GMT-08:00,1607582760189,Completed,2020-12-09,2020-12-09 22:46:50 PST,1607582810441,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
atlanticchefhatchet@timestudy_com/2020-12-10/phone_promptresponse_clean_2020-12-10.csv,23,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-10,2020-12-10 22:31:00 PST,GMT-08:00,1607668260244,Completed,2020-12-10,2020-12-10 22:43:02 PST,1607668982474,2,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,Moderately,A little,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,Maybe,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-11/phone_promptresponse_clean_2020-12-11.csv,24,atlanticchefhatchet,Daily,TIME,RANDOM,23,0,2020-12-11,2020-12-11 23:38:00 PST,GMT-08:00,1607758680213,Completed,2020-12-11,2020-12-11 23:39:06 PST,1607758746783,1,set_4,23,9,Not at all,Moderately,A little,Quite a bit,Moderately,A little,A little,Not at all,A little,Quite a bit,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of,
atlanticchefhatchet@timestudy_com/2020-12-12/phone_promptresponse_clean_2020-12-12.csv,23,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-12,2020-12-12 22:33:00 PST,GMT-08:00,1607841180364,Completed,2020-12-12,2020-12-12 22:33:52 PST,1607841232352,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
atlanticchefhatchet@timestudy_com/2020-12-14/phone_promptresponse_clean_2020-12-14.csv,3,atlanticchefhatchet,Daily,TIME,RANDOM,2,3,2020-12-14,2020-12-14 02:26:00 PST,GMT-08:00,1607941560268,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-15/phone_promptresponse_clean_2020-12-15.csv,1,atlanticchefhatchet,Daily,TIME,RANDOM,0,1,2020-12-15,2020-12-15 00:42:00 PST,GMT-08:00,1608021720262,Completed,2020-12-15,2020-12-15 00:42:59 PST,1608021779554,1,set_2,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Moderately,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,,Not at all
atlanticchefhatchet@timestudy_com/2020-12-16/phone_promptresponse_clean_2020-12-16.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2020-12-16,2020-12-16 01:43:00 PST,GMT-08:00,1608111780255,Completed,2020-12-16,2020-12-16 01:47:08 PST,1608112028286,1,set_4,23,9,Not at all,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,A little,Not at all,Not at all,Quite a bit,A little,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
atlanticchefhatchet@timestudy_com/2020-12-17/phone_promptresponse_clean_2020-12-17.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2020-12-17,2020-12-17 01:42:00 PST,GMT-08:00,1608198120237,Completed,2020-12-17,2020-12-17 01:43:47 PST,1608198227026,1,set_3,23,9,A little,Quite a bit,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-18/phone_promptresponse_clean_2020-12-18.csv,18,atlanticchefhatchet,Daily,TIME,RANDOM,17,18,2020-12-18,2020-12-18 17:12:00 PST,GMT-08:00,1608340320167,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-19/phone_promptresponse_clean_2020-12-19.csv,34,atlanticchefhatchet,Daily,TIME,RANDOM,20,21,2020-12-19,2020-12-19 20:47:00 PST,GMT-08:00,1608439620151,Completed,2020-12-19,2020-12-19 20:48:07 PST,1608439687104,1,set_1,24,9,Not at all,Moderately,A little,A little,Moderately,A little,Not at all,Not at all,Not at all,Quite a bit,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,No,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-20/phone_promptresponse_clean_2020-12-20.csv,24,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-20,2020-12-20 22:10:00 PST,GMT-08:00,1608531000166,Completed,2020-12-20,2020-12-20 22:13:24 PST,1608531204135,1,set_2,48,9,A little,Moderately,Extremely,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Not at all,A little,Quite a bit,Not at all,Not sure,Did not have to work today,0,Sort of,No,Sort of,No,,,,Not really,Yes,Quite a bit,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,,,Not at all,Probably will,No,,,,Not at all
atlanticchefhatchet@timestudy_com/2020-12-21/phone_promptresponse_clean_2020-12-21.csv,20,atlanticchefhatchet,Daily,BURST,RANDOM,18,19,2020-12-21,2020-12-21 18:12:00 PST,GMT-08:00,1608603120132,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-22/phone_promptresponse_clean_2020-12-22.csv,21,atlanticchefhatchet,Daily,BURST,RANDOM,20,21,2020-12-22,2020-12-22 20:20:01 PST,GMT-08:00,1608697201273,Completed,2020-12-22,2020-12-22 20:21:11 PST,1608697271007,1,set_1,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,Maybe,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-23/phone_promptresponse_clean_2020-12-23.csv,23,atlanticchefhatchet,Daily,BURST,RANDOM,21,22,2020-12-23,2020-12-23 21:23:00 PST,GMT-08:00,1608787380252,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-24/phone_promptresponse_clean_2020-12-24.csv,20,atlanticchefhatchet,Daily,BURST,RANDOM,19,20,2020-12-24,2020-12-24 19:17:00 PST,GMT-08:00,1608866220183,Completed,2020-12-24,2020-12-24 19:17:58 PST,1608866278157,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Sort of,
atlanticchefhatchet@timestudy_com/2020-12-25/phone_promptresponse_clean_2020-12-25.csv,21,atlanticchefhatchet,Daily,TIME,RANDOM,20,21,2020-12-25,2020-12-25 20:12:00 PST,GMT-08:00,1608955920175,Completed,2020-12-25,2020-12-25 20:18:16 PST,1608956296781,2,set_2,23,9,A little,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
atlanticchefhatchet@timestudy_com/2020-12-26/phone_promptresponse_clean_2020-12-26.csv,21,atlanticchefhatchet,Daily,TIME,RANDOM,20,21,2020-12-26,2020-12-26 20:48:00 PST,GMT-08:00,1609044480223,Completed,2020-12-26,2020-12-26 20:48:53 PST,1609044533534,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-27/phone_promptresponse_clean_2020-12-27.csv,22,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-27,2020-12-27 22:40:00 PST,GMT-08:00,1609137600260,Completed,2020-12-27,2020-12-27 22:51:37 PST,1609138297840,2,set_1,48,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Sort of,Maybe,Yes,Yes,,,,Sort of,Yes,A little,A little,I am not experiencing viral symptoms,0 days,0 days,More,A lot more,Neither more nor less,Moderate,Moderate,A little,Probably will,Sort of,Maybe,,,,,,,
atlanticchefhatchet@timestudy_com/2020-12-28/phone_promptresponse_clean_2020-12-28.csv,21,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2020-12-28,2020-12-28 22:46:00 PST,GMT-08:00,1609224360226,Completed,2020-12-28,2020-12-28 22:47:21 PST,1609224441391,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
atlanticchefhatchet@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,24,atlanticchefhatchet,Daily,TIME,RANDOM,23,0,2020-12-29,2020-12-29 23:32:00 PST,GMT-08:00,1609313520221,Completed,2020-12-29,2020-12-29 23:34:03 PST,1609313643981,1,set_4,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all
atlanticchefhatchet@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,24,atlanticchefhatchet,Daily,TIME,RANDOM,23,0,2020-12-30,2020-12-30 23:39:00 PST,GMT-08:00,1609400340176,Completed,2020-12-30,2020-12-30 23:39:45 PST,1609400385420,1,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,Not sure,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of,No,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,1,atlanticchefhatchet,Daily,BURST,RANDOM,0,1,2021-01-01,2021-01-01 00:19:00 PST,GMT-08:00,1609489140224,Completed,2021-01-01,2021-01-01 00:20:18 PST,1609489218001,1,set_1,24,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,No,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,24,atlanticchefhatchet,Daily,BURST,RANDOM,23,0,2021-01-01,2021-01-01 23:27:00 PST,GMT-08:00,1609572420236,Completed,2021-01-01,2021-01-01 23:27:42 PST,1609572462133,1,set_1,24,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,Maybe,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-02/phone_promptresponse_clean_2021-01-02.csv,24,atlanticchefhatchet,Daily,BURST,RANDOM,23,0,2021-01-02,2021-01-02 23:20:00 PST,GMT-08:00,1609658400163,Completed,2021-01-02,2021-01-02 23:21:06 PST,1609658466622,1,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of,
atlanticchefhatchet@timestudy_com/2021-01-04/phone_promptresponse_clean_2021-01-04.csv,2,atlanticchefhatchet,Daily,BURST,RANDOM,1,2,2021-01-04,2021-01-04 01:49:00 PST,GMT-08:00,1609753740280,Completed,2021-01-04,2021-01-04 01:54:33 PST,1609754073683,2,set_4,47,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Not at all,Quite a bit,No,Did not have to work today,0,Sort of,No,Sort of,Yes,,,,Not really,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot more,More,Moderate,Quite a bit,,,,,,,,Very much so,Probably will,Yes,
atlanticchefhatchet@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,1,atlanticchefhatchet,Daily,TIME,RANDOM,0,1,2021-01-05,2021-01-05 00:43:00 PST,GMT-08:00,1609836180197,Completed,2021-01-05,2021-01-05 00:44:16 PST,1609836256853,1,set_1,25,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,Maybe,,,,,,,Not at all
atlanticchefhatchet@timestudy_com/2021-01-06/phone_promptresponse_clean_2021-01-06.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2021-01-06,2021-01-06 01:38:00 PST,GMT-08:00,1609925880239,Completed,2021-01-06,2021-01-06 02:04:45 PST,1609927485433,2,set_3,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Yes,0,,,,,Not at all,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2021-01-07,2021-01-07 01:46:00 PST,GMT-08:00,1610012760177,Completed,2021-01-07,2021-01-07 02:57:42 PST,1610017062408,2,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of,but I had a goal,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2021-01-08,2021-01-08 01:24:00 PST,GMT-08:00,1610097840341,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-09/phone_promptresponse_clean_2021-01-09.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2021-01-09,2021-01-09 01:45:00 PST,GMT-08:00,1610185500246,Completed,2021-01-09,2021-01-09 03:13:09 PST,1610190789375,2,set_2,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,Not at all
atlanticchefhatchet@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,3,atlanticchefhatchet,Daily,TIME,RANDOM,2,3,2021-01-10,2021-01-10 02:30:00 PST,GMT-08:00,1610274600226,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,21,atlanticchefhatchet,Daily,TIME,RANDOM,20,21,2021-01-10,2021-01-10 20:28:00 PST,GMT-08:00,1610339280470,Completed,2021-01-10,2021-01-10 20:37:21 PST,1610339841521,2,set_4,47,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Not at all,No,No,0,Yes,Maybe,Yes,Maybe,,,,No,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Quite a bit,,,,,,,,Very much so,Definitely will,Yes,
atlanticchefhatchet@timestudy_com/2021-01-13/phone_promptresponse_clean_2021-01-13.csv,1,atlanticchefhatchet,Daily,TIME,RANDOM,23,0,2021-01-12,2021-01-12 23:39:00 PST,GMT-08:00,1610523540239,Completed,2021-01-13,2021-01-13 00:32:01 PST,1610526721733,2,set_1,24,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of,Maybe,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-15/phone_promptresponse_clean_2021-01-15.csv,4,atlanticchefhatchet,Daily,TIME,RANDOM,3,4,2021-01-15,2021-01-15 03:37:00 PST,GMT-08:00,1610710620206,Completed,2021-01-15,2021-01-15 03:43:29 PST,1610711009863,2,set_2,23,9,A little,A little,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,,
atlanticchefhatchet@timestudy_com/2021-01-15/phone_promptresponse_clean_2021-01-15.csv,20,atlanticchefhatchet,Daily,TIME,RANDOM,19,20,2021-01-15,2021-01-15 19:39:00 PST,GMT-08:00,1610768340351,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,20,atlanticchefhatchet,Daily,TIME,RANDOM,19,20,2021-01-16,2021-01-16 19:46:00 PST,GMT-08:00,1610855160255,Completed,2021-01-16,2021-01-16 19:49:11 PST,1610855351111,1,set_3,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,A little,Not at all,Moderately,Not at all,Moderately,A little,Moderately,Not at all,Quite a bit,No,No,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-17/phone_promptresponse_clean_2021-01-17.csv,21,atlanticchefhatchet,Daily,TIME,RANDOM,20,21,2021-01-17,2021-01-17 20:30:00 PST,GMT-08:00,1610944200177,Completed,2021-01-17,2021-01-17 21:06:28 PST,1610946388137,2,set_2,48,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,No,0,Sort of,Yes,Sort of,Maybe,,,,No,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,A lot more,Neither more nor less,Moderate,Quite a bit,,,,,Quite a bit,Probably will,Trying to decide,,,,A little bit
atlanticchefhatchet@timestudy_com/2021-01-18/phone_promptresponse_clean_2021-01-18.csv,23,atlanticchefhatchet,Daily,BURST,RANDOM,23,0,2021-01-18,2021-01-18 23:49:00 PST,GMT-08:00,1611042540291,Completed,2021-01-18,2021-01-18 23:54:19 PST,1611042859880,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,Maybe,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,23,atlanticchefhatchet,Daily,BURST,RANDOM,23,0,2021-01-19,2021-01-19 23:24:00 PST,GMT-08:00,1611127440322,Completed,2021-01-19,2021-01-19 23:25:10 PST,1611127510128,1,set_4,23,9,Not at all,Quite a bit,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
atlanticchefhatchet@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,2,atlanticchefhatchet,Daily,BURST,RANDOM,23,0,2021-01-20,2021-01-20 23:28:00 PST,GMT-08:00,1611214080201,Completed,2021-01-21,2021-01-21 00:37:13 PST,1611218233798,2,set_4,24,9,A little,Moderately,A little,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Moderately,Moderately,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all
atlanticchefhatchet@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,2,atlanticchefhatchet,Daily,BURST,RANDOM,1,2,2021-01-22,2021-01-22 01:49:00 PST,GMT-08:00,1611308940237,Completed,2021-01-22,2021-01-22 01:49:55 PST,1611308995287,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,A little,A little,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of,but I had a goal,,,,,,,
atlanticchefhatchet@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,23,atlanticchefhatchet,Daily,TIME,RANDOM,22,23,2021-01-22,2021-01-22 22:16:00 PST,GMT-08:00,1611382560313,Completed,2021-01-22,2021-01-22 22:18:00 PST,1611382680790,1,set_2,24,9,Not at all,Moderately,Not at all,A little,Moderately,Moderately,A little,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No,,,,Not at all
atlanticchefhatchet@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,24,atlanticchefhatchet,Daily,TIME,RANDOM,23,0,2021-01-23,2021-01-23 23:34:00 PST,GMT-08:00,1611473640196,Completed,2021-01-23,2021-01-23 23:36:00 PST,1611473760294,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,
atlanticchefhatchet@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,1,atlanticchefhatchet,Daily,TIME,RANDOM,0,1,2021-01-25,2021-01-25 00:36:00 PST,GMT-08:00,1611563760255,Completed,2021-01-25,2021-01-25 00:38:43 PST,1611563923047,1,set_3,48,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,A little,A little,A little,Not at all,Moderately,No,No,0,Yes,No,Yes,Maybe,A little,Probably will,Sort of,Not really,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot more,Neither more nor less,Moderate,Moderate,,,,,,,,,,,Not at all
atlanticchefhatchet@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,2,atlanticchefhatchet,Daily,TIME,RANDOM,1,2,2021-01-26,2021-01-26 01:44:00 PST,GMT-08:00,1611654240221,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
