.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat
quizzicalpremiumfrayed@timestudy_com/2021-09-21/phone_promptresponse_clean_2021-09-21.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-09-21,2021-09-21 01:14:00 PDT,GMT-07:00,1632212040133,Completed,2021-09-21,2021-09-21 02:33:41 PDT,1632216821073,2,set_4,25,9,A little,Moderately,Quite a bit,A little,Moderately,Not at all,Quite a bit,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,A little bit,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-09-22/phone_promptresponse_clean_2021-09-22.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-09-22,2021-09-22 00:35:00 PDT,GMT-07:00,1632296100128,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-23/phone_promptresponse_clean_2021-09-23.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-09-23,2021-09-23 00:45:00 PDT,GMT-07:00,1632383100118,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-24/phone_promptresponse_clean_2021-09-24.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-09-24,2021-09-24 00:26:00 PDT,GMT-07:00,1632468360163,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-25/phone_promptresponse_clean_2021-09-25.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-09-25,2021-09-25 00:45:00 PDT,GMT-07:00,1632555900105,Completed,2021-09-25,2021-09-25 00:46:46 PDT,1632556006446,1,set_1,25,9,A little,Moderately,A little,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,A little,A little,A little,A little,No,No,0,A little,Probably will not,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-26/phone_promptresponse_clean_2021-09-26.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-09-26,2021-09-26 00:30:00 PDT,GMT-07:00,1632641400114,Completed,2021-09-26,2021-09-26 00:33:58 PDT,1632641638553,1,set_3,48,9,A little,Moderately,A little,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,A little,A little,A little,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Probably will,Yes,,,,Somewhat,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-27/phone_promptresponse_clean_2021-09-27.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-09-27,2021-09-27 00:21:00 PDT,GMT-07:00,1632727260164,Completed,2021-09-27,2021-09-27 00:26:25 PDT,1632727585680,2,set_3,48,9,A little,Moderately,Quite a bit,Not at all,Moderately,Not at all,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,A little,Probably will not,Not really,,,,Very much,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-28/phone_promptresponse_clean_2021-09-28.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-09-28,2021-09-28 00:36:00 PDT,GMT-07:00,1632814560116,Completed,2021-09-28,2021-09-28 00:39:54 PDT,1632814794793,1,set_1,24,9,A little,Moderately,Moderately,A little,Moderately,Not at all,Moderately,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,A little,Probably will not,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-29/phone_promptresponse_clean_2021-09-29.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-09-29,2021-09-29 00:30:00 PDT,GMT-07:00,1632900600203,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-09-30/phone_promptresponse_clean_2021-09-30.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-09-30,2021-09-30 00:40:00 PDT,GMT-07:00,1632987600133,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-01/phone_promptresponse_clean_2021-10-01.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-10-01,2021-10-01 01:45:00 PDT,GMT-07:00,1633077900321,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-02/phone_promptresponse_clean_2021-10-02.csv,31,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-10-02,2021-10-02 01:41:00 PDT,GMT-07:00,1633164060136,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-03/phone_promptresponse_clean_2021-10-03.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-03,2021-10-03 00:11:00 PDT,GMT-07:00,1633245060176,Completed,2021-10-03,2021-10-03 00:15:06 PDT,1633245306505,1,set_4,47,9,A little,Moderately,Moderately,Not at all,Moderately,Not at all,A little,Not at all,Moderately,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,Sort of,No and I didn't have a goal,Not really,but had a goal,Not really,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,Very much so,Probably will,Not really
quizzicalpremiumfrayed@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-05,2021-10-05 00:32:00 PDT,GMT-07:00,1633419120124,Completed,2021-10-05,2021-10-05 00:33:26 PDT,1633419206271,1,set_1,25,9,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Not at all,Moderately,Moderately,Moderately,A little,A little,Moderately,No,No,0,A little,Might,Not really,but I had a goal,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,25,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-10-05,2021-10-05 23:31:18 PDT,GMT-07:00,1633501878556,Completed,2021-10-05,2021-10-05 23:32:52 PDT,1633501972208,1,set_3,24,9,Moderately,Moderately,Quite a bit,Not at all,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,Moderately,No,No,0,,,,,Quite a bit,Probably will,Sort of,,,,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-07/phone_promptresponse_clean_2021-10-07.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-07,2021-10-07 00:19:00 PDT,GMT-07:00,1633591140151,Completed,2021-10-07,2021-10-07 00:20:43 PDT,1633591243597,1,set_1,24,9,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,A little,A little,Moderately,No,No,0,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-08/phone_promptresponse_clean_2021-10-08.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-08,2021-10-08 00:36:00 PDT,GMT-07:00,1633678560121,Completed,2021-10-08,2021-10-08 00:38:02 PDT,1633678682139,1,set_2,23,9,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-09/phone_promptresponse_clean_2021-10-09.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-10-09,2021-10-09 01:39:00 PDT,GMT-07:00,1633768740130,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-10/phone_promptresponse_clean_2021-10-10.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-10-10,2021-10-10 01:33:00 PDT,GMT-07:00,1633854780143,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-11/phone_promptresponse_clean_2021-10-11.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-10-11,2021-10-11 01:47:00 PDT,GMT-07:00,1633942020129,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-12/phone_promptresponse_clean_2021-10-12.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-10-12,2021-10-12 00:36:00 PDT,GMT-07:00,1634024160149,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-13/phone_promptresponse_clean_2021-10-13.csv,3,quizzicalpremiumfrayed,Daily,BURST,RANDOM,1,2,2021-10-13,2021-10-13 01:28:00 PDT,GMT-07:00,1634113680156,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-14/phone_promptresponse_clean_2021-10-14.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-10-14,2021-10-14 00:32:00 PDT,GMT-07:00,1634196720145,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-15/phone_promptresponse_clean_2021-10-15.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-10-15,2021-10-15 00:49:00 PDT,GMT-07:00,1634284140124,Completed,2021-10-15,2021-10-15 00:55:23 PDT,1634284523833,2,set_1,24,9,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,No,No,0,Quite a bit,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-16/phone_promptresponse_clean_2021-10-16.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-10-16,2021-10-16 01:40:00 PDT,GMT-07:00,1634373600128,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-17/phone_promptresponse_clean_2021-10-17.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-17,2021-10-17 00:25:00 PDT,GMT-07:00,1634455500121,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-18/phone_promptresponse_clean_2021-10-18.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-18,2021-10-18 00:13:00 PDT,GMT-07:00,1634541180111,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-19/phone_promptresponse_clean_2021-10-19.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-19,2021-10-19 00:38:00 PDT,GMT-07:00,1634629080918,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-19/phone_promptresponse_clean_2021-10-19.csv,22,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-10-19,2021-10-19 23:30:00 PDT,GMT-07:00,1634711400084,Completed,2021-10-19,2021-10-19 23:31:34 PDT,1634711494999,1,set_4,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
quizzicalpremiumfrayed@timestudy_com/2021-10-21/phone_promptresponse_clean_2021-10-21.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-21,2021-10-21 00:38:00 PDT,GMT-07:00,1634801880154,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-22/phone_promptresponse_clean_2021-10-22.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-10-22,2021-10-22 00:27:00 PDT,GMT-07:00,1634887620129,Completed,2021-10-22,2021-10-22 00:30:30 PDT,1634887830157,1,set_3,24,9,A little,A little,Moderately,Not at all,Moderately,Not at all,A little,Not at all,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,A little,Might,Not really,,,,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-22/phone_promptresponse_clean_2021-10-22.csv,23,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-10-22,2021-10-22 23:46:00 PDT,GMT-07:00,1634971560153,Completed,2021-10-22,2021-10-22 23:54:28 PDT,1634972068920,2,set_3,23,9,A little,A little,A little,A little,Moderately,Not at all,A little,Not at all,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-24/phone_promptresponse_clean_2021-10-24.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-10-24,2021-10-24 00:45:00 PDT,GMT-07:00,1635061500137,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-10-25,2021-10-25 00:28:00 PDT,GMT-07:00,1635146880107,Completed,2021-10-25,2021-10-25 00:33:58 PDT,1635147238021,2,set_2,48,9,A little,A little,A little,A little,Moderately,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,Quite a bit,Might,Trying to decide,Somewhat,Not really,No,Not really,Maybe,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-26/phone_promptresponse_clean_2021-10-26.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-26,2021-10-26 00:19:00 PDT,GMT-07:00,1635232740125,Completed,2021-10-26,2021-10-26 00:25:52 PDT,1635233152538,2,set_4,23,9,A little,A little,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-10-27/phone_promptresponse_clean_2021-10-27.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-27,2021-10-27 00:24:00 PDT,GMT-07:00,1635319440128,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-29/phone_promptresponse_clean_2021-10-29.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-29,2021-10-29 00:13:00 PDT,GMT-07:00,1635491580121,Completed,2021-10-29,2021-10-29 00:15:33 PDT,1635491733387,1,set_2,23,9,A little,A little,A little,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-10-30/phone_promptresponse_clean_2021-10-30.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-30,2021-10-30 00:15:00 PDT,GMT-07:00,1635578100155,Completed,2021-10-30,2021-10-30 00:20:29 PDT,1635578429087,2,set_4,24,9,A little,A little,A little,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-10-31/phone_promptresponse_clean_2021-10-31.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-10-31,2021-10-31 00:36:00 PDT,GMT-07:00,1635665760261,Completed,2021-10-31,2021-10-31 00:48:34 PDT,1635666514192,2,set_4,47,9,A little,A little,Moderately,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-10-31/phone_promptresponse_clean_2021-10-31.csv,25,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-10-31,2021-10-31 23:11:00 PDT,GMT-07:00,1635747060127,Completed,2021-10-31,2021-10-31 23:16:41 PDT,1635747401086,2,set_1,49,9,A little,A little,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Probably will not,Not really,but I had a goal,,,,,,,A little bit,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-01/phone_promptresponse_clean_2021-11-01.csv,23,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-01,2021-11-01 23:30:00 PDT,GMT-07:00,1635834600133,Completed,2021-11-01,2021-11-01 23:34:12 PDT,1635834852488,1,set_1,24,9,A little,A little,Moderately,A little,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-03/phone_promptresponse_clean_2021-11-03.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-03,2021-11-03 00:16:00 PDT,GMT-07:00,1635923760138,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-04/phone_promptresponse_clean_2021-11-04.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-04,2021-11-04 00:24:00 PDT,GMT-07:00,1636010640114,Completed,2021-11-04,2021-11-04 01:54:23 PDT,1636016063288,2,set_1,25,9,A little,A little,A little,A little,Moderately,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-05/phone_promptresponse_clean_2021-11-05.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-05,2021-11-05 00:12:00 PDT,GMT-07:00,1636096320129,Completed,2021-11-05,2021-11-05 00:13:06 PDT,1636096386110,1,set_4,23,9,A little,A little,A little,A little,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really
quizzicalpremiumfrayed@timestudy_com/2021-11-05/phone_promptresponse_clean_2021-11-05.csv,24,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-05,2021-11-05 23:33:00 PDT,GMT-07:00,1636180380120,Completed,2021-11-05,2021-11-05 23:51:35 PDT,1636181495993,2,set_1,25,9,A little,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,A little,Might,Not really,but I had a goal,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-08/phone_promptresponse_clean_2021-11-08.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-11-08,2021-11-08 00:10:00 PST,GMT-08:00,1636359000105,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-08/phone_promptresponse_clean_2021-11-08.csv,20,quizzicalpremiumfrayed,Daily,BURST,RANDOM,22,23,2021-11-08,2021-11-08 22:39:00 PST,GMT-08:00,1636439940143,Completed,2021-11-08,2021-11-08 22:51:19 PST,1636440679200,2,set_1,24,9,A little,A little,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-10/phone_promptresponse_clean_2021-11-10.csv,3,quizzicalpremiumfrayed,Daily,BURST,RANDOM,1,2,2021-11-10,2021-11-10 01:21:00 PST,GMT-08:00,1636536060920,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-11/phone_promptresponse_clean_2021-11-11.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-10,2021-11-10 23:38:00 PST,GMT-08:00,1636616280117,Completed,2021-11-11,2021-11-11 00:50:51 PST,1636620651538,2,set_1,25,9,A little,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,Not at all,Moderately,Moderately,A little,A little,A little,No,Did not have to work today,0,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-12/phone_promptresponse_clean_2021-11-12.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-12,2021-11-12 00:40:00 PST,GMT-08:00,1636706400152,Completed,2021-11-12,2021-11-12 01:22:49 PST,1636708969142,2,set_2,23,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Not at all,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-12/phone_promptresponse_clean_2021-11-12.csv,19,quizzicalpremiumfrayed,Daily,TIME,RANDOM,22,23,2021-11-12,2021-11-12 22:42:00 PST,GMT-08:00,1636785720114,Completed,2021-11-12,2021-11-12 22:42:59 PST,1636785779285,1,set_3,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-14/phone_promptresponse_clean_2021-11-14.csv,2,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-11-14,2021-11-14 01:32:00 PST,GMT-08:00,1636882320129,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-15/phone_promptresponse_clean_2021-11-15.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-14,2021-11-14 23:46:00 PST,GMT-08:00,1636962360237,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-15/phone_promptresponse_clean_2021-11-15.csv,22,quizzicalpremiumfrayed,Daily,TIME,RANDOM,22,23,2021-11-15,2021-11-15 22:48:00 PST,GMT-08:00,1637045280105,Completed,2021-11-15,2021-11-15 22:53:44 PST,1637045624556,2,set_3,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-17/phone_promptresponse_clean_2021-11-17.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-11-17,2021-11-17 01:16:53 PST,GMT-08:00,1637140613039,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
