.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
evasiongalorebath@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,3,evasiongalorebath,Daily,BURST,RANDOM,2,3,2021-01-03,2021-01-03 02:43:00 CST,GMT-06:00,1609663380127,Completed,2021-01-03,2021-01-03 02:49:07 CST,1609663747112,2,set_1,48,9,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Not at all,Moderately,Moderately,Moderately,Quite a bit,Moderately,Yes,Did not have to work today,0,,,,,,,,,,,Yes,No,Sort of,Maybe,Sort of,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,Quite a bit,Definitely will,Yes,No
evasiongalorebath@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,24,evasiongalorebath,Daily,BURST,RANDOM,23,0,2021-01-03,2021-01-03 23:16:00 CST,GMT-06:00,1609737360152,Completed,2021-01-03,2021-01-03 23:17:48 CST,1609737468477,1,set_1,48,9,A little,Moderately,Quite a bit,Moderately,Moderately,Not at all,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,A little,Probably will,Yes,Maybe
evasiongalorebath@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,1,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-04,2021-01-04 22:47:00 CST,GMT-06:00,1609822020173,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,24,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-05,2021-01-05 22:22:00 CST,GMT-06:00,1609906920156,Completed,2021-01-05,2021-01-05 23:11:56 CST,1609909916101,2,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,A little,Moderately,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-06/phone_promptresponse_clean_2021-01-06.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-06,2021-01-06 22:14:00 CST,GMT-06:00,1609992840139,Completed,2021-01-06,2021-01-06 22:16:56 CST,1609993016124,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Not at all,Quite a bit,Moderately,A little,Quite a bit,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,1,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-07,2021-01-07 22:38:00 CST,GMT-06:00,1610080680156,Completed,2021-01-08,2021-01-08 00:01:34 CST,1610085694686,2,set_4,23,9,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Quite a bit,Moderately,Very much so,Moderately,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,24,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-08,2021-01-08 22:47:00 CST,GMT-06:00,1610167620131,Completed,2021-01-08,2021-01-08 22:48:00 CST,1610167680705,1,set_3,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,A little,A little,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,1,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-09,2021-01-09 22:44:00 CST,GMT-06:00,1610253840151,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2021-01-10,2021-01-10 23:46:00 CST,GMT-06:00,1610343960137,Completed,2021-01-10,2021-01-10 23:48:22 CST,1610344102157,1,set_4,48,9,A little,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,Somewhat,Very much so,Definitely will,Yes,Sort of,No and I didn't have a goal,Yes,Yes,Sort of,Yes,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,
evasiongalorebath@timestudy_com/2021-01-11/phone_promptresponse_clean_2021-01-11.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2021-01-11,2021-01-11 23:48:00 CST,GMT-06:00,1610430480131,Completed,2021-01-11,2021-01-11 23:53:09 CST,1610430789813,2,set_4,23,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Moderately,A little,Not at all,Moderately,A little,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,24,evasiongalorebath,Daily,TIME,RANDOM,23,0,2021-01-12,2021-01-12 23:31:00 CST,GMT-06:00,1610515860128,Completed,2021-01-12,2021-01-12 23:41:37 CST,1610516497527,2,set_3,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Quite a bit,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,No,No,0,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-14/phone_promptresponse_clean_2021-01-14.csv,59,evasiongalorebath,Daily,TIME,RANDOM,18,19,2021-01-14,2021-01-14 18:19:00 EST,GMT-05:00,1610666340173,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,2,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-01-16,2021-01-16 01:15:00 CST,GMT-06:00,1610781300091,Completed,2021-01-16,2021-01-16 01:16:42 CST,1610781402078,1,set_4,23,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,A little,A little,Moderately,Not at all,Moderately,Moderately,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-17/phone_promptresponse_clean_2021-01-17.csv,2,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-01-17,2021-01-17 01:48:00 CST,GMT-06:00,1610869680163,Completed,2021-01-17,2021-01-17 01:54:56 CST,1610870096886,2,set_2,47,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Very much so,Quite a bit,Quite a bit,No,No,0,,,,Quite a bit,Might,Trying to decide,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Very little,,,,
evasiongalorebath@timestudy_com/2021-01-18/phone_promptresponse_clean_2021-01-18.csv,3,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-01-18,2021-01-18 01:23:00 CST,GMT-06:00,1610954580137,Completed,2021-01-18,2021-01-18 02:48:02 CST,1610959682177,2,set_2,47,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,Sort of,Maybe,Yes,Maybe,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,1,evasiongalorebath,Daily,BURST,RANDOM,0,1,2021-01-19,2021-01-19 00:41:00 CST,GMT-06:00,1611038460110,Completed,2021-01-19,2021-01-19 00:42:43 CST,1611038563736,1,set_2,23,9,Not at all,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,40,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-19,2021-01-19 22:29:00 CST,GMT-06:00,1611116940157,Completed,2021-01-19,2021-01-19 23:45:01 CST,1611121501049,2,set_3,23,9,A little,Moderately,Quite a bit,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,No,No,0,A little,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-20,2021-01-20 22:44:00 CST,GMT-06:00,1611204240138,Completed,2021-01-20,2021-01-20 23:16:34 CST,1611206194139,2,set_2,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-21,2021-01-21 22:47:00 CST,GMT-06:00,1611290820149,Completed,2021-01-21,2021-01-21 22:51:39 CST,1611291099307,1,set_3,25,9,Not at all,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-22,2021-01-22 22:13:00 CST,GMT-06:00,1611375180137,Completed,2021-01-22,2021-01-22 22:30:37 CST,1611376237562,2,set_4,23,9,A little,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,1,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-23,2021-01-23 22:29:00 CST,GMT-06:00,1611462540146,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,24,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-24,2021-01-24 22:47:00 CST,GMT-06:00,1611550020442,Completed,2021-01-24,2021-01-24 23:38:43 CST,1611553123409,2,set_4,49,9,Moderately,Moderately,A little,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,A little,Moderately,Very much so,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,Sort of,Maybe,Sort of,Yes,Yes,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
evasiongalorebath@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,23,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-25,2021-01-25 22:21:00 CST,GMT-06:00,1611634860137,Completed,2021-01-25,2021-01-25 23:22:01 CST,1611638521125,2,set_2,25,9,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,A little,Very much so,Very much so,Quite a bit,Moderately,No,No,0,,,,Quite a bit,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,22,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-26,2021-01-26 22:41:00 CST,GMT-06:00,1611722460135,Completed,2021-01-26,2021-01-26 22:54:18 CST,1611723258112,2,set_3,24,9,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,A little,Moderately,Moderately,A little,Very much so,Moderately,Quite a bit,Moderately,Moderately,No,No,0,Not at all,Might,Sort of,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,22,evasiongalorebath,Daily,TIME,RANDOM,22,23,2021-01-27,2021-01-27 22:33:58 CST,GMT-06:00,1611808438180,Completed,2021-01-27,2021-01-27 22:58:03 CST,1611809883529,2,set_2,25,9,A little,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,,,,Quite a bit,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,1,evasiongalorebath,Daily,TIME,RANDOM,23,0,2021-01-28,2021-01-28 23:16:00 CST,GMT-06:00,1611897360206,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,25,evasiongalorebath,Daily,BURST,RANDOM,23,0,2021-01-29,2021-01-29 23:37:00 CST,GMT-06:00,1611985020477,Completed,2021-01-29,2021-01-29 23:39:41 CST,1611985181450,1,set_3,24,9,A little,Moderately,Extremely,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,Not at all,Moderately,Moderately,Quite a bit,No,No,0,Not at all,Might,Sort of,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,2,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-01-31,2021-01-31 01:47:00 CST,GMT-06:00,1612079220202,Completed,2021-01-31,2021-01-31 01:49:34 CST,1612079374530,1,set_3,47,9,Moderately,Moderately,Not at all,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Very much so,Very much so,Very much so,Quite a bit,Moderately,No,No,0,A little,Might,Yes,,,,,,,,No,Yes,Yes,No,Yes,Yes,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Very little,,,,
evasiongalorebath@timestudy_com/2021-02-01/phone_promptresponse_clean_2021-02-01.csv,3,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-02-01,2021-02-01 01:20:00 CST,GMT-06:00,1612164000182,Completed,2021-02-01,2021-02-01 02:56:59 CST,1612169819075,2,set_3,47,9,Not at all,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,A little,Very much so,A little,Moderately,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2021-02-02/phone_promptresponse_clean_2021-02-02.csv,2,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-02-02,2021-02-02 01:22:01 CST,GMT-06:00,1612250521059,Completed,2021-02-02,2021-02-02 01:23:38 CST,1612250618830,1,set_1,24,9,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Yes,Yes
evasiongalorebath@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-03,2021-02-03 01:16:00 CST,GMT-06:00,1612336560143,Completed,2021-02-03,2021-02-03 01:33:08 CST,1612337588729,2,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Moderately,Not at all,A little,A little,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,No
evasiongalorebath@timestudy_com/2021-02-04/phone_promptresponse_clean_2021-02-04.csv,2,evasiongalorebath,Daily,TIME,RANDOM,2,3,2021-02-04,2021-02-04 02:16:21 CST,GMT-06:00,1612426581420,Completed,2021-02-04,2021-02-04 02:18:04 CST,1612426684582,1,set_3,26,9,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,No,No,0,Quite a bit,Might,Sort of,,,,Somewhat,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-05/phone_promptresponse_clean_2021-02-05.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-05,2021-02-05 01:48:00 CST,GMT-06:00,1612511280142,Completed,2021-02-05,2021-02-05 01:50:55 CST,1612511455875,1,set_2,23,9,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,No,No,0,,,,Very much so,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-06/phone_promptresponse_clean_2021-02-06.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-06,2021-02-06 01:24:00 CST,GMT-06:00,1612596240156,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-07/phone_promptresponse_clean_2021-02-07.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-07,2021-02-07 01:31:00 CST,GMT-06:00,1612683060206,Completed,2021-02-07,2021-02-07 01:58:49 CST,1612684729451,2,set_1,50,9,Not at all,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Very much so,Moderately,Moderately,No,No,0,,,,,,,,,,,Sort of,No,Yes,Yes,Yes,Yes,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,Quite a bit,Might,Sort of,Maybe
evasiongalorebath@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-08,2021-02-08 01:49:00 CST,GMT-06:00,1612770540194,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-09/phone_promptresponse_clean_2021-02-09.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-09,2021-02-09 01:26:00 CST,GMT-06:00,1612855560175,Completed,2021-02-09,2021-02-09 02:03:58 CST,1612857838127,2,set_1,26,9,A little,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes
evasiongalorebath@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-10,2021-02-10 01:39:00 CST,GMT-06:00,1612942740196,Completed,2021-02-10,2021-02-10 02:37:51 CST,1612946271545,2,set_2,25,9,A little,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,No,No,0,,,,Very much so,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-11/phone_promptresponse_clean_2021-02-11.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-11,2021-02-11 01:33:00 CST,GMT-06:00,1613028780140,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-12,2021-02-12 01:31:00 CST,GMT-06:00,1613115060195,Completed,2021-02-12,2021-02-12 02:06:27 CST,1613117187310,2,set_4,24,9,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,Somewhat,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-13/phone_promptresponse_clean_2021-02-13.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-13,2021-02-13 01:12:00 CST,GMT-06:00,1613200320186,Completed,2021-02-13,2021-02-13 02:30:25 CST,1613205025218,2,set_3,23,9,A little,Moderately,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-14/phone_promptresponse_clean_2021-02-14.csv,3,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-02-14,2021-02-14 01:21:00 CST,GMT-06:00,1613287260145,Completed,2021-02-14,2021-02-14 02:58:05 CST,1613293085194,2,set_2,49,9,A little,Moderately,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,A little,A little,Quite a bit,A little,Quite a bit,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,Sort of,Maybe,Yes,Maybe,Sort of,Yes,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2021-02-15/phone_promptresponse_clean_2021-02-15.csv,2,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-02-15,2021-02-15 01:16:00 CST,GMT-06:00,1613373360160,Completed,2021-02-15,2021-02-15 01:36:02 CST,1613374562344,2,set_3,49,9,A little,Moderately,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,Quite a bit,Quite a bit,Very much so,Quite a bit,Moderately,No,No,0,Not at all,Probably will,Sort of,,,,,,,,Sort of,Yes,Sort of,Maybe,Sort of,Yes,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
evasiongalorebath@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,3,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-02-16,2021-02-16 01:48:00 CST,GMT-06:00,1613461680255,Completed,2021-02-16,2021-02-16 02:32:43 CST,1613464363442,2,set_1,26,9,Moderately,Moderately,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,Maybe
evasiongalorebath@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,3,evasiongalorebath,Daily,BURST,RANDOM,1,2,2021-02-17,2021-02-17 01:23:00 CST,GMT-06:00,1613546580143,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-18/phone_promptresponse_clean_2021-02-18.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-18,2021-02-18 01:16:00 CST,GMT-06:00,1613632560147,Completed,2021-02-18,2021-02-18 01:55:45 CST,1613634945015,2,set_4,23,9,A little,A little,Quite a bit,Moderately,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-19/phone_promptresponse_clean_2021-02-19.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-19,2021-02-19 01:26:00 CST,GMT-06:00,1613719560143,Completed,2021-02-19,2021-02-19 02:57:09 CST,1613725029738,2,set_3,25,9,Moderately,Moderately,Quite a bit,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Very much so,Quite a bit,Quite a bit,Moderately,No,No,0,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,18,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-20,2021-02-20 01:49:00 CST,GMT-06:00,1613807340167,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-21/phone_promptresponse_clean_2021-02-21.csv,7,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-21,2021-02-21 01:43:00 CST,GMT-06:00,1613893380151,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evasiongalorebath@timestudy_com/2021-02-22/phone_promptresponse_clean_2021-02-22.csv,2,evasiongalorebath,Daily,TIME,RANDOM,1,2,2021-02-22,2021-02-22 01:32:00 CST,GMT-06:00,1613979120194,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
