.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
debatableuneasyeveryone@timestudy_com/2020-09-19/phone_promptresponse_clean_2020-09-19.csv,22,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-09-19,2020-09-19 21:30:00 PDT,GMT-07:00,1600576200127,Completed,2020-09-19,2020-09-19 21:32:15 PDT,1600576335991,1,set_1,24,9,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,A little,A little,Moderately,Not at all,Quite a bit,Not at all,A little,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Not at all,Might,Not really,No,,,,,,
debatableuneasyeveryone@timestudy_com/2020-09-20/phone_promptresponse_clean_2020-09-20.csv,23,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-09-20,2020-09-20 22:43:00 PDT,GMT-07:00,1600666980078,Completed,2020-09-20,2020-09-20 22:46:18 PDT,1600667178276,1,set_2,47,9,Not at all,A little,A little,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Not at all,Moderately,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,Very much so,Definitely will,Yes,Yes,No,Yes,Yes,Sort of,No,0 days,0 days,Less,More,Less,Very little,Very little,,,,,,,A little,Not at all,I am not experiencing viral symptoms,
debatableuneasyeveryone@timestudy_com/2020-09-22/phone_promptresponse_clean_2020-09-22.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-09-22,2020-09-22 22:39:00 PDT,GMT-07:00,1600839540073,Completed,2020-09-22,2020-09-22 22:40:27 PDT,1600839627555,1,set_2,23,9,Moderately,A little,A little,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Very much so,Quite a bit,Moderately,No,No,0,,,,,A little,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-09-23/phone_promptresponse_clean_2020-09-23.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-09-23,2020-09-23 21:37:00 PDT,GMT-07:00,1600922220098,Completed,2020-09-23,2020-09-23 23:14:09 PDT,1600928049583,2,set_4,23,9,A little,Moderately,Not at all,A little,Moderately,Moderately,Not at all,A little,A little,Quite a bit,Moderately,A little,Moderately,Quite a bit,No,No,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-09-24/phone_promptresponse_clean_2020-09-24.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-09-24,2020-09-24 22:48:00 PDT,GMT-07:00,1601012880133,Completed,2020-09-24,2020-09-24 22:49:05 PDT,1601012945069,1,set_2,23,9,Moderately,A little,Not at all,Moderately,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,No,Yes,0,,,,,A little,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-09-25/phone_promptresponse_clean_2020-09-25.csv,18,debatableuneasyeveryone,Daily,TIME,RANDOM,20,21,2020-09-25,2020-09-25 20:39:00 PDT,GMT-07:00,1601091540103,Completed,2020-09-25,2020-09-25 21:09:42 PDT,1601093382011,2,set_4,23,9,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,No,Did not have to work today,0,A little,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-09-26/phone_promptresponse_clean_2020-09-26.csv,13,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-09-26,2020-09-26 22:26:00 PDT,GMT-07:00,1601184360156,Completed,2020-09-26,2020-09-26 22:26:55 PDT,1601184415080,1,set_2,24,9,A little,Moderately,Moderately,Moderately,Not at all,Quite a bit,Moderately,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Moderately,No,Did not have to work today,0,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-09-28/phone_promptresponse_clean_2020-09-28.csv,1,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-09-27,2020-09-27 22:26:00 PDT,GMT-07:00,1601270760111,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-09-28/phone_promptresponse_clean_2020-09-28.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-09-28,2020-09-28 22:23:00 PDT,GMT-07:00,1601356980134,Completed,2020-09-28,2020-09-28 22:24:30 PDT,1601357070487,1,set_3,23,9,A little,Moderately,Not at all,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,No,No,0,,,,Very much so,,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
debatableuneasyeveryone@timestudy_com/2020-09-29/phone_promptresponse_clean_2020-09-29.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-09-29,2020-09-29 21:27:00 PDT,GMT-07:00,1601440020139,Completed,2020-09-29,2020-09-29 21:28:52 PDT,1601440132997,1,set_3,23,9,Not at all,Moderately,A little,Moderately,A little,A little,A little,Not at all,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,No,Yes,0,,,,A little,,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
debatableuneasyeveryone@timestudy_com/2020-09-30/phone_promptresponse_clean_2020-09-30.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-09-30,2020-09-30 22:19:00 PDT,GMT-07:00,1601529540098,Completed,2020-09-30,2020-09-30 22:19:51 PDT,1601529591885,1,set_4,24,9,Quite a bit,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,Very much so,No,No,0,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-01/phone_promptresponse_clean_2020-10-01.csv,22,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-10-01,2020-10-01 21:38:00 PDT,GMT-07:00,1601613480124,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-02/phone_promptresponse_clean_2020-10-02.csv,20,debatableuneasyeveryone,Daily,BURST,RANDOM,20,21,2020-10-02,2020-10-02 20:16:00 PDT,GMT-07:00,1601694960150,Completed,2020-10-02,2020-10-02 20:35:18 PDT,1601696118276,2,set_1,24,9,A little,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-03/phone_promptresponse_clean_2020-10-03.csv,22,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-10-03,2020-10-03 21:47:00 PDT,GMT-07:00,1601786820212,Completed,2020-10-03,2020-10-03 21:47:49 PDT,1601786869794,1,set_4,23,9,Not at all,Moderately,Not at all,A little,Not at all,Quite a bit,A little,Not at all,Not at all,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-05/phone_promptresponse_clean_2020-10-05.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-05,2020-10-05 21:25:00 PDT,GMT-07:00,1601958300134,Completed,2020-10-05,2020-10-05 22:04:05 PDT,1601960645757,2,set_3,23,9,Moderately,A little,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,A little,Moderately,Moderately,Moderately,Not at all,A little,No,No,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
debatableuneasyeveryone@timestudy_com/2020-10-06/phone_promptresponse_clean_2020-10-06.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-06,2020-10-06 22:17:00 PDT,GMT-07:00,1602047820142,Completed,2020-10-06,2020-10-06 22:19:44 PDT,1602047984340,1,set_1,25,9,Quite a bit,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,A little,Not at all,Moderately,A little,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,Yes,,,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-07/phone_promptresponse_clean_2020-10-07.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-07,2020-10-07 21:33:00 PDT,GMT-07:00,1602131580148,Completed,2020-10-07,2020-10-07 21:36:17 PDT,1602131777940,1,set_4,23,9,Not at all,A little,Not at all,A little,A little,Not at all,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,No,No,0,Not at all,Probably will,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-09/phone_promptresponse_clean_2020-10-09.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-09,2020-10-09 21:46:00 PDT,GMT-07:00,1602305160099,Completed,2020-10-09,2020-10-09 21:49:05 PDT,1602305345451,1,set_3,24,9,A little,Moderately,Not at all,Moderately,Quite a bit,Moderately,A little,Not at all,Not at all,Moderately,Not at all,Quite a bit,Moderately,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Probably will,No,,,,Somewhat
debatableuneasyeveryone@timestudy_com/2020-10-10/phone_promptresponse_clean_2020-10-10.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-10,2020-10-10 21:19:00 PDT,GMT-07:00,1602389940171,Completed,2020-10-10,2020-10-10 21:20:46 PDT,1602390046364,1,set_3,23,9,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,Moderately,Very much so,Moderately,Moderately,No,Did not have to work today,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Probably will,Not really,,,,
debatableuneasyeveryone@timestudy_com/2020-10-11/phone_promptresponse_clean_2020-10-11.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-11,2020-10-11 21:48:00 PDT,GMT-07:00,1602478080097,Completed,2020-10-11,2020-10-11 22:06:04 PDT,1602479164995,2,set_4,48,9,Not at all,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,A little,No,Did not have to work today,0,A little,Might,Yes,,,,,Yes,Maybe,Yes,Yes,Yes,Yes,0 days,0 days,A lot less,Less,A lot less,Moderate,Quite a bit,,,,,,,Not at all,Not at all,I am not experiencing viral symptoms,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-12/phone_promptresponse_clean_2020-10-12.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-12,2020-10-12 22:36:00 PDT,GMT-07:00,1602567360146,Completed,2020-10-12,2020-10-12 22:36:56 PDT,1602567416933,1,set_4,23,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,A little,A little,A little,Quite a bit,No,No,0,Quite a bit,Definitely will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-13/phone_promptresponse_clean_2020-10-13.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-13,2020-10-13 22:14:00 PDT,GMT-07:00,1602652440126,Completed,2020-10-13,2020-10-13 23:22:37 PDT,1602656557311,2,set_1,24,9,Not at all,Quite a bit,A little,A little,Moderately,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,Yes,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-14/phone_promptresponse_clean_2020-10-14.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-14,2020-10-14 22:32:00 PDT,GMT-07:00,1602739920149,Completed,2020-10-14,2020-10-14 22:50:50 PDT,1602741050173,2,set_3,24,9,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Quite a bit,Moderately,No,No,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,,Probably will,Not really,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-15/phone_promptresponse_clean_2020-10-15.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-15,2020-10-15 22:37:00 PDT,GMT-07:00,1602826620128,Completed,2020-10-15,2020-10-15 22:38:06 PDT,1602826686199,1,set_4,23,9,Not at all,Extremely,Quite a bit,Moderately,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,No,No,0,Quite a bit,Probably will,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-16/phone_promptresponse_clean_2020-10-16.csv,23,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-10-16,2020-10-16 22:12:00 PDT,GMT-07:00,1602911520114,Completed,2020-10-16,2020-10-16 22:13:08 PDT,1602911588600,1,set_1,24,9,A little,Moderately,Moderately,A little,A little,A little,Moderately,A little,Not at all,Moderately,Moderately,Not at all,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-17/phone_promptresponse_clean_2020-10-17.csv,22,debatableuneasyeveryone,Daily,BURST,RANDOM,21,22,2020-10-17,2020-10-17 21:45:00 PDT,GMT-07:00,1602996300184,Completed,2020-10-17,2020-10-17 22:19:41 PDT,1602998381075,2,set_2,23,9,Not at all,A little,A little,Moderately,Quite a bit,Moderately,Not at all,Not at all,Not at all,Quite a bit,Not at all,Moderately,Moderately,Quite a bit,No,Did not have to work today,0,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-18/phone_promptresponse_clean_2020-10-18.csv,24,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-10-18,2020-10-18 22:18:00 PDT,GMT-07:00,1603084680128,Completed,2020-10-18,2020-10-18 22:21:53 PDT,1603084913909,1,set_3,47,9,Quite a bit,A little,Quite a bit,Not at all,A little,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,Quite a bit,,,,Yes,Yes,Yes,No,Yes,No,0 days,0 days,Less,A lot less,Less,Very little,Moderate,,,,,Probably will,Yes,Moderately,Not at all,I am not experiencing viral symptoms,
debatableuneasyeveryone@timestudy_com/2020-10-19/phone_promptresponse_clean_2020-10-19.csv,23,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-10-19,2020-10-19 22:45:00 PDT,GMT-07:00,1603172700164,Completed,2020-10-19,2020-10-19 22:45:45 PDT,1603172745608,1,set_4,23,9,Not at all,Moderately,A little,A little,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,No,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-20/phone_promptresponse_clean_2020-10-20.csv,27,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-20,2020-10-20 22:31:00 PDT,GMT-07:00,1603258260491,Completed,2020-10-20,2020-10-20 22:31:57 PDT,1603258317561,1,set_2,23,9,Not at all,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Moderately,Moderately,A little,No,Yes,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-21/phone_promptresponse_clean_2020-10-21.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-21,2020-10-21 21:48:00 PDT,GMT-07:00,1603342080113,Completed,2020-10-21,2020-10-21 21:50:10 PDT,1603342210599,1,set_4,24,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,Not at all,Moderately,Quite a bit,No,No,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-22,2020-10-22 21:39:00 PDT,GMT-07:00,1603427940142,Completed,2020-10-22,2020-10-22 21:40:11 PDT,1603428011973,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Quite a bit,A little,Moderately,Moderately,No,Did not have to work today,0,A little,Might,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-23/phone_promptresponse_clean_2020-10-23.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-23,2020-10-23 22:34:00 PDT,GMT-07:00,1603517640141,Completed,2020-10-23,2020-10-23 22:35:16 PDT,1603517716682,1,set_3,24,9,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,A little,A little,A little,Quite a bit,No,Did not have to work today,0,,,,A little,,,,,,,,,,,,,,,,,,,,,Probably will not,Yes,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-24/phone_promptresponse_clean_2020-10-24.csv,20,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-24,2020-10-24 21:10:00 PDT,GMT-07:00,1603599000111,Completed,2020-10-24,2020-10-24 21:17:19 PDT,1603599439733,2,set_4,24,9,Not at all,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Not at all,Not at all,Quite a bit,Quite a bit,No,No,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-25/phone_promptresponse_clean_2020-10-25.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-25,2020-10-25 21:46:00 PDT,GMT-07:00,1603687560292,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,21,22,2020-10-26,2020-10-26 21:35:00 PDT,GMT-07:00,1603773300073,Completed,2020-10-26,2020-10-26 21:36:05 PDT,1603773365336,1,set_3,24,9,Not at all,Quite a bit,A little,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,A little,Quite a bit,Moderately,No,No,0,,,,A little,,,,,,,,,,,,,,,,,,,,,Probably will,No,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-10-27/phone_promptresponse_clean_2020-10-27.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-27,2020-10-27 22:20:00 PDT,GMT-07:00,1603862400094,Completed,2020-10-27,2020-10-27 22:21:28 PDT,1603862488294,1,set_1,24,9,A little,Moderately,A little,Moderately,Moderately,Not at all,A little,A little,Moderately,Quite a bit,Not at all,Very much so,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,No,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-28/phone_promptresponse_clean_2020-10-28.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-28,2020-10-28 22:41:00 PDT,GMT-07:00,1603950060132,Completed,2020-10-28,2020-10-28 22:42:30 PDT,1603950150275,1,set_3,23,9,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Extremely,Quite a bit,Quite a bit,Quite a bit,Not at all,Very much so,Quite a bit,A little,No,Yes,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Probably will,Yes,,,,
debatableuneasyeveryone@timestudy_com/2020-10-29/phone_promptresponse_clean_2020-10-29.csv,24,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-10-29,2020-10-29 22:18:00 PDT,GMT-07:00,1604035080095,Completed,2020-10-29,2020-10-29 22:19:08 PDT,1604035148034,1,set_2,23,9,A little,Quite a bit,Not at all,A little,Moderately,A little,Not at all,Not at all,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Quite a bit,No,Yes,0,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-30/phone_promptresponse_clean_2020-10-30.csv,23,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-10-30,2020-10-30 22:11:00 PDT,GMT-07:00,1604121060091,Completed,2020-10-30,2020-10-30 23:23:07 PDT,1604125387764,2,set_1,24,9,A little,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,No,,,,,,
debatableuneasyeveryone@timestudy_com/2020-10-31/phone_promptresponse_clean_2020-10-31.csv,23,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-10-31,2020-10-31 22:20:00 PDT,GMT-07:00,1604208000123,Completed,2020-10-31,2020-10-31 22:21:05 PDT,1604208065664,1,set_3,24,9,Not at all,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,A little,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,Somewhat
debatableuneasyeveryone@timestudy_com/2020-11-02/phone_promptresponse_clean_2020-11-02.csv,1,debatableuneasyeveryone,Daily,BURST,RANDOM,23,0,2020-11-01,2020-11-01 23:29:00 PST,GMT-08:00,1604302140150,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-11-02/phone_promptresponse_clean_2020-11-02.csv,24,debatableuneasyeveryone,Daily,BURST,RANDOM,22,23,2020-11-02,2020-11-02 22:20:00 PST,GMT-08:00,1604384400138,Completed,2020-11-02,2020-11-02 22:26:33 PST,1604384793788,2,set_1,24,9,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,A little,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-11-03/phone_promptresponse_clean_2020-11-03.csv,26,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-11-03,2020-11-03 22:44:00 PST,GMT-08:00,1604472240107,Completed,2020-11-03,2020-11-03 22:44:59 PST,1604472299235,1,set_1,24,9,A little,Moderately,A little,Moderately,Moderately,A little,Not at all,Not at all,Not at all,A little,Not at all,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,
debatableuneasyeveryone@timestudy_com/2020-11-04/phone_promptresponse_clean_2020-11-04.csv,21,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-11-04,2020-11-04 22:47:00 PST,GMT-08:00,1604558820129,Completed,2020-11-04,2020-11-04 22:48:09 PST,1604558889850,1,set_2,23,9,A little,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-11-05/phone_promptresponse_clean_2020-11-05.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-11-05,2020-11-05 22:41:00 PST,GMT-08:00,1604644860148,Completed,2020-11-05,2020-11-05 22:43:23 PST,1604645003067,1,set_2,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,A little,A little,A little,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,No,Yes,0,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,Not at all
debatableuneasyeveryone@timestudy_com/2020-11-06/phone_promptresponse_clean_2020-11-06.csv,20,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-11-06,2020-11-06 22:39:00 PST,GMT-08:00,1604731140106,Completed,2020-11-06,2020-11-06 22:44:51 PST,1604731491522,1,set_1,24,9,Moderately,Moderately,A little,Not at all,Not at all,Moderately,Not at all,A little,A little,Moderately,Not at all,A little,A little,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,A little,Might,No,No,,,,,,
debatableuneasyeveryone@timestudy_com/2020-11-07/phone_promptresponse_clean_2020-11-07.csv,22,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-11-07,2020-11-07 22:18:00 PST,GMT-08:00,1604816280298,Completed,2020-11-07,2020-11-07 22:18:49 PST,1604816329685,1,set_2,23,9,Not at all,Quite a bit,A little,Extremely,Moderately,Not at all,A little,Not at all,Not at all,Quite a bit,A little,A little,Moderately,A little,No,Did not have to work today,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
debatableuneasyeveryone@timestudy_com/2020-11-08/phone_promptresponse_clean_2020-11-08.csv,23,debatableuneasyeveryone,Daily,TIME,RANDOM,22,23,2020-11-08,2020-11-08 22:16:00 PST,GMT-08:00,1604902560138,Completed,2020-11-08,2020-11-08 22:20:45 PST,1604902845763,1,set_2,47,9,Not at all,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,A little,A little,A little,A little,No,Did not have to work today,0,,,,,Quite a bit,Definitely will,Yes,Sort of,Yes,Yes,Yes,Yes,No,0 days,0 days,Less,Less,A lot less,Very little,Very little,,,,,,,A little,Not at all,I am not experiencing viral symptoms,
