.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x31_int_sed,x32_plan_sed
sublevelcurlyhanky@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-08,2021-05-08 22:20:00 CDT,GMT-05:00,1620530400070,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-10/phone_promptresponse_clean_2021-05-10.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-09,2021-05-09 22:20:00 CDT,GMT-05:00,1620616800192,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-10,2021-05-10 22:16:00 CDT,GMT-05:00,1620702960105,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-11,2021-05-11 22:43:00 CDT,GMT-05:00,1620790980338,Completed,2021-05-11,2021-05-11 22:45:09 CDT,1620791109726,1,set_4,23,9,A little,A little,Quite a bit,A little,A little,A little,A little,A little,Not at all,A little,A little,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,
sublevelcurlyhanky@timestudy_com/2021-05-13/phone_promptresponse_clean_2021-05-13.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-12,2021-05-12 22:39:00 CDT,GMT-05:00,1620877140122,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-14/phone_promptresponse_clean_2021-05-14.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-13,2021-05-13 22:44:00 CDT,GMT-05:00,1620963840098,PartiallyCompleted,,,,,set_3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-14/phone_promptresponse_clean_2021-05-14.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-14,2021-05-14 22:48:00 CDT,GMT-05:00,1621050480155,Completed,2021-05-14,2021-05-14 23:10:10 CDT,1621051810560,2,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Very much so,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-16/phone_promptresponse_clean_2021-05-16.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-15,2021-05-15 22:11:00 CDT,GMT-05:00,1621134660140,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-17/phone_promptresponse_clean_2021-05-17.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-16,2021-05-16 22:44:00 CDT,GMT-05:00,1621223040112,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-18/phone_promptresponse_clean_2021-05-18.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-17,2021-05-17 22:34:00 CDT,GMT-05:00,1621308840128,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-19/phone_promptresponse_clean_2021-05-19.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-18,2021-05-18 22:49:00 CDT,GMT-05:00,1621396140156,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-20/phone_promptresponse_clean_2021-05-20.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-19,2021-05-19 22:10:00 CDT,GMT-05:00,1621480200161,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-20/phone_promptresponse_clean_2021-05-20.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-20,2021-05-20 22:26:00 CDT,GMT-05:00,1621567560086,Completed,2021-05-20,2021-05-20 22:26:48 CDT,1621567608656,1,set_4,23,9,A little,A little,Moderately,A little,A little,A little,Moderately,A little,A little,Not at all,Not at all,Very much so,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,
sublevelcurlyhanky@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-21,2021-05-21 22:25:00 CDT,GMT-05:00,1621653900115,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-22,2021-05-22 22:38:00 CDT,GMT-05:00,1621741080144,Completed,2021-05-22,2021-05-22 22:59:25 CDT,1621742365247,2,set_2,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Very much so,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Might,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-24/phone_promptresponse_clean_2021-05-24.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-23,2021-05-23 22:45:00 CDT,GMT-05:00,1621827900393,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-24/phone_promptresponse_clean_2021-05-24.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-24,2021-05-24 22:46:00 CDT,GMT-05:00,1621914360141,Completed,2021-05-24,2021-05-24 22:47:02 CDT,1621914422973,1,set_3,23,9,A little,A little,Moderately,A little,A little,A little,Moderately,Moderately,A little,A little,A little,Very much so,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Yes
sublevelcurlyhanky@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-05-25,2021-05-25 22:14:00 CDT,GMT-05:00,1621998840217,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-26,2021-05-26 22:31:16 CDT,GMT-05:00,1622086276903,Completed,2021-05-26,2021-05-26 22:32:44 CDT,1622086364265,1,set_2,24,9,A little,A little,Extremely,A little,A little,A little,Moderately,Quite a bit,Moderately,Not at all,Not at all,Very much so,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will not,Yes,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-27,2021-05-27 22:23:00 CDT,GMT-05:00,1622172180124,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,26,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-28,2021-05-28 22:35:00 CDT,GMT-05:00,1622259300078,Completed,2021-05-28,2021-05-28 22:35:53 CDT,1622259353457,1,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Quite a bit,A little,No,No,0,Not at all,Definitely will not,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-05-29/phone_promptresponse_clean_2021-05-29.csv,25,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-29,2021-05-29 22:21:00 CDT,GMT-05:00,1622344860177,Completed,2021-05-29,2021-05-29 23:31:04 CDT,1622349064138,2,set_4,25,9,Quite a bit,A little,A little,A little,A little,A little,A little,Extremely,A little,A little,A little,Quite a bit,Quite a bit,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Somewhat,Not at all,Might,No,,,
sublevelcurlyhanky@timestudy_com/2021-05-31/phone_promptresponse_clean_2021-05-31.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-30,2021-05-30 22:26:00 CDT,GMT-05:00,1622431560168,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-01/phone_promptresponse_clean_2021-06-01.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-05-31,2021-05-31 22:14:00 CDT,GMT-05:00,1622517240138,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-01/phone_promptresponse_clean_2021-06-01.csv,23,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-01,2021-06-01 22:23:00 CDT,GMT-05:00,1622604180142,Completed,2021-06-01,2021-06-01 22:24:23 CDT,1622604263407,1,set_1,26,9,A little,A little,A little,Not at all,A little,A little,Moderately,A little,A little,A little,A little,A little,Quite a bit,A little,No,No,0,A little,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-02/phone_promptresponse_clean_2021-06-02.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-02,2021-06-02 22:26:00 CDT,GMT-05:00,1622690760146,Completed,2021-06-02,2021-06-02 22:27:22 CDT,1622690842823,1,set_2,23,9,A little,A little,Moderately,Not at all,A little,A little,Moderately,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,A little,Might,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-03/phone_promptresponse_clean_2021-06-03.csv,22,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-03,2021-06-03 22:34:00 CDT,GMT-05:00,1622777640142,Completed,2021-06-03,2021-06-03 22:35:30 CDT,1622777730363,1,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Very much so,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,
sublevelcurlyhanky@timestudy_com/2021-06-04/phone_promptresponse_clean_2021-06-04.csv,22,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-04,2021-06-04 22:18:00 CDT,GMT-05:00,1622863080185,Completed,2021-06-04,2021-06-04 22:19:04 CDT,1622863144677,1,set_3,24,9,Moderately,A little,Quite a bit,A little,Not at all,Quite a bit,Extremely,Extremely,Quite a bit,A little,A little,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No
sublevelcurlyhanky@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-05,2021-06-05 22:34:00 CDT,GMT-05:00,1622950440112,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-06,2021-06-06 22:16:00 CDT,GMT-05:00,1623035760115,Completed,2021-06-06,2021-06-06 22:25:29 CDT,1623036329446,2,set_4,47,9,Moderately,A little,Moderately,A little,A little,A little,A little,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Not at all,No,Did not have to work today,0,,,,,No,No and I didn't have a goal,No,but had a goal,No,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,More,Very little,Very little,,,,,A little,Might,No,,,
sublevelcurlyhanky@timestudy_com/2021-06-08/phone_promptresponse_clean_2021-06-08.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-07,2021-06-07 22:28:00 CDT,GMT-05:00,1623122880123,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-08/phone_promptresponse_clean_2021-06-08.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-08,2021-06-08 22:28:00 CDT,GMT-05:00,1623209280112,Completed,2021-06-08,2021-06-08 22:29:05 CDT,1623209345022,1,set_2,23,9,A little,A little,A little,A little,A little,Moderately,Extremely,Quite a bit,Moderately,A little,A little,A little,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-09,2021-06-09 22:36:00 CDT,GMT-05:00,1623296160262,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,27,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-10,2021-06-10 22:13:00 CDT,GMT-05:00,1623381180095,Completed,2021-06-10,2021-06-10 22:14:06 CDT,1623381246787,1,set_1,25,9,Moderately,A little,A little,A little,A little,Moderately,A little,Moderately,A little,A little,A little,A little,Quite a bit,A little,No,No,0,Not at all,Probably will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-11,2021-06-11 22:15:00 CDT,GMT-05:00,1623467700139,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-12,2021-06-12 22:20:00 CDT,GMT-05:00,1623554400083,Completed,2021-06-12,2021-06-12 22:21:33 CDT,1623554493513,1,set_1,24,9,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,A little,No,Did not have to work today,0,A little,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-14/phone_promptresponse_clean_2021-06-14.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-13,2021-06-13 22:12:00 CDT,GMT-05:00,1623640320140,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-14/phone_promptresponse_clean_2021-06-14.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-14,2021-06-14 22:43:00 CDT,GMT-05:00,1623728580135,Completed,2021-06-14,2021-06-14 23:32:37 CDT,1623731557381,2,set_1,25,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Quite a bit,Not at all,No,No,0,Not at all,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-16/phone_promptresponse_clean_2021-06-16.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-15,2021-06-15 22:42:00 CDT,GMT-05:00,1623814920137,PartiallyCompleted,,,,,set_4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-16/phone_promptresponse_clean_2021-06-16.csv,26,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-16,2021-06-16 22:29:00 CDT,GMT-05:00,1623900540289,Completed,2021-06-16,2021-06-16 22:35:14 CDT,1623900914226,2,set_2,25,9,Quite a bit,Not at all,Moderately,Not at all,Not at all,Moderately,Moderately,A little,A little,A little,A little,Moderately,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,A little,Might,Trying to decide,A little bit,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-18/phone_promptresponse_clean_2021-06-18.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-17,2021-06-17 22:49:00 CDT,GMT-05:00,1623988140269,PartiallyCompleted,,,,,set_3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-18/phone_promptresponse_clean_2021-06-18.csv,24,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-18,2021-06-18 22:44:00 CDT,GMT-05:00,1624074240462,Completed,2021-06-18,2021-06-18 22:45:01 CDT,1624074301104,1,set_1,24,9,A little,A little,Moderately,A little,A little,Quite a bit,Extremely,A little,A little,A little,A little,A little,Quite a bit,A little,No,No,0,A little,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-19/phone_promptresponse_clean_2021-06-19.csv,23,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-19,2021-06-19 22:41:00 CDT,GMT-05:00,1624160460126,Completed,2021-06-19,2021-06-19 23:26:49 CDT,1624163209794,2,set_3,23,9,Moderately,A little,A little,A little,A little,A little,A little,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No
sublevelcurlyhanky@timestudy_com/2021-06-20/phone_promptresponse_clean_2021-06-20.csv,23,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-06-20,2021-06-20 22:39:00 CDT,GMT-05:00,1624246740145,Completed,2021-06-20,2021-06-20 22:42:11 CDT,1624246931592,1,set_3,47,9,Quite a bit,A little,Quite a bit,A little,A little,Extremely,Extremely,Extremely,A little,A little,Not at all,Very much so,Quite a bit,A little,No,Did not have to work today,0,,,,,No,No,Sort of,but had a goal,No,No,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,More,Very little,Very little,,,,,,,,A little,Might,No
sublevelcurlyhanky@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,48,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-21,2021-06-21 22:42:00 CDT,GMT-05:00,1624333320157,Completed,2021-06-21,2021-06-21 23:19:50 CDT,1624335590415,2,set_4,23,9,A little,A little,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,A little,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,
sublevelcurlyhanky@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-22,2021-06-22 22:27:00 CDT,GMT-05:00,1624418820271,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,25,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-23,2021-06-23 22:27:00 CDT,GMT-05:00,1624505220138,Completed,2021-06-23,2021-06-23 22:29:28 CDT,1624505368483,1,set_3,24,9,Moderately,Not at all,Moderately,Moderately,A little,A little,A little,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not really
sublevelcurlyhanky@timestudy_com/2021-06-25/phone_promptresponse_clean_2021-06-25.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-24,2021-06-24 22:32:00 CDT,GMT-05:00,1624591920162,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-26/phone_promptresponse_clean_2021-06-26.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-25,2021-06-25 22:48:00 CDT,GMT-05:00,1624679280132,PartiallyCompleted,,,,,set_3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-26/phone_promptresponse_clean_2021-06-26.csv,26,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-26,2021-06-26 22:33:00 CDT,GMT-05:00,1624764780159,Completed,2021-06-26,2021-06-26 22:55:07 CDT,1624766107118,2,set_4,23,9,Moderately,A little,Moderately,A little,A little,Quite a bit,Quite a bit,Quite a bit,A little,A little,A little,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-06-27/phone_promptresponse_clean_2021-06-27.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-27,2021-06-27 22:47:00 CDT,GMT-05:00,1624852020119,Completed,2021-06-27,2021-06-27 22:50:37 CDT,1624852237948,1,set_2,47,9,Moderately,A little,A little,A little,A little,Moderately,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,A little,No,No,0,,,,,No,No and I didn't have a goal,No,but had a goal,Not really,Not really,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,More,Very little,Moderate,Quite a bit,Probably will not,Trying to decide,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-28,2021-06-28 22:35:00 CDT,GMT-05:00,1624937700143,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,24,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-29,2021-06-29 22:24:00 CDT,GMT-05:00,1625023440134,Completed,2021-06-29,2021-06-29 22:24:56 CDT,1625023496118,1,set_4,24,9,A little,A little,Quite a bit,A little,A little,Moderately,Extremely,Moderately,A little,A little,A little,A little,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,27,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-06-30,2021-06-30 22:22:00 CDT,GMT-05:00,1625109720128,Completed,2021-06-30,2021-06-30 22:23:28 CDT,1625109808386,1,set_4,23,9,A little,Quite a bit,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,Quite a bit,A little,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,,,
sublevelcurlyhanky@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-07-01,2021-07-01 22:14:00 CDT,GMT-05:00,1625195640371,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-07-03/phone_promptresponse_clean_2021-07-03.csv,1,sublevelcurlyhanky,Daily,TIME,RANDOM,22,23,2021-07-02,2021-07-02 22:29:00 CDT,GMT-05:00,1625282940139,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,1,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-07-03,2021-07-03 22:35:00 CDT,GMT-05:00,1625369700278,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sublevelcurlyhanky@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,25,sublevelcurlyhanky,Daily,BURST,RANDOM,22,23,2021-07-04,2021-07-04 22:36:00 CDT,GMT-05:00,1625456160115,Completed,2021-07-04,2021-07-04 22:39:32 CDT,1625456372227,1,set_3,47,9,A little,A little,Quite a bit,A little,A little,Quite a bit,Quite a bit,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Not at all,No,Yes,0,,,,,Sort of,No and I didn't have a goal,Sort of,but had a goal,No,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Very little,Very little,,,,,,,,Not at all,Definitely will not,No
