.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
gentlykittenthaw@timestudy_com/2021-01-18/phone_promptresponse_clean_2021-01-18.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-01-18,2021-01-18 23:24:00 PST,GMT-08:00,1611041040437,Completed,2021-01-18,2021-01-18 23:25:16 PST,1611041116377,1,set_2,24,9,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,A little,Might,Trying to decide,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,23,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-01-19,2021-01-19 23:40:00 PST,GMT-08:00,1611128400288,Completed,2021-01-19,2021-01-19 23:41:35 PST,1611128495366,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,No,0,,,,,,,Not at all,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-01-20,2021-01-20 23:38:00 PST,GMT-08:00,1611214680357,Completed,2021-01-20,2021-01-20 23:50:14 PST,1611215414633,2,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,Not at all,Quite a bit,Not at all,Moderately,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes
gentlykittenthaw@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-01-22,2021-01-22 00:20:00 PST,GMT-08:00,1611303600305,Completed,2021-01-22,2021-01-22 00:21:44 PST,1611303704693,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes
gentlykittenthaw@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-01-23,2021-01-23 00:34:00 PST,GMT-08:00,1611390840271,Completed,2021-01-23,2021-01-23 00:35:29 PST,1611390929251,1,set_3,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,23,gentlykittenthaw,Daily,BURST,RANDOM,22,23,2021-01-23,2021-01-23 22:14:00 PST,GMT-08:00,1611468840289,Completed,2021-01-23,2021-01-23 22:15:25 PST,1611468925407,1,set_1,25,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,A little bit,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes
gentlykittenthaw@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,23,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2021-01-24,2021-01-24 23:14:00 PST,GMT-08:00,1611558840309,Completed,2021-01-24,2021-01-24 23:17:18 PST,1611559038075,1,set_1,48,9,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,Sort of,Yes,Sort of,Yes,Not really,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Quite a bit,Definitely will,Sort of,Yes
gentlykittenthaw@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,24,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2021-01-25,2021-01-25 23:12:00 PST,GMT-08:00,1611645120451,Completed,2021-01-25,2021-01-25 23:13:20 PST,1611645200526,1,set_2,23,9,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,24,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2021-01-26,2021-01-26 23:48:00 PST,GMT-08:00,1611733680314,Completed,2021-01-26,2021-01-26 23:49:02 PST,1611733742839,1,set_4,24,9,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,No,No,0,,,,Very much so,Definitely will,Sort of,,,,A little bit,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,21,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-01-27,2021-01-27 23:13:00 PST,GMT-08:00,1611817980389,Completed,2021-01-27,2021-01-27 23:31:01 PST,1611819061927,3,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Moderately,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes
gentlykittenthaw@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-01-29,2021-01-29 00:22:00 PST,GMT-08:00,1611908520413,Completed,2021-01-29,2021-01-29 00:24:09 PST,1611908649357,1,set_4,23,9,Not at all,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,No,No,0,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-01-30,2021-01-30 00:41:00 PST,GMT-08:00,1611996060288,Completed,2021-01-30,2021-01-30 00:42:13 PST,1611996133089,1,set_3,23,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-01-31,2021-01-31 00:24:00 PST,GMT-08:00,1612081440358,Completed,2021-01-31,2021-01-31 00:28:52 PST,1612081732803,1,set_4,47,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,Moderately,Not at all,A little,No,Did not have to work today,0,,,,Quite a bit,Definitely will,Sort of,,,,,Sort of,Maybe,Sort of,Yes,No,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Moderate,,,,
gentlykittenthaw@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-01-31,2021-01-31 23:45:00 PST,GMT-08:00,1612165500365,Completed,2021-01-31,2021-01-31 23:47:05 PST,1612165625470,1,set_4,45,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Moderately,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-01/phone_promptresponse_clean_2021-02-01.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-01,2021-02-01 23:42:00 PST,GMT-08:00,1612251720501,Completed,2021-02-01,2021-02-01 23:44:00 PST,1612251840341,1,set_1,25,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,A little,Moderately,No,No,0,,,,,,,,,,Not at all,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,Yes
gentlykittenthaw@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-03,2021-02-03 00:46:00 PST,GMT-08:00,1612341960427,Completed,2021-02-03,2021-02-03 00:47:34 PST,1612342054197,1,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Extremely,Quite a bit,Quite a bit,Not at all,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,22,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-03,2021-02-03 23:31:00 PST,GMT-08:00,1612423860299,Completed,2021-02-03,2021-02-03 23:37:45 PST,1612424265801,2,set_4,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,Very much so,Probably will,Sort of,,,,Not at all,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-05/phone_promptresponse_clean_2021-02-05.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-05,2021-02-05 00:47:00 PST,GMT-08:00,1612514820408,Completed,2021-02-05,2021-02-05 00:49:53 PST,1612514993909,1,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-06/phone_promptresponse_clean_2021-02-06.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-06,2021-02-06 00:37:00 PST,GMT-08:00,1612600620543,Completed,2021-02-06,2021-02-06 00:39:26 PST,1612600766747,1,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,Maybe
gentlykittenthaw@timestudy_com/2021-02-07/phone_promptresponse_clean_2021-02-07.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-07,2021-02-07 00:36:00 PST,GMT-08:00,1612686960430,Completed,2021-02-07,2021-02-07 00:39:58 PST,1612687198095,1,set_1,48,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,Sort of,Yes,Sort of,No,No,Yes,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,Very much so,Definitely will,Yes,Yes
gentlykittenthaw@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-08,2021-02-08 00:49:00 PST,GMT-08:00,1612774140479,Completed,2021-02-08,2021-02-08 00:51:11 PST,1612774271082,1,set_1,46,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,24,gentlykittenthaw,Daily,BURST,RANDOM,23,0,2021-02-08,2021-02-08 23:45:00 PST,GMT-08:00,1612856700334,Completed,2021-02-08,2021-02-08 23:46:14 PST,1612856774316,1,set_2,23,9,A little,Moderately,Moderately,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,Quite a bit,Moderately,A little,Moderately,No,No,0,A little,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-10,2021-02-10 00:43:00 PST,GMT-08:00,1612946580432,Completed,2021-02-10,2021-02-10 00:44:51 PST,1612946691780,1,set_3,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,Moderately,No,No,0,,,,,,,Not at all,Probably will not,No,Not at all,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,23,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-10,2021-02-10 23:36:00 PST,GMT-08:00,1613028960525,Completed,2021-02-10,2021-02-10 23:51:49 PST,1613029909822,2,set_2,23,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,Not at all,Moderately,Quite a bit,A little,Quite a bit,Moderately,No,No,0,Not at all,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,1,2,2021-02-12,2021-02-12 01:26:00 PST,GMT-08:00,1613121960540,Completed,2021-02-12,2021-02-12 01:29:40 PST,1613122180378,1,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Moderately,A little,A little,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of,No
gentlykittenthaw@timestudy_com/2021-02-13/phone_promptresponse_clean_2021-02-13.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-13,2021-02-13 00:41:00 PST,GMT-08:00,1613205660275,Completed,2021-02-13,2021-02-13 00:42:09 PST,1613205729123,1,set_4,24,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,Not at all,A little,A little,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,Quite a bit,Probably will,Sort of,,,,Not at all,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-14/phone_promptresponse_clean_2021-02-14.csv,4,gentlykittenthaw,Daily,TIME,RANDOM,2,3,2021-02-14,2021-02-14 02:28:00 PST,GMT-08:00,1613298480304,Completed,2021-02-14,2021-02-14 02:33:06 PST,1613298786774,2,set_3,47,9,Not at all,Extremely,A little,Quite a bit,Extremely,A little,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,Probably will not,No,,Sort of,Maybe,Sort of,No,No,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2021-02-15/phone_promptresponse_clean_2021-02-15.csv,3,gentlykittenthaw,Daily,TIME,RANDOM,2,3,2021-02-15,2021-02-15 02:21:00 PST,GMT-08:00,1613384460408,Completed,2021-02-15,2021-02-15 02:23:23 PST,1613384603207,1,set_4,46,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,1,2,2021-02-16,2021-02-16 01:28:00 PST,GMT-08:00,1613467680452,Completed,2021-02-16,2021-02-16 01:29:24 PST,1613467764938,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,A little,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-17,2021-02-17 00:22:00 PST,GMT-08:00,1613550120499,Completed,2021-02-17,2021-02-17 00:23:09 PST,1613550189232,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of,but I had a goal
gentlykittenthaw@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-17,2021-02-17 23:49:00 PST,GMT-08:00,1613634540366,Completed,2021-02-17,2021-02-17 23:55:29 PST,1613634929514,2,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of,No
gentlykittenthaw@timestudy_com/2021-02-19/phone_promptresponse_clean_2021-02-19.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-19,2021-02-19 00:44:00 PST,GMT-08:00,1613724240415,Completed,2021-02-19,2021-02-19 00:46:54 PST,1613724414170,1,set_3,24,9,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Not at all,Moderately,Moderately,Moderately,A little,Moderately,No,No,0,,,,,,,Not at all,Might,No,Somewhat,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-20,2021-02-20 00:41:00 PST,GMT-08:00,1613810460388,Completed,2021-02-20,2021-02-20 00:43:22 PST,1613810602198,1,set_1,24,9,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Moderately,Quite a bit,Not at all,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of,No
gentlykittenthaw@timestudy_com/2021-02-21/phone_promptresponse_clean_2021-02-21.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-21,2021-02-21 00:29:00 PST,GMT-08:00,1613896140429,Completed,2021-02-21,2021-02-21 00:31:06 PST,1613896266293,1,set_4,45,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,Quite a bit,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-22/phone_promptresponse_clean_2021-02-22.csv,1,gentlykittenthaw,Daily,BURST,RANDOM,0,1,2021-02-22,2021-02-22 00:47:00 PST,GMT-08:00,1613983620339,Completed,2021-02-22,2021-02-22 00:49:51 PST,1613983791481,1,set_4,47,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,A little,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Sort of,,,,,Sort of,No,Sort of,Yes,No,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2021-02-22/phone_promptresponse_clean_2021-02-22.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-22,2021-02-22 23:46:00 PST,GMT-08:00,1614066360299,Completed,2021-02-22,2021-02-22 23:47:43 PST,1614066463898,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Quite a bit,A little,A little,Moderately,No,No,0,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-24/phone_promptresponse_clean_2021-02-24.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-24,2021-02-24 00:36:00 PST,GMT-08:00,1614155760531,Completed,2021-02-24,2021-02-24 00:38:27 PST,1614155907318,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-24/phone_promptresponse_clean_2021-02-24.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-24,2021-02-24 23:28:00 PST,GMT-08:00,1614238080376,Completed,2021-02-24,2021-02-24 23:29:18 PST,1614238158856,1,set_4,23,9,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Not at all,A little,Moderately,Very much so,Quite a bit,Moderately,No,No,0,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-25/phone_promptresponse_clean_2021-02-25.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-02-25,2021-02-25 23:37:00 PST,GMT-08:00,1614325020338,Completed,2021-02-25,2021-02-25 23:38:08 PST,1614325088033,1,set_3,24,9,Quite a bit,A little,Quite a bit,A little,Not at all,Extremely,Extremely,Extremely,Not at all,Moderately,Moderately,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,Not at all,Definitely will not,No,Extremely,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-27/phone_promptresponse_clean_2021-02-27.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-27,2021-02-27 00:12:00 PST,GMT-08:00,1614413520348,Completed,2021-02-27,2021-02-27 00:13:52 PST,1614413632838,1,set_4,23,9,A little,Extremely,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-02-28/phone_promptresponse_clean_2021-02-28.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-02-28,2021-02-28 00:25:00 PST,GMT-08:00,1614500700296,Completed,2021-02-28,2021-02-28 00:32:21 PST,1614501141077,2,set_2,47,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,A little,Definitely will,Trying to decide,,,,,,,,Sort of,Yes,Sort of,No,No,Yes,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
gentlykittenthaw@timestudy_com/2021-03-01/phone_promptresponse_clean_2021-03-01.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-03-01,2021-03-01 00:40:00 PST,GMT-08:00,1614588000395,Completed,2021-03-01,2021-03-01 00:42:18 PST,1614588138706,1,set_2,45,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-03-01/phone_promptresponse_clean_2021-03-01.csv,24,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-03-01,2021-03-01 23:15:00 PST,GMT-08:00,1614669300359,Completed,2021-03-01,2021-03-01 23:16:34 PST,1614669394551,1,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,No
gentlykittenthaw@timestudy_com/2021-03-03/phone_promptresponse_clean_2021-03-03.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-03-03,2021-03-03 00:47:00 PST,GMT-08:00,1614761220342,Completed,2021-03-03,2021-03-03 00:48:01 PST,1614761281796,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-03-04/phone_promptresponse_clean_2021-03-04.csv,1,gentlykittenthaw,Daily,TIME,RANDOM,0,1,2021-03-04,2021-03-04 00:48:00 PST,GMT-08:00,1614847680582,Completed,2021-03-04,2021-03-04 01:24:36 PST,1614849876408,2,set_2,24,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,No,0,A little,Definitely will not,Yes,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,
gentlykittenthaw@timestudy_com/2021-03-04/phone_promptresponse_clean_2021-03-04.csv,22,gentlykittenthaw,Daily,TIME,RANDOM,23,0,2021-03-04,2021-03-04 23:13:00 PST,GMT-08:00,1614928380357,Completed,2021-03-04,2021-03-04 23:22:29 PST,1614928949110,2,set_2,24,9,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,No,0,Quite a bit,Probably will,Yes,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,
