.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
lardcapablemud@timestudy_com/2020-12-28/phone_promptresponse_clean_2020-12-28.csv,3,lardcapablemud,Daily,BURST,RANDOM,1,2,2020-12-28,2020-12-28 01:37:00 PST,GMT-08:00,1609148220069,Completed,2020-12-28,2020-12-28 01:44:00 PST,1609148640511,2,set_4,47,9,A little,A little,Quite a bit,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Not sure,Did not have to work today,0,,,,,,,,A little,Might,No,No,No and I didn't have a goal,No,but had a goal,No,No,A little,Moderately,I am currently experiencing mild-moderate viral symptoms,0 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Moderate,,,,
lardcapablemud@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,3,lardcapablemud,Daily,BURST,RANDOM,1,2,2020-12-29,2020-12-29 01:38:00 PST,GMT-08:00,1609234680113,Completed,2020-12-29,2020-12-29 01:40:47 PST,1609234847376,1,set_4,24,9,Moderately,A little,Quite a bit,A little,Quite a bit,Not at all,A little,Not at all,Quite a bit,A little,Moderately,A little,Quite a bit,Quite a bit,Yes,Did not have to work today,0,,,,,,,Somewhat,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,1,lardcapablemud,Daily,BURST,RANDOM,0,1,2020-12-30,2020-12-30 00:28:00 PST,GMT-08:00,1609316880087,Completed,2020-12-30,2020-12-30 00:29:14 PST,1609316954900,1,set_1,24,9,A little,A little,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,A little,Moderately,A little,Moderately,Moderately,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,No,but I had a goal
lardcapablemud@timestudy_com/2020-12-31/phone_promptresponse_clean_2020-12-31.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2020-12-31,2020-12-31 00:35:00 PST,GMT-08:00,1609403700077,Completed,2020-12-31,2020-12-31 00:36:20 PST,1609403780583,1,set_4,23,9,A little,Extremely,A little,Quite a bit,Quite a bit,Quite a bit,A little,A little,Quite a bit,Quite a bit,Quite a bit,A little,Not at all,Moderately,Yes,Did not have to work today,0,,,,,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-01,2021-01-01 00:40:00 PST,GMT-08:00,1609490400191,Completed,2021-01-01,2021-01-01 00:40:48 PST,1609490448831,1,set_2,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Moderately,Not at all,Quite a bit,Moderately,Moderately,A little,Very much so,Yes,Did not have to work today,0,Quite a bit,Might,Trying to decide,,,,Somewhat,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-02/phone_promptresponse_clean_2021-01-02.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-02,2021-01-02 00:30:00 PST,GMT-08:00,1609576200131,Completed,2021-01-02,2021-01-02 00:31:17 PST,1609576277077,1,set_3,24,9,Quite a bit,A little,Quite a bit,A little,Extremely,Not at all,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Yes,Did not have to work today,0,,,,A little,Definitely will not,No,Not at all,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-03,2021-01-03 01:36:00 PST,GMT-08:00,1609666560162,Completed,2021-01-03,2021-01-03 01:46:05 PST,1609667165864,2,set_4,47,9,A little,Quite a bit,Moderately,A little,Extremely,Not at all,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Yes,Did not have to work today,0,,,,,,,,Very much so,Might,No,No,No and I didn't have a goal,No,but had a goal,No,No,A little,Moderately,I am currently experiencing mild-moderate viral symptoms,0 days,3 days,Less,Neither more nor less,Neither more nor less,Quite a bit,Quite a bit,,,,
lardcapablemud@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,23,lardcapablemud,Daily,TIME,RANDOM,22,23,2021-01-03,2021-01-03 22:34:00 PST,GMT-08:00,1609742040100,Completed,2021-01-03,2021-01-03 22:39:14 PST,1609742354651,2,set_2,47,9,Quite a bit,A little,Moderately,A little,Extremely,A little,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Yes,Did not have to work today,0,Not at all,Might,Trying to decide,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,A little,Quite a bit,I am currently experiencing mild-moderate viral symptoms,0 days,4 days,Less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,
lardcapablemud@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-05,2021-01-05 00:16:00 PST,GMT-08:00,1609834560183,Completed,2021-01-05,2021-01-05 00:22:29 PST,1609834949611,2,set_3,23,9,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Yes,No,0,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,24,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-01-05,2021-01-05 23:46:00 PST,GMT-08:00,1609919160091,Completed,2021-01-05,2021-01-05 23:48:23 PST,1609919303309,1,set_4,23,9,Moderately,A little,Quite a bit,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Yes,No,0,,,,,,,,Very much so,Probably will,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-07,2021-01-07 01:43:00 PST,GMT-08:00,1610012580073,Completed,2021-01-07,2021-01-07 01:43:53 PST,1610012633562,1,set_1,24,9,Moderately,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Very much so,Quite a bit,Moderately,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-08,2021-01-08 00:16:00 PST,GMT-08:00,1610093760100,Completed,2021-01-08,2021-01-08 00:27:17 PST,1610094437712,2,set_1,25,9,Moderately,A little,Quite a bit,A little,Quite a bit,A little,A little,A little,A little,A little,A little,Quite a bit,Quite a bit,Quite a bit,Yes,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-09/phone_promptresponse_clean_2021-01-09.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-01-09,2021-01-09 01:23:00 PST,GMT-08:00,1610184180116,Completed,2021-01-09,2021-01-09 01:28:54 PST,1610184534357,2,set_1,24,9,A little,Moderately,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately,Moderately,A little,Quite a bit,A little,Quite a bit,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-09/phone_promptresponse_clean_2021-01-09.csv,24,lardcapablemud,Daily,BURST,RANDOM,23,0,2021-01-09,2021-01-09 23:35:00 PST,GMT-08:00,1610264100137,Completed,2021-01-09,2021-01-09 23:43:27 PST,1610264607223,2,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Moderately,Not at all,Moderately,Not sure,Did not have to work today,0,,,,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,24,lardcapablemud,Daily,BURST,RANDOM,23,0,2021-01-10,2021-01-10 23:12:00 PST,GMT-08:00,1610349120140,Completed,2021-01-10,2021-01-10 23:46:50 PST,1610351210200,2,set_2,47,9,A little,Moderately,A little,Quite a bit,Moderately,A little,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,A little,Quite a bit,No,Did not have to work today,0,A little,Might,Trying to decide,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,A little,I am not experiencing viral symptoms,0 days,2 days,Less,Neither more nor less,Neither more nor less,Moderate,Very little,,,,
lardcapablemud@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-01-12,2021-01-12 01:25:00 PST,GMT-08:00,1610443500130,Completed,2021-01-12,2021-01-12 01:25:57 PST,1610443557075,1,set_3,23,9,A little,Moderately,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Quite a bit,Moderately,A little,Quite a bit,No,No,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-13/phone_promptresponse_clean_2021-01-13.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-13,2021-01-13 01:19:00 PST,GMT-08:00,1610529540107,Completed,2021-01-13,2021-01-13 01:20:59 PST,1610529659319,1,set_4,24,9,A little,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Quite a bit,A little,Very much so,No,No,0,,,,,,,Not at all,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-14/phone_promptresponse_clean_2021-01-14.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-14,2021-01-14 01:24:00 PST,GMT-08:00,1610616240125,Completed,2021-01-14,2021-01-14 01:24:49 PST,1610616289886,1,set_2,24,9,A little,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Quite a bit,Very much so,No,No,0,Quite a bit,Probably will,Trying to decide,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-15/phone_promptresponse_clean_2021-01-15.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-15,2021-01-15 00:42:00 PST,GMT-08:00,1610700120098,Completed,2021-01-15,2021-01-15 00:59:32 PST,1610701172896,2,set_2,23,9,A little,Moderately,Moderately,A little,Quite a bit,A little,Not at all,Quite a bit,A little,Moderately,A little,Very much so,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-16,2021-01-16 00:48:00 PST,GMT-08:00,1610786880200,Completed,2021-01-16,2021-01-16 01:34:44 PST,1610789684789,2,set_4,23,9,Moderately,A little,Moderately,A little,Moderately,A little,A little,Quite a bit,Not at all,Moderately,A little,Very much so,Quite a bit,Quite a bit,No,No,0,,,,,,,,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-17/phone_promptresponse_clean_2021-01-17.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-17,2021-01-17 01:20:00 PST,GMT-08:00,1610875200142,Completed,2021-01-17,2021-01-17 02:18:42 PST,1610878722027,2,set_4,48,9,A little,Moderately,A little,Moderately,Extremely,Not at all,Not at all,A little,Not at all,Moderately,A little,Very much so,A little,Very much so,No,Did not have to work today,0,,,,,,,Somewhat,A little,Probably will not,No,No,No and I didn't have a goal,No,but had a goal,No,No,A little,A little,I am not experiencing viral symptoms,0 days,3 days,Less,Neither more nor less,Neither more nor less,Very little,Very little,,,,
lardcapablemud@timestudy_com/2021-01-18/phone_promptresponse_clean_2021-01-18.csv,1,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-01-17,2021-01-17 23:43:00 PST,GMT-08:00,1610955780140,Completed,2021-01-18,2021-01-18 01:11:10 PST,1610961070206,2,set_2,47,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,Moderately,A little,Moderately,A little,Very much so,Quite a bit,Very much so,No,Did not have to work today,0,Quite a bit,Probably will,Trying to decide,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Moderately,A little,I am not experiencing viral symptoms,0 days,3 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,1,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-01-18,2021-01-18 23:35:00 PST,GMT-08:00,1611041700137,PartiallyCompleted,,,,,set_2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-20,2021-01-20 00:31:00 PST,GMT-08:00,1611131460132,Completed,2021-01-20,2021-01-20 01:38:45 PST,1611135525969,2,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,No,Yes,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,23,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-01-20,2021-01-20 23:25:00 PST,GMT-08:00,1611213900117,Completed,2021-01-20,2021-01-20 23:57:39 PST,1611215859949,2,set_1,24,9,A little,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Quite a bit,A little,Not at all,Quite a bit,Moderately,Quite a bit,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,1,lardcapablemud,Daily,BURST,RANDOM,0,1,2021-01-22,2021-01-22 00:34:00 PST,GMT-08:00,1611304440159,Completed,2021-01-22,2021-01-22 01:05:54 PST,1611306354145,2,set_1,24,9,A little,Moderately,Moderately,A little,Quite a bit,A little,A little,A little,A little,Moderately,A little,Quite a bit,Moderately,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,Not really,but I had a goal
lardcapablemud@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-01-23,2021-01-23 01:44:00 PST,GMT-08:00,1611395040070,Completed,2021-01-23,2021-01-23 01:45:27 PST,1611395127421,1,set_4,23,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,Very much so,No,Did not have to work today,0,,,,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,3,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-01-24,2021-01-24 01:27:00 PST,GMT-08:00,1611480420096,Completed,2021-01-24,2021-01-24 01:31:43 PST,1611480703323,1,set_1,48,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,A little,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,A little,A little,I am not experiencing viral symptoms,0 days,2 days,A lot less,A lot less,Neither more nor less,Very little,Moderate,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,20,lardcapablemud,Daily,BURST,RANDOM,22,23,2021-01-24,2021-01-24 22:30:00 PST,GMT-08:00,1611556200058,Completed,2021-01-24,2021-01-24 23:41:25 PST,1611560485545,2,set_1,49,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,A little,A little,A little,Moderately,Moderately,Moderately,A little,Quite a bit,No,Did not have to work today,0,,,,,,,Somewhat,,,,No,No and I didn't have a goal,No,but had a goal,No,No,A little,A little,I am not experiencing viral symptoms,0 days,2 days,A lot less,More,Neither more nor less,Not at all,Moderate,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-26,2021-01-26 01:45:00 PST,GMT-08:00,1611654300100,Completed,2021-01-26,2021-01-26 01:52:16 PST,1611654736734,2,set_1,24,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Moderately,Not at all,A little,Quite a bit,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-01-27,2021-01-27 00:47:00 PST,GMT-08:00,1611737220107,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-28/phone_promptresponse_clean_2021-01-28.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-28,2021-01-28 01:31:01 PST,GMT-08:00,1611826261156,Completed,2021-01-28,2021-01-28 01:38:03 PST,1611826683969,1,set_3,23,9,A little,Quite a bit,A little,Not at all,Quite a bit,A little,Not at all,A little,A little,Quite a bit,Quite a bit,Very much so,Moderately,Quite a bit,No,Yes,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-29,2021-01-29 01:33:00 PST,GMT-08:00,1611912780112,Completed,2021-01-29,2021-01-29 01:34:32 PST,1611912872615,1,set_2,23,9,A little,A little,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,Moderately,Not at all,Very much so,Moderately,Moderately,No,Did not have to work today,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-01-30,2021-01-30 02:45:00 PST,GMT-08:00,1612003500120,Completed,2021-01-30,2021-01-30 02:51:16 PST,1612003876812,1,set_1,24,9,A little,Quite a bit,Quite a bit,Not at all,A little,A little,Moderately,Moderately,Moderately,Not at all,Moderately,Quite a bit,Moderately,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,but I had a goal
lardcapablemud@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-01-31,2021-01-31 01:43:00 PST,GMT-08:00,1612086180249,Completed,2021-01-31,2021-01-31 01:51:48 PST,1612086708470,2,set_1,48,9,Moderately,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,A little,Quite a bit,A little,A little,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,A little,Not at all,I am not experiencing viral symptoms,0 days,3 days,Less,Neither more nor less,Neither more nor less,Not at all,Not at all,Not at all,Definitely will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,24,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-01-31,2021-01-31 23:17:00 PST,GMT-08:00,1612163820285,Completed,2021-01-31,2021-01-31 23:23:59 PST,1612164239627,2,set_3,47,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,Moderately,Not at all,Very much so,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,Not at all,Definitely will not,No,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,A little,Not at all,I am not experiencing viral symptoms,0 days,2 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-02-02/phone_promptresponse_clean_2021-02-02.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-02-02,2021-02-02 01:14:00 PST,GMT-08:00,1612257240124,Completed,2021-02-02,2021-02-02 01:20:45 PST,1612257645668,2,set_3,24,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,No,Yes,0,,,,Not at all,Definitely will not,No,A little bit,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,1,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-02-03,2021-02-03 01:21:00 PST,GMT-08:00,1612344060058,Completed,2021-02-03,2021-02-03 01:26:38 PST,1612344398646,2,set_2,24,9,Moderately,A little,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,No,No,0,A little,Probably will,Trying to decide,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-04/phone_promptresponse_clean_2021-02-04.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-02-04,2021-02-04 01:42:00 PST,GMT-08:00,1612431720113,Completed,2021-02-04,2021-02-04 01:46:04 PST,1612431964711,1,set_3,23,9,A little,Moderately,A little,Quite a bit,Quite a bit,A little,Not at all,A little,Moderately,Quite a bit,A little,Quite a bit,A little,Quite a bit,No,No,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-05/phone_promptresponse_clean_2021-02-05.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-02-05,2021-02-05 00:11:00 PST,GMT-08:00,1612512660132,Completed,2021-02-05,2021-02-05 00:11:57 PST,1612512717756,1,set_2,23,9,A little,Moderately,Moderately,A little,Quite a bit,A little,A little,Quite a bit,A little,Moderately,A little,Moderately,Moderately,Quite a bit,No,No,0,Quite a bit,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-06/phone_promptresponse_clean_2021-02-06.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-02-06,2021-02-06 01:46:00 PST,GMT-08:00,1612604760106,Completed,2021-02-06,2021-02-06 02:24:56 PST,1612607096317,2,set_4,23,9,Moderately,A little,Quite a bit,A little,Quite a bit,A little,Moderately,Quite a bit,Moderately,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-07/phone_promptresponse_clean_2021-02-07.csv,3,lardcapablemud,Daily,BURST,RANDOM,2,3,2021-02-07,2021-02-07 02:33:00 PST,GMT-08:00,1612693980812,Completed,2021-02-07,2021-02-07 02:39:23 PST,1612694363269,2,set_4,47,9,A little,Moderately,A little,Moderately,Extremely,A little,A little,Moderately,A little,A little,Moderately,Quite a bit,A little,Moderately,No,Did not have to work today,0,,,,,,,,A little,Probably will not,No,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,4 days,Neither more nor less,Less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,2,lardcapablemud,Daily,BURST,RANDOM,0,1,2021-02-08,2021-02-08 00:47:00 PST,GMT-08:00,1612774020139,Completed,2021-02-08,2021-02-08 01:54:12 PST,1612778052018,2,set_1,48,9,A little,Moderately,A little,Quite a bit,Quite a bit,Not at all,A little,A little,A little,Moderately,A little,Moderately,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-02-09/phone_promptresponse_clean_2021-02-09.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-02-09,2021-02-09 01:24:00 PST,GMT-08:00,1612862640097,Completed,2021-02-09,2021-02-09 01:26:44 PST,1612862804004,1,set_1,25,9,Moderately,Moderately,Moderately,A little,Quite a bit,A little,A little,Quite a bit,A little,Moderately,Moderately,Quite a bit,Moderately,Moderately,No,Yes,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-02-10,2021-02-10 01:35:00 PST,GMT-08:00,1612949700104,Completed,2021-02-10,2021-02-10 01:56:03 PST,1612950963826,2,set_3,23,9,Moderately,A little,Quite a bit,A little,A little,A little,Not at all,A little,A little,Moderately,A little,Moderately,Moderately,Quite a bit,No,No,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,24,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-02-10,2021-02-10 23:41:00 PST,GMT-08:00,1613029260114,Completed,2021-02-10,2021-02-10 23:42:22 PST,1613029342578,1,set_2,23,9,A little,Moderately,Moderately,Moderately,Moderately,Not at all,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,No,No,0,Not at all,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-02-12,2021-02-12 02:39:00 PST,GMT-08:00,1613126340172,Completed,2021-02-12,2021-02-12 02:39:43 PST,1613126383740,1,set_3,23,9,Moderately,A little,Quite a bit,Not at all,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,Moderately,No,Did not have to work today,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
