.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed
dissuadecelestialrelic@timestudy_com/2021-03-13/phone_promptresponse_clean_2021-03-13.csv,26,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-03-13,2021-03-13 23:48:00 PST,GMT-08:00,1615708080143,Completed,2021-03-13,2021-03-13 23:53:24 PST,1615708404335,2,set_3,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Moderately,Very much so,Quite a bit,Not at all,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
dissuadecelestialrelic@timestudy_com/2021-03-14/phone_promptresponse_clean_2021-03-14.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-03-14,2021-03-14 23:47:00 PDT,GMT-07:00,1615790820181,Completed,2021-03-14,2021-03-14 23:55:26 PDT,1615791326892,2,set_1,49,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Might,Yes,but I had a goal,Yes,Yes,Yes,Yes,Yes,Yes,A little,Not at all,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Extremely,,,,Somewhat,,,
dissuadecelestialrelic@timestudy_com/2021-03-16/phone_promptresponse_clean_2021-03-16.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-03-16,2021-03-16 00:38:00 PDT,GMT-07:00,1615880280319,Completed,2021-03-16,2021-03-16 00:41:36 PDT,1615880496436,1,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-16/phone_promptresponse_clean_2021-03-16.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-03-16,2021-03-16 23:21:00 PDT,GMT-07:00,1615962060185,Completed,2021-03-16,2021-03-16 23:23:24 PDT,1615962204197,1,set_4,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,A little,A little,A little,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-03-17/phone_promptresponse_clean_2021-03-17.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-17,2021-03-17 23:41:00 PDT,GMT-07:00,1616049660255,Completed,2021-03-17,2021-03-17 23:43:59 PDT,1616049839030,1,set_1,24,9,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,Very much so,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-19/phone_promptresponse_clean_2021-03-19.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-03-19,2021-03-19 00:45:00 PDT,GMT-07:00,1616139900412,Completed,2021-03-19,2021-03-19 00:46:16 PDT,1616139976831,1,set_1,24,9,A little,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,A little,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,A little,Might,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-19/phone_promptresponse_clean_2021-03-19.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-19,2021-03-19 23:29:00 PDT,GMT-07:00,1616221740115,Completed,2021-03-19,2021-03-19 23:30:56 PDT,1616221856718,1,set_4,24,9,A little,Moderately,A little,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Very much so,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-03-20/phone_promptresponse_clean_2021-03-20.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-20,2021-03-20 23:31:00 PDT,GMT-07:00,1616308260153,Completed,2021-03-20,2021-03-20 23:32:12 PDT,1616308332478,1,set_4,24,9,A little,Moderately,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Very much so,Very much so,Not at all,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-03-23/phone_promptresponse_clean_2021-03-23.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-03-23,2021-03-23 00:13:01 PDT,GMT-07:00,1616483581694,Completed,2021-03-23,2021-03-23 00:15:41 PDT,1616483741013,1,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,A little,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,
dissuadecelestialrelic@timestudy_com/2021-03-23/phone_promptresponse_clean_2021-03-23.csv,14,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-23,2021-03-23 23:30:00 PDT,GMT-07:00,1616567400206,Completed,2021-03-23,2021-03-23 23:32:12 PDT,1616567532007,1,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Not at all,A little,Not at all,A little,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,28,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-24,2021-03-24 23:34:00 PDT,GMT-07:00,1616654040666,Completed,2021-03-24,2021-03-24 23:35:37 PDT,1616654137274,1,set_3,23,9,Not at all,Extremely,A little,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes
dissuadecelestialrelic@timestudy_com/2021-03-25/phone_promptresponse_clean_2021-03-25.csv,22,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-25,2021-03-25 23:40:00 PDT,GMT-07:00,1616740800191,Completed,2021-03-25,2021-03-25 23:45:20 PDT,1616741120296,2,set_1,24,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,22,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-26,2021-03-26 23:44:00 PDT,GMT-07:00,1616827440295,Completed,2021-03-26,2021-03-26 23:45:14 PDT,1616827514399,1,set_2,23,9,A little,Extremely,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-27/phone_promptresponse_clean_2021-03-27.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-03-27,2021-03-27 23:37:00 PDT,GMT-07:00,1616913420157,Completed,2021-03-27,2021-03-27 23:39:07 PDT,1616913547169,1,set_1,24,9,Not at all,Extremely,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Very much so,Not at all,A little,A little,No,Did not have to work today,0,,,,Not at all,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-03-29,2021-03-29 00:29:00 PDT,GMT-07:00,1617002940164,Completed,2021-03-29,2021-03-29 01:05:34 PDT,1617005134480,2,set_1,48,9,A little,Extremely,A little,Quite a bit,Quite a bit,Not at all,A little,A little,A little,Very much so,Very much so,Not at all,A little,A little,No,Did not have to work today,0,,,,A little,Might,Sort of,Yes,Yes,Yes,Yes,but had a goal,Yes,Not really,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot less,Less,Extremely,Quite a bit,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,1,dissuadecelestialrelic,Daily,BURST,RANDOM,0,1,2021-03-30,2021-03-30 00:20:00 PDT,GMT-07:00,1617088800197,Completed,2021-03-30,2021-03-30 00:21:44 PDT,1617088904679,1,set_3,23,9,A little,Quite a bit,Not at all,Moderately,Moderately,Not at all,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
dissuadecelestialrelic@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-03-30,2021-03-30 23:36:00 PDT,GMT-07:00,1617172560386,Completed,2021-03-30,2021-03-30 23:39:15 PDT,1617172755769,1,set_1,24,9,Not at all,Moderately,A little,Quite a bit,Moderately,Not at all,A little,Not at all,A little,Very much so,Very much so,A little,Not at all,Quite a bit,No,No,0,,,,A little,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-03-31,2021-03-31 23:42:00 PDT,GMT-07:00,1617259320201,Completed,2021-03-31,2021-03-31 23:44:21 PDT,1617259461824,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,A little,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,25,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-01,2021-04-01 23:18:00 PDT,GMT-07:00,1617344280365,Completed,2021-04-01,2021-04-01 23:19:25 PDT,1617344365720,1,set_1,24,9,Not at all,Moderately,A little,Quite a bit,Moderately,Not at all,A little,Not at all,A little,Very much so,Very much so,Not at all,A little,Moderately,No,No,0,,,,A little,Might,Not really,No,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-02,2021-04-02 23:41:00 PDT,GMT-07:00,1617432060112,Completed,2021-04-02,2021-04-02 23:42:05 PDT,1617432125870,1,set_4,23,9,A little,Moderately,A little,Quite a bit,Moderately,Not at all,Moderately,A little,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-04-04,2021-04-04 00:34:00 PDT,GMT-07:00,1617521640194,Completed,2021-04-04,2021-04-04 00:41:38 PDT,1617522098998,2,set_2,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,A little,Very much so,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,Yes,No and I didn't have a goal,Yes,Maybe,Yes,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-04-05,2021-04-05 00:12:00 PDT,GMT-07:00,1617606720339,Completed,2021-04-05,2021-04-05 00:16:33 PDT,1617606993574,1,set_4,47,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,A little,Not at all,Moderately,Very much so,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,Yes,No and I didn't have a goal,Sort of,Maybe,Yes,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Extremely,Quite a bit,Might,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,23,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-05,2021-04-05 23:29:00 PDT,GMT-07:00,1617690540149,Completed,2021-04-05,2021-04-05 23:31:23 PDT,1617690683897,1,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,A little,A little,Quite a bit,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,,,,
dissuadecelestialrelic@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,22,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-06,2021-04-06 23:26:00 PDT,GMT-07:00,1617776760126,Completed,2021-04-06,2021-04-06 23:27:35 PDT,1617776855072,1,set_4,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-07,2021-04-07 23:30:00 PDT,GMT-07:00,1617863400221,Completed,2021-04-07,2021-04-07 23:31:27 PDT,1617863487617,1,set_2,24,9,A little,Moderately,Not at all,Moderately,Quite a bit,Not at all,A little,Not at all,Moderately,Very much so,Very much so,Not at all,Not at all,A little,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,23,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-08,2021-04-08 23:30:00 PDT,GMT-07:00,1617949800215,Completed,2021-04-08,2021-04-08 23:56:04 PDT,1617951364946,2,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Moderately,Not at all,A little,A little,Moderately,Very much so,Quite a bit,Not at all,Not at all,A little,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-04-10,2021-04-10 00:22:00 PDT,GMT-07:00,1618039320255,Completed,2021-04-10,2021-04-10 00:24:19 PDT,1618039459937,1,set_3,23,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Extremely,Moderately,Very much so,Quite a bit,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really
dissuadecelestialrelic@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,2,dissuadecelestialrelic,Daily,TIME,RANDOM,1,2,2021-04-11,2021-04-11 01:29:00 PDT,GMT-07:00,1618129740177,Completed,2021-04-11,2021-04-11 01:36:37 PDT,1618130197786,1,set_2,47,9,A little,Quite a bit,Not at all,Moderately,Quite a bit,A little,Moderately,Moderately,A little,Very much so,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,Yes,No,Yes,Yes,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,0,1,2021-04-12,2021-04-12 00:47:00 PDT,GMT-07:00,1618213620209,Completed,2021-04-12,2021-04-12 00:51:30 PDT,1618213890402,1,set_1,49,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Moderately,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,A little,Probably will not,Sort of,No,Yes,No and I didn't have a goal,Sort of,Maybe,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,22,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-04-12,2021-04-12 23:31:00 PDT,GMT-07:00,1618295460413,Completed,2021-04-12,2021-04-12 23:32:25 PDT,1618295545268,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Very much so,Moderately,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,,,,
dissuadecelestialrelic@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,22,23,2021-04-13,2021-04-13 22:46:00 PDT,GMT-07:00,1618379160375,Completed,2021-04-13,2021-04-13 22:47:23 PDT,1618379243792,1,set_1,24,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,No,0,,,,A little,Might,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,22,23,2021-04-14,2021-04-14 22:33:00 PDT,GMT-07:00,1618464780200,Completed,2021-04-14,2021-04-14 22:36:20 PDT,1618464980130,1,set_4,24,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,,,,
dissuadecelestialrelic@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-04-15,2021-04-15 23:19:00 PDT,GMT-07:00,1618553940246,Completed,2021-04-15,2021-04-15 23:20:30 PDT,1618554030602,1,set_3,23,9,A little,Extremely,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
dissuadecelestialrelic@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-16,2021-04-16 23:39:00 PDT,GMT-07:00,1618641540168,Completed,2021-04-16,2021-04-16 23:40:16 PDT,1618641616397,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
dissuadecelestialrelic@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,1,2,2021-04-18,2021-04-18 01:16:07 PDT,GMT-07:00,1618733767337,Completed,2021-04-18,2021-04-18 01:20:50 PDT,1618734050592,1,set_4,48,9,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,Sort of,Maybe,Yes,No,Sort of,Not really,A little,Not at all,I am not experiencing viral symptoms,2 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Quite a bit,Quite a bit,Might,Sort of,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,23,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-18,2021-04-18 23:48:00 PDT,GMT-07:00,1618814880200,Completed,2021-04-18,2021-04-18 23:52:01 PDT,1618815121062,1,set_4,49,9,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,Yes,Maybe,Yes,Maybe,Yes,Not really,A little,Not at all,I am not experiencing viral symptoms,2 days,0 days,Neither more nor less,A lot less,Less,Quite a bit,Quite a bit,A little,Might,Sort of,Not at all,,,
dissuadecelestialrelic@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,23,dissuadecelestialrelic,Daily,TIME,RANDOM,22,23,2021-04-19,2021-04-19 22:30:00 PDT,GMT-07:00,1618896600195,Completed,2021-04-19,2021-04-19 22:32:10 PDT,1618896730721,1,set_2,23,9,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,A little,Quite a bit,A little,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-20,2021-04-20 23:15:00 PDT,GMT-07:00,1618985700154,Completed,2021-04-20,2021-04-20 23:17:43 PDT,1618985863061,1,set_4,23,9,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,,,,
dissuadecelestialrelic@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-21,2021-04-21 23:46:00 PDT,GMT-07:00,1619073960185,Completed,2021-04-21,2021-04-21 23:47:51 PDT,1619074071904,1,set_1,24,9,Moderately,A little,Quite a bit,A little,Moderately,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,Moderately,Not at all,Not sure,No,0,,,,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,24,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-22,2021-04-22 23:40:00 PDT,GMT-07:00,1619160000228,Completed,2021-04-22,2021-04-22 23:44:37 PDT,1619160277519,1,set_1,25,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,A little,Moderately,A little,A little,No,No,0,,,,A little,Might,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,24,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-04-23,2021-04-23 23:41:00 PDT,GMT-07:00,1619246460182,Completed,2021-04-23,2021-04-23 23:44:12 PDT,1619246652032,1,set_3,23,9,Moderately,Moderately,Moderately,A little,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not really
dissuadecelestialrelic@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,2,dissuadecelestialrelic,Daily,BURST,RANDOM,1,2,2021-04-25,2021-04-25 01:43:00 PDT,GMT-07:00,1619340180226,Completed,2021-04-25,2021-04-25 01:46:55 PDT,1619340415352,1,set_2,48,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,Quite a bit,Probably will,Not thought about it,,,,,Yes,No,Yes,Yes,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,A lot less,Less,Quite a bit,Extremely,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,24,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-04-25,2021-04-25 23:26:00 PDT,GMT-07:00,1619418360250,Completed,2021-04-25,2021-04-25 23:30:13 PDT,1619418613741,1,set_2,47,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,Did not have to work today,0,Quite a bit,Probably will,Trying to decide,,,,,Yes,No,Yes,Yes,Sort of,Yes,Moderately,Not at all,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,A lot less,Less,Quite a bit,Quite a bit,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,23,dissuadecelestialrelic,Daily,BURST,RANDOM,23,0,2021-04-26,2021-04-26 23:10:00 PDT,GMT-07:00,1619503800242,Completed,2021-04-26,2021-04-26 23:12:03 PDT,1619503923281,1,set_1,24,9,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Quite a bit,A little,Not at all,Very much so,No,No,0,,,,Very much so,Probably will,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
dissuadecelestialrelic@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,1,dissuadecelestialrelic,Daily,TIME,RANDOM,23,0,2021-04-27,2021-04-27 23:38:00 PDT,GMT-07:00,1619591880163,Completed,2021-04-28,2021-04-28 00:32:16 PDT,1619595136866,2,set_1,25,9,Moderately,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,A little,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
