.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed
slapstickporcupineslacks@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-06,2021-06-06 21:19:00 EDT,GMT-04:00,1623028740236,Completed,2021-06-06,2021-06-06 21:21:59 EDT,1623028919985,1,set_4,49,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,Sort of,Maybe,Yes,Yes,Sort of,Very much so,Definitely will,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,More,A lot more,Not at all,Not at all,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-07/phone_promptresponse_clean_2021-06-07.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-07,2021-06-07 21:22:00 EDT,GMT-04:00,1623115320237,Completed,2021-06-07,2021-06-07 21:23:15 EDT,1623115395167,1,set_2,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-08/phone_promptresponse_clean_2021-06-08.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,22,23,2021-06-08,2021-06-08 22:16:39 EDT,GMT-04:00,1623204999806,Completed,2021-06-08,2021-06-08 22:17:45 EDT,1623205065625,1,set_3,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-06-09/phone_promptresponse_clean_2021-06-09.csv,15,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-09,2021-06-09 21:36:00 EDT,GMT-04:00,1623288960251,Completed,2021-06-09,2021-06-09 21:37:05 EDT,1623289025243,1,set_3,23,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
slapstickporcupineslacks@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,15,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-06-10,2021-06-10 20:34:00 EDT,GMT-04:00,1623371640197,Completed,2021-06-10,2021-06-10 20:35:31 EDT,1623371731998,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-11/phone_promptresponse_clean_2021-06-11.csv,14,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-11,2021-06-11 21:39:00 EDT,GMT-04:00,1623461940232,Completed,2021-06-11,2021-06-11 21:40:13 EDT,1623462013503,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,21,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-12,2021-06-12 21:45:00 EDT,GMT-04:00,1623548700215,Completed,2021-06-12,2021-06-12 21:46:11 EDT,1623548771103,1,set_2,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Definitely will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-13/phone_promptresponse_clean_2021-06-13.csv,18,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-13,2021-06-13 21:29:00 EDT,GMT-04:00,1623634140168,Completed,2021-06-13,2021-06-13 21:31:53 EDT,1623634313686,1,set_1,48,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,No,No and I didn't have a goal,Sort of,Yes,Not really,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,A lot more,More,Not at all,Not at all,,,,,Not at all,Probably will not,No,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-06-14/phone_promptresponse_clean_2021-06-14.csv,14,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-14,2021-06-14 21:41:00 EDT,GMT-04:00,1623721260197,Completed,2021-06-14,2021-06-14 21:42:23 EDT,1623721343104,1,set_2,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,A little,Definitely will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-15/phone_promptresponse_clean_2021-06-15.csv,16,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-15,2021-06-15 21:14:00 EDT,GMT-04:00,1623806040200,Completed,2021-06-15,2021-06-15 21:15:08 EDT,1623806108940,1,set_3,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of
slapstickporcupineslacks@timestudy_com/2021-06-16/phone_promptresponse_clean_2021-06-16.csv,15,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-16,2021-06-16 21:35:00 EDT,GMT-04:00,1623893700221,Completed,2021-06-16,2021-06-16 21:37:10 EDT,1623893830409,1,set_2,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-17/phone_promptresponse_clean_2021-06-17.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-17,2021-06-17 21:20:00 EDT,GMT-04:00,1623979200215,Completed,2021-06-17,2021-06-17 21:21:16 EDT,1623979276850,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-06-18/phone_promptresponse_clean_2021-06-18.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-06-18,2021-06-18 20:39:00 EDT,GMT-04:00,1624063140245,Completed,2021-06-18,2021-06-18 20:40:14 EDT,1624063214476,1,set_4,23,9,Not at all,Moderately,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-19/phone_promptresponse_clean_2021-06-19.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-19,2021-06-19 21:13:00 EDT,GMT-04:00,1624151580234,Completed,2021-06-19,2021-06-19 21:14:18 EDT,1624151658857,1,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-06-20/phone_promptresponse_clean_2021-06-20.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-06-20,2021-06-20 20:41:00 EDT,GMT-04:00,1624236060244,Completed,2021-06-20,2021-06-20 20:44:33 EDT,1624236273851,1,set_4,48,9,Not at all,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,Sort of,Yes,Yes,Yes,No,Very much so,Definitely will,Yes,Yes,Not at all,Not at all,I am currently experiencing severe viral symptoms,0 days,0 days,A lot less,More,More,Not at all,Not at all,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-21,2021-06-21 21:31:00 EDT,GMT-04:00,1624325460219,Completed,2021-06-21,2021-06-21 21:32:27 EDT,1624325547400,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-22/phone_promptresponse_clean_2021-06-22.csv,17,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-06-22,2021-06-22 20:35:00 EDT,GMT-04:00,1624408500210,Completed,2021-06-22,2021-06-22 20:36:13 EDT,1624408573946,1,set_4,24,9,Moderately,Not at all,Quite a bit,Not at all,A little,Quite a bit,Extremely,Quite a bit,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,16,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-06-23,2021-06-23 20:48:55 EDT,GMT-04:00,1624495735232,Completed,2021-06-23,2021-06-23 20:50:02 EDT,1624495802332,1,set_4,23,9,Not at all,Moderately,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-24/phone_promptresponse_clean_2021-06-24.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-06-24,2021-06-24 20:39:00 EDT,GMT-04:00,1624581540186,Completed,2021-06-24,2021-06-24 20:40:14 EDT,1624581614575,1,set_2,23,9,Not at all,Moderately,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-25/phone_promptresponse_clean_2021-06-25.csv,20,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-25,2021-06-25 21:16:00 EDT,GMT-04:00,1624670160211,Completed,2021-06-25,2021-06-25 21:20:37 EDT,1624670437790,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-26/phone_promptresponse_clean_2021-06-26.csv,19,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-06-26,2021-06-26 21:10:00 EDT,GMT-04:00,1624756200204,Completed,2021-06-26,2021-06-26 21:11:15 EDT,1624756275065,1,set_3,23,9,Not at all,Moderately,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,Sort of
slapstickporcupineslacks@timestudy_com/2021-06-27/phone_promptresponse_clean_2021-06-27.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-27,2021-06-27 21:14:00 EDT,GMT-04:00,1624842840239,Completed,2021-06-27,2021-06-27 21:16:14 EDT,1624842974997,1,set_2,47,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,Sort of,Yes,Yes,Yes,Sort of,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,More,Not at all,Not at all,,A little,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-28/phone_promptresponse_clean_2021-06-28.csv,12,slapstickporcupineslacks,Daily,BURST,RANDOM,20,21,2021-06-28,2021-06-28 20:47:00 EDT,GMT-04:00,1624927620270,Completed,2021-06-28,2021-06-28 20:48:28 EDT,1624927708436,1,set_1,26,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,,,,Not at all,Probably will,Sort of,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-29,2021-06-29 21:26:00 EDT,GMT-04:00,1625016360170,Completed,2021-06-29,2021-06-29 21:26:59 EDT,1625016419228,1,set_4,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-06-30,2021-06-30 21:29:00 EDT,GMT-04:00,1625102940227,Completed,2021-06-30,2021-06-30 21:30:16 EDT,1625103016998,1,set_1,26,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,,,,Not at all,Definitely will not,No,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-07-01/phone_promptresponse_clean_2021-07-01.csv,18,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-07-01,2021-07-01 20:43:00 EDT,GMT-04:00,1625186580292,Completed,2021-07-01,2021-07-01 20:44:32 EDT,1625186672898,1,set_1,24,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,18,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-02,2021-07-02 21:35:00 EDT,GMT-04:00,1625276100249,Completed,2021-07-02,2021-07-02 21:36:42 EDT,1625276202985,1,set_2,23,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-03/phone_promptresponse_clean_2021-07-03.csv,18,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-03,2021-07-03 21:21:00 EDT,GMT-04:00,1625361660254,Completed,2021-07-03,2021-07-03 21:22:05 EDT,1625361725135,1,set_4,23,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,A little,Probably will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,14,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-04,2021-07-04 21:24:00 EDT,GMT-04:00,1625448240248,Completed,2021-07-04,2021-07-04 21:26:54 EDT,1625448414757,1,set_3,47,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,Sort of,Yes,Yes,Yes,Yes,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,More,Not at all,Not at all,,,,,,,,,A little,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-07-05/phone_promptresponse_clean_2021-07-05.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-05,2021-07-05 21:22:00 EDT,GMT-04:00,1625534520259,Completed,2021-07-05,2021-07-05 21:23:24 EDT,1625534604638,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-06,2021-07-06 21:47:00 EDT,GMT-04:00,1625622420702,Completed,2021-07-06,2021-07-06 21:48:28 EDT,1625622508473,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-08/phone_promptresponse_clean_2021-07-08.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-08,2021-07-08 21:39:00 EDT,GMT-04:00,1625794740245,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-09/phone_promptresponse_clean_2021-07-09.csv,18,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-09,2021-07-09 21:39:00 EDT,GMT-04:00,1625881140205,Completed,2021-07-09,2021-07-09 21:40:24 EDT,1625881224489,1,set_3,24,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-07-10/phone_promptresponse_clean_2021-07-10.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-10,2021-07-10 21:47:00 EDT,GMT-04:00,1625968020242,Completed,2021-07-10,2021-07-10 21:48:13 EDT,1625968093139,1,set_3,23,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-07-11/phone_promptresponse_clean_2021-07-11.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-07-11,2021-07-11 21:25:00 EDT,GMT-04:00,1626053100262,Completed,2021-07-11,2021-07-11 21:27:34 EDT,1626053254096,1,set_2,47,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,No,0,Sort of,Yes,Yes,Yes,Yes,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Less,More,Not at all,Not at all,,Quite a bit,Definitely will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-12/phone_promptresponse_clean_2021-07-12.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-07-12,2021-07-12 21:34:00 EDT,GMT-04:00,1626140040248,Completed,2021-07-12,2021-07-12 21:35:19 EDT,1626140119476,1,set_4,25,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,Not at all,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-13/phone_promptresponse_clean_2021-07-13.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-07-13,2021-07-13 21:46:00 EDT,GMT-04:00,1626227160214,Completed,2021-07-13,2021-07-13 21:47:19 EDT,1626227239654,1,set_2,23,9,Not at all,Moderately,Quite a bit,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Trying to decide,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-14/phone_promptresponse_clean_2021-07-14.csv,22,slapstickporcupineslacks,Daily,BURST,RANDOM,21,22,2021-07-14,2021-07-14 21:27:00 EDT,GMT-04:00,1626312420272,Completed,2021-07-14,2021-07-14 21:28:37 EDT,1626312517413,1,set_1,24,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-07-15/phone_promptresponse_clean_2021-07-15.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-07-15,2021-07-15 20:35:00 EDT,GMT-04:00,1626395700255,Completed,2021-07-15,2021-07-15 20:36:33 EDT,1626395793737,1,set_3,24,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,,A little,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-07-16/phone_promptresponse_clean_2021-07-16.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-07-16,2021-07-16 20:37:00 EDT,GMT-04:00,1626482220198,Completed,2021-07-16,2021-07-16 20:38:26 EDT,1626482306583,1,set_4,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-17/phone_promptresponse_clean_2021-07-17.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-07-17,2021-07-17 20:33:00 EDT,GMT-04:00,1626568380239,Completed,2021-07-17,2021-07-17 20:34:17 EDT,1626568457045,1,set_4,23,9,Not at all,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,,,,,
slapstickporcupineslacks@timestudy_com/2021-07-18/phone_promptresponse_clean_2021-07-18.csv,20,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-18,2021-07-18 21:47:06 EDT,GMT-04:00,1626659226414,Completed,2021-07-18,2021-07-18 21:59:32 EDT,1626659972585,2,set_1,48,9,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,Sort of,Yes,Yes,Yes,Yes,,,Yes,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot more,Less,Neither more nor less,Not at all,Not at all,,,,,A little,Probably will,Yes,Yes,,,
slapstickporcupineslacks@timestudy_com/2021-07-19/phone_promptresponse_clean_2021-07-19.csv,21,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-07-19,2021-07-19 20:31:00 EDT,GMT-04:00,1626741060258,Completed,2021-07-19,2021-07-19 20:43:01 EDT,1626741781573,2,set_1,24,9,Not at all,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,but I had a goal,,,
slapstickporcupineslacks@timestudy_com/2021-07-20/phone_promptresponse_clean_2021-07-20.csv,22,slapstickporcupineslacks,Daily,TIME,RANDOM,21,22,2021-07-20,2021-07-20 21:38:00 EDT,GMT-04:00,1626831480250,Completed,2021-07-20,2021-07-20 21:39:12 EDT,1626831552099,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
slapstickporcupineslacks@timestudy_com/2021-07-21/phone_promptresponse_clean_2021-07-21.csv,19,slapstickporcupineslacks,Daily,TIME,RANDOM,20,21,2021-07-21,2021-07-21 20:33:00 EDT,GMT-04:00,1626913980286,Completed,2021-07-21,2021-07-21 20:34:28 EDT,1626914068022,1,set_1,24,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,Yes,,,
