.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
feistydaycarelung@timestudy_com/2020-11-24/phone_promptresponse_clean_2020-11-24.csv,2,feistydaycarelung,Daily,BURST,RANDOM,1,2,2020-11-24,2020-11-24 01:46:00 MST,GMT-07:00,1606207560124,Completed,2020-11-24,2020-11-24 01:49:52 MST,1606207792159,1,set_2,24,9,Not at all,A little,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Moderately,Moderately,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,
feistydaycarelung@timestudy_com/2020-11-25/phone_promptresponse_clean_2020-11-25.csv,3,feistydaycarelung,Daily,TIME,RANDOM,2,3,2020-11-25,2020-11-25 02:41:00 MST,GMT-07:00,1606297260140,Completed,2020-11-25,2020-11-25 04:36:59 MST,1606304219346,2,set_4,23,9,Not at all,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Very much so,Moderately,Moderately,No,Yes,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-26/phone_promptresponse_clean_2020-11-26.csv,3,feistydaycarelung,Daily,TIME,RANDOM,2,3,2020-11-26,2020-11-26 02:14:00 MST,GMT-07:00,1606382040098,Completed,2020-11-26,2020-11-26 02:28:31 MST,1606382911016,2,set_4,23,9,Moderately,Quite a bit,A little,A little,Moderately,A little,A little,A little,Not at all,Moderately,A little,A little,Quite a bit,A little,Not sure,Yes,0,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-27/phone_promptresponse_clean_2020-11-27.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-11-27,2020-11-27 01:16:53 MST,GMT-07:00,1606465013090,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-28/phone_promptresponse_clean_2020-11-28.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-11-28,2020-11-28 00:26:00 MST,GMT-07:00,1606548360119,Completed,2020-11-28,2020-11-28 00:27:04 MST,1606548424928,1,set_4,23,9,Not at all,A little,Extremely,Not at all,Quite a bit,Not at all,Not at all,A little,Not at all,A little,Moderately,Moderately,Quite a bit,A little,No,Yes,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-11-29/phone_promptresponse_clean_2020-11-29.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-11-29,2020-11-29 00:14:00 MST,GMT-07:00,1606634040134,Completed,2020-11-29,2020-11-29 00:16:30 MST,1606634190777,1,set_1,49,9,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,Yes,0,,,,Not at all,,,,Not really,Maybe,Not really,Maybe,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,Less,A lot more,More,Quite a bit,Moderate,,,,A little,Probably will not,Not really,but I had a goal
feistydaycarelung@timestudy_com/2020-11-29/phone_promptresponse_clean_2020-11-29.csv,24,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-29,2020-11-29 23:43:00 MST,GMT-07:00,1606718580090,Completed,2020-11-29,2020-11-29 23:45:14 MST,1606718714251,1,set_2,48,9,A little,Moderately,Extremely,Not at all,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,A little,Quite a bit,Quite a bit,A little,No,Did not have to work today,0,,,,Not at all,,,,Not really,No and I didn't have a goal,Sort of,Maybe,Not really,Not really,A little,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,Very much so,Might,Yes,,,,
feistydaycarelung@timestudy_com/2020-11-30/phone_promptresponse_clean_2020-11-30.csv,22,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-11-30,2020-11-30 23:34:00 MST,GMT-07:00,1606804440166,Completed,2020-11-30,2020-11-30 23:37:17 MST,1606804637825,1,set_1,25,9,Not at all,Moderately,Extremely,A little,Moderately,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Maybe
feistydaycarelung@timestudy_com/2020-12-02/phone_promptresponse_clean_2020-12-02.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-02,2020-12-02 00:36:00 MST,GMT-07:00,1606894560126,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-03/phone_promptresponse_clean_2020-12-03.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-03,2020-12-03 00:38:00 MST,GMT-07:00,1606981080158,Completed,2020-12-03,2020-12-03 00:39:12 MST,1606981152569,1,set_2,23,9,Not at all,Moderately,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Trying to decide,,,,
feistydaycarelung@timestudy_com/2020-12-03/phone_promptresponse_clean_2020-12-03.csv,24,feistydaycarelung,Daily,BURST,RANDOM,23,0,2020-12-03,2020-12-03 23:35:00 MST,GMT-07:00,1607063700086,Completed,2020-12-03,2020-12-03 23:38:02 MST,1607063882844,1,set_4,24,9,A little,Quite a bit,Moderately,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,A little,Very much so,Quite a bit,Moderately,No,Yes,0,A little,Probably will,Not really,A little bit,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-04/phone_promptresponse_clean_2020-12-04.csv,22,feistydaycarelung,Daily,BURST,RANDOM,22,23,2020-12-04,2020-12-04 22:40:00 MST,GMT-07:00,1607146800143,Completed,2020-12-04,2020-12-04 23:30:22 MST,1607149822783,2,set_3,24,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,No,Yes,0,,,,A little bit,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-05/phone_promptresponse_clean_2020-12-05.csv,23,feistydaycarelung,Daily,BURST,RANDOM,22,23,2020-12-05,2020-12-05 22:25:00 MST,GMT-07:00,1607232300160,Completed,2020-12-05,2020-12-05 22:25:52 MST,1607232352457,1,set_1,25,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Moderately,Very much so,Quite a bit,Moderately,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,Yes
feistydaycarelung@timestudy_com/2020-12-06/phone_promptresponse_clean_2020-12-06.csv,23,feistydaycarelung,Daily,BURST,RANDOM,22,23,2020-12-06,2020-12-06 22:46:00 MST,GMT-07:00,1607319960127,Completed,2020-12-06,2020-12-06 23:09:38 MST,1607321378909,2,set_3,48,9,A little,Moderately,A little,Moderately,A little,A little,Quite a bit,Not at all,Moderately,Very much so,A little,A little,Quite a bit,Moderately,No,No,0,,,,A little bit,Quite a bit,Probably will not,Not really,Not really,Yes,Not really,Maybe,Sort of,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2020-12-08/phone_promptresponse_clean_2020-12-08.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-08,2020-12-08 00:33:00 MST,GMT-07:00,1607412780128,Completed,2020-12-08,2020-12-08 00:56:03 MST,1607414163902,2,set_2,23,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Moderately,Not at all,Moderately,Very much so,A little,Moderately,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-12-09/phone_promptresponse_clean_2020-12-09.csv,5,feistydaycarelung,Daily,TIME,RANDOM,4,5,2020-12-09,2020-12-09 04:31:00 MST,GMT-07:00,1607513460134,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-10/phone_promptresponse_clean_2020-12-10.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-10,2020-12-10 00:34:00 MST,GMT-07:00,1607585640119,Completed,2020-12-10,2020-12-10 00:37:48 MST,1607585868513,1,set_2,23,9,A little,Moderately,Moderately,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Very much so,A little,Not at all,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-12-11/phone_promptresponse_clean_2020-12-11.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-11,2020-12-11 00:41:00 MST,GMT-07:00,1607672460115,Completed,2020-12-11,2020-12-11 01:12:48 MST,1607674368081,2,set_3,23,9,A little,Quite a bit,Moderately,Not at all,Extremely,Not at all,A little,Not at all,Not at all,Quite a bit,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-12/phone_promptresponse_clean_2020-12-12.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-12,2020-12-12 00:42:00 MST,GMT-07:00,1607758920194,Completed,2020-12-12,2020-12-12 00:43:29 MST,1607759009485,1,set_4,24,9,Moderately,Quite a bit,Moderately,Not at all,A little,Moderately,Quite a bit,A little,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,A little,No,Yes,0,A little,Probably will not,Not really,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-13/phone_promptresponse_clean_2020-12-13.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-12-13,2020-12-13 01:45:00 MST,GMT-07:00,1607849100100,Completed,2020-12-13,2020-12-13 01:51:54 MST,1607849514286,2,set_3,48,9,A little,Moderately,Quite a bit,Not at all,Extremely,Not at all,A little,Not at all,Not at all,Quite a bit,Moderately,A little,Moderately,A little,No,Yes,0,,,,Not at all,Quite a bit,Probably will,Not really,Sort of,Maybe,Not really,but had a goal,Not really,Not really,A little,Extremely,I am not experiencing viral symptoms,0 days,4 days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2020-12-14/phone_promptresponse_clean_2020-12-14.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-14,2020-12-14 00:42:00 MST,GMT-07:00,1607931720161,Completed,2020-12-14,2020-12-14 00:48:14 MST,1607932094836,2,set_2,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,A little,Not at all,Not at all,Moderately,No,Yes,0,,,,,,,,Not really,Yes,Not really,Yes,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,4 days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,Not at all,Probably will,No,,,,
feistydaycarelung@timestudy_com/2020-12-15/phone_promptresponse_clean_2020-12-15.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-12-15,2020-12-15 01:30:00 MST,GMT-07:00,1608021000129,Completed,2020-12-15,2020-12-15 01:32:48 MST,1608021168773,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,A little,Not at all,Quite a bit,A little,A little,A little,Moderately,No,Yes,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-16/phone_promptresponse_clean_2020-12-16.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-12-16,2020-12-16 01:14:00 MST,GMT-07:00,1608106440107,Completed,2020-12-16,2020-12-16 01:20:53 MST,1608106853512,2,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Extremely,Not at all,Not at all,A little,Not at all,Very much so,A little,Not at all,Not at all,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,Yes
feistydaycarelung@timestudy_com/2020-12-17/phone_promptresponse_clean_2020-12-17.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-12-17,2020-12-17 01:16:00 MST,GMT-07:00,1608192960128,Completed,2020-12-17,2020-12-17 01:18:27 MST,1608193107383,1,set_2,24,9,Not at all,Extremely,Quite a bit,Not at all,Moderately,Moderately,A little,Moderately,Not at all,Quite a bit,A little,Not at all,Moderately,Moderately,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-12-18/phone_promptresponse_clean_2020-12-18.csv,1,feistydaycarelung,Daily,BURST,RANDOM,0,1,2020-12-18,2020-12-18 00:22:00 MST,GMT-07:00,1608276120157,Completed,2020-12-18,2020-12-18 00:47:12 MST,1608277632885,2,set_1,24,9,A little,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes
feistydaycarelung@timestudy_com/2020-12-19/phone_promptresponse_clean_2020-12-19.csv,2,feistydaycarelung,Daily,BURST,RANDOM,1,2,2020-12-19,2020-12-19 01:42:00 MST,GMT-07:00,1608367320148,Completed,2020-12-19,2020-12-19 01:43:13 MST,1608367393322,1,set_3,23,9,Not at all,Quite a bit,Extremely,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,No,Yes,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-20/phone_promptresponse_clean_2020-12-20.csv,1,feistydaycarelung,Daily,BURST,RANDOM,0,1,2020-12-20,2020-12-20 00:41:00 MST,GMT-07:00,1608450060106,Completed,2020-12-20,2020-12-20 00:43:50 MST,1608450230597,1,set_3,47,9,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,A little,No,Yes,0,,,,,A little,Probably will,Not really,Not really,Yes,Not really,Yes,Not really,Not really,Not at all,Extremely,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,Neither more nor less,Extremely,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2020-12-21/phone_promptresponse_clean_2020-12-21.csv,2,feistydaycarelung,Daily,BURST,RANDOM,0,1,2020-12-21,2020-12-21 00:21:00 MST,GMT-07:00,1608535260153,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-22/phone_promptresponse_clean_2020-12-22.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-22,2020-12-22 00:10:00 MST,GMT-07:00,1608621000178,Completed,2020-12-22,2020-12-22 00:11:35 MST,1608621095828,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Moderately,A little,Moderately,No,Yes,0,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-23/phone_promptresponse_clean_2020-12-23.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2020-12-23,2020-12-23 00:13:00 MST,GMT-07:00,1608707580131,Completed,2020-12-23,2020-12-23 01:21:10 MST,1608711670024,2,set_1,24,9,A little,Moderately,Extremely,Not at all,Moderately,A little,Not at all,A little,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,No
feistydaycarelung@timestudy_com/2020-12-24/phone_promptresponse_clean_2020-12-24.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-12-24,2020-12-24 01:31:00 MST,GMT-07:00,1608798660081,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-25/phone_promptresponse_clean_2020-12-25.csv,2,feistydaycarelung,Daily,TIME,RANDOM,1,2,2020-12-25,2020-12-25 01:36:00 MST,GMT-07:00,1608885360129,Completed,2020-12-25,2020-12-25 01:37:17 MST,1608885437224,1,set_3,24,9,Not at all,Quite a bit,Quite a bit,A little,Extremely,Not at all,Not at all,A little,Not at all,Very much so,A little,A little,Moderately,A little,No,No,0,,,,Not at all,Not at all,Probably will,No,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-26/phone_promptresponse_clean_2020-12-26.csv,4,feistydaycarelung,Daily,TIME,RANDOM,3,4,2020-12-26,2020-12-26 03:35:00 MST,GMT-07:00,1608978900145,Completed,2020-12-26,2020-12-26 03:38:29 MST,1608979109581,1,set_3,23,9,Not at all,Quite a bit,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Moderately,A little,No,Did not have to work today,0,,,,,A little,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-27/phone_promptresponse_clean_2020-12-27.csv,3,feistydaycarelung,Daily,TIME,RANDOM,2,3,2020-12-27,2020-12-27 02:47:00 MST,GMT-07:00,1609062420181,Completed,2020-12-27,2020-12-27 03:27:33 MST,1609064853794,2,set_1,49,9,A little,Quite a bit,Moderately,A little,Quite a bit,A little,A little,Moderately,Not at all,Very much so,Not at all,Moderately,Moderately,A little,No,No,0,,,,Not at all,,,,Not really,Yes,Sort of,No,Not really,Not really,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,More,Moderate,Moderate,,,,Quite a bit,Probably will,Yes,Yes
feistydaycarelung@timestudy_com/2020-12-27/phone_promptresponse_clean_2020-12-27.csv,24,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-12-27,2020-12-27 23:46:15 MST,GMT-07:00,1609137975370,Completed,2020-12-27,2020-12-27 23:51:36 MST,1609138296772,2,set_2,47,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,A little,Not at all,A little,Not at all,A little,Quite a bit,A little,No,Did not have to work today,0,,,,,,,,Sort of,Yes,Not really,Maybe,Not really,Not really,A little,Quite a bit,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,More,Extremely,Moderate,Quite a bit,Probably will,Yes,,,,
feistydaycarelung@timestudy_com/2020-12-28/phone_promptresponse_clean_2020-12-28.csv,24,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-12-28,2020-12-28 22:36:00 MST,GMT-07:00,1609220160080,Completed,2020-12-28,2020-12-28 22:42:12 MST,1609220532822,2,set_3,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Moderately,Not at all,A little,No,No,0,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,22,feistydaycarelung,Daily,TIME,RANDOM,22,23,2020-12-29,2020-12-29 22:48:00 MST,GMT-07:00,1609307280123,Completed,2020-12-29,2020-12-29 23:06:09 MST,1609308369440,2,set_2,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Moderately,A little,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not thought about it,,,,
feistydaycarelung@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,26,feistydaycarelung,Daily,TIME,RANDOM,23,0,2020-12-30,2020-12-30 23:28:00 MST,GMT-07:00,1609396080138,Completed,2020-12-30,2020-12-30 23:29:59 MST,1609396199039,1,set_1,24,9,A little,Quite a bit,Moderately,Moderately,Moderately,Not at all,Not at all,A little,Not at all,Quite a bit,Not at all,A little,Moderately,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,Yes
feistydaycarelung@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,1,feistydaycarelung,Daily,BURST,RANDOM,0,1,2021-01-01,2021-01-01 00:46:00 MST,GMT-07:00,1609487160141,Completed,2021-01-01,2021-01-01 00:47:05 MST,1609487225757,1,set_3,23,9,A little,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Moderately,A little,Moderately,No,Yes,0,,,,,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2021-01-02/phone_promptresponse_clean_2021-01-02.csv,19,feistydaycarelung,Daily,BURST,RANDOM,22,23,2021-01-02,2021-01-02 22:25:00 MST,GMT-07:00,1609651500158,Completed,2021-01-02,2021-01-02 22:37:57 MST,1609652277477,2,set_1,25,9,Not at all,Extremely,A little,Moderately,Extremely,Not at all,Not at all,A little,Not at all,Very much so,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Sort of,Yes
feistydaycarelung@timestudy_com/2021-01-04/phone_promptresponse_clean_2021-01-04.csv,1,feistydaycarelung,Daily,BURST,RANDOM,22,23,2021-01-03,2021-01-03 22:10:00 MST,GMT-07:00,1609737000193,PartiallyCompleted,,,,,set_1,4,9,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2021-01-05,2021-01-05 00:17:00 MST,GMT-07:00,1609831020129,Completed,2021-01-05,2021-01-05 00:18:42 MST,1609831122118,1,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,A little,Quite a bit,Not at all,Moderately,Quite a bit,A little,Moderately,Not at all,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes
feistydaycarelung@timestudy_com/2021-01-06/phone_promptresponse_clean_2021-01-06.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2021-01-06,2021-01-06 00:40:00 MST,GMT-07:00,1609918800114,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,1,feistydaycarelung,Daily,TIME,RANDOM,23,0,2021-01-06,2021-01-06 23:29:00 MST,GMT-07:00,1610000940270,Completed,2021-01-07,2021-01-07 00:37:23 MST,1610005043548,2,set_3,23,9,Not at all,Extremely,Moderately,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Moderately,A little,Moderately,No,No,0,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,,,,
feistydaycarelung@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,21,feistydaycarelung,Daily,TIME,RANDOM,23,0,2021-01-07,2021-01-07 23:20:00 MST,GMT-07:00,1610086800108,Completed,2021-01-07,2021-01-07 23:21:31 MST,1610086891957,1,set_2,23,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Not at all,Very much so,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Trying to decide,,,,
feistydaycarelung@timestudy_com/2021-01-09/phone_promptresponse_clean_2021-01-09.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2021-01-09,2021-01-09 00:25:00 MST,GMT-07:00,1610177100184,Completed,2021-01-09,2021-01-09 00:48:35 MST,1610178515086,2,set_2,23,9,Not at all,Extremely,Extremely,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Very much so,Moderately,Not at all,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not thought about it,,,,
feistydaycarelung@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2021-01-10,2021-01-10 00:49:00 MST,GMT-07:00,1610264940116,Completed,2021-01-10,2021-01-10 00:52:43 MST,1610265163557,1,set_4,47,9,Not at all,Moderately,Extremely,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,A little,Very much so,Moderately,A little,No,Yes,0,Quite a bit,Probably will,Not really,,,,,Sort of,Yes,Not really,Yes,Not really,Not really,Not at all,A little,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,A lot more,More,Very little,Moderate,,,,,,,
feistydaycarelung@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2021-01-12,2021-01-12 00:15:00 MST,GMT-07:00,1610435700122,Completed,2021-01-12,2021-01-12 00:16:06 MST,1610435766067,1,set_2,23,9,Not at all,Quite a bit,Moderately,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,A little,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,
feistydaycarelung@timestudy_com/2021-01-13/phone_promptresponse_clean_2021-01-13.csv,1,feistydaycarelung,Daily,TIME,RANDOM,0,1,2021-01-13,2021-01-13 00:44:00 MST,GMT-07:00,1610523840141,Completed,2021-01-13,2021-01-13 00:45:03 MST,1610523903530,1,set_2,24,9,Not at all,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,No,Yes,0,,,,Not at all,,,,,,,,,,,,,,,,,,,,A little,Definitely will,Trying to decide,,,,
