.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x25_affmot_sleep,x26_int_sleep,x27_del_sleep
synapseevaluatechevron@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,1,synapseevaluatechevron,Daily,BURST,RANDOM,0,1,2021-06-29,2021-06-29 00:31:00 EDT,GMT-04:00,1624941060487,Completed,2021-06-29,2021-06-29 00:32:00 EDT,1624941120495,1,set_2,23,9,A little,Quite a bit,Extremely,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,Not at all,Very much so,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes
synapseevaluatechevron@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,1,synapseevaluatechevron,Daily,BURST,RANDOM,0,1,2021-06-30,2021-06-30 00:39:00 EDT,GMT-04:00,1625027940449,Completed,2021-06-30,2021-06-30 00:40:10 EDT,1625028010702,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Quite a bit,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will not,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-06-30,2021-06-30 23:37:00 EDT,GMT-04:00,1625110620357,Completed,2021-06-30,2021-06-30 23:37:49 EDT,1625110669045,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Quite a bit,Quite a bit,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-07-01/phone_promptresponse_clean_2021-07-01.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-07-01,2021-07-01 21:31:00 EDT,GMT-04:00,1625189460418,Completed,2021-07-01,2021-07-01 21:32:13 EDT,1625189533050,1,set_3,24,9,Quite a bit,A little,Quite a bit,Not at all,A little,Quite a bit,Moderately,Extremely,A little,Quite a bit,Quite a bit,Not at all,Moderately,Very much so,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,Extremely,,,
synapseevaluatechevron@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,15,synapseevaluatechevron,Daily,TIME,RANDOM,14,15,2021-07-02,2021-07-02 14:45:00 EDT,GMT-04:00,1625251500451,Completed,2021-07-02,2021-07-02 14:45:52 EDT,1625251552104,1,set_3,23,9,Not at all,Quite a bit,Not at all,Not at all,Extremely,Not at all,A little,Not at all,Very much so,Very much so,Very much so,Not at all,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-07-03/phone_promptresponse_clean_2021-07-03.csv,13,synapseevaluatechevron,Daily,TIME,RANDOM,12,13,2021-07-03,2021-07-03 12:38:00 EDT,GMT-04:00,1625330280405,Completed,2021-07-03,2021-07-03 12:39:26 EDT,1625330366628,1,set_1,26,9,Not at all,Extremely,A little,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,A little bit,,,
synapseevaluatechevron@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-04,2021-07-04 22:36:00 EDT,GMT-04:00,1625452560349,Completed,2021-07-04,2021-07-04 22:42:54 EDT,1625452974013,2,set_4,48,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Extremely,Moderately,I am currently experiencing severe viral symptoms,5 or more days,5 or more days,Neither more nor less,Neither more nor less,Neither more nor less,Extremely,Quite a bit,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-07-05/phone_promptresponse_clean_2021-07-05.csv,33,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-07-05,2021-07-05 21:48:00 EDT,GMT-04:00,1625536080459,Completed,2021-07-05,2021-07-05 21:49:21 EDT,1625536161601,1,set_1,25,9,Extremely,Not at all,Not at all,Not at all,Not at all,Extremely,Extremely,Extremely,Quite a bit,Not at all,Very much so,Quite a bit,Quite a bit,Not at all,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,28,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-06,2021-07-06 22:15:00 EDT,GMT-04:00,1625624100372,Completed,2021-07-06,2021-07-06 22:43:22 EDT,1625625802923,2,set_3,24,9,Not at all,Extremely,A little,Not at all,Not at all,Not at all,Not at all,A little,Not at all,Very much so,Not at all,Quite a bit,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Might,Sort of,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-07-07/phone_promptresponse_clean_2021-07-07.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-07,2021-07-07 22:39:00 EDT,GMT-04:00,1625711940379,Completed,2021-07-07,2021-07-07 22:46:43 EDT,1625712403247,2,set_4,24,9,Not at all,Quite a bit,Extremely,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Quite a bit,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,
synapseevaluatechevron@timestudy_com/2021-07-08/phone_promptresponse_clean_2021-07-08.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-08,2021-07-08 22:19:07 EDT,GMT-04:00,1625797147864,Completed,2021-07-08,2021-07-08 22:23:53 EDT,1625797433035,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-07-09/phone_promptresponse_clean_2021-07-09.csv,23,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2021-07-09,2021-07-09 22:44:00 EDT,GMT-04:00,1625885040494,Completed,2021-07-09,2021-07-09 22:44:59 EDT,1625885099970,1,set_2,23,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Very much so,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-10/phone_promptresponse_clean_2021-07-10.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2021-07-10,2021-07-10 22:49:00 EDT,GMT-04:00,1625971740339,Completed,2021-07-10,2021-07-10 22:49:47 EDT,1625971787224,1,set_1,24,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,A little,Not at all,Very much so,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-11/phone_promptresponse_clean_2021-07-11.csv,23,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2021-07-11,2021-07-11 22:10:00 EDT,GMT-04:00,1626055800894,Completed,2021-07-11,2021-07-11 22:11:51 EDT,1626055911065,1,set_1,49,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Extremely,Moderately,I am not experiencing viral symptoms,3 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Moderate,,,,A little bit,,,
synapseevaluatechevron@timestudy_com/2021-07-12/phone_promptresponse_clean_2021-07-12.csv,23,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2021-07-12,2021-07-12 22:10:01 EDT,GMT-04:00,1626142201291,Completed,2021-07-12,2021-07-12 22:16:00 EDT,1626142560827,2,set_1,24,9,Not at all,Not at all,Extremely,Not at all,Not at all,Quite a bit,Extremely,Extremely,Not at all,Moderately,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-13/phone_promptresponse_clean_2021-07-13.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-13,2021-07-13 22:42:00 EDT,GMT-04:00,1626230520600,Completed,2021-07-13,2021-07-13 22:42:43 EDT,1626230563332,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Very much so,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-07-14/phone_promptresponse_clean_2021-07-14.csv,24,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-14,2021-07-14 22:29:00 EDT,GMT-04:00,1626316140373,Completed,2021-07-14,2021-07-14 22:59:03 EDT,1626317943276,2,set_2,23,9,A little,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-15/phone_promptresponse_clean_2021-07-15.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-15,2021-07-15 22:46:00 EDT,GMT-04:00,1626403560440,Completed,2021-07-15,2021-07-15 22:47:05 EDT,1626403625427,1,set_3,23,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-07-17/phone_promptresponse_clean_2021-07-17.csv,2,synapseevaluatechevron,Daily,TIME,RANDOM,1,2,2021-07-17,2021-07-17 01:17:00 EDT,GMT-04:00,1626499020432,Completed,2021-07-17,2021-07-17 01:18:29 EDT,1626499109314,1,set_1,24,9,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,A little,A little,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-18/phone_promptresponse_clean_2021-07-18.csv,2,synapseevaluatechevron,Daily,TIME,RANDOM,1,2,2021-07-18,2021-07-18 01:16:00 EDT,GMT-04:00,1626585360397,Completed,2021-07-18,2021-07-18 01:18:10 EDT,1626585490278,1,set_3,48,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Extremely,Moderately,I am not experiencing viral symptoms,5 or more days,3 days,A lot more,Neither more nor less,Neither more nor less,Quite a bit,Moderate,Very much so,Might,Yes,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-07-18/phone_promptresponse_clean_2021-07-18.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-07-18,2021-07-18 21:48:00 EDT,GMT-04:00,1626659280895,Completed,2021-07-18,2021-07-18 21:51:10 EDT,1626659470291,1,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,Quite a bit,Definitely will,Yes,Yes,Sort of,Yes,Yes,Yes,Yes,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,4 days,4 days,Neither more nor less,Less,Neither more nor less,Moderate,Quite a bit,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-19/phone_promptresponse_clean_2021-07-19.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-07-19,2021-07-19 22:30:00 EDT,GMT-04:00,1626748200463,Completed,2021-07-19,2021-07-19 22:35:51 EDT,1626748551494,2,set_2,25,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Extremely,Extremely,Extremely,Very much so,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little bit,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-20/phone_promptresponse_clean_2021-07-20.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-20,2021-07-20 23:10:00 EDT,GMT-04:00,1626837000461,Completed,2021-07-20,2021-07-20 23:11:05 EDT,1626837065685,1,set_2,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little bit,Quite a bit,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-21/phone_promptresponse_clean_2021-07-21.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-21,2021-07-21 23:37:00 EDT,GMT-04:00,1626925020434,Completed,2021-07-21,2021-07-21 23:37:57 EDT,1626925077644,1,set_1,25,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-07-22/phone_promptresponse_clean_2021-07-22.csv,24,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-22,2021-07-22 23:25:00 EDT,GMT-04:00,1627010700346,Completed,2021-07-22,2021-07-22 23:28:02 EDT,1627010882984,1,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-23/phone_promptresponse_clean_2021-07-23.csv,25,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-23,2021-07-23 23:17:00 EDT,GMT-04:00,1627096620419,Completed,2021-07-23,2021-07-23 23:17:45 EDT,1627096665841,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Moderately,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-07-25/phone_promptresponse_clean_2021-07-25.csv,1,synapseevaluatechevron,Daily,BURST,RANDOM,0,1,2021-07-25,2021-07-25 00:13:00 EDT,GMT-04:00,1627186380399,Completed,2021-07-25,2021-07-25 00:15:20 EDT,1627186520361,1,set_3,47,9,Quite a bit,Moderately,Not at all,Moderately,Extremely,Not at all,Not at all,Extremely,Not at all,Very much so,Quite a bit,Not at all,Moderately,Very much so,No,No,0,,,,,,,,Yes,Yes,Yes,Yes,Not really,Yes,Extremely,Not at all,I am not experiencing viral symptoms,5 or more days,4 days,More,Neither more nor less,Neither more nor less,Not at all,Not at all,Very much so,Definitely will not,Not really,,,,
synapseevaluatechevron@timestudy_com/2021-07-25/phone_promptresponse_clean_2021-07-25.csv,24,synapseevaluatechevron,Daily,BURST,RANDOM,23,0,2021-07-25,2021-07-25 23:33:00 EDT,GMT-04:00,1627270380341,Completed,2021-07-25,2021-07-25 23:36:06 EDT,1627270566154,1,set_2,48,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,A little,Moderately,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,No,No,Yes,Yes,Yes,Yes,Moderately,Moderately,I am not experiencing viral symptoms,4 days,3 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Quite a bit,,,,A little bit,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-26/phone_promptresponse_clean_2021-07-26.csv,24,synapseevaluatechevron,Daily,BURST,RANDOM,23,0,2021-07-26,2021-07-26 23:37:00 EDT,GMT-04:00,1627357020395,Completed,2021-07-26,2021-07-26 23:37:57 EDT,1627357077253,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-27/phone_promptresponse_clean_2021-07-27.csv,25,synapseevaluatechevron,Daily,BURST,RANDOM,23,0,2021-07-27,2021-07-27 23:17:00 EDT,GMT-04:00,1627442220268,Completed,2021-07-27,2021-07-27 23:23:25 EDT,1627442605390,2,set_2,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-28/phone_promptresponse_clean_2021-07-28.csv,27,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-28,2021-07-28 23:37:00 EDT,GMT-04:00,1627529820333,Completed,2021-07-28,2021-07-28 23:38:29 EDT,1627529909338,1,set_1,25,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-29/phone_promptresponse_clean_2021-07-29.csv,24,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-29,2021-07-29 23:24:00 EDT,GMT-04:00,1627615440433,Completed,2021-07-29,2021-07-29 23:25:20 EDT,1627615520356,1,set_4,23,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Quite a bit,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-07-30/phone_promptresponse_clean_2021-07-30.csv,26,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-30,2021-07-30 23:40:00 EDT,GMT-04:00,1627702800405,Completed,2021-07-30,2021-07-30 23:41:18 EDT,1627702878620,1,set_2,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-07-31/phone_promptresponse_clean_2021-07-31.csv,24,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-07-31,2021-07-31 23:46:00 EDT,GMT-04:00,1627789560330,Completed,2021-07-31,2021-07-31 23:46:49 EDT,1627789609886,1,set_2,23,9,Not at all,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Quite a bit,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-08-01/phone_promptresponse_clean_2021-08-01.csv,24,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-08-01,2021-08-01 23:49:07 EDT,GMT-04:00,1627876147401,Completed,2021-08-01,2021-08-01 23:51:00 EDT,1627876260006,1,set_2,47,9,Not at all,Quite a bit,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,Sort of,Yes,Yes,Yes,Yes,Yes,A little,Not at all,I am not experiencing viral symptoms,4 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Quite a bit,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-08-02/phone_promptresponse_clean_2021-08-02.csv,30,synapseevaluatechevron,Daily,TIME,RANDOM,23,0,2021-08-02,2021-08-02 23:30:00 EDT,GMT-04:00,1627961400442,Completed,2021-08-02,2021-08-02 23:31:04 EDT,1627961464095,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-08-04/phone_promptresponse_clean_2021-08-04.csv,1,synapseevaluatechevron,Daily,TIME,RANDOM,0,1,2021-08-04,2021-08-04 00:30:00 EDT,GMT-04:00,1628051400551,Completed,2021-08-04,2021-08-04 00:30:44 EDT,1628051444861,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-08-05/phone_promptresponse_clean_2021-08-05.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-08-05,2021-08-05 20:34:00 EDT,GMT-04:00,1628210040519,Completed,2021-08-05,2021-08-05 20:35:05 EDT,1628210105866,1,set_3,23,9,Not at all,Moderately,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-08-06/phone_promptresponse_clean_2021-08-06.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-08-06,2021-08-06 20:42:00 EDT,GMT-04:00,1628296920246,Completed,2021-08-06,2021-08-06 20:47:29 EDT,1628297249813,2,set_2,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Very much so,Not sure,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-08-07/phone_promptresponse_clean_2021-08-07.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-08-07,2021-08-07 20:26:00 EDT,GMT-04:00,1628382360222,Completed,2021-08-07,2021-08-07 20:32:09 EDT,1628382729399,2,set_4,24,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,Not sure,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-08-08/phone_promptresponse_clean_2021-08-08.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-08-08,2021-08-08 20:30:00 EDT,GMT-04:00,1628469000427,Completed,2021-08-08,2021-08-08 21:15:02 EDT,1628471702473,2,set_3,49,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,A little,Moderately,I am not experiencing viral symptoms,3 days,4 days,A lot more,Neither more nor less,Neither more nor less,Moderate,Quite a bit,Very much so,Definitely will,Yes,A little bit,,,
synapseevaluatechevron@timestudy_com/2021-08-09/phone_promptresponse_clean_2021-08-09.csv,21,synapseevaluatechevron,Daily,BURST,RANDOM,20,21,2021-08-09,2021-08-09 20:48:00 EDT,GMT-04:00,1628556480645,Completed,2021-08-09,2021-08-09 20:49:55 EDT,1628556595260,1,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,A little,Quite a bit,A little,Not at all,Moderately,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-08-10/phone_promptresponse_clean_2021-08-10.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2021-08-10,2021-08-10 21:35:00 EDT,GMT-04:00,1628645700396,Completed,2021-08-10,2021-08-10 21:41:28 EDT,1628646088599,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-08-11/phone_promptresponse_clean_2021-08-11.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2021-08-11,2021-08-11 21:16:00 EDT,GMT-04:00,1628730960362,Completed,2021-08-11,2021-08-11 21:16:54 EDT,1628731014297,1,set_2,24,9,Not at all,Quite a bit,Quite a bit,A little,Quite a bit,A little,A little,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
