.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed
craftworkattendeeensnare@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-24,2021-03-24 21:13:00 PDT,GMT-07:00,1616645580094,Completed,2021-03-24,2021-03-24 21:14:41 PDT,1616645681586,1,set_2,23,9,Moderately,Moderately,A little,A little,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Very much so,Moderately,Moderately,Very much so,No,No,0,A little,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-26,2021-03-26 21:39:00 PDT,GMT-07:00,1616819940191,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-28/phone_promptresponse_clean_2021-03-28.csv,1,craftworkattendeeensnare,Daily,TIME,RANDOM,0,1,2021-03-28,2021-03-28 00:22:00 PDT,GMT-07:00,1616916120533,Completed,2021-03-28,2021-03-28 00:38:49 PDT,1616917129150,2,set_4,47,9,A little,Moderately,Extremely,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Not at all,No,Yes,0,,,,Quite a bit,Might,Not really,,Not really,Maybe,Not really,Maybe,Not really,Not really,Moderately,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-28/phone_promptresponse_clean_2021-03-28.csv,15,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-28,2021-03-28 21:47:00 PDT,GMT-07:00,1616993220109,Completed,2021-03-28,2021-03-28 22:11:58 PDT,1616994718651,2,set_1,48,9,Quite a bit,A little,Extremely,Not at all,Not at all,Quite a bit,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,A little,A little,No,Did not have to work today,0,,,,,,,,Yes,Yes,Not really,Maybe,Yes,Yes,Extremely,Extremely,I am not experiencing viral symptoms,3 days,0 days,A lot less,More,Less,Extremely,Extremely,Very much so,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,24,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-29,2021-03-29 21:18:00 PDT,GMT-07:00,1617077880232,Completed,2021-03-29,2021-03-29 21:24:45 PDT,1617078285291,2,set_3,24,9,Quite a bit,A little,Quite a bit,A little,A little,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Moderately,Very much so,No,No,0,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Yes
craftworkattendeeensnare@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-30,2021-03-30 21:14:00 PDT,GMT-07:00,1617164040127,Completed,2021-03-30,2021-03-30 22:26:08 PDT,1617168368293,2,set_4,23,9,Extremely,Not at all,Quite a bit,A little,Extremely,Extremely,Quite a bit,Quite a bit,Moderately,Not at all,A little,Moderately,Not at all,Very much so,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,27,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-03-31,2021-03-31 21:22:00 PDT,GMT-07:00,1617250920154,Completed,2021-03-31,2021-03-31 21:23:21 PDT,1617251001404,1,set_1,25,9,Quite a bit,A little,Quite a bit,A little,A little,Quite a bit,Moderately,A little,Quite a bit,Very much so,Very much so,Quite a bit,Not at all,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,29,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-01,2021-04-01 22:31:00 PDT,GMT-07:00,1617341460141,Completed,2021-04-01,2021-04-01 22:32:12 PDT,1617341532263,1,set_1,24,9,Moderately,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,A little,Very much so,Moderately,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,21,craftworkattendeeensnare,Daily,BURST,RANDOM,21,22,2021-04-02,2021-04-02 21:25:00 PDT,GMT-07:00,1617423900136,Completed,2021-04-02,2021-04-02 21:54:56 PDT,1617425696377,2,set_4,23,9,Quite a bit,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Not at all,Very much so,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-03/phone_promptresponse_clean_2021-04-03.csv,20,craftworkattendeeensnare,Daily,BURST,RANDOM,21,22,2021-04-03,2021-04-03 21:46:00 PDT,GMT-07:00,1617511560257,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,19,craftworkattendeeensnare,Daily,BURST,RANDOM,21,22,2021-04-04,2021-04-04 21:38:00 PDT,GMT-07:00,1617597480160,Completed,2021-04-04,2021-04-04 22:02:42 PDT,1617598962587,2,set_2,47,9,Moderately,A little,Extremely,A little,A little,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Very much so,Quite a bit,Moderately,Very much so,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,Yes,Yes,Yes,Maybe,Yes,Yes,Quite a bit,Extremely,I am currently experiencing severe viral symptoms,0 days,0 days,More,Less,Neither more nor less,Quite a bit,Moderate,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,22,craftworkattendeeensnare,Daily,BURST,RANDOM,23,0,2021-04-05,2021-04-05 23:16:00 PDT,GMT-07:00,1617689760255,Completed,2021-04-05,2021-04-05 23:18:35 PDT,1617689915988,1,set_1,25,9,Quite a bit,A little,Extremely,A little,Moderately,Quite a bit,Extremely,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,No,,,
craftworkattendeeensnare@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-06,2021-04-06 22:15:00 PDT,GMT-07:00,1617772500128,Completed,2021-04-06,2021-04-06 22:30:16 PDT,1617773416192,2,set_4,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,24,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-07,2021-04-07 22:31:01 PDT,GMT-07:00,1617859861324,Completed,2021-04-07,2021-04-07 22:32:05 PDT,1617859925169,1,set_1,24,9,Quite a bit,A little,Moderately,Moderately,A little,Quite a bit,Moderately,Quite a bit,Moderately,A little,Very much so,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-08,2021-04-08 22:29:00 PDT,GMT-07:00,1617946140135,Completed,2021-04-08,2021-04-08 22:30:22 PDT,1617946222019,1,set_2,24,9,Extremely,A little,Extremely,Not at all,Not at all,Extremely,Extremely,Quite a bit,Very much so,Moderately,Very much so,Quite a bit,Quite a bit,Very much so,Yes,Yes,0,Very much so,Might,Trying to decide,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-09,2021-04-09 22:26:00 PDT,GMT-07:00,1618032360140,Completed,2021-04-09,2021-04-09 22:36:25 PDT,1618032985495,2,set_3,23,9,Extremely,Not at all,Moderately,A little,A little,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
craftworkattendeeensnare@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,25,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-10,2021-04-10 22:37:00 PDT,GMT-07:00,1618119420276,Completed,2021-04-10,2021-04-10 22:37:49 PDT,1618119469111,1,set_1,24,9,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,1,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-11,2021-04-11 22:28:00 PDT,GMT-07:00,1618205280130,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-12,2021-04-12 22:22:00 PDT,GMT-07:00,1618291320121,Completed,2021-04-12,2021-04-12 22:24:16 PDT,1618291456171,1,set_3,23,9,Moderately,Moderately,Extremely,Moderately,Not at all,Extremely,Quite a bit,Quite a bit,Moderately,A little,Very much so,Quite a bit,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Yes
craftworkattendeeensnare@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,17,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-13,2021-04-13 22:29:00 PDT,GMT-07:00,1618378140135,Completed,2021-04-13,2021-04-13 22:30:38 PDT,1618378238838,1,set_2,23,9,Quite a bit,A little,Moderately,A little,A little,Extremely,Extremely,A little,Moderately,Moderately,Moderately,A little,A little,Quite a bit,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-14,2021-04-14 22:25:00 PDT,GMT-07:00,1618464300121,Completed,2021-04-14,2021-04-14 22:26:21 PDT,1618464381096,1,set_2,24,9,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Quite a bit,A little,Very much so,No,No,0,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-15,2021-04-15 22:28:00 PDT,GMT-07:00,1618550880093,Completed,2021-04-15,2021-04-15 22:30:23 PDT,1618551023556,1,set_1,25,9,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,A little,Extremely,Moderately,Moderately,Moderately,Quite a bit,A little,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,A little,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,15,craftworkattendeeensnare,Daily,TIME,RANDOM,21,22,2021-04-16,2021-04-16 21:27:00 PDT,GMT-07:00,1618633620159,Completed,2021-04-16,2021-04-16 21:48:45 PDT,1618634925955,2,set_3,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Might,Not really
craftworkattendeeensnare@timestudy_com/2021-04-17/phone_promptresponse_clean_2021-04-17.csv,22,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-04-17,2021-04-17 22:28:00 PDT,GMT-07:00,1618723680154,Completed,2021-04-17,2021-04-17 22:40:59 PDT,1618724459714,2,set_2,23,9,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,Quite a bit,Very much so,Very much so,A little,Not at all,Very much so,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,22,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-04-18,2021-04-18 22:31:00 PDT,GMT-07:00,1618810260137,Completed,2021-04-18,2021-04-18 22:33:24 PDT,1618810404955,1,set_2,48,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Moderately,Not at all,Very much so,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,Not at all,Yes,Yes,Sort of,Yes,Yes,Yes,Quite a bit,Quite a bit,I am not experiencing viral symptoms,0 days,2 days,Less,Less,Less,Quite a bit,Moderate,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,23,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-04-19,2021-04-19 22:14:00 PDT,GMT-07:00,1618895640120,Completed,2021-04-19,2021-04-19 22:14:54 PDT,1618895694976,1,set_3,24,9,Extremely,Not at all,Extremely,Not at all,Extremely,Extremely,Extremely,Extremely,Very much so,Not at all,A little,Quite a bit,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Sort of
craftworkattendeeensnare@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,21,craftworkattendeeensnare,Daily,BURST,RANDOM,23,0,2021-04-20,2021-04-20 23:24:10 PDT,GMT-07:00,1618986250109,Completed,2021-04-20,2021-04-20 23:25:56 PDT,1618986356835,1,set_3,24,9,Extremely,A little,Extremely,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Very much so,Moderately,Quite a bit,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Sort of
craftworkattendeeensnare@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,17,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-21,2021-04-21 22:13:00 PDT,GMT-07:00,1619068380115,Completed,2021-04-21,2021-04-21 22:25:14 PDT,1619069114130,2,set_1,24,9,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,No,,,
craftworkattendeeensnare@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-22,2021-04-22 22:18:00 PDT,GMT-07:00,1619155080181,Completed,2021-04-22,2021-04-22 22:20:56 PDT,1619155256321,1,set_3,23,9,A little,Moderately,Quite a bit,A little,Not at all,Extremely,Extremely,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Definitely will not,No
craftworkattendeeensnare@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,19,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-23,2021-04-23 22:24:00 PDT,GMT-07:00,1619241840153,Completed,2021-04-23,2021-04-23 22:27:22 PDT,1619242042472,1,set_2,24,9,Extremely,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Moderately,No,Did not have to work today,0,Quite a bit,Might,Trying to decide,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,17,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-24,2021-04-24 22:18:00 PDT,GMT-07:00,1619327880120,Completed,2021-04-24,2021-04-24 22:40:11 PDT,1619329211685,2,set_4,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,No,Yes,0,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,23,0,2021-04-25,2021-04-25 23:16:00 PDT,GMT-07:00,1619417760641,Completed,2021-04-25,2021-04-25 23:18:22 PDT,1619417902714,1,set_1,48,9,Extremely,Not at all,Extremely,Not at all,Not at all,Extremely,Extremely,Extremely,Very much so,Moderately,Moderately,Moderately,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,Yes,Maybe,Yes,Maybe,Sort of,Yes,Extremely,Extremely,I am not experiencing viral symptoms,5 or more days,2 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Extremely,Very much so,Definitely will,Yes,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,20,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-26,2021-04-26 22:18:00 PDT,GMT-07:00,1619500680198,Completed,2021-04-26,2021-04-26 22:27:59 PDT,1619501279031,2,set_2,25,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Very much so,No,No,0,Quite a bit,Might,Yes,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,18,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-27,2021-04-27 22:10:00 PDT,GMT-07:00,1619586600073,Completed,2021-04-27,2021-04-27 22:12:09 PDT,1619586729651,1,set_3,24,9,Quite a bit,A little,Extremely,Not at all,Not at all,Extremely,Extremely,Extremely,Moderately,Very much so,Very much so,Very much so,Not at all,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Sort of
craftworkattendeeensnare@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-28,2021-04-28 22:18:58 PDT,GMT-07:00,1619673538128,Completed,2021-04-28,2021-04-28 22:20:54 PDT,1619673654563,1,set_2,23,9,Quite a bit,A little,Quite a bit,Extremely,A little,Moderately,Extremely,Extremely,Very much so,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,1,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-29,2021-04-29 22:32:00 PDT,GMT-07:00,1619760720172,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-04-30,2021-04-30 22:38:00 PDT,GMT-07:00,1619847480245,Completed,2021-04-30,2021-04-30 22:40:03 PDT,1619847603917,1,set_3,23,9,Moderately,A little,Extremely,A little,Moderately,Moderately,Extremely,Moderately,Very much so,Moderately,Very much so,Quite a bit,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
craftworkattendeeensnare@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,24,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-05-01,2021-05-01 22:11:00 PDT,GMT-07:00,1619932260223,Completed,2021-05-01,2021-05-01 22:12:35 PDT,1619932355834,1,set_1,26,9,A little,A little,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,Very much so,Moderately,Not at all,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,Very much so,Might,Sort of,Yes,,,
craftworkattendeeensnare@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,1,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-05-02,2021-05-02 22:37:00 PDT,GMT-07:00,1620020220166,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,22,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-05-03,2021-05-03 22:43:00 PDT,GMT-07:00,1620106980116,Completed,2021-05-03,2021-05-03 22:44:18 PDT,1620107058100,1,set_3,23,9,Extremely,Not at all,Extremely,Not at all,Not at all,Extremely,Extremely,Extremely,Moderately,A little,Quite a bit,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
craftworkattendeeensnare@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,1,craftworkattendeeensnare,Daily,BURST,RANDOM,22,23,2021-05-04,2021-05-04 22:45:01 PDT,GMT-07:00,1620193501812,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,24,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-05-05,2021-05-05 22:49:00 PDT,GMT-07:00,1620280140213,Completed,2021-05-05,2021-05-05 22:50:23 PDT,1620280223280,1,set_3,23,9,Not at all,Moderately,Quite a bit,Quite a bit,A little,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,Very much so,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
craftworkattendeeensnare@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-05-06,2021-05-06 22:24:00 PDT,GMT-07:00,1620365040135,Completed,2021-05-06,2021-05-06 22:30:18 PDT,1620365418281,2,set_4,23,9,Extremely,Moderately,Quite a bit,Not at all,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,21,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-05-07,2021-05-07 22:19:00 PDT,GMT-07:00,1620451140143,Completed,2021-05-07,2021-05-07 22:59:17 PDT,1620453557278,2,set_1,25,9,Extremely,Not at all,Extremely,Not at all,Not at all,Extremely,Extremely,Extremely,Very much so,Very much so,Moderately,Quite a bit,Not at all,Very much so,Not sure,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,No,,,
craftworkattendeeensnare@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,1,craftworkattendeeensnare,Daily,TIME,RANDOM,23,0,2021-05-08,2021-05-08 23:18:00 PDT,GMT-07:00,1620541080114,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-05-09,2021-05-09 22:49:00 PDT,GMT-07:00,1620625740086,Completed,2021-05-09,2021-05-09 23:09:05 PDT,1620626945690,2,set_2,47,9,Extremely,Moderately,Quite a bit,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Very much so,Not at all,A little,Moderately,A little,Very much so,No,Did not have to work today,0,Very much so,Probably will,Yes,,,,,Yes,No,Sort of,Maybe,Sort of,Yes,Extremely,Quite a bit,I am not experiencing viral symptoms,3 days,0 days,More,Less,Neither more nor less,Extremely,Extremely,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-05-10/phone_promptresponse_clean_2021-05-10.csv,23,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-05-10,2021-05-10 22:48:00 PDT,GMT-07:00,1620712080225,Completed,2021-05-10,2021-05-10 22:54:33 PDT,1620712473707,2,set_4,23,9,Extremely,Not at all,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
craftworkattendeeensnare@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,22,craftworkattendeeensnare,Daily,TIME,RANDOM,22,23,2021-05-11,2021-05-11 22:13:00 PDT,GMT-07:00,1620796380177,Completed,2021-05-11,2021-05-11 22:22:26 PDT,1620796946561,2,set_2,24,9,Extremely,Not at all,Extremely,Moderately,A little,Extremely,Quite a bit,Extremely,Moderately,Quite a bit,Very much so,Moderately,Not at all,Very much so,Yes,No,0,Very much so,Definitely will,Yes,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
