.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
rangerabrasivedislike@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-04-18,2021-04-18 22:16:00 CDT,GMT-05:00,1618802160948,Completed,2021-04-18,2021-04-18 22:20:34 CDT,1618802434575,1,set_2,47,9,Not at all,Extremely,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,A little,Moderately,No,Did not have to work today,0,A little,Probably will,Trying to decide,,,,,,,,,Yes,No,Sort of,Yes,Not really,,,Sort of,,Not at all,Extremely,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,22,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-04-19,2021-04-19 22:10:00 CDT,GMT-05:00,1618888200267,Completed,2021-04-19,2021-04-19 22:19:04 CDT,1618888744257,2,set_4,23,9,Not at all,Quite a bit,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,A little,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,23,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-04-20,2021-04-20 22:19:00 CDT,GMT-05:00,1618975140474,Completed,2021-04-20,2021-04-20 22:20:05 CDT,1618975205924,1,set_2,23,9,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,22,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-04-21,2021-04-21 21:41:00 CDT,GMT-05:00,1619059260261,Completed,2021-04-21,2021-04-21 21:44:33 CDT,1619059473374,1,set_4,23,9,Not at all,Quite a bit,A little,Extremely,Extremely,A little,Not at all,Not at all,Quite a bit,Very much so,Moderately,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-04-22,2021-04-22 20:46:00 CDT,GMT-05:00,1619142360294,Completed,2021-04-22,2021-04-22 20:49:58 CDT,1619142598842,1,set_4,23,9,A little,Extremely,A little,Extremely,Extremely,A little,A little,Not at all,A little,Very much so,Moderately,A little,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,23,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-04-23,2021-04-23 21:41:00 CDT,GMT-05:00,1619232060290,Completed,2021-04-23,2021-04-23 21:50:12 CDT,1619232612514,2,set_1,25,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,Not at all,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,17,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-04-24,2021-04-24 20:42:00 CDT,GMT-05:00,1619314920251,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,18,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-04-25,2021-04-25 20:18:00 CDT,GMT-05:00,1619399880278,Completed,2021-04-25,2021-04-25 20:20:36 CDT,1619400036474,1,set_3,47,9,Moderately,Quite a bit,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,A little,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,A little,Probably will,Yes,,,,,,Sort of,Yes,Sort of,Yes,Sort of,,,Not really,,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Moderate
rangerabrasivedislike@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,14,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-04-26,2021-04-26 20:44:00 CDT,GMT-05:00,1619487840294,Completed,2021-04-26,2021-04-26 20:45:44 CDT,1619487944464,1,set_1,25,9,A little,Extremely,A little,Extremely,Quite a bit,A little,A little,A little,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,Not at all,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-04-27,2021-04-27 19:21:00 CDT,GMT-05:00,1619569260136,Completed,2021-04-27,2021-04-27 19:26:01 CDT,1619569561478,2,set_2,24,9,A little,Extremely,A little,Extremely,Extremely,A little,A little,A little,Not at all,Very much so,Quite a bit,A little,Not at all,Very much so,No,No,0,A little,Definitely will,Not thought about it,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,17,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-04-28,2021-04-28 19:42:00 CDT,GMT-05:00,1619656920129,Completed,2021-04-28,2021-04-28 19:45:30 CDT,1619657130570,1,set_4,23,9,Not at all,Extremely,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,A little,Very much so,Moderately,Moderately,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,A little,Might,,Not really,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,14,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-04-29,2021-04-29 19:11:00 CDT,GMT-05:00,1619741460285,Completed,2021-04-29,2021-04-29 19:12:05 CDT,1619741525696,1,set_4,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,A little,A little,Not at all,Moderately,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,Not at all,,,,,,,,,,Very much so,Probably will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-04-30,2021-04-30 20:48:00 CDT,GMT-05:00,1619833680134,Completed,2021-04-30,2021-04-30 21:39:36 CDT,1619836776102,2,set_1,25,9,Not at all,Extremely,A little,Moderately,Extremely,A little,Moderately,Not at all,Moderately,Very much so,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,22,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-05-01,2021-05-01 21:22:00 CDT,GMT-05:00,1619922120119,Completed,2021-05-01,2021-05-01 21:24:43 CDT,1619922283560,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,A little,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Yes,No,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,22,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-05-02,2021-05-02 22:20:00 CDT,GMT-05:00,1620012000153,Completed,2021-05-02,2021-05-02 22:24:54 CDT,1620012294198,1,set_2,47,9,Not at all,Extremely,A little,Quite a bit,Extremely,A little,A little,Not at all,A little,Very much so,Very much so,Not at all,A little,Quite a bit,No,Did not have to work today,0,Quite a bit,Might,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Sort of,,,Sort of,,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-05-03,2021-05-03 22:26:00 CDT,GMT-05:00,1620098760109,Completed,2021-05-03,2021-05-03 22:27:18 CDT,1620098838804,1,set_2,24,9,Not at all,Quite a bit,Moderately,Moderately,A little,A little,Quite a bit,Not at all,Quite a bit,Very much so,Very much so,Not at all,Moderately,A little,No,No,0,Very much so,Probably will,Yes,,,,Very much,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-04/phone_promptresponse_clean_2021-05-04.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-05-04,2021-05-04 21:48:00 CDT,GMT-05:00,1620182880159,Completed,2021-05-04,2021-05-04 22:02:13 CDT,1620183733188,2,set_2,23,9,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,A little,Not at all,Not at all,A little,Quite a bit,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,13,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-05-05,2021-05-05 19:25:00 CDT,GMT-05:00,1620260700179,Completed,2021-05-05,2021-05-05 19:41:16 CDT,1620261676046,2,set_3,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,A little,A little,Not at all,A little,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,8,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-06,2021-05-06 20:25:00 CDT,GMT-05:00,1620350700234,Completed,2021-05-06,2021-05-06 20:25:58 CDT,1620350758889,1,set_2,23,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,A little,Not at all,Not at all,A little,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,13,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-05-07,2021-05-07 19:34:00 CDT,GMT-05:00,1620434040246,Completed,2021-05-07,2021-05-07 20:12:26 CDT,1620436346614,2,set_1,25,9,Not at all,Extremely,Moderately,Quite a bit,Extremely,A little,Moderately,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,Not at all,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-08/phone_promptresponse_clean_2021-05-08.csv,16,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-05-08,2021-05-08 19:36:50 CDT,GMT-05:00,1620520610371,Completed,2021-05-08,2021-05-08 19:57:52 CDT,1620521872221,2,set_2,24,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,Not at all,Probably will,Not thought about it,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,18,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-09,2021-05-09 20:43:00 CDT,GMT-05:00,1620610980163,Completed,2021-05-09,2021-05-09 20:49:18 CDT,1620611358788,2,set_1,48,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,A little,A little,Very much so,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Yes,but I had a goal,Yes,Yes,Sort of,Yes,Sort of,,,Yes,,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Moderate
rangerabrasivedislike@timestudy_com/2021-05-10/phone_promptresponse_clean_2021-05-10.csv,24,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-10,2021-05-10 20:29:00 CDT,GMT-05:00,1620696540223,Completed,2021-05-10,2021-05-10 20:39:05 CDT,1620697145187,2,set_3,23,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,A little,Very much so,Moderately,Not at all,Quite a bit,Quite a bit,No,No,0,,,,Quite a bit,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,17,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-11,2021-05-11 20:48:00 CDT,GMT-05:00,1620784080165,Completed,2021-05-11,2021-05-11 20:50:16 CDT,1620784216798,1,set_1,24,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-12/phone_promptresponse_clean_2021-05-12.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-12,2021-05-12 20:38:00 CDT,GMT-05:00,1620869880316,Completed,2021-05-12,2021-05-12 20:51:13 CDT,1620870673870,2,set_4,24,9,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,Not at all,Very much so,Quite a bit,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,Not at all,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-13/phone_promptresponse_clean_2021-05-13.csv,18,rangerabrasivedislike,Daily,BURST,RANDOM,23,0,2021-05-13,2021-05-13 23:11:00 CDT,GMT-05:00,1620965460253,Completed,2021-05-13,2021-05-13 23:11:43 CDT,1620965503120,1,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,A little,A little,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,Very much so,Probably will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-14/phone_promptresponse_clean_2021-05-14.csv,20,rangerabrasivedislike,Daily,BURST,RANDOM,20,21,2021-05-14,2021-05-14 20:37:00 CDT,GMT-05:00,1621042620174,Completed,2021-05-14,2021-05-14 20:58:38 CDT,1621043918779,2,set_1,25,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,Somewhat,A little,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-15/phone_promptresponse_clean_2021-05-15.csv,22,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-05-15,2021-05-15 21:26:00 CDT,GMT-05:00,1621131960279,Completed,2021-05-15,2021-05-15 22:28:20 CDT,1621135700510,2,set_2,23,9,A little,Extremely,Quite a bit,Moderately,Quite a bit,Not at all,A little,Quite a bit,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-16/phone_promptresponse_clean_2021-05-16.csv,20,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-05-16,2021-05-16 22:48:00 CDT,GMT-05:00,1621223280295,Completed,2021-05-16,2021-05-16 22:52:09 CDT,1621223529877,1,set_1,48,9,Not at all,Extremely,Moderately,Extremely,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,Very much so,Definitely will,Yes,Maybe,Yes,Yes,Sort of,Yes,Yes,,,Yes,,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Extremely,Moderate
rangerabrasivedislike@timestudy_com/2021-05-17/phone_promptresponse_clean_2021-05-17.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-05-17,2021-05-17 19:48:00 CDT,GMT-05:00,1621298880283,Completed,2021-05-17,2021-05-17 19:49:00 CDT,1621298940379,1,set_1,25,9,Not at all,Extremely,Moderately,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-18/phone_promptresponse_clean_2021-05-18.csv,19,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-18,2021-05-18 20:16:00 CDT,GMT-05:00,1621386960158,Completed,2021-05-18,2021-05-18 20:45:22 CDT,1621388722657,2,set_3,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Moderately,Very much so,No,No,0,,,,Very much so,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-19/phone_promptresponse_clean_2021-05-19.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-05-19,2021-05-19 21:26:00 CDT,GMT-05:00,1621477560141,Completed,2021-05-19,2021-05-19 22:05:01 CDT,1621479901445,2,set_3,23,9,Not at all,Extremely,Quite a bit,Extremely,Extremely,Not at all,A little,Moderately,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-20/phone_promptresponse_clean_2021-05-20.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-05-20,2021-05-20 21:26:00 CDT,GMT-05:00,1621563960204,Completed,2021-05-20,2021-05-20 21:27:42 CDT,1621564062799,1,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,A little,Not at all,Very much so,No,Did not have to work today,0,A little,Definitely will,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-21/phone_promptresponse_clean_2021-05-21.csv,16,rangerabrasivedislike,Daily,TIME,RANDOM,22,23,2021-05-21,2021-05-21 22:30:00 CDT,GMT-05:00,1621654200265,Completed,2021-05-21,2021-05-21 22:31:30 CDT,1621654290725,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-22,2021-05-22 20:46:00 CDT,GMT-05:00,1621734360159,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-23/phone_promptresponse_clean_2021-05-23.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-23,2021-05-23 20:44:00 CDT,GMT-05:00,1621820640166,Completed,2021-05-23,2021-05-23 20:49:01 CDT,1621820941256,2,set_1,48,9,Not at all,Extremely,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,A little,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,Very much so,Probably will,Sort of,Yes,Sort of,Yes,Sort of,Yes,Sort of,,,Yes,,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,Neither more nor less,Moderate,Quite a bit
rangerabrasivedislike@timestudy_com/2021-05-24/phone_promptresponse_clean_2021-05-24.csv,18,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-24,2021-05-24 20:32:00 CDT,GMT-05:00,1621906320118,Completed,2021-05-24,2021-05-24 21:02:34 CDT,1621908154000,2,set_2,24,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Moderately,A little,Moderately,No,Did not have to work today,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-25/phone_promptresponse_clean_2021-05-25.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-25,2021-05-25 20:31:00 CDT,GMT-05:00,1621992660184,Completed,2021-05-25,2021-05-25 20:40:03 CDT,1621993203018,2,set_3,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,A little,Not at all,A little,Very much so,Very much so,A little,Moderately,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Sort of,Not at all,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-05-26,2021-05-26 20:14:00 CDT,GMT-05:00,1622078040296,Completed,2021-05-26,2021-05-26 20:15:09 CDT,1622078109054,1,set_3,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,1,rangerabrasivedislike,Daily,BURST,RANDOM,0,1,2021-05-28,2021-05-28 00:11:00 CDT,GMT-05:00,1622178660131,Completed,2021-05-28,2021-05-28 00:12:02 CDT,1622178722046,1,set_1,26,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,Somewhat,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,18,rangerabrasivedislike,Daily,BURST,RANDOM,23,0,2021-05-28,2021-05-28 23:21:00 CDT,GMT-05:00,1622262060178,Completed,2021-05-28,2021-05-28 23:22:28 CDT,1622262148646,1,set_3,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,A little,Not at all,Quite a bit,No,Did not have to work today,0,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-29/phone_promptresponse_clean_2021-05-29.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-05-29,2021-05-29 22:19:00 CDT,GMT-05:00,1622344740151,Completed,2021-05-29,2021-05-29 22:19:55 CDT,1622344795759,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,A little,Probably will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-05-30/phone_promptresponse_clean_2021-05-30.csv,22,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-05-30,2021-05-30 22:23:00 CDT,GMT-05:00,1622431380209,Completed,2021-05-30,2021-05-30 22:25:32 CDT,1622431532864,1,set_4,47,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,Yes,Yes,Yes,Yes,Sort of,Quite a bit,Probably will,Yes,Sort of,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-05-31/phone_promptresponse_clean_2021-05-31.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-05-31,2021-05-31 21:45:00 CDT,GMT-05:00,1622515500260,Completed,2021-05-31,2021-05-31 21:53:39 CDT,1622516019635,2,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Quite a bit,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-02/phone_promptresponse_clean_2021-06-02.csv,19,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-06-02,2021-06-02 19:48:00 CDT,GMT-05:00,1622681280217,Completed,2021-06-02,2021-06-02 19:53:12 CDT,1622681592773,2,set_2,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Moderately,A little,Very much so,No,Did not have to work today,0,Not at all,Definitely will,No,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-03/phone_promptresponse_clean_2021-06-03.csv,13,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-03,2021-06-03 20:18:00 CDT,GMT-05:00,1622769480270,Completed,2021-06-03,2021-06-03 20:19:51 CDT,1622769591636,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
