.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep
reliablydetaildebate@timestudy_com/2021-09-08/phone_promptresponse_clean_2021-09-08.csv,27,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-09-08,2021-09-08 22:10:00 PDT,GMT-07:00,1631164200179,Completed,2021-09-08,2021-09-08 22:51:07 PDT,1631166667944,2,set_2,23,9,Not at all,Moderately,Moderately,A little,Moderately,A little,Not at all,A little,A little,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Yes
reliablydetaildebate@timestudy_com/2021-09-09/phone_promptresponse_clean_2021-09-09.csv,19,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-09,2021-09-09 21:16:00 EDT,GMT-04:00,1631236560152,Completed,2021-09-09,2021-09-09 21:20:10 EDT,1631236810897,1,set_2,23,9,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Not at all,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,No
reliablydetaildebate@timestudy_com/2021-09-10/phone_promptresponse_clean_2021-09-10.csv,20,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-10,2021-09-10 21:38:00 EDT,GMT-04:00,1631324280146,Completed,2021-09-10,2021-09-10 21:39:04 EDT,1631324344575,1,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Yes,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-11/phone_promptresponse_clean_2021-09-11.csv,18,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-09-11,2021-09-11 22:36:00 EDT,GMT-04:00,1631414160176,Completed,2021-09-11,2021-09-11 22:42:45 EDT,1631414565697,2,set_4,24,9,Not at all,Extremely,Quite a bit,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-12/phone_promptresponse_clean_2021-09-12.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-12,2021-09-12 21:25:00 EDT,GMT-04:00,1631496300169,Completed,2021-09-12,2021-09-12 22:44:49 EDT,1631501089590,2,set_2,48,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Not really,Yes,Sort of,Maybe,,,,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Not at all,,,,,Quite a bit,Probably will,Yes
reliablydetaildebate@timestudy_com/2021-09-13/phone_promptresponse_clean_2021-09-13.csv,23,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-09-13,2021-09-13 20:40:00 PDT,GMT-07:00,1631590800073,Completed,2021-09-13,2021-09-13 20:40:48 PDT,1631590848263,1,set_3,24,9,Moderately,Not at all,Moderately,A little,Moderately,A little,A little,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,No,0,,,,,,,,A little,Probably will,No,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-14/phone_promptresponse_clean_2021-09-14.csv,19,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-09-14,2021-09-14 20:41:00 PDT,GMT-07:00,1631677260275,Completed,2021-09-14,2021-09-14 20:42:23 PDT,1631677343757,1,set_4,24,9,A little,A little,Moderately,Not at all,A little,A little,Moderately,Moderately,A little,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-15/phone_promptresponse_clean_2021-09-15.csv,23,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-09-15,2021-09-15 21:31:00 PDT,GMT-07:00,1631766660161,PartiallyCompleted,,,,,set_1,12,9,A little,A little,Moderately,A little,Quite a bit,Not at all,A little,A little,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-16/phone_promptresponse_clean_2021-09-16.csv,20,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-09-16,2021-09-16 20:49:00 PDT,GMT-07:00,1631850540178,Completed,2021-09-16,2021-09-16 21:05:56 PDT,1631851556795,2,set_3,23,9,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,Quite a bit,Extremely,A little,Moderately,Very much so,Moderately,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-17/phone_promptresponse_clean_2021-09-17.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-09-17,2021-09-17 22:30:00 PDT,GMT-07:00,1631943000156,Completed,2021-09-17,2021-09-17 22:34:45 PDT,1631943285134,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Moderately,A little,Not at all,Moderately,Very much so,Moderately,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-18/phone_promptresponse_clean_2021-09-18.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-18,2021-09-18 21:41:02 PDT,GMT-07:00,1632026462665,Completed,2021-09-18,2021-09-18 21:43:17 PDT,1632026597257,1,set_4,23,9,A little,Quite a bit,A little,A little,Moderately,A little,Moderately,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-19/phone_promptresponse_clean_2021-09-19.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-09-19,2021-09-19 20:15:00 PDT,GMT-07:00,1632107700179,Completed,2021-09-19,2021-09-19 20:18:40 PDT,1632107920873,1,set_1,48,9,A little,Quite a bit,Not at all,Moderately,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Sort of,Maybe,Sort of,Yes,,,,Not really,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,A little,Probably will not,Not really,Maybe,,,
reliablydetaildebate@timestudy_com/2021-09-20/phone_promptresponse_clean_2021-09-20.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-20,2021-09-20 21:48:00 PDT,GMT-07:00,1632199680195,Completed,2021-09-20,2021-09-20 21:50:57 PDT,1632199857948,1,set_1,25,9,Moderately,Moderately,A little,A little,Quite a bit,Not at all,A little,A little,Moderately,Moderately,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,but I had a goal,,,
reliablydetaildebate@timestudy_com/2021-09-21/phone_promptresponse_clean_2021-09-21.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-09-21,2021-09-21 20:39:00 PDT,GMT-07:00,1632281940167,Completed,2021-09-21,2021-09-21 20:40:23 PDT,1632282023084,1,set_3,24,9,Moderately,A little,A little,Moderately,Moderately,A little,A little,Moderately,Quite a bit,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-22/phone_promptresponse_clean_2021-09-22.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-22,2021-09-22 21:37:00 PDT,GMT-07:00,1632371820170,Completed,2021-09-22,2021-09-22 21:37:46 PDT,1632371866818,1,set_3,23,9,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,Not at all,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-23/phone_promptresponse_clean_2021-09-23.csv,20,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-09-23,2021-09-23 20:17:00 PDT,GMT-07:00,1632453420156,Completed,2021-09-23,2021-09-23 20:24:17 PDT,1632453857846,2,set_2,24,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,,,Quite a bit,Definitely will,Yes
reliablydetaildebate@timestudy_com/2021-09-24/phone_promptresponse_clean_2021-09-24.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-09-24,2021-09-24 21:32:00 PDT,GMT-07:00,1632544320246,Completed,2021-09-24,2021-09-24 21:37:50 PDT,1632544670628,2,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,Moderately,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of,but I had a goal,,,
reliablydetaildebate@timestudy_com/2021-09-25/phone_promptresponse_clean_2021-09-25.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-09-25,2021-09-25 22:28:00 PDT,GMT-07:00,1632634080162,Completed,2021-09-25,2021-09-25 22:29:15 PDT,1632634155633,1,set_4,23,9,A little,Extremely,A little,Moderately,Quite a bit,A little,Not at all,A little,Moderately,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-26/phone_promptresponse_clean_2021-09-26.csv,18,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-09-26,2021-09-26 20:22:00 PDT,GMT-07:00,1632712920162,Completed,2021-09-26,2021-09-26 20:24:04 PDT,1632713044433,1,set_2,47,9,A little,Quite a bit,A little,A little,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Not really,Yes,Not really,Yes,,,,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,Very much so,Definitely will,Yes
reliablydetaildebate@timestudy_com/2021-09-27/phone_promptresponse_clean_2021-09-27.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-09-27,2021-09-27 20:15:00 PDT,GMT-07:00,1632798900181,Completed,2021-09-27,2021-09-27 20:34:24 PDT,1632800064342,2,set_4,23,9,A little,Not at all,Moderately,A little,Quite a bit,A little,Moderately,A little,Moderately,Very much so,Very much so,Moderately,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-09-28/phone_promptresponse_clean_2021-09-28.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-09-28,2021-09-28 20:11:00 PDT,GMT-07:00,1632885060145,Completed,2021-09-28,2021-09-28 20:16:49 PDT,1632885409551,2,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,A little bit,A little,Might,Not really,Yes,,,
reliablydetaildebate@timestudy_com/2021-09-29/phone_promptresponse_clean_2021-09-29.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-09-29,2021-09-29 21:45:14 PDT,GMT-07:00,1632977114086,Completed,2021-09-29,2021-09-29 21:46:11 PDT,1632977171167,1,set_2,24,9,Quite a bit,A little,A little,A little,Moderately,A little,Moderately,Quite a bit,A little,Quite a bit,Very much so,A little,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,,,A little,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-09-30/phone_promptresponse_clean_2021-09-30.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-09-30,2021-09-30 21:41:00 PDT,GMT-07:00,1633063260176,Completed,2021-09-30,2021-09-30 21:42:46 PDT,1633063366556,1,set_1,24,9,A little,Quite a bit,Not at all,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,A little,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,Maybe,,,
reliablydetaildebate@timestudy_com/2021-10-01/phone_promptresponse_clean_2021-10-01.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-10-01,2021-10-01 22:43:03 PDT,GMT-07:00,1633153383687,Completed,2021-10-01,2021-10-01 22:52:31 PDT,1633153951329,2,set_1,25,9,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,A little,Moderately,A little,A little,Moderately,Quite a bit,A little,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,Not at all,Definitely will not,No,Yes,,,
reliablydetaildebate@timestudy_com/2021-10-02/phone_promptresponse_clean_2021-10-02.csv,24,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-10-02,2021-10-02 20:22:00 PDT,GMT-07:00,1633231320192,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-03/phone_promptresponse_clean_2021-10-03.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-10-03,2021-10-03 20:40:00 PDT,GMT-07:00,1633318800175,Completed,2021-10-03,2021-10-03 20:44:19 PDT,1633319059001,1,set_3,47,9,A little,Quite a bit,Quite a bit,A little,Moderately,Not at all,A little,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,Not really,Yes,Sort of,No,A little,Probably will,Sort of,No,No,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-04/phone_promptresponse_clean_2021-10-04.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-04,2021-10-04 21:27:00 PDT,GMT-07:00,1633408020181,Completed,2021-10-04,2021-10-04 21:28:02 PDT,1633408082318,1,set_4,23,9,A little,Quite a bit,Quite a bit,Not at all,Moderately,Not at all,A little,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-10-05,2021-10-05 20:18:00 PDT,GMT-07:00,1633490280120,Completed,2021-10-05,2021-10-05 20:19:00 PDT,1633490340594,1,set_1,25,9,A little,Moderately,A little,A little,Quite a bit,Not at all,Moderately,A little,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,Yes,,,
reliablydetaildebate@timestudy_com/2021-10-06/phone_promptresponse_clean_2021-10-06.csv,30,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-06,2021-10-06 21:23:00 PDT,GMT-07:00,1633580580230,Completed,2021-10-06,2021-10-06 21:23:50 PDT,1633580630959,1,set_4,23,9,A little,Quite a bit,Quite a bit,Not at all,Quite a bit,Not at all,A little,Moderately,Not at all,Moderately,Quite a bit,Moderately,Not at all,Quite a bit,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-07/phone_promptresponse_clean_2021-10-07.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-07,2021-10-07 21:29:00 PDT,GMT-07:00,1633667340165,Completed,2021-10-07,2021-10-07 21:30:31 PDT,1633667431063,1,set_2,23,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Moderately,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes
reliablydetaildebate@timestudy_com/2021-10-08/phone_promptresponse_clean_2021-10-08.csv,23,reliablydetaildebate,Daily,BURST,RANDOM,22,23,2021-10-08,2021-10-08 22:12:00 PDT,GMT-07:00,1633756320166,Completed,2021-10-08,2021-10-08 22:13:26 PDT,1633756406630,1,set_4,24,9,A little,Moderately,Moderately,A little,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,Not at all,A little,No,No,0,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-09/phone_promptresponse_clean_2021-10-09.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-10-09,2021-10-09 21:39:00 PDT,GMT-07:00,1633840740095,Completed,2021-10-09,2021-10-09 21:39:50 PDT,1633840790175,1,set_2,23,9,A little,Moderately,Not at all,Moderately,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Trying to decide
reliablydetaildebate@timestudy_com/2021-10-10/phone_promptresponse_clean_2021-10-10.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-10-10,2021-10-10 21:49:00 PDT,GMT-07:00,1633927740147,Completed,2021-10-10,2021-10-10 22:30:19 PDT,1633930219072,2,set_2,47,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,Moderately,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,Not really,No,Sort of,but had a goal,,,,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,Quite a bit,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-10-11/phone_promptresponse_clean_2021-10-11.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,22,23,2021-10-11,2021-10-11 22:48:00 PDT,GMT-07:00,1634017680066,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-12/phone_promptresponse_clean_2021-10-12.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-12,2021-10-12 21:43:00 PDT,GMT-07:00,1634100180186,Completed,2021-10-12,2021-10-12 21:44:19 PDT,1634100259161,1,set_2,23,9,A little,A little,A little,Not at all,Quite a bit,A little,Not at all,Not at all,A little,Moderately,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-10-13/phone_promptresponse_clean_2021-10-13.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-10-13,2021-10-13 20:45:00 PDT,GMT-07:00,1634183100180,Completed,2021-10-13,2021-10-13 20:49:34 PDT,1634183374148,1,set_1,24,9,A little,Moderately,Not at all,Moderately,Extremely,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Moderately,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,but I had a goal,,,
reliablydetaildebate@timestudy_com/2021-10-14/phone_promptresponse_clean_2021-10-14.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-14,2021-10-14 21:23:00 PDT,GMT-07:00,1634271780146,Completed,2021-10-14,2021-10-14 21:35:52 PDT,1634272552230,2,set_4,23,9,A little,Moderately,A little,A little,Quite a bit,Not at all,A little,A little,Moderately,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,Quite a bit,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-15/phone_promptresponse_clean_2021-10-15.csv,24,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-10-15,2021-10-15 22:19:00 PDT,GMT-07:00,1634361540174,Completed,2021-10-15,2021-10-15 22:20:12 PDT,1634361612018,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Maybe,,,
reliablydetaildebate@timestudy_com/2021-10-17/phone_promptresponse_clean_2021-10-17.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-10-17,2021-10-17 20:44:00 PDT,GMT-07:00,1634528640201,Completed,2021-10-17,2021-10-17 20:46:43 PDT,1634528803075,1,set_4,47,9,A little,A little,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,Not really,Yes,Not really,Yes,,,,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-18/phone_promptresponse_clean_2021-10-18.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-10-18,2021-10-18 20:44:00 PDT,GMT-07:00,1634615040170,Completed,2021-10-18,2021-10-18 20:45:08 PDT,1634615108414,1,set_3,24,9,Moderately,Not at all,Moderately,Not at all,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-19/phone_promptresponse_clean_2021-10-19.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-19,2021-10-19 21:35:00 PDT,GMT-07:00,1634704500242,Completed,2021-10-19,2021-10-19 21:44:22 PDT,1634705062493,2,set_3,24,9,A little,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-20/phone_promptresponse_clean_2021-10-20.csv,30,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-20,2021-10-20 21:27:00 PDT,GMT-07:00,1634790420191,Completed,2021-10-20,2021-10-20 21:27:45 PDT,1634790465759,1,set_1,25,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,Quite a bit,Probably will,Sort of,Yes,,,
reliablydetaildebate@timestudy_com/2021-10-21/phone_promptresponse_clean_2021-10-21.csv,28,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-10-21,2021-10-21 21:21:00 PDT,GMT-07:00,1634876460216,Completed,2021-10-21,2021-10-21 21:23:51 PDT,1634876631638,1,set_4,24,9,Not at all,Extremely,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-22/phone_promptresponse_clean_2021-10-22.csv,24,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-10-22,2021-10-22 21:22:00 PDT,GMT-07:00,1634962920166,Completed,2021-10-22,2021-10-22 21:23:04 PDT,1634962984890,1,set_2,24,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,,,Quite a bit,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-10-23/phone_promptresponse_clean_2021-10-23.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-10-23,2021-10-23 20:43:00 PDT,GMT-07:00,1635046980113,Completed,2021-10-23,2021-10-23 20:44:24 PDT,1635047064067,1,set_2,23,9,Not at all,Not at all,Not at all,A little,Extremely,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,1,reliablydetaildebate,Daily,BURST,RANDOM,23,0,2021-10-24,2021-10-24 23:49:00 PDT,GMT-07:00,1635144540197,Completed,2021-10-25,2021-10-25 00:08:19 PDT,1635145699230,2,set_4,47,9,Not at all,Quite a bit,A little,Not at all,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,Not really,Yes,Sort of,Yes,,,,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-10-25,2021-10-25 21:13:00 PDT,GMT-07:00,1635221580171,Completed,2021-10-25,2021-10-25 21:23:49 PDT,1635222229538,2,set_2,23,9,Not at all,Quite a bit,Moderately,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Yes
