.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage
cohesiveprotractfavored@timestudy_com/2020-12-20/phone_promptresponse_clean_2020-12-20.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2020-12-20,2020-12-20 01:42:00 PST,GMT-08:00,1608457320235,Completed,2020-12-20,2020-12-20 01:44:04 PST,1608457444054,1,set_2,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will,Not thought about it,No,No and I didn't have a goal,No,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2020-12-21/phone_promptresponse_clean_2020-12-21.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2020-12-21,2020-12-21 01:21:00 PST,GMT-08:00,1608542460486,Completed,2020-12-21,2020-12-21 01:37:53 PST,1608543473168,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,Yes,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,Very much so,Definitely will,Yes,
cohesiveprotractfavored@timestudy_com/2020-12-22/phone_promptresponse_clean_2020-12-22.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-12-22,2020-12-22 00:35:00 PST,GMT-08:00,1608626100182,Completed,2020-12-22,2020-12-22 00:37:48 PST,1608626268287,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,Quite a bit,Might,Yes,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-12-23/phone_promptresponse_clean_2020-12-23.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-12-23,2020-12-23 00:30:00 PST,GMT-08:00,1608712200592,Completed,2020-12-23,2020-12-23 01:14:36 PST,1608714876377,2,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-12-24/phone_promptresponse_clean_2020-12-24.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2020-12-24,2020-12-24 01:31:00 PST,GMT-08:00,1608802260251,Completed,2020-12-24,2020-12-24 01:32:04 PST,1608802324053,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-12-25/phone_promptresponse_clean_2020-12-25.csv,12,cohesiveprotractfavored,Daily,TIME,RANDOM,11,12,2020-12-25,2020-12-25 11:20:00 PST,GMT-08:00,1608924000273,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2020-12-27/phone_promptresponse_clean_2020-12-27.csv,3,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2020-12-27,2020-12-27 01:47:01 PST,GMT-08:00,1609062421916,Completed,2020-12-27,2020-12-27 02:51:57 PST,1609066317805,2,set_2,48,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,Sort of,Maybe,Not really,but had a goal,No,No,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,Not at all
cohesiveprotractfavored@timestudy_com/2020-12-28/phone_promptresponse_clean_2020-12-28.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2020-12-28,2020-12-28 00:46:00 PST,GMT-08:00,1609145160235,Completed,2020-12-28,2020-12-28 00:50:17 PST,1609145417774,1,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,No,but I had a goal,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,2,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2020-12-29,2020-12-29 01:27:00 PST,GMT-08:00,1609234020280,Completed,2020-12-29,2020-12-29 01:27:51 PST,1609234071117,1,set_4,24,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all
cohesiveprotractfavored@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2020-12-30,2020-12-30 00:47:00 PST,GMT-08:00,1609318020286,Completed,2020-12-30,2020-12-30 00:48:52 PST,1609318132081,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
cohesiveprotractfavored@timestudy_com/2020-12-31/phone_promptresponse_clean_2020-12-31.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2020-12-31,2020-12-31 00:41:00 PST,GMT-08:00,1609404060248,Completed,2020-12-31,2020-12-31 00:52:55 PST,1609404775818,2,set_2,24,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,Not at all
cohesiveprotractfavored@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-01,2021-01-01 01:43:00 PST,GMT-08:00,1609494180329,Completed,2021-01-01,2021-01-01 01:43:52 PST,1609494232345,1,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all
cohesiveprotractfavored@timestudy_com/2021-01-02/phone_promptresponse_clean_2021-01-02.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-02,2021-01-02 01:28:00 PST,GMT-08:00,1609579680298,Completed,2021-01-02,2021-01-02 01:32:32 PST,1609579952785,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-03,2021-01-03 01:15:00 PST,GMT-08:00,1609665300352,Completed,2021-01-03,2021-01-03 01:16:38 PST,1609665398088,1,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Sort of,Maybe,,,,Sort of,Maybe,Not really,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2021-01-04/phone_promptresponse_clean_2021-01-04.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-04,2021-01-04 01:46:32 PST,GMT-08:00,1609753592704,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-01-05,2021-01-05 00:19:00 PST,GMT-08:00,1609834740298,Completed,2021-01-05,2021-01-05 00:19:45 PST,1609834785919,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-06/phone_promptresponse_clean_2021-01-06.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-06,2021-01-06 01:19:00 PST,GMT-08:00,1609924740254,Completed,2021-01-06,2021-01-06 01:19:55 PST,1609924795428,1,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-01-07,2021-01-07 00:19:00 PST,GMT-08:00,1610007540290,Completed,2021-01-07,2021-01-07 00:20:20 PST,1610007620010,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,Not at all,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-08,2021-01-08 01:24:00 PST,GMT-08:00,1610097840244,Completed,2021-01-08,2021-01-08 01:25:01 PST,1610097901977,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-09/phone_promptresponse_clean_2021-01-09.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2021-01-09,2021-01-09 00:16:00 PST,GMT-08:00,1610180160493,Completed,2021-01-09,2021-01-09 00:17:46 PST,1610180266959,1,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all
cohesiveprotractfavored@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,2,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2021-01-10,2021-01-10 01:32:00 PST,GMT-08:00,1610271120250,Completed,2021-01-10,2021-01-10 01:33:46 PST,1610271226531,1,set_2,47,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Not thought about it,No,No and I didn't have a goal,No,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2021-01-11/phone_promptresponse_clean_2021-01-11.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2021-01-11,2021-01-11 00:40:00 PST,GMT-08:00,1610354400185,Completed,2021-01-11,2021-01-11 00:41:40 PST,1610354500641,1,set_1,49,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Not at all,Might,No,but I had a goal,,,,No,No and I didn't have a goal,No,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,Not at all
cohesiveprotractfavored@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,2,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2021-01-12,2021-01-12 01:11:00 PST,GMT-08:00,1610442660289,Completed,2021-01-12,2021-01-12 01:12:20 PST,1610442740489,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-13/phone_promptresponse_clean_2021-01-13.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-13,2021-01-13 01:37:00 PST,GMT-08:00,1610530620301,Completed,2021-01-13,2021-01-13 01:38:37 PST,1610530717485,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-14/phone_promptresponse_clean_2021-01-14.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-14,2021-01-14 01:35:00 PST,GMT-08:00,1610616900284,Completed,2021-01-14,2021-01-14 01:36:10 PST,1610616970049,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-15/phone_promptresponse_clean_2021-01-15.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-01-15,2021-01-15 00:27:00 PST,GMT-08:00,1610699220436,Completed,2021-01-15,2021-01-15 00:27:41 PST,1610699261876,1,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,
cohesiveprotractfavored@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-16,2021-01-16 01:24:00 PST,GMT-08:00,1610789040296,Completed,2021-01-16,2021-01-16 01:51:25 PST,1610790685017,2,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Moderately,Not at all,Quite a bit,No,No,0,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-17/phone_promptresponse_clean_2021-01-17.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-17,2021-01-17 01:21:00 PST,GMT-08:00,1610875260291,Completed,2021-01-17,2021-01-17 01:49:17 PST,1610876957072,2,set_2,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,A little,Might,No,Sort of,Maybe,No,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2021-01-18/phone_promptresponse_clean_2021-01-18.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-18,2021-01-18 01:46:00 PST,GMT-08:00,1610963160544,Completed,2021-01-18,2021-01-18 01:47:45 PST,1610963265108,1,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Very much so,Definitely will,Sort of,
cohesiveprotractfavored@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-01-19,2021-01-19 00:19:00 PST,GMT-08:00,1611044340204,Completed,2021-01-19,2021-01-19 00:37:40 PST,1611045460283,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
cohesiveprotractfavored@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-01-20,2021-01-20 00:25:00 PST,GMT-08:00,1611131100245,Completed,2021-01-20,2021-01-20 00:55:50 PST,1611132950096,2,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-01-21,2021-01-21 00:46:00 PST,GMT-08:00,1611218760229,Completed,2021-01-21,2021-01-21 00:46:53 PST,1611218813165,1,set_3,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Quite a bit,Not at all,Quite a bit,No,No,0,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
cohesiveprotractfavored@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-22,2021-01-22 01:32:00 PST,GMT-08:00,1611307920327,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-23,2021-01-23 01:14:00 PST,GMT-08:00,1611393240503,Completed,2021-01-23,2021-01-23 01:14:45 PST,1611393285183,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Very much so,Not at all,Quite a bit,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
cohesiveprotractfavored@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,2,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2021-01-24,2021-01-24 01:36:00 PST,GMT-08:00,1611480960276,Completed,2021-01-24,2021-01-24 01:38:50 PST,1611481130311,1,set_3,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,No,Did not have to work today,0,A little,Might,Sort of,,,,,,,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,2,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2021-01-25,2021-01-25 01:40:00 PST,GMT-08:00,1611567600325,Completed,2021-01-25,2021-01-25 01:41:44 PST,1611567704915,1,set_2,47,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Moderately,Quite a bit,A little,Moderately,No,Did not have to work today,0,,,,,,,,Quite a bit,Might,Trying to decide,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,1,cohesiveprotractfavored,Daily,BURST,RANDOM,0,1,2021-01-26,2021-01-26 00:31:00 PST,GMT-08:00,1611649860231,Completed,2021-01-26,2021-01-26 00:34:51 PST,1611650091260,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,A little,A little,A little,Not at all,Not at all,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,2,cohesiveprotractfavored,Daily,BURST,RANDOM,1,2,2021-01-27,2021-01-27 01:36:00 PST,GMT-08:00,1611740160215,Completed,2021-01-27,2021-01-27 01:37:04 PST,1611740224494,1,set_2,23,9,Not at all,Moderately,Not at all,Moderately,Moderately,A little,A little,Not at all,A little,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,No,Yes,0,,,,,,,,Very much so,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-28/phone_promptresponse_clean_2021-01-28.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-28,2021-01-28 01:36:00 PST,GMT-08:00,1611826560249,Completed,2021-01-28,2021-01-28 01:36:53 PST,1611826613487,1,set_2,24,9,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,No,0,,,,,,,,Not at all,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,,,Not at all
cohesiveprotractfavored@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-29,2021-01-29 01:27:00 PST,GMT-08:00,1611912420228,Completed,2021-01-29,2021-01-29 01:28:01 PST,1611912481327,1,set_1,24,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Moderately,Moderately,Moderately,A little,A little,Quite a bit,No,Yes,0,,,,A little,Might,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-30,2021-01-30 01:32:00 PST,GMT-08:00,1611999120267,Completed,2021-01-30,2021-01-30 01:43:33 PST,1611999813100,2,set_3,23,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Moderately,Moderately,No,No,0,A little,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohesiveprotractfavored@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-01-31,2021-01-31 01:40:00 PST,GMT-08:00,1612086000186,Completed,2021-01-31,2021-01-31 01:51:23 PST,1612086683233,2,set_2,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Moderately,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Trying to decide,Sort of,Maybe,Not really,but had a goal,Not really,Not really,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
cohesiveprotractfavored@timestudy_com/2021-02-01/phone_promptresponse_clean_2021-02-01.csv,2,cohesiveprotractfavored,Daily,TIME,RANDOM,1,2,2021-02-01,2021-02-01 01:43:01 PST,GMT-08:00,1612172581440,Completed,2021-02-01,2021-02-01 01:44:55 PST,1612172695278,1,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,Not really,No and I didn't have a goal,No,but had a goal,No,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Very much so,Definitely will,Sort of,
cohesiveprotractfavored@timestudy_com/2021-02-02/phone_promptresponse_clean_2021-02-02.csv,1,cohesiveprotractfavored,Daily,TIME,RANDOM,0,1,2021-02-02,2021-02-02 00:15:00 PST,GMT-08:00,1612253700199,Completed,2021-02-02,2021-02-02 00:15:52 PST,1612253752784,1,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,A little,A little,Not at all,Quite a bit,Moderately,A little,Not at all,Moderately,No,No,0,,,,Quite a bit,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,
