.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
kangaroozodiaccrudeness@timestudy_com/2021-05-20/phone_promptresponse_clean_2021-05-20.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-20,2021-05-20 00:42:01 EDT,GMT-04:00,1621485721649,Completed,2021-05-20,2021-05-20 00:43:07 EDT,1621485787717,1,set_3,24,9,A little,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,Not at all,A little,Very much so,A little,A little,Not at all,Very much so,No,Did not have to work today,0,,,,Somewhat,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-21/phone_promptresponse_clean_2021-05-21.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-21,2021-05-21 00:39:00 EDT,GMT-04:00,1621571940151,Completed,2021-05-21,2021-05-21 00:40:17 EDT,1621572017278,1,set_4,24,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,Moderately,A little,A little,Very much so,A little,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-22/phone_promptresponse_clean_2021-05-22.csv,2,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-05-22,2021-05-22 00:36:00 EDT,GMT-04:00,1621658160192,Completed,2021-05-22,2021-05-22 01:44:32 EDT,1621662272775,2,set_2,23,9,A little,Quite a bit,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Not at all,Very much so,Moderately,A little,Not at all,Quite a bit,No,Did not have to work today,0,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-23/phone_promptresponse_clean_2021-05-23.csv,3,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-05-23,2021-05-23 00:10:26 EDT,GMT-04:00,1621743026162,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-23/phone_promptresponse_clean_2021-05-23.csv,25,kangaroozodiaccrudeness,Daily,BURST,RANDOM,23,0,2021-05-23,2021-05-23 23:35:01 EDT,GMT-04:00,1621827301158,Completed,2021-05-23,2021-05-23 23:49:06 EDT,1621828146093,2,set_3,47,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,Quite a bit,Might,Sort of,,,,,,,,Yes,Yes,Yes,Yes,Sort of,Yes,A little,Moderately,I am not experiencing viral symptoms,2 days,0 days,More,Neither more nor less,Neither more nor less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-05-25/phone_promptresponse_clean_2021-05-25.csv,21,kangaroozodiaccrudeness,Daily,TIME,RANDOM,20,21,2021-05-25,2021-05-25 20:44:02 EDT,GMT-04:00,1621989842917,Completed,2021-05-25,2021-05-25 20:48:40 EDT,1621990120056,1,set_4,23,9,A little,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,A little,Quite a bit,Not at all,Not at all,Moderately,Not at all,A little,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Might,No,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-26/phone_promptresponse_clean_2021-05-26.csv,22,kangaroozodiaccrudeness,Daily,TIME,RANDOM,20,21,2021-05-26,2021-05-26 20:23:00 EDT,GMT-04:00,1622074980181,Completed,2021-05-26,2021-05-26 20:27:16 EDT,1622075236069,1,set_2,24,9,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Quite a bit,Extremely,Extremely,Very much so,Quite a bit,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,Very much so,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-28/phone_promptresponse_clean_2021-05-28.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-28,2021-05-28 00:25:01 EDT,GMT-04:00,1622175901213,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-29/phone_promptresponse_clean_2021-05-29.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-29,2021-05-29 00:16:01 EDT,GMT-04:00,1622261761429,Completed,2021-05-29,2021-05-29 01:27:39 EDT,1622266059030,2,set_1,25,9,A little,Quite a bit,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Somewhat,,,,Very much so,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-30/phone_promptresponse_clean_2021-05-30.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-05-30,2021-05-30 00:21:02 EDT,GMT-04:00,1622348462585,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-05-30/phone_promptresponse_clean_2021-05-30.csv,23,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-05-30,2021-05-30 23:41:00 EDT,GMT-04:00,1622432460184,Completed,2021-05-30,2021-05-30 23:45:03 EDT,1622432703161,1,set_1,48,9,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,Not at all,Not at all,A little,Not at all,Moderately,Moderately,A little,A little,Moderately,Not sure,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,Sort of,Yes,Yes,No,Sort of,Yes,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-05-31/phone_promptresponse_clean_2021-05-31.csv,24,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-05-31,2021-05-31 23:47:02 EDT,GMT-04:00,1622519222856,Completed,2021-05-31,2021-05-31 23:57:34 EDT,1622519854595,2,set_3,23,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,A little,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-02/phone_promptresponse_clean_2021-06-02.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-06-01,2021-06-01 23:31:00 EDT,GMT-04:00,1622604660198,Completed,2021-06-02,2021-06-02 00:26:53 EDT,1622608013674,2,set_3,23,9,Moderately,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,Not at all,A little,A little,Moderately,No,Did not have to work today,0,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-03/phone_promptresponse_clean_2021-06-03.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-03,2021-06-03 00:20:00 EDT,GMT-04:00,1622694000241,Completed,2021-06-03,2021-06-03 00:23:15 EDT,1622694195953,1,set_4,23,9,Quite a bit,Not at all,Quite a bit,Not at all,A little,Moderately,Extremely,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not sure,Did not have to work today,0,,,,,,,,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-04/phone_promptresponse_clean_2021-06-04.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-06-04,2021-06-04 00:14:03 EDT,GMT-04:00,1622780043119,Completed,2021-06-04,2021-06-04 00:17:49 EDT,1622780269981,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-05/phone_promptresponse_clean_2021-06-05.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-06-05,2021-06-05 00:35:01 EDT,GMT-04:00,1622867701761,Completed,2021-06-05,2021-06-05 00:56:27 EDT,1622868987076,2,set_3,23,9,A little,Moderately,Moderately,Moderately,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,A little,No,Did not have to work today,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-06-06,2021-06-06 00:42:00 EDT,GMT-04:00,1622954520197,Completed,2021-06-06,2021-06-06 00:45:04 EDT,1622954704447,1,set_2,47,9,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Not at all,Moderately,No,Did not have to work today,0,A little,Might,Trying to decide,,,,,,,,,,,,Yes,Yes,Sort of,Yes,Sort of,Yes,Quite a bit,Moderately,I am not experiencing viral symptoms,0 days,0 days,Less,More,Neither more nor less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-06-07/phone_promptresponse_clean_2021-06-07.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-06-07,2021-06-07 00:46:00 EDT,GMT-04:00,1623041160197,Completed,2021-06-07,2021-06-07 00:49:07 EDT,1623041347325,1,set_3,47,9,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,Very much so,Probably will,Sort of,,,,,,,,Yes,Maybe,Yes,No,Not really,Yes,Moderately,Moderately,I am not experiencing viral symptoms,1 day,0 days,Less,More,Less,Moderate,Moderate
kangaroozodiaccrudeness@timestudy_com/2021-06-08/phone_promptresponse_clean_2021-06-08.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-08,2021-06-08 00:29:01 EDT,GMT-04:00,1623126541376,Completed,2021-06-08,2021-06-08 01:47:41 EDT,1623131261543,2,set_3,23,9,Moderately,A little,Quite a bit,A little,A little,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,A little,Not sure,Did not have to work today,0,,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-09/phone_promptresponse_clean_2021-06-09.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-06-09,2021-06-09 01:35:00 EDT,GMT-04:00,1623216900236,Completed,2021-06-09,2021-06-09 01:36:42 EDT,1623217002830,1,set_4,24,9,A little,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-06-10,2021-06-10 01:43:00 EDT,GMT-04:00,1623303780215,Completed,2021-06-10,2021-06-10 01:54:19 EDT,1623304459923,2,set_1,24,9,Moderately,A little,A little,Moderately,A little,A little,Quite a bit,Quite a bit,A little,Moderately,A little,Quite a bit,Moderately,A little,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Sort of,No,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-11/phone_promptresponse_clean_2021-06-11.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-11,2021-06-11 00:36:00 EDT,GMT-04:00,1623386160186,Completed,2021-06-11,2021-06-11 00:41:18 EDT,1623386478943,2,set_1,24,9,Moderately,A little,A little,Quite a bit,Moderately,A little,Quite a bit,Moderately,Quite a bit,Very much so,A little,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Sort of,No,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-06-12,2021-06-12 01:39:01 EDT,GMT-04:00,1623476341225,Completed,2021-06-12,2021-06-12 01:45:12 EDT,1623476712377,2,set_1,24,9,Moderately,A little,Moderately,A little,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Not sure,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Sort of,No,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-13/phone_promptresponse_clean_2021-06-13.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-06-13,2021-06-13 01:44:01 EDT,GMT-04:00,1623563041347,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-13/phone_promptresponse_clean_2021-06-13.csv,24,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-06-13,2021-06-13 23:31:01 EDT,GMT-04:00,1623641461590,Completed,2021-06-13,2021-06-13 23:34:18 EDT,1623641658715,1,set_1,48,9,A little,Quite a bit,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Sort of,No,,,,Sort of,Maybe,Sort of,No,Sort of,Sort of,Moderately,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,More,Moderate,Not at all
kangaroozodiaccrudeness@timestudy_com/2021-06-14/phone_promptresponse_clean_2021-06-14.csv,23,kangaroozodiaccrudeness,Daily,TIME,RANDOM,22,23,2021-06-14,2021-06-14 22:27:00 EDT,GMT-04:00,1623724020878,Completed,2021-06-14,2021-06-14 22:29:06 EDT,1623724146523,1,set_4,23,9,Quite a bit,A little,Not at all,Moderately,A little,Moderately,Quite a bit,Moderately,Quite a bit,Very much so,A little,Not at all,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-16/phone_promptresponse_clean_2021-06-16.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-16,2021-06-16 00:19:01 EDT,GMT-04:00,1623817141139,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-17/phone_promptresponse_clean_2021-06-17.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-17,2021-06-17 00:47:00 EDT,GMT-04:00,1623905220148,Completed,2021-06-17,2021-06-17 00:48:28 EDT,1623905308149,1,set_1,25,9,Quite a bit,Not at all,Quite a bit,A little,Not at all,Moderately,Quite a bit,Quite a bit,A little,Not at all,Not at all,Quite a bit,Moderately,Not at all,No,Did not have to work today,0,,,,Somewhat,,,,Very much so,Definitely will,Sort of,Maybe,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-18/phone_promptresponse_clean_2021-06-18.csv,23,kangaroozodiaccrudeness,Daily,BURST,RANDOM,23,0,2021-06-18,2021-06-18 23:34:00 EDT,GMT-04:00,1624073640202,Completed,2021-06-18,2021-06-18 23:35:27 EDT,1624073727009,1,set_4,23,9,A little,A little,Quite a bit,Not at all,A little,A little,Quite a bit,Moderately,A little,Not at all,A little,A little,A little,Not at all,Not sure,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Not really,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-20/phone_promptresponse_clean_2021-06-20.csv,23,kangaroozodiaccrudeness,Daily,BURST,RANDOM,22,23,2021-06-20,2021-06-20 22:37:01 EDT,GMT-04:00,1624243021910,Completed,2021-06-20,2021-06-20 23:05:29 EDT,1624244729582,2,set_3,47,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,Very much so,Definitely will,Sort of,,,,,,,,Sort of,Yes,Yes,Maybe,Sort of,Yes,Moderately,Not at all,I am not experiencing viral symptoms,5 or more days,0 days,Less,Neither more nor less,Less,Moderate,Very little
kangaroozodiaccrudeness@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,24,kangaroozodiaccrudeness,Daily,BURST,RANDOM,23,0,2021-06-21,2021-06-21 23:22:02 EDT,GMT-04:00,1624332122095,Completed,2021-06-21,2021-06-21 23:26:32 EDT,1624332392440,1,set_2,24,9,A little,Quite a bit,Moderately,A little,A little,Not at all,A little,Not at all,A little,Quite a bit,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,A little,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-23,2021-06-23 00:26:02 EDT,GMT-04:00,1624422362295,Completed,2021-06-23,2021-06-23 00:27:02 EDT,1624422422691,1,set_4,23,9,A little,Moderately,Quite a bit,A little,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Moderately,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,25,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-06-23,2021-06-23 23:14:00 EDT,GMT-04:00,1624504440644,Completed,2021-06-23,2021-06-23 23:22:38 EDT,1624504958250,2,set_3,23,9,Not at all,Extremely,Moderately,Moderately,Moderately,A little,Quite a bit,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-26/phone_promptresponse_clean_2021-06-26.csv,2,kangaroozodiaccrudeness,Daily,TIME,RANDOM,1,2,2021-06-26,2021-06-26 01:37:00 EDT,GMT-04:00,1624685820329,Completed,2021-06-26,2021-06-26 01:38:30 EDT,1624685910099,1,set_2,23,9,Moderately,Moderately,A little,Quite a bit,Moderately,A little,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Moderately,A little,Moderately,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-27/phone_promptresponse_clean_2021-06-27.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-27,2021-06-27 00:37:00 EDT,GMT-04:00,1624768620192,Completed,2021-06-27,2021-06-27 00:58:29 EDT,1624769909898,2,set_3,47,9,A little,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,A little,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,Not sure,Yes,0,,,,,Very much so,Definitely will,Sort of,,,,,,,,Yes,Yes,Yes,Yes,Sort of,Yes,Moderately,Not at all,I am not experiencing viral symptoms,5 or more days,0 days,Neither more nor less,Less,More,Very little,Very little
kangaroozodiaccrudeness@timestudy_com/2021-06-28/phone_promptresponse_clean_2021-06-28.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-28,2021-06-28 00:39:00 EDT,GMT-04:00,1624855140202,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-29,2021-06-29 00:27:01 EDT,GMT-04:00,1624940821590,Completed,2021-06-29,2021-06-29 00:29:44 EDT,1624940984385,1,set_2,23,9,Moderately,A little,A little,A little,A little,Quite a bit,Extremely,Quite a bit,Moderately,Moderately,Not at all,Not at all,A little,Not at all,No,Yes,0,Quite a bit,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-06-30,2021-06-30 00:14:00 EDT,GMT-04:00,1625026440187,Completed,2021-06-30,2021-06-30 00:46:13 EDT,1625028373996,2,set_3,23,9,Not at all,Extremely,A little,Moderately,Moderately,A little,Moderately,Not at all,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-07-01/phone_promptresponse_clean_2021-07-01.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,23,0,2021-06-30,2021-06-30 23:10:00 EDT,GMT-04:00,1625109000204,Completed,2021-07-01,2021-07-01 00:53:36 EDT,1625115216443,2,set_3,23,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,Moderately,Moderately,No,No,0,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-07-01/phone_promptresponse_clean_2021-07-01.csv,24,kangaroozodiaccrudeness,Daily,BURST,RANDOM,23,0,2021-07-01,2021-07-01 23:43:00 EDT,GMT-04:00,1625197380172,Completed,2021-07-01,2021-07-01 23:44:09 EDT,1625197449176,1,set_1,25,9,A little,Extremely,Moderately,Moderately,Moderately,A little,A little,Not at all,A little,Very much so,Very much so,A little,A little,Quite a bit,No,No,0,,,,,,,,Very much so,Definitely will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,25,kangaroozodiaccrudeness,Daily,BURST,RANDOM,23,0,2021-07-02,2021-07-02 23:19:00 EDT,GMT-04:00,1625282340174,Completed,2021-07-02,2021-07-02 23:48:30 EDT,1625284110673,2,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,1,kangaroozodiaccrudeness,Daily,BURST,RANDOM,0,1,2021-07-04,2021-07-04 00:25:00 EDT,GMT-04:00,1625372700154,Completed,2021-07-04,2021-07-04 00:28:07 EDT,1625372887465,1,set_4,47,9,Quite a bit,Moderately,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,A little,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,Very much so,Probably will,Sort of,Yes,Yes,Yes,Yes,Sort of,Yes,Not at all,Not at all,I am not experiencing viral symptoms,5 or more days,0 days,Neither more nor less,Neither more nor less,More,Not at all,Not at all
kangaroozodiaccrudeness@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,24,kangaroozodiaccrudeness,Daily,BURST,RANDOM,23,0,2021-07-04,2021-07-04 23:41:01 EDT,GMT-04:00,1625456461740,Completed,2021-07-04,2021-07-04 23:44:51 EDT,1625456691507,1,set_2,47,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,Not at all,A little,Not at all,Not at all,A little,A little,Not at all,No,Did not have to work today,0,Not at all,Might,Trying to decide,,,,,,,,,,,,Yes,Yes,Yes,Yes,Sort of,Yes,Not at all,Not at all,I am not experiencing viral symptoms,5 or more days,0 days,Neither more nor less,Neither more nor less,More,Very little,Not at all
kangaroozodiaccrudeness@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-07-06,2021-07-06 00:22:01 EDT,GMT-04:00,1625545321967,Completed,2021-07-06,2021-07-06 00:34:12 EDT,1625546052518,2,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,A little,Not at all,Moderately,Quite a bit,No,Did not have to work today,0,,,,,Very much so,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-07-07/phone_promptresponse_clean_2021-07-07.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-07-07,2021-07-07 00:36:02 EDT,GMT-04:00,1625632562136,Completed,2021-07-07,2021-07-07 01:01:36 EDT,1625634096301,2,set_1,25,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Very much so,A little,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Somewhat,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
kangaroozodiaccrudeness@timestudy_com/2021-07-08/phone_promptresponse_clean_2021-07-08.csv,1,kangaroozodiaccrudeness,Daily,TIME,RANDOM,0,1,2021-07-08,2021-07-08 00:40:00 EDT,GMT-04:00,1625719200179,Completed,2021-07-08,2021-07-08 01:13:20 EDT,1625721200392,2,set_2,25,9,Moderately,Not at all,Extremely,Not at all,Not at all,Extremely,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Not at all,Yes,Yes,0,A little,Might,Trying to decide,A little bit,,,,,,,,,,,,,,,,,,,,,,,,,,
