.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage
retrievergeckoabroad@timestudy_com/2021-09-14/phone_promptresponse_clean_2021-09-14.csv,24,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-14,2021-09-14 23:21:00 EDT,GMT-04:00,1631676060190,Completed,2021-09-14,2021-09-14 23:23:43 EDT,1631676223154,1,set_3,24,9,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Very much so,Moderately,Moderately,Moderately,No,No,0,,,,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-15/phone_promptresponse_clean_2021-09-15.csv,25,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-15,2021-09-15 23:48:00 EDT,GMT-04:00,1631764080229,Completed,2021-09-15,2021-09-15 23:49:32 EDT,1631764172890,1,set_4,23,9,Moderately,Moderately,A little,Quite a bit,A little,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-16/phone_promptresponse_clean_2021-09-16.csv,22,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-16,2021-09-16 23:17:00 EDT,GMT-04:00,1631848620335,Completed,2021-09-16,2021-09-16 23:24:58 EDT,1631849098949,2,set_4,23,9,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-18/phone_promptresponse_clean_2021-09-18.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,0,1,2021-09-18,2021-09-18 00:20:00 EDT,GMT-04:00,1631938800313,Completed,2021-09-18,2021-09-18 00:47:26 EDT,1631940446715,2,set_4,23,9,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,Not at all,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-19/phone_promptresponse_clean_2021-09-19.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-19,2021-09-19 23:40:00 EDT,GMT-04:00,1632109200414,Completed,2021-09-19,2021-09-19 23:54:21 EDT,1632110061473,2,set_4,47,9,A little,Quite a bit,Moderately,A little,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,,,,Sort of,Yes,Sort of,Maybe,Sort of,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,
retrievergeckoabroad@timestudy_com/2021-09-21/phone_promptresponse_clean_2021-09-21.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-20,2021-09-20 23:32:00 EDT,GMT-04:00,1632195120215,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-21/phone_promptresponse_clean_2021-09-21.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-21,2021-09-21 23:48:00 EDT,GMT-04:00,1632282480263,Completed,2021-09-21,2021-09-21 23:53:09 EDT,1632282789950,2,set_3,23,9,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-22/phone_promptresponse_clean_2021-09-22.csv,23,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-22,2021-09-22 23:47:00 EDT,GMT-04:00,1632368820281,Completed,2021-09-22,2021-09-22 23:58:07 EDT,1632369487554,2,set_2,23,9,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-23/phone_promptresponse_clean_2021-09-23.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-23,2021-09-23 23:18:00 EDT,GMT-04:00,1632453480196,Completed,2021-09-23,2021-09-23 23:55:20 EDT,1632455720185,2,set_2,23,9,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,A little,A little,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-25/phone_promptresponse_clean_2021-09-25.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-24,2021-09-24 23:25:00 EDT,GMT-04:00,1632540300191,Completed,2021-09-25,2021-09-25 00:14:08 EDT,1632543248665,2,set_2,24,9,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,Moderately,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-25/phone_promptresponse_clean_2021-09-25.csv,24,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-25,2021-09-25 23:32:00 EDT,GMT-04:00,1632627120153,Completed,2021-09-25,2021-09-25 23:33:12 EDT,1632627192684,1,set_3,23,9,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,Moderately,A little,No,No,0,,,,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-27/phone_promptresponse_clean_2021-09-27.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-26,2021-09-26 23:28:00 EDT,GMT-04:00,1632713280277,Completed,2021-09-27,2021-09-27 00:11:30 EDT,1632715890475,2,set_3,47,9,Moderately,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,No,No,0,,,,,,,A little,Probably will,Not really,,,,,Sort of,Yes,Sort of,Yes,Sort of,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,
retrievergeckoabroad@timestudy_com/2021-09-27/phone_promptresponse_clean_2021-09-27.csv,25,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-27,2021-09-27 23:39:00 EDT,GMT-04:00,1632800340285,Completed,2021-09-27,2021-09-27 23:41:36 EDT,1632800496444,1,set_4,24,9,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Moderately,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat
retrievergeckoabroad@timestudy_com/2021-09-29/phone_promptresponse_clean_2021-09-29.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-09-28,2021-09-28 23:16:00 EDT,GMT-04:00,1632885360355,Completed,2021-09-29,2021-09-29 00:03:07 EDT,1632888187997,2,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-30/phone_promptresponse_clean_2021-09-30.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-29,2021-09-29 23:30:00 EDT,GMT-04:00,1632972600244,Completed,2021-09-30,2021-09-30 00:00:25 EDT,1632974425966,2,set_4,23,9,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Not sure,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-09-30/phone_promptresponse_clean_2021-09-30.csv,25,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-09-30,2021-09-30 23:16:00 EDT,GMT-04:00,1633058160185,Completed,2021-09-30,2021-09-30 23:20:56 EDT,1633058456652,1,set_2,25,9,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all
retrievergeckoabroad@timestudy_com/2021-10-02/phone_promptresponse_clean_2021-10-02.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-01,2021-10-01 23:21:00 EDT,GMT-04:00,1633144860195,Completed,2021-10-02,2021-10-02 00:24:45 EDT,1633148685209,2,set_1,24,9,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,Moderately,No,No,0,,,,,,,,,,Very much so,Might,Sort of,Yes,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-03/phone_promptresponse_clean_2021-10-03.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-02,2021-10-02 23:39:00 EDT,GMT-04:00,1633232340208,Completed,2021-10-03,2021-10-03 00:02:28 EDT,1633233748633,2,set_2,47,9,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,Sort of,Yes,Sort of,Yes,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,
retrievergeckoabroad@timestudy_com/2021-10-03/phone_promptresponse_clean_2021-10-03.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-03,2021-10-03 23:13:00 EDT,GMT-04:00,1633317180393,Completed,2021-10-03,2021-10-03 23:40:59 EDT,1633318859032,2,set_2,48,9,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,Sort of,Yes,Sort of,Yes,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Somewhat
retrievergeckoabroad@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-04,2021-10-04 23:35:00 EDT,GMT-04:00,1633404900223,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,22,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-05,2021-10-05 23:18:00 EDT,GMT-04:00,1633490280230,Completed,2021-10-05,2021-10-05 23:51:04 EDT,1633492264561,2,set_3,23,9,Moderately,Quite a bit,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Very much so,Moderately,A little,Quite a bit,No,No,0,,,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-07/phone_promptresponse_clean_2021-10-07.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-06,2021-10-06 23:11:00 EDT,GMT-04:00,1633576260347,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-07/phone_promptresponse_clean_2021-10-07.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-07,2021-10-07 23:16:00 EDT,GMT-04:00,1633662960214,Completed,2021-10-07,2021-10-07 23:30:21 EDT,1633663821122,2,set_2,23,9,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-08/phone_promptresponse_clean_2021-10-08.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-08,2021-10-08 23:28:00 EDT,GMT-04:00,1633750080206,Completed,2021-10-08,2021-10-08 23:29:16 EDT,1633750156416,1,set_1,24,9,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Might,Sort of,Yes,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-09/phone_promptresponse_clean_2021-10-09.csv,25,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-09,2021-10-09 23:24:00 EDT,GMT-04:00,1633836240289,Completed,2021-10-09,2021-10-09 23:26:21 EDT,1633836381309,1,set_1,24,9,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Might,Sort of,Maybe,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-11/phone_promptresponse_clean_2021-10-11.csv,1,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-10,2021-10-10 23:30:00 EDT,GMT-04:00,1633923000190,Completed,2021-10-11,2021-10-11 00:04:24 EDT,1633925064665,2,set_3,47,9,A little,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,No,No,0,,,,,,,A little,Might,Not really,,,,,Sort of,Yes,Sort of,Maybe,Not really,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,
retrievergeckoabroad@timestudy_com/2021-10-11/phone_promptresponse_clean_2021-10-11.csv,24,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-11,2021-10-11 23:34:00 EDT,GMT-04:00,1634009640129,Completed,2021-10-11,2021-10-11 23:56:03 EDT,1634010963179,2,set_3,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,Not sure,No,0,,,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-13/phone_promptresponse_clean_2021-10-13.csv,2,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-12,2021-10-12 23:19:00 EDT,GMT-04:00,1634095140202,Completed,2021-10-13,2021-10-13 00:25:11 EDT,1634099111181,2,set_1,25,9,Moderately,Moderately,A little,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,A little,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Might,Sort of,No,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-13/phone_promptresponse_clean_2021-10-13.csv,32,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-13,2021-10-13 23:35:00 EDT,GMT-04:00,1634182500174,Completed,2021-10-13,2021-10-13 23:43:25 EDT,1634183005336,2,set_1,24,9,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Might,Sort of,Yes,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-15/phone_promptresponse_clean_2021-10-15.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-14,2021-10-14 23:32:04 EDT,GMT-04:00,1634268724750,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-16/phone_promptresponse_clean_2021-10-16.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-15,2021-10-15 23:41:00 EDT,GMT-04:00,1634355660258,Completed,2021-10-16,2021-10-16 00:14:09 EDT,1634357649594,2,set_2,23,9,Moderately,Moderately,Quite a bit,A little,Quite a bit,Moderately,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,A little,No,No,0,,,,Very much so,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-16/phone_promptresponse_clean_2021-10-16.csv,25,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-16,2021-10-16 23:47:00 EDT,GMT-04:00,1634442420204,Completed,2021-10-16,2021-10-16 23:49:20 EDT,1634442560817,1,set_2,23,9,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately,A little,A little,Quite a bit,Moderately,Moderately,No,Did not have to work today,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-17/phone_promptresponse_clean_2021-10-17.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-17,2021-10-17 23:40:00 EDT,GMT-04:00,1634528400193,Completed,2021-10-17,2021-10-17 23:48:05 EDT,1634528885161,2,set_2,47,9,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,Moderately,A little,A little,Not sure,No,0,,,,Very much so,Probably will,Yes,,,,,,,,Sort of,Yes,Sort of,Yes,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,
retrievergeckoabroad@timestudy_com/2021-10-18/phone_promptresponse_clean_2021-10-18.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-18,2021-10-18 23:46:50 EDT,GMT-04:00,1634615210089,Completed,2021-10-18,2021-10-18 23:53:35 EDT,1634615615561,2,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-20/phone_promptresponse_clean_2021-10-20.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-19,2021-10-19 23:49:00 EDT,GMT-04:00,1634701740208,Completed,2021-10-20,2021-10-20 00:25:19 EDT,1634703919688,2,set_4,25,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,A little,A little,Moderately,Quite a bit,Very much so,A little,A little,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
retrievergeckoabroad@timestudy_com/2021-10-22/phone_promptresponse_clean_2021-10-22.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-21,2021-10-21 23:27:00 EDT,GMT-04:00,1634873220206,Completed,2021-10-22,2021-10-22 00:44:17 EDT,1634877857636,2,set_3,24,9,Quite a bit,Moderately,A little,Quite a bit,Moderately,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Moderately,No,No,0,,,,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,A little bit
retrievergeckoabroad@timestudy_com/2021-10-23/phone_promptresponse_clean_2021-10-23.csv,2,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-22,2021-10-22 23:42:00 EDT,GMT-04:00,1634960520150,Completed,2021-10-23,2021-10-23 00:21:24 EDT,1634962884670,2,set_1,24,9,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,Moderately,A little,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,Very much so,Might,Sort of,Yes,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-23/phone_promptresponse_clean_2021-10-23.csv,25,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-23,2021-10-23 23:21:00 EDT,GMT-04:00,1635045660263,Completed,2021-10-23,2021-10-23 23:24:13 EDT,1635045853277,1,set_3,24,9,Moderately,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,A little,No,No,0,,,,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,Somewhat
retrievergeckoabroad@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,2,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-24,2021-10-24 23:40:00 EDT,GMT-04:00,1635133200229,Completed,2021-10-25,2021-10-25 00:17:20 EDT,1635135440045,2,set_2,48,9,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,No,Did not have to work today,0,,,,Very much so,Probably will,Yes,,,,,,,,Sort of,Yes,Sort of,Yes,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,Not at all
retrievergeckoabroad@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,26,retrievergeckoabroad,Daily,BURST,RANDOM,23,0,2021-10-25,2021-10-25 23:49:00 EDT,GMT-04:00,1635220140287,Completed,2021-10-25,2021-10-25 23:50:48 EDT,1635220248794,1,set_4,24,9,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-26/phone_promptresponse_clean_2021-10-26.csv,25,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-26,2021-10-26 23:15:00 EDT,GMT-04:00,1635304500257,Completed,2021-10-26,2021-10-26 23:19:27 EDT,1635304767655,1,set_4,23,9,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,A little,Quite a bit,A little,A little,Moderately,Quite a bit,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-27/phone_promptresponse_clean_2021-10-27.csv,26,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-27,2021-10-27 23:25:00 EDT,GMT-04:00,1635391500303,Completed,2021-10-27,2021-10-27 23:45:28 EDT,1635392728785,2,set_2,23,9,Moderately,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-29/phone_promptresponse_clean_2021-10-29.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-28,2021-10-28 23:29:00 EDT,GMT-04:00,1635478140310,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retrievergeckoabroad@timestudy_com/2021-10-30/phone_promptresponse_clean_2021-10-30.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-29,2021-10-29 23:41:00 EDT,GMT-04:00,1635565260313,Completed,2021-10-30,2021-10-30 00:49:51 EDT,1635569391708,2,set_2,24,9,Moderately,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,A little,Moderately,A little,Moderately,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Somewhat
retrievergeckoabroad@timestudy_com/2021-10-31/phone_promptresponse_clean_2021-10-31.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-30,2021-10-30 23:47:00 EDT,GMT-04:00,1635652020171,Completed,2021-10-31,2021-10-31 00:19:56 EDT,1635653996732,2,set_1,49,9,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Might,Sort of,No,Sort of,Maybe,Sort of,Maybe,No,Sort of,Quite a bit,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Not at all,
retrievergeckoabroad@timestudy_com/2021-11-01/phone_promptresponse_clean_2021-11-01.csv,1,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-10-31,2021-10-31 23:46:00 EDT,GMT-04:00,1635738360336,Completed,2021-11-01,2021-11-01 00:47:37 EDT,1635742057098,2,set_2,47,9,Quite a bit,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,Sort of,No,Sort of,Maybe,No,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,
retrievergeckoabroad@timestudy_com/2021-11-01/phone_promptresponse_clean_2021-11-01.csv,24,retrievergeckoabroad,Daily,TIME,RANDOM,23,0,2021-11-01,2021-11-01 23:42:00 EDT,GMT-04:00,1635824520226,Completed,2021-11-01,2021-11-01 23:47:42 EDT,1635824862227,2,set_3,23,9,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,Moderately,Moderately,A little,No,No,0,,,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,,
