.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat
rangerchildlikequantum@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-01-21,2021-01-21 20:49:00 PST,GMT-08:00,1611290940306,Completed,2021-01-21,2021-01-21 20:50:02 PST,1611291002192,1,set_3,23,9,A little,Quite a bit,Not at all,Moderately,Moderately,A little,A little,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-01-22,2021-01-22 19:19:00 PST,GMT-08:00,1611371940257,Completed,2021-01-22,2021-01-22 19:20:13 PST,1611372013981,1,set_4,23,9,Moderately,Moderately,A little,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2021-01-23,2021-01-23 21:44:00 PST,GMT-08:00,1611467040331,Completed,2021-01-23,2021-01-23 21:45:07 PST,1611467107744,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,A little,Very much so,Very much so,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-01-24,2021-01-24 19:24:00 PST,GMT-08:00,1611545040281,Completed,2021-01-24,2021-01-24 19:27:27 PST,1611545247961,1,set_4,47,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Moderately,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Extremely,Extremely,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-01-25,2021-01-25 19:24:00 PST,GMT-08:00,1611631440202,Completed,2021-01-25,2021-01-25 19:25:18 PST,1611631518409,1,set_2,23,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-01-26,2021-01-26 20:41:00 PST,GMT-08:00,1611722460252,Completed,2021-01-26,2021-01-26 20:42:06 PST,1611722526364,1,set_3,23,9,A little,Quite a bit,A little,Moderately,A little,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,Moderately,A little,A little,Moderately,Not sure,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-01-27,2021-01-27 20:45:00 PST,GMT-08:00,1611809100436,Completed,2021-01-27,2021-01-27 20:51:14 PST,1611809474293,2,set_3,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-01-28/phone_promptresponse_clean_2021-01-28.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-01-28,2021-01-28 19:18:00 PST,GMT-08:00,1611890280233,Completed,2021-01-28,2021-01-28 19:19:08 PST,1611890348602,1,set_3,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,21,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2021-01-29,2021-01-29 20:16:16 PST,GMT-08:00,1611980176142,Completed,2021-01-29,2021-01-29 20:17:18 PST,1611980238355,1,set_4,24,9,A little,Moderately,A little,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,Somewhat,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,21,22,2021-01-30,2021-01-30 21:38:00 PST,GMT-08:00,1612071480276,Completed,2021-01-30,2021-01-30 21:39:01 PST,1612071541923,1,set_4,24,9,A little,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,Somewhat,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,20,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2021-01-31,2021-01-31 19:43:00 PST,GMT-08:00,1612150980223,Completed,2021-01-31,2021-01-31 19:46:07 PST,1612151167494,1,set_1,48,9,Not at all,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,A little,A little,A little,Quite a bit,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,Very much so,Definitely will,Sort of,Yes,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,
rangerchildlikequantum@timestudy_com/2021-02-01/phone_promptresponse_clean_2021-02-01.csv,20,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2021-02-01,2021-02-01 19:18:00 PST,GMT-08:00,1612235880222,Completed,2021-02-01,2021-02-01 19:19:13 PST,1612235953276,1,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Moderately,Not sure,No,0,,,,Very much so,Definitely will,Sort of,Maybe,,,,Somewhat,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-02/phone_promptresponse_clean_2021-02-02.csv,28,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-02-02,2021-02-02 20:43:29 PST,GMT-08:00,1612327409493,Completed,2021-02-02,2021-02-02 20:44:54 PST,1612327494187,1,set_4,23,9,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,Not sure,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-03,2021-02-03 19:31:00 PST,GMT-08:00,1612409460237,Completed,2021-02-03,2021-02-03 19:32:03 PST,1612409523437,1,set_3,23,9,A little,Moderately,Not at all,Moderately,A little,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Moderately,Not sure,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-04/phone_promptresponse_clean_2021-02-04.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-04,2021-02-04 19:18:00 PST,GMT-08:00,1612495080220,Completed,2021-02-04,2021-02-04 19:19:34 PST,1612495174987,1,set_2,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,A little,A little,Quite a bit,No,No,0,,,,,,,,Very much so,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-05/phone_promptresponse_clean_2021-02-05.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-02-05,2021-02-05 20:21:00 PST,GMT-08:00,1612585260265,Completed,2021-02-05,2021-02-05 20:22:17 PST,1612585337109,1,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,A little,Quite a bit,Moderately,A little,A little,Quite a bit,No,No,0,,,,,,,,,,,A little bit,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-06/phone_promptresponse_clean_2021-02-06.csv,229,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2021-02-06,2021-02-06 21:49:00 PST,GMT-08:00,1612676940301,Completed,2021-02-06,2021-02-06 21:50:03 PST,1612677003547,1,set_2,23,9,A little,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,A little,Moderately,Moderately,No,No,0,,,,,,,,Very much so,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-07/phone_promptresponse_clean_2021-02-07.csv,29,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2021-02-07,2021-02-07 21:16:58 PST,GMT-08:00,1612761418522,Completed,2021-02-07,2021-02-07 21:19:58 PST,1612761598402,1,set_3,47,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,No,No,0,A little,Might,Sort of,,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Less,More,Less,Moderate,Moderate,,,
rangerchildlikequantum@timestudy_com/2021-02-09/phone_promptresponse_clean_2021-02-09.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-02-09,2021-02-09 20:46:35 PST,GMT-08:00,1612932395826,Completed,2021-02-09,2021-02-09 20:47:46 PST,1612932466248,1,set_4,24,9,A little,Quite a bit,Not at all,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,,,,A little bit,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,21,22,2021-02-10,2021-02-10 21:18:00 PST,GMT-08:00,1613020680285,Completed,2021-02-10,2021-02-10 21:19:25 PST,1613020765981,1,set_3,23,9,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-11/phone_promptresponse_clean_2021-02-11.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,21,22,2021-02-11,2021-02-11 21:31:00 PST,GMT-08:00,1613107860257,Completed,2021-02-11,2021-02-11 21:32:03 PST,1613107923554,1,set_4,23,9,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Moderately,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,20,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2021-02-12,2021-02-12 19:33:00 PST,GMT-08:00,1613187180219,Completed,2021-02-12,2021-02-12 19:39:13 PST,1613187553718,2,set_3,24,9,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Not sure,No,0,Very much so,Probably will,Sort of,,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-13/phone_promptresponse_clean_2021-02-13.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,20,21,2021-02-13,2021-02-13 20:46:43 PST,GMT-08:00,1613278003690,Completed,2021-02-13,2021-02-13 20:47:50 PST,1613278070723,1,set_4,23,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-14/phone_promptresponse_clean_2021-02-14.csv,20,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2021-02-14,2021-02-14 19:19:00 PST,GMT-08:00,1613359140259,Completed,2021-02-14,2021-02-14 19:21:55 PST,1613359315216,1,set_3,47,9,A little,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Yes,Did not have to work today,0,Quite a bit,Might,Sort of,,,,,,,,,Sort of,No,Sort of,No,Sort of,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Less,More,Less,Quite a bit,Quite a bit,,,
rangerchildlikequantum@timestudy_com/2021-02-15/phone_promptresponse_clean_2021-02-15.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2021-02-15,2021-02-15 22:16:00 PST,GMT-08:00,1613456160271,Completed,2021-02-15,2021-02-15 22:17:09 PST,1613456229342,1,set_4,23,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,A little,A little,Moderately,Moderately,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-16,2021-02-16 19:12:00 PST,GMT-08:00,1613531520215,Completed,2021-02-16,2021-02-16 19:13:22 PST,1613531602100,1,set_2,23,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,A little,Moderately,A little,Moderately,Moderately,A little,Yes,No,0,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-17,2021-02-17 19:31:00 PST,GMT-08:00,1613619060257,Completed,2021-02-17,2021-02-17 19:32:30 PST,1613619150805,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,A little,Moderately,A little,A little,Moderately,Moderately,A little,A little,Quite a bit,Not sure,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-18/phone_promptresponse_clean_2021-02-18.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-18,2021-02-18 19:44:00 PST,GMT-08:00,1613706240225,Completed,2021-02-18,2021-02-18 19:45:28 PST,1613706328971,1,set_4,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Quite a bit,Not sure,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-19/phone_promptresponse_clean_2021-02-19.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-19,2021-02-19 19:19:00 PST,GMT-08:00,1613791140215,Completed,2021-02-19,2021-02-19 19:20:22 PST,1613791222991,1,set_3,24,9,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Moderately,No,No,0,Quite a bit,Probably will,Sort of,,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-20,2021-02-20 19:45:00 PST,GMT-08:00,1613879100714,Completed,2021-02-20,2021-02-20 19:46:30 PST,1613879190193,1,set_2,23,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-21/phone_promptresponse_clean_2021-02-21.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2021-02-21,2021-02-21 22:18:00 PST,GMT-08:00,1613974680344,Completed,2021-02-21,2021-02-21 22:21:14 PST,1613974874990,1,set_4,47,9,A little,Moderately,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Less,Moderate,Moderate,Quite a bit,Probably will,Sort of
rangerchildlikequantum@timestudy_com/2021-02-22/phone_promptresponse_clean_2021-02-22.csv,23,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2021-02-22,2021-02-22 22:16:00 PST,GMT-08:00,1614060960215,Completed,2021-02-22,2021-02-22 22:17:30 PST,1614061050987,1,set_1,25,9,A little,Moderately,Quite a bit,A little,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not sure,No,0,,,,A little,Might,Not really,but I had a goal,,,,A little bit,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-23/phone_promptresponse_clean_2021-02-23.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-02-23,2021-02-23 20:19:36 PST,GMT-08:00,1614140376100,Completed,2021-02-23,2021-02-23 20:20:53 PST,1614140453007,1,set_3,23,9,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,A little,Yes,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-24/phone_promptresponse_clean_2021-02-24.csv,10,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-02-24,2021-02-24 19:19:00 PST,GMT-08:00,1614223140238,Completed,2021-02-24,2021-02-24 19:20:21 PST,1614223221851,1,set_2,23,9,Moderately,A little,Moderately,A little,A little,Moderately,Quite a bit,Moderately,A little,A little,A little,Very much so,Quite a bit,Not at all,Yes,No,0,,,,,,,,Very much so,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-25/phone_promptresponse_clean_2021-02-25.csv,29,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-02-25,2021-02-25 20:54:32 PST,GMT-08:00,1614315272370,Completed,2021-02-25,2021-02-25 20:55:40 PST,1614315340631,1,set_1,24,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,Moderately,Moderately,No,No,0,,,,Very much so,Definitely will,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-26/phone_promptresponse_clean_2021-02-26.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-02-26,2021-02-26 20:29:00 PST,GMT-08:00,1614400140228,Completed,2021-02-26,2021-02-26 20:30:26 PST,1614400226368,1,set_3,24,9,Quite a bit,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Moderately,Not sure,No,0,Quite a bit,Probably will,Sort of,,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-27/phone_promptresponse_clean_2021-02-27.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,21,22,2021-02-27,2021-02-27 21:31:00 PST,GMT-08:00,1614490260257,Completed,2021-02-27,2021-02-27 21:32:27 PST,1614490347543,1,set_3,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,A little,Quite a bit,Moderately,A little,Moderately,Moderately,No,Did not have to work today,0,Very much so,Probably will,Sort of,,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-02-28/phone_promptresponse_clean_2021-02-28.csv,19,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2021-02-28,2021-02-28 19:34:00 PST,GMT-08:00,1614569640231,Completed,2021-02-28,2021-02-28 19:37:07 PST,1614569827192,1,set_2,48,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Trying to decide,A little bit,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,Moderately,A little,I am currently experiencing mild-moderate viral symptoms,0 days,0 days,Less,More,Less,Moderate,Moderate,,,
rangerchildlikequantum@timestudy_com/2021-03-01/phone_promptresponse_clean_2021-03-01.csv,23,rangerchildlikequantum,Daily,BURST,RANDOM,21,22,2021-03-01,2021-03-01 21:31:52 PST,GMT-08:00,1614663112942,Completed,2021-03-01,2021-03-01 21:33:13 PST,1614663193858,1,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,Yes,No,0,,,,,,,,Quite a bit,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-03-02/phone_promptresponse_clean_2021-03-02.csv,22,rangerchildlikequantum,Daily,BURST,RANDOM,19,20,2021-03-02,2021-03-02 19:40:44 PST,GMT-08:00,1614742844237,Completed,2021-03-02,2021-03-02 19:42:09 PST,1614742929374,1,set_1,24,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,Moderately,A little,A little,Quite a bit,Moderately,Yes,No,0,,,,Very much so,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-03-03/phone_promptresponse_clean_2021-03-03.csv,20,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-03-03,2021-03-03 19:19:00 PST,GMT-08:00,1614827940213,Completed,2021-03-03,2021-03-03 19:20:32 PST,1614828032997,1,set_1,24,9,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,A little,Moderately,A little,Yes,No,0,,,,Quite a bit,Probably will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-03-04/phone_promptresponse_clean_2021-03-04.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-03-04,2021-03-04 20:22:00 PST,GMT-08:00,1614918120217,Completed,2021-03-04,2021-03-04 20:23:32 PST,1614918212256,1,set_2,24,9,Moderately,A little,Extremely,A little,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,A little,Moderately,Quite a bit,Moderately,Yes,No,0,,,,,,,,Quite a bit,Might,Trying to decide,Somewhat,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-03-05/phone_promptresponse_clean_2021-03-05.csv,18,rangerchildlikequantum,Daily,TIME,RANDOM,19,20,2021-03-05,2021-03-05 19:26:00 PST,GMT-08:00,1615001160206,Completed,2021-03-05,2021-03-05 19:27:47 PST,1615001267594,1,set_4,23,9,Moderately,Moderately,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really
rangerchildlikequantum@timestudy_com/2021-03-06/phone_promptresponse_clean_2021-03-06.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-03-06,2021-03-06 20:32:00 PST,GMT-08:00,1615091520226,Completed,2021-03-06,2021-03-06 20:33:17 PST,1615091597814,1,set_1,24,9,Moderately,Moderately,Moderately,A little,A little,Quite a bit,Extremely,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,A little,Yes,Did not have to work today,0,,,,A little,Might,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-03-07/phone_promptresponse_clean_2021-03-07.csv,22,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-03-07,2021-03-07 20:28:15 PST,GMT-08:00,1615177695269,Completed,2021-03-07,2021-03-07 20:31:06 PST,1615177866378,1,set_3,47,9,Quite a bit,A little,Moderately,A little,A little,Quite a bit,Extremely,Quite a bit,Quite a bit,A little,A little,A little,Quite a bit,A little,Not sure,Did not have to work today,0,A little,Probably will not,Not really,,,,,,,,,Sort of,No,Sort of,No,Not really,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,A lot less,A lot more,Less,Moderate,Quite a bit,,,
rangerchildlikequantum@timestudy_com/2021-03-08/phone_promptresponse_clean_2021-03-08.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,20,21,2021-03-08,2021-03-08 20:13:00 PST,GMT-08:00,1615263180273,Completed,2021-03-08,2021-03-08 20:14:10 PST,1615263250317,1,set_2,23,9,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,A little,Moderately,Quite a bit,A little,Not sure,No,0,,,,,,,,A little,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,
rangerchildlikequantum@timestudy_com/2021-03-09/phone_promptresponse_clean_2021-03-09.csv,21,rangerchildlikequantum,Daily,TIME,RANDOM,22,23,2021-03-09,2021-03-09 22:45:00 PST,GMT-08:00,1615358700326,Completed,2021-03-09,2021-03-09 22:46:13 PST,1615358773455,1,set_3,23,9,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,A little,A little,Very much so,Quite a bit,A little,Not sure,No,0,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
