.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
residentselfgutter@timestudy_com/2021-03-16/phone_promptresponse_clean_2021-03-16.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-16,2021-03-16 20:46:00 CDT,GMT-05:00,1615945560165,Completed,2021-03-16,2021-03-16 20:48:51 CDT,1615945731682,1,set_1,24,9,A little,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Very much so,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-17/phone_promptresponse_clean_2021-03-17.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-17,2021-03-17 20:36:01 CDT,GMT-05:00,1616031361227,Completed,2021-03-17,2021-03-17 21:35:52 CDT,1616034952614,2,set_4,23,9,A little,Moderately,Moderately,A little,A little,Quite a bit,Quite a bit,Quite a bit,A little,Moderately,A little,Moderately,A little,Quite a bit,Yes,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-18/phone_promptresponse_clean_2021-03-18.csv,22,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-03-18,2021-03-18 21:35:00 CDT,GMT-05:00,1616121300161,Completed,2021-03-18,2021-03-18 21:41:24 CDT,1616121684183,2,set_3,23,9,Moderately,Moderately,Moderately,A little,A little,Moderately,Quite a bit,Quite a bit,A little,Moderately,Moderately,Moderately,A little,Very much so,Not sure,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-19/phone_promptresponse_clean_2021-03-19.csv,25,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-03-19,2021-03-19 23:48:00 CDT,GMT-05:00,1616215680198,Completed,2021-03-19,2021-03-19 23:50:16 CDT,1616215816517,1,set_1,25,9,A little,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,A little,Moderately,A little,Moderately,Moderately,Not sure,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-03-20/phone_promptresponse_clean_2021-03-20.csv,24,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-03-20,2021-03-20 23:41:00 CDT,GMT-05:00,1616301660149,Completed,2021-03-20,2021-03-20 23:42:12 CDT,1616301732696,1,set_4,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Quite a bit,Not sure,Did not have to work today,0,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-21/phone_promptresponse_clean_2021-03-21.csv,22,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-03-21,2021-03-21 21:26:00 CDT,GMT-05:00,1616379960967,Completed,2021-03-21,2021-03-21 21:54:01 CDT,1616381641091,2,set_3,47,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,No,No and I didn't have a goal,Yes,Yes,Not at all,Definitely will not,No,No,No,A little,Not at all,I am not experiencing viral symptoms,,,,,0 days,0 days,Less,A lot more,More,Not at all,Not at all
residentselfgutter@timestudy_com/2021-03-22/phone_promptresponse_clean_2021-03-22.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-22,2021-03-22 20:42:00 CDT,GMT-05:00,1616463720203,Completed,2021-03-22,2021-03-22 20:43:13 CDT,1616463793634,1,set_3,23,9,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Moderately,Very much so,Not sure,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-23/phone_promptresponse_clean_2021-03-23.csv,20,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-23,2021-03-23 20:46:01 CDT,GMT-05:00,1616550361447,Completed,2021-03-23,2021-03-23 20:47:24 CDT,1616550444334,1,set_3,24,9,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,Moderately,A little,Moderately,A little,Moderately,Moderately,Quite a bit,Not sure,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-03-24,2021-03-24 21:26:02 CDT,GMT-05:00,1616639162311,Completed,2021-03-24,2021-03-24 21:27:35 CDT,1616639255495,1,set_4,23,9,Not at all,Quite a bit,A little,A little,Moderately,A little,A little,Moderately,A little,Moderately,A little,Quite a bit,A little,Quite a bit,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-25/phone_promptresponse_clean_2021-03-25.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-03-25,2021-03-25 21:16:01 CDT,GMT-05:00,1616724961906,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,24,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-03-26,2021-03-26 23:44:00 CDT,GMT-05:00,1616820240141,Completed,2021-03-26,2021-03-26 23:49:02 CDT,1616820542513,2,set_3,23,9,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-27/phone_promptresponse_clean_2021-03-27.csv,23,residentselfgutter,Daily,TIME,RANDOM,22,23,2021-03-27,2021-03-27 22:47:00 CDT,GMT-05:00,1616903220159,Completed,2021-03-27,2021-03-27 23:26:25 CDT,1616905585844,2,set_2,23,9,A little,Moderately,Quite a bit,A little,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,A little,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,A little,Might,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-03-28/phone_promptresponse_clean_2021-03-28.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-03-28,2021-03-28 21:20:00 CDT,GMT-05:00,1616984400185,Completed,2021-03-28,2021-03-28 21:24:14 CDT,1616984654816,1,set_1,48,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,Not at all,Definitely will not,No,but I had a goal,,,,No,No and I didn't have a goal,Not really,Yes,,,,No,No,Not at all,Not at all,I am not experiencing viral symptoms,,,,,0 days,0 days,A lot less,More,More,Very little,Not at all
residentselfgutter@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-29,2021-03-29 20:45:01 CDT,GMT-05:00,1617068701383,Completed,2021-03-29,2021-03-29 20:46:34 CDT,1617068794757,1,set_4,24,9,Not at all,Not at all,Moderately,Not at all,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Yes,Yes,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,21,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-03-30,2021-03-30 21:44:02 CDT,GMT-05:00,1617158642647,PartiallyCompleted,,,,,set_1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-03-31,2021-03-31 20:41:00 CDT,GMT-05:00,1617241260171,Completed,2021-03-31,2021-03-31 20:43:27 CDT,1617241407897,1,set_4,23,9,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,A little,Moderately,A little,Quite a bit,A little,Moderately,Not sure,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-01,2021-04-01 21:40:00 CDT,GMT-05:00,1617331200159,Completed,2021-04-01,2021-04-01 21:42:23 CDT,1617331343028,1,set_4,24,9,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,Moderately,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,Extremely,,,,,,,
residentselfgutter@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,24,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-04-02,2021-04-02 23:38:00 CDT,GMT-05:00,1617424680159,Completed,2021-04-02,2021-04-02 23:49:28 CDT,1617425368721,2,set_1,24,9,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,A little,Moderately,No,No,0,Not at all,Might,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-03/phone_promptresponse_clean_2021-04-03.csv,24,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-04-03,2021-04-03 23:37:00 CDT,GMT-05:00,1617511020206,Completed,2021-04-03,2021-04-03 23:38:27 CDT,1617511107442,1,set_3,24,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,Moderately,A little,Moderately,Quite a bit,Not at all,Moderately,A little,No,Did not have to work today,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,Very much,,,,,,,
residentselfgutter@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,23,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-04-04,2021-04-04 21:22:00 CDT,GMT-05:00,1617589320919,PartiallyCompleted,,,,,set_1,13,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,21,residentselfgutter,Daily,BURST,RANDOM,20,21,2021-04-05,2021-04-05 20:39:02 CDT,GMT-05:00,1617673142345,Completed,2021-04-05,2021-04-05 20:40:24 CDT,1617673224696,1,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,A little,A little,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-04-06,2021-04-06 20:40:00 CDT,GMT-05:00,1617759600189,Completed,2021-04-06,2021-04-06 20:41:11 CDT,1617759671989,1,set_1,24,9,A little,Quite a bit,A little,A little,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Moderately,Moderately,Not at all,Moderately,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-04-07,2021-04-07 20:34:01 CDT,GMT-05:00,1617845641522,Completed,2021-04-07,2021-04-07 21:37:10 CDT,1617849430901,2,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Moderately,Moderately,Not at all,Quite a bit,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-04-08,2021-04-08 20:45:00 CDT,GMT-05:00,1617932700194,Completed,2021-04-08,2021-04-08 20:47:23 CDT,1617932843968,1,set_2,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Might,Yes,Not at all,,,,,,,
residentselfgutter@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,24,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-04-09,2021-04-09 23:38:00 CDT,GMT-05:00,1618029480195,Completed,2021-04-09,2021-04-09 23:44:33 CDT,1618029873366,2,set_2,24,9,A little,Quite a bit,Moderately,A little,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Yes,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,A little bit,,,,,,,
residentselfgutter@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,23,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-04-10,2021-04-10 23:13:00 CDT,GMT-05:00,1618114380206,Completed,2021-04-10,2021-04-10 23:13:57 CDT,1618114437032,1,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-11,2021-04-11 21:14:00 CDT,GMT-05:00,1618193640224,Completed,2021-04-11,2021-04-11 21:17:22 CDT,1618193842211,1,set_3,48,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,,No,No and I didn't have a goal,Yes,Yes,Not at all,Definitely will not,No,No,No,Not at all,Not at all,I am not experiencing viral symptoms,,,,A little bit,0 days,0 days,A lot less,More,More,Very little,Not at all
residentselfgutter@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,21,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-12,2021-04-12 21:33:00 CDT,GMT-05:00,1618281180154,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-13,2021-04-13 21:11:00 CDT,GMT-05:00,1618366260147,Completed,2021-04-13,2021-04-13 21:13:13 CDT,1618366393408,1,set_2,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Quite a bit,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all,,,,,,,
residentselfgutter@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,21,residentselfgutter,Daily,TIME,RANDOM,20,21,2021-04-14,2021-04-14 20:42:00 CDT,GMT-05:00,1618450920151,Completed,2021-04-14,2021-04-14 20:43:09 CDT,1618450989876,1,set_1,25,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,A little,Moderately,Not at all,Very much so,No,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,21,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-15,2021-04-15 21:12:00 CDT,GMT-05:00,1618539120169,Completed,2021-04-15,2021-04-15 21:12:57 CDT,1618539177951,1,set_2,23,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,Not at all,A little,Quite a bit,Quite a bit,Moderately,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
residentselfgutter@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,25,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-04-16,2021-04-16 23:43:00 CDT,GMT-05:00,1618634580177,Completed,2021-04-16,2021-04-16 23:49:00 CDT,1618634940918,2,set_4,25,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,Very much,,,,,,,
residentselfgutter@timestudy_com/2021-04-17/phone_promptresponse_clean_2021-04-17.csv,24,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-04-17,2021-04-17 23:13:00 CDT,GMT-05:00,1618719180153,Completed,2021-04-17,2021-04-17 23:15:28 CDT,1618719328520,1,set_4,24,9,A little,Quite a bit,Moderately,A little,Quite a bit,A little,A little,A little,A little,Quite a bit,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,Very much,,,,,,,
residentselfgutter@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,22,residentselfgutter,Daily,BURST,RANDOM,20,21,2021-04-18,2021-04-18 20:32:00 CDT,GMT-05:00,1618795920288,Completed,2021-04-18,2021-04-18 20:35:24 CDT,1618796124692,1,set_4,47,9,A little,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,Yes,Did not have to work today,0,,,,,Not at all,Probably will not,No,No,No and I didn't have a goal,Sort of,Yes,,,,No,No,A little,Not at all,I am not experiencing viral symptoms,,,,,0 days,0 days,A lot less,More,More,Very little,Not at all
residentselfgutter@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,22,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-04-19,2021-04-19 21:39:00 CDT,GMT-05:00,1618886340181,Completed,2021-04-19,2021-04-19 21:40:05 CDT,1618886405268,1,set_1,24,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,Moderately,Moderately,Not at all,Quite a bit,No,No,0,Not at all,Probably will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,21,residentselfgutter,Daily,BURST,RANDOM,20,21,2021-04-20,2021-04-20 20:31:00 CDT,GMT-05:00,1618968660164,Completed,2021-04-20,2021-04-20 20:33:14 CDT,1618968794573,1,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,A little,A little,Quite a bit,Moderately,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Definitely will,No,,,,,,,,
residentselfgutter@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-21,2021-04-21 21:32:00 CDT,GMT-05:00,1619058720166,Completed,2021-04-21,2021-04-21 21:35:21 CDT,1619058921102,1,set_3,23,9,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,Not at all,A little,Quite a bit,A little,Moderately,A little,Very much so,No,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-22,2021-04-22 21:32:00 CDT,GMT-05:00,1619145120165,Completed,2021-04-22,2021-04-22 21:54:07 CDT,1619146447721,2,set_1,25,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,A little,A little,Not at all,No,Yes,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
residentselfgutter@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,1,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-04-23,2021-04-23 23:47:00 CDT,GMT-05:00,1619239620171,Completed,2021-04-24,2021-04-24 00:36:12 CDT,1619242572833,2,set_1,25,9,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Very much so,Not sure,No,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,1,residentselfgutter,Daily,TIME,RANDOM,23,0,2021-04-24,2021-04-24 23:26:00 CDT,GMT-05:00,1619324760165,PartiallyCompleted,,,,,set_4,7,9,A little,Moderately,Moderately,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-25,2021-04-25 21:39:00 CDT,GMT-05:00,1619404740849,Completed,2021-04-25,2021-04-25 21:43:50 CDT,1619405030553,1,set_2,48,9,A little,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Quite a bit,A little,Moderately,Not at all,A little,A little,No,Did not have to work today,0,,,,,,,,No,No and I didn't have a goal,Yes,Yes,,,,No,No,Moderately,Not at all,I am not experiencing viral symptoms,Very much so,Definitely will,Yes,Somewhat,0 days,0 days,A lot less,More,More,Not at all,Not at all
residentselfgutter@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,23,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-26,2021-04-26 21:13:01 CDT,GMT-05:00,1619489581054,Completed,2021-04-26,2021-04-26 21:32:50 CDT,1619490770536,2,set_2,24,9,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,,,,,,,,
residentselfgutter@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-27,2021-04-27 21:37:01 CDT,GMT-05:00,1619577421294,Completed,2021-04-27,2021-04-27 21:39:05 CDT,1619577545746,1,set_3,24,9,A little,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Moderately,A little,A little,Quite a bit,A little,A little,A little,Moderately,No,No,0,,,,,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,22,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-04-28,2021-04-28 21:26:00 CDT,GMT-05:00,1619663160191,Completed,2021-04-28,2021-04-28 21:27:37 CDT,1619663257990,1,set_4,23,9,A little,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Very much so,No,No,0,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,23,residentselfgutter,Daily,BURST,RANDOM,21,22,2021-04-29,2021-04-29 21:41:00 CDT,GMT-05:00,1619750460259,Completed,2021-04-29,2021-04-29 22:23:40 CDT,1619753020918,2,set_2,25,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,Quite a bit,Moderately,Moderately,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Somewhat,,,,,,,
residentselfgutter@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,24,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-04-30,2021-04-30 23:25:00 CDT,GMT-05:00,1619843100178,Completed,2021-04-30,2021-04-30 23:32:09 CDT,1619843529567,2,set_2,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Not at all,Not at all,Quite a bit,Moderately,A little,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,
residentselfgutter@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,25,residentselfgutter,Daily,BURST,RANDOM,23,0,2021-05-01,2021-05-01 23:19:00 CDT,GMT-05:00,1619929140281,Completed,2021-05-01,2021-05-01 23:28:52 CDT,1619929732217,2,set_1,25,9,A little,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Definitely will not,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
residentselfgutter@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,22,residentselfgutter,Daily,BURST,RANDOM,20,21,2021-05-02,2021-05-02 20:47:01 CDT,GMT-05:00,1620006421347,Completed,2021-05-02,2021-05-02 20:51:55 CDT,1620006715750,1,set_3,47,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,No,No,Yes,Yes,Not at all,Definitely will not,No,No,No,A little,Not at all,I am not experiencing viral symptoms,,,,,0 days,0 days,A lot less,More,More,Not at all,Not at all
residentselfgutter@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,21,residentselfgutter,Daily,TIME,RANDOM,21,22,2021-05-03,2021-05-03 21:25:00 CDT,GMT-05:00,1620095100215,Completed,2021-05-03,2021-05-03 21:29:00 CDT,1620095340581,1,set_1,24,9,A little,Quite a bit,A little,Moderately,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Quite a bit,A little,Moderately,Moderately,No,No,0,Not at all,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
