.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x30_affmot_sed,x31_int_sed,x32_plan_sed,x21_goal_pa,x24_wgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
unelectedscrubbeddeflected@timestudy_com/2021-07-27/phone_promptresponse_clean_2021-07-27.csv,66,unelectedscrubbeddeflected,Daily,TIME,RANDOM,23,0,2021-07-27,2021-07-27 23:16:02 CDT,GMT-05:00,1627445762074,Completed,2021-07-27,2021-07-27 23:17:20 CDT,1627445840766,1,set_1,24,9,Not at all,A little,Extremely,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Very much so,Quite a bit,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Might,Sort of,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-07-28/phone_promptresponse_clean_2021-07-28.csv,40,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-07-28,2021-07-28 21:44:00 CDT,GMT-05:00,1627526640241,Completed,2021-07-28,2021-07-28 21:45:46 CDT,1627526746806,1,set_4,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-07-29/phone_promptresponse_clean_2021-07-29.csv,23,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-07-29,2021-07-29 21:22:00 CDT,GMT-05:00,1627611720276,Completed,2021-07-29,2021-07-29 22:08:46 CDT,1627614526610,2,set_3,24,9,Not at all,Moderately,Quite a bit,Moderately,Moderately,Not at all,Not at all,Not at all,Moderately,Very much so,Very much so,Quite a bit,A little,Moderately,No,No,0,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-07-30/phone_promptresponse_clean_2021-07-30.csv,243,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-07-30,2021-07-30 21:29:00 CDT,GMT-05:00,1627698540301,Completed,2021-07-30,2021-07-30 22:08:13 CDT,1627700893397,2,set_2,23,9,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,A little,Not at all,Not at all,Moderately,Quite a bit,Very much so,Quite a bit,A little,Quite a bit,No,No,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-07-31/phone_promptresponse_clean_2021-07-31.csv,24,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-07-31,2021-07-31 22:36:00 CDT,GMT-05:00,1627788960210,Completed,2021-07-31,2021-07-31 22:37:20 CDT,1627789040829,1,set_4,24,9,A little,Moderately,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,A little,Quite a bit,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-01/phone_promptresponse_clean_2021-08-01.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-08-01,2021-08-01 21:27:00 CDT,GMT-05:00,1627871220319,Completed,2021-08-01,2021-08-01 21:30:37 CDT,1627871437238,1,set_3,47,9,Not at all,Moderately,A little,A little,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Moderately,Quite a bit,No,Did not have to work today,0,,,,Very much so,Definitely will,Sort of,Sort of,Yes,,,,Sort of,Maybe,Not really,Yes,Extremely,Not at all,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Very little,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-02/phone_promptresponse_clean_2021-08-02.csv,23,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-02,2021-08-02 22:34:00 CDT,GMT-05:00,1627961640249,Completed,2021-08-02,2021-08-02 22:35:13 CDT,1627961713284,1,set_3,23,9,Not at all,Moderately,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-03/phone_promptresponse_clean_2021-08-03.csv,23,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-03,2021-08-03 22:43:00 CDT,GMT-05:00,1628048580220,Completed,2021-08-03,2021-08-03 23:05:37 CDT,1628049937156,2,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,A little,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-08-04/phone_promptresponse_clean_2021-08-04.csv,78,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-04,2021-08-04 22:33:00 CDT,GMT-05:00,1628134380277,Completed,2021-08-04,2021-08-04 22:34:15 CDT,1628134455520,1,set_3,24,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Very much so,A little,Quite a bit,No,Did not have to work today,0,,,,Very much so,Might,Not really,,,,,,,,,,,,,,,,,,,,Not at all,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-05/phone_promptresponse_clean_2021-08-05.csv,25,unelectedscrubbeddeflected,Daily,TIME,RANDOM,23,0,2021-08-05,2021-08-05 23:24:00 CDT,GMT-05:00,1628223840422,Completed,2021-08-05,2021-08-05 23:30:29 CDT,1628224229649,2,set_4,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Very much so,Moderately,Moderately,Moderately,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-06/phone_promptresponse_clean_2021-08-06.csv,24,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-06,2021-08-06 22:18:00 CDT,GMT-05:00,1628306280289,Completed,2021-08-06,2021-08-06 23:29:29 CDT,1628310569641,2,set_1,25,9,Moderately,A little,A little,Not at all,A little,Moderately,A little,A little,Quite a bit,Not at all,Very much so,Very much so,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Might,Sort of,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-08-08/phone_promptresponse_clean_2021-08-08.csv,1,unelectedscrubbeddeflected,Daily,TIME,RANDOM,0,1,2021-08-08,2021-08-08 00:16:00 CDT,GMT-05:00,1628399760259,Completed,2021-08-08,2021-08-08 01:42:25 CDT,1628404945856,2,set_4,47,9,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,A little,Not at all,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,Sort of,No and I didn't have a goal,,,,Yes,No,Sort of,Yes,Extremely,Not at all,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-08/phone_promptresponse_clean_2021-08-08.csv,23,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-08,2021-08-08 22:46:00 CDT,GMT-05:00,1628480760422,Completed,2021-08-08,2021-08-08 22:48:49 CDT,1628480929738,1,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,A little,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,Sort of,Maybe,,,,Yes,Yes,Yes,Yes,Quite a bit,Not at all,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,Very much so,Probably will,Sort of,Yes
unelectedscrubbeddeflected@timestudy_com/2021-08-09/phone_promptresponse_clean_2021-08-09.csv,68,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-08-09,2021-08-09 21:26:00 CDT,GMT-05:00,1628562360310,Completed,2021-08-09,2021-08-09 22:27:50 CDT,1628566070224,2,set_3,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,Very much so,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-10/phone_promptresponse_clean_2021-08-10.csv,27,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-10,2021-08-10 22:24:00 CDT,GMT-05:00,1628652240268,Completed,2021-08-10,2021-08-10 22:38:29 CDT,1628653109457,2,set_1,24,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Not at all,Not at all,Not at all,A little,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Not really,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-08-11/phone_promptresponse_clean_2021-08-11.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-08-11,2021-08-11 21:40:00 CDT,GMT-05:00,1628736000264,PartiallyCompleted,,,,,set_4,12,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-12/phone_promptresponse_clean_2021-08-12.csv,21,unelectedscrubbeddeflected,Daily,TIME,RANDOM,20,21,2021-08-12,2021-08-12 20:10:07 CDT,GMT-05:00,1628817007151,Completed,2021-08-12,2021-08-12 20:54:51 CDT,1628819691152,2,set_3,23,9,Not at all,Moderately,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Not at all,Not at all,A little,No,Did not have to work today,0,,,,Very much so,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-13/phone_promptresponse_clean_2021-08-13.csv,18,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-13,2021-08-13 22:10:00 CDT,GMT-05:00,1628910600269,Completed,2021-08-13,2021-08-13 22:11:33 CDT,1628910693569,1,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes
unelectedscrubbeddeflected@timestudy_com/2021-08-14/phone_promptresponse_clean_2021-08-14.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-14,2021-08-14 22:34:00 CDT,GMT-05:00,1628998440286,Completed,2021-08-14,2021-08-14 22:40:24 CDT,1628998824703,2,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-08-15/phone_promptresponse_clean_2021-08-15.csv,14,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-15,2021-08-15 22:37:02 CDT,GMT-05:00,1629085022559,Completed,2021-08-15,2021-08-15 22:53:21 CDT,1629086001026,2,set_4,48,9,Not at all,Moderately,A little,A little,Moderately,A little,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,Yes,Maybe,,,,Sort of,Maybe,Sort of,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,A little bit,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-16/phone_promptresponse_clean_2021-08-16.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-16,2021-08-16 22:10:01 CDT,GMT-05:00,1629169801427,Completed,2021-08-16,2021-08-16 22:10:52 CDT,1629169852331,1,set_2,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-17/phone_promptresponse_clean_2021-08-17.csv,23,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-17,2021-08-17 22:36:02 CDT,GMT-05:00,1629257762042,Completed,2021-08-17,2021-08-17 23:06:19 CDT,1629259579546,2,set_1,24,9,Not at all,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Might,No,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-08-18/phone_promptresponse_clean_2021-08-18.csv,21,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-18,2021-08-18 22:11:00 CDT,GMT-05:00,1629342660293,Completed,2021-08-18,2021-08-18 22:12:21 CDT,1629342741923,1,set_1,25,9,Not at all,Quite a bit,Extremely,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes
unelectedscrubbeddeflected@timestudy_com/2021-08-19/phone_promptresponse_clean_2021-08-19.csv,34,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-19,2021-08-19 22:35:02 CDT,GMT-05:00,1629430502582,Completed,2021-08-19,2021-08-19 23:30:26 CDT,1629433826075,2,set_2,23,9,Not at all,Moderately,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-20/phone_promptresponse_clean_2021-08-20.csv,23,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-20,2021-08-20 22:31:00 CDT,GMT-05:00,1629516660312,Completed,2021-08-20,2021-08-20 22:31:51 CDT,1629516711306,1,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Sort of,Yes
unelectedscrubbeddeflected@timestudy_com/2021-08-22/phone_promptresponse_clean_2021-08-22.csv,1,unelectedscrubbeddeflected,Daily,TIME,RANDOM,23,0,2021-08-21,2021-08-21 23:43:00 CDT,GMT-05:00,1629607380262,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-22/phone_promptresponse_clean_2021-08-22.csv,24,unelectedscrubbeddeflected,Daily,TIME,RANDOM,19,20,2021-08-22,2021-08-22 19:24:00 CDT,GMT-05:00,1629678240209,Completed,2021-08-22,2021-08-22 19:42:50 CDT,1629679370022,2,set_4,47,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Very much so,A little,Not at all,A little,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,1 day,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Quite a bit,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-23/phone_promptresponse_clean_2021-08-23.csv,33,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-23,2021-08-23 22:36:00 CDT,GMT-05:00,1629776160441,Completed,2021-08-23,2021-08-23 22:37:06 CDT,1629776226358,1,set_3,23,9,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-24/phone_promptresponse_clean_2021-08-24.csv,60,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-24,2021-08-24 22:27:00 CDT,GMT-05:00,1629862020706,Completed,2021-08-24,2021-08-24 23:19:27 CDT,1629865167522,2,set_3,23,9,Not at all,Moderately,Extremely,Moderately,A little,Not at all,A little,A little,A little,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-26/phone_promptresponse_clean_2021-08-26.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-08-26,2021-08-26 21:24:00 CDT,GMT-05:00,1630031040454,Completed,2021-08-26,2021-08-26 21:25:09 CDT,1630031109077,1,set_3,23,9,Not at all,A little,Extremely,A little,A little,Quite a bit,Moderately,Not at all,Quite a bit,Very much so,Quite a bit,A little,A little,Moderately,No,No,0,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-28/phone_promptresponse_clean_2021-08-28.csv,1,unelectedscrubbeddeflected,Daily,BURST,RANDOM,22,23,2021-08-27,2021-08-27 22:29:00 CDT,GMT-05:00,1630121340294,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-28/phone_promptresponse_clean_2021-08-28.csv,23,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-08-28,2021-08-28 21:18:00 CDT,GMT-05:00,1630203480331,Completed,2021-08-28,2021-08-28 21:19:36 CDT,1630203576396,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-29/phone_promptresponse_clean_2021-08-29.csv,22,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-08-29,2021-08-29 21:21:00 CDT,GMT-05:00,1630290060577,Completed,2021-08-29,2021-08-29 21:29:37 CDT,1630290577396,2,set_3,48,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,A little,Not at all,Very much so,No,Did not have to work today,0,,,,A little,Definitely will,Yes,Yes,Yes,,,,Yes,No,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-30/phone_promptresponse_clean_2021-08-30.csv,62,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-08-30,2021-08-30 22:42:00 CDT,GMT-05:00,1630381320244,Completed,2021-08-30,2021-08-30 22:48:47 CDT,1630381727583,2,set_2,25,9,Not at all,Moderately,Moderately,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,Not at all,,,,
unelectedscrubbeddeflected@timestudy_com/2021-08-31/phone_promptresponse_clean_2021-08-31.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-08-31,2021-08-31 21:41:00 CDT,GMT-05:00,1630464060241,Completed,2021-08-31,2021-08-31 22:00:02 CDT,1630465202595,2,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,Not at all,Probably will,No,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-01/phone_promptresponse_clean_2021-09-01.csv,24,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-09-01,2021-09-01 21:46:02 CDT,GMT-05:00,1630550762924,Completed,2021-09-01,2021-09-01 22:34:13 CDT,1630553653102,2,set_4,24,9,Not at all,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,A little,Moderately,Very much so,A little,Quite a bit,Moderately,No,No,0,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-02/phone_promptresponse_clean_2021-09-02.csv,24,unelectedscrubbeddeflected,Daily,TIME,RANDOM,23,0,2021-09-02,2021-09-02 23:42:00 CDT,GMT-05:00,1630644120259,Completed,2021-09-02,2021-09-02 23:43:17 CDT,1630644197366,1,set_3,24,9,Not at all,A little,A little,Moderately,Moderately,A little,A little,Not at all,A little,Quite a bit,Very much so,Quite a bit,Moderately,Moderately,No,Did not have to work today,0,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-03/phone_promptresponse_clean_2021-09-03.csv,23,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-09-03,2021-09-03 22:42:01 CDT,GMT-05:00,1630726921034,Completed,2021-09-03,2021-09-03 23:26:17 CDT,1630729577297,2,set_4,23,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,A little,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,No,No,0,Quite a bit,Might,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-04/phone_promptresponse_clean_2021-09-04.csv,26,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-09-04,2021-09-04 22:22:00 CDT,GMT-05:00,1630812120662,Completed,2021-09-04,2021-09-04 22:49:54 CDT,1630813794618,2,set_1,25,9,Not at all,Quite a bit,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Definitely will,Yes,Yes
unelectedscrubbeddeflected@timestudy_com/2021-09-06/phone_promptresponse_clean_2021-09-06.csv,1,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-09-05,2021-09-05 22:43:00 CDT,GMT-05:00,1630899780280,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-06/phone_promptresponse_clean_2021-09-06.csv,26,unelectedscrubbeddeflected,Daily,TIME,RANDOM,22,23,2021-09-06,2021-09-06 22:28:00 CDT,GMT-05:00,1630985280253,Completed,2021-09-06,2021-09-06 22:37:51 CDT,1630985871983,2,set_3,24,9,Not at all,Extremely,Quite a bit,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,Yes,Did not have to work today,0,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-07/phone_promptresponse_clean_2021-09-07.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-09-07,2021-09-07 21:26:01 CDT,GMT-05:00,1631067961276,Completed,2021-09-07,2021-09-07 21:32:37 CDT,1631068357030,0,set_2,24,9,Not at all,Moderately,Quite a bit,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Not at all,Moderately,No,No,0,,,,,,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-08/phone_promptresponse_clean_2021-09-08.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-09-08,2021-09-08 21:23:00 CDT,GMT-05:00,1631154180862,Completed,2021-09-08,2021-09-08 21:25:24 CDT,1631154324524,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,No,No,0,,,,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
unelectedscrubbeddeflected@timestudy_com/2021-09-09/phone_promptresponse_clean_2021-09-09.csv,22,unelectedscrubbeddeflected,Daily,TIME,RANDOM,21,22,2021-09-09,2021-09-09 21:16:00 CDT,GMT-05:00,1631240160213,Completed,2021-09-09,2021-09-09 21:18:51 CDT,1631240331683,1,set_1,24,9,Not at all,Moderately,A little,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,Not at all,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Definitely will,Yes,but I had a goal
unelectedscrubbeddeflected@timestudy_com/2021-09-11/phone_promptresponse_clean_2021-09-11.csv,23,unelectedscrubbeddeflected,Daily,BURST,RANDOM,21,22,2021-09-11,2021-09-11 21:27:00 CDT,GMT-05:00,1631413620299,Completed,2021-09-11,2021-09-11 21:28:11 CDT,1631413691270,1,set_2,23,9,Not at all,Moderately,Moderately,A little,Moderately,Not at all,Not at all,A little,Not at all,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,
