.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
erasuresafeguardravishing@timestudy_com/2021-06-15/phone_promptresponse_clean_2021-06-15.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-06-15,2021-06-15 20:10:00 EDT,GMT-04:00,1623802200091,Completed,2021-06-15,2021-06-15 20:11:20 EDT,1623802280199,1,set_2,25,9,A little,Moderately,Not at all,Moderately,Extremely,A little,A little,Not at all,Not at all,Moderately,A little,Quite a bit,A little,Very much so,No,No,0,,,,,,,,Not at all,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-16/phone_promptresponse_clean_2021-06-16.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-06-16,2021-06-16 20:36:00 EDT,GMT-04:00,1623890160131,Completed,2021-06-16,2021-06-16 20:49:19 EDT,1623890959038,2,set_2,24,9,A little,Moderately,A little,Moderately,Moderately,Moderately,A little,Not at all,Not at all,Moderately,A little,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,Very much so,Might,Trying to decide,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-17/phone_promptresponse_clean_2021-06-17.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-06-17,2021-06-17 20:15:00 EDT,GMT-04:00,1623975300124,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-18/phone_promptresponse_clean_2021-06-18.csv,19,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-06-18,2021-06-18 20:44:00 EDT,GMT-04:00,1624063440120,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-19/phone_promptresponse_clean_2021-06-19.csv,21,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-06-19,2021-06-19 20:27:00 EDT,GMT-04:00,1624148820080,Completed,2021-06-19,2021-06-19 20:28:41 EDT,1624148921998,1,set_2,24,9,Not at all,Quite a bit,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,A little bit,,,,Very much so,Probably will not,No,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-20/phone_promptresponse_clean_2021-06-20.csv,21,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-06-20,2021-06-20 20:32:00 EDT,GMT-04:00,1624235520105,Completed,2021-06-20,2021-06-20 20:37:31 EDT,1624235851307,2,set_3,48,9,Not at all,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,A little,Not at all,A little,No,Did not have to work today,0,,,,,,,,,Very much so,Probably will,Yes,,,,No,No and I didn't have a goal,Not really,No,Yes,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,A lot more,Neither more nor less,Moderate,Very little
erasuresafeguardravishing@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-06-21,2021-06-21 20:43:00 EDT,GMT-04:00,1624322580137,Completed,2021-06-21,2021-06-21 21:01:11 EDT,1624323671953,2,set_4,23,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Not at all,Moderately,No,No,0,,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-22,2021-06-22 22:14:00 EDT,GMT-04:00,1624414440108,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-24/phone_promptresponse_clean_2021-06-24.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,0,1,2021-06-24,2021-06-24 00:38:00 EDT,GMT-04:00,1624509480102,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-24/phone_promptresponse_clean_2021-06-24.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-24,2021-06-24 22:11:00 EDT,GMT-04:00,1624587060136,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-27/phone_promptresponse_clean_2021-06-27.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-26,2021-06-26 22:13:00 EDT,GMT-04:00,1624759980137,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-28/phone_promptresponse_clean_2021-06-28.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-27,2021-06-27 22:48:00 EDT,GMT-04:00,1624848480134,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-06-28,2021-06-28 23:30:00 EDT,GMT-04:00,1624937400131,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-06-29,2021-06-29 22:19:00 EDT,GMT-04:00,1625019540143,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,23,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-06-30,2021-06-30 21:11:00 EDT,GMT-04:00,1625101860155,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-07-01,2021-07-01 22:46:00 EDT,GMT-04:00,1625193960136,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,24,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-07-02,2021-07-02 21:35:00 EDT,GMT-04:00,1625276100106,Completed,2021-07-02,2021-07-02 21:36:36 EDT,1625276196981,1,set_4,23,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Moderately,Not at all,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-03/phone_promptresponse_clean_2021-07-03.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-07-03,2021-07-03 20:49:00 EDT,GMT-04:00,1625359740141,Completed,2021-07-03,2021-07-03 20:50:45 EDT,1625359845538,1,set_4,24,9,Moderately,A little,Quite a bit,A little,Quite a bit,A little,Not at all,A little,Not at all,Moderately,Not at all,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,A little,Probably will not,Not really,Extremely,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,21,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-07-04,2021-07-04 20:32:00 EDT,GMT-04:00,1625445120124,Completed,2021-07-04,2021-07-04 21:04:16 EDT,1625447056474,2,set_2,47,9,A little,Moderately,Moderately,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Not at all,Might,No,No,Maybe,Sort of,No,Not really,Not really,Moderately,Not at all,I am not experiencing viral symptoms,1 day,0 days,Less,More,Neither more nor less,Quite a bit,Very little
erasuresafeguardravishing@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-07-05,2021-07-05 23:36:00 EDT,GMT-04:00,1625542560234,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,18,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-07-06,2021-07-06 20:34:00 EDT,GMT-04:00,1625618040147,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-07/phone_promptresponse_clean_2021-07-07.csv,24,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-07,2021-07-07 21:39:00 EDT,GMT-04:00,1625708340110,Completed,2021-07-07,2021-07-07 21:46:15 EDT,1625708775325,2,set_4,23,9,A little,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Moderately,Not at all,Moderately,No,No,0,,,,,A little,Probably will not,Not really,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-08/phone_promptresponse_clean_2021-07-08.csv,19,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-08,2021-07-08 21:27:00 EDT,GMT-04:00,1625794020134,Completed,2021-07-08,2021-07-08 21:28:26 EDT,1625794106851,1,set_4,23,9,A little,Moderately,A little,Moderately,Extremely,Not at all,A little,Not at all,Not at all,Moderately,Quite a bit,Very much so,A little,Moderately,No,Yes,0,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-09/phone_promptresponse_clean_2021-07-09.csv,30,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-09,2021-07-09 21:37:00 EDT,GMT-04:00,1625881020138,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-11/phone_promptresponse_clean_2021-07-11.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-10,2021-07-10 22:38:00 EDT,GMT-04:00,1625971080121,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-11/phone_promptresponse_clean_2021-07-11.csv,43,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-11,2021-07-11 21:31:00 EDT,GMT-04:00,1626053460152,Completed,2021-07-11,2021-07-11 21:40:25 EDT,1626054025396,2,set_3,48,9,A little,Moderately,Quite a bit,A little,A little,A little,A little,Not at all,Not at all,A little,Very much so,Very much so,A little,Moderately,No,Did not have to work today,0,,,,,,,,Very much,A little,Might,Yes,,,,Yes,Yes,Sort of,but had a goal,Yes,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,More,Less,Moderate,Moderate
erasuresafeguardravishing@timestudy_com/2021-07-12/phone_promptresponse_clean_2021-07-12.csv,19,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-07-12,2021-07-12 20:33:00 EDT,GMT-04:00,1626136380093,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-14/phone_promptresponse_clean_2021-07-14.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-13,2021-07-13 22:22:00 EDT,GMT-04:00,1626229320088,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-15/phone_promptresponse_clean_2021-07-15.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-14,2021-07-14 22:22:00 EDT,GMT-04:00,1626315720151,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-16/phone_promptresponse_clean_2021-07-16.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-07-15,2021-07-15 22:34:00 EDT,GMT-04:00,1626402840124,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-17/phone_promptresponse_clean_2021-07-17.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-07-16,2021-07-16 22:43:00 EDT,GMT-04:00,1626489780125,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-18/phone_promptresponse_clean_2021-07-18.csv,2,erasuresafeguardravishing,Daily,BURST,RANDOM,23,0,2021-07-17,2021-07-17 23:13:00 EDT,GMT-04:00,1626577980150,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-19/phone_promptresponse_clean_2021-07-19.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-07-18,2021-07-18 22:25:00 EDT,GMT-04:00,1626661500394,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-20/phone_promptresponse_clean_2021-07-20.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-19,2021-07-19 22:40:00 EDT,GMT-04:00,1626748800156,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-20/phone_promptresponse_clean_2021-07-20.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-07-20,2021-07-20 20:31:00 EDT,GMT-04:00,1626827460122,Completed,2021-07-20,2021-07-20 22:27:12 EDT,1626834432089,2,set_1,24,9,Not at all,Moderately,A little,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,A little,Moderately,Quite a bit,Not at all,Moderately,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-21/phone_promptresponse_clean_2021-07-21.csv,18,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-21,2021-07-21 21:44:18 EDT,GMT-04:00,1626918258066,Completed,2021-07-21,2021-07-21 21:46:13 EDT,1626918373224,1,set_4,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Quite a bit,Not at all,Moderately,No,No,0,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-22/phone_promptresponse_clean_2021-07-22.csv,18,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-22,2021-07-22 21:31:00 EDT,GMT-04:00,1627003860381,Completed,2021-07-22,2021-07-22 21:32:43 EDT,1627003963190,1,set_1,25,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Not at all,Not at all,Not at all,A little,Quite a bit,Very much so,Not at all,A little,Yes,No,0,Very much so,Definitely will,Yes,Yes,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-23/phone_promptresponse_clean_2021-07-23.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-07-23,2021-07-23 21:31:00 EDT,GMT-04:00,1627090260104,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-25/phone_promptresponse_clean_2021-07-25.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-07-24,2021-07-24 23:29:00 EDT,GMT-04:00,1627183740121,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-26/phone_promptresponse_clean_2021-07-26.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-25,2021-07-25 22:47:00 EDT,GMT-04:00,1627267620123,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-27/phone_promptresponse_clean_2021-07-27.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-26,2021-07-26 22:44:00 EDT,GMT-04:00,1627353840117,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-28/phone_promptresponse_clean_2021-07-28.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-27,2021-07-27 22:39:00 EDT,GMT-04:00,1627439940075,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-29/phone_promptresponse_clean_2021-07-29.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-07-28,2021-07-28 22:10:00 EDT,GMT-04:00,1627524600113,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-29/phone_promptresponse_clean_2021-07-29.csv,21,erasuresafeguardravishing,Daily,BURST,RANDOM,20,21,2021-07-29,2021-07-29 20:33:00 EDT,GMT-04:00,1627605180142,NeverStarted,,,,,set_3,15,9,A little,Moderately,A little,Moderately,A little,Not at all,Not at all,A little,Not at all,Moderately,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-29/phone_promptresponse_clean_2021-07-29.csv,22,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-07-29,2021-07-29 21:46:39 EDT,GMT-04:00,1627609599128,Completed,2021-07-29,2021-07-29 21:48:06 EDT,1627609686990,1,set_3,24,9,A little,Moderately,A little,Moderately,Extremely,Not at all,Not at all,A little,Not at all,A little,A little,Moderately,Not at all,A little,No,No,0,,,,,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-07-30/phone_promptresponse_clean_2021-07-30.csv,23,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-07-30,2021-07-30 21:10:00 EDT,GMT-04:00,1627693800139,Completed,2021-07-30,2021-07-30 21:11:07 EDT,1627693867494,1,set_3,23,9,Moderately,A little,A little,Moderately,Quite a bit,A little,A little,A little,Not at all,Moderately,A little,Moderately,Not at all,Moderately,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-01/phone_promptresponse_clean_2021-08-01.csv,1,erasuresafeguardravishing,Daily,BURST,RANDOM,22,23,2021-07-31,2021-07-31 22:24:00 EDT,GMT-04:00,1627784640138,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-01/phone_promptresponse_clean_2021-08-01.csv,15,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-08-01,2021-08-01 21:26:00 EDT,GMT-04:00,1627867560130,Completed,2021-08-01,2021-08-01 21:55:39 EDT,1627869339595,2,set_1,48,9,A little,A little,A little,Moderately,Extremely,A little,Not at all,Not at all,Not at all,A little,Not at all,Quite a bit,Not at all,Quite a bit,No,Did not have to work today,0,A little,Definitely will,Yes,but I had a goal,,,,,,,,,,,Yes,Yes,Sort of,Maybe,Not really,Not really,Moderately,Not at all,I am not experiencing viral symptoms,3 days,0 days,Less,A lot more,Neither more nor less,Quite a bit,Very little
erasuresafeguardravishing@timestudy_com/2021-08-02/phone_promptresponse_clean_2021-08-02.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-08-02,2021-08-02 21:36:00 EDT,GMT-04:00,1627954560122,Completed,2021-08-02,2021-08-02 21:42:03 EDT,1627954923993,2,set_2,23,9,A little,A little,A little,Moderately,Moderately,A little,A little,Not at all,Not at all,Moderately,A little,Moderately,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,Very much so,Probably will not,Trying to decide,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-03/phone_promptresponse_clean_2021-08-03.csv,101,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-08-03,2021-08-03 20:47:00 EDT,GMT-04:00,1628038020095,Completed,2021-08-03,2021-08-03 21:58:42 EDT,1628042322757,2,set_4,25,9,Not at all,Quite a bit,A little,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,No,Yes,0,,,,,A little,Might,Not really,Somewhat,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-04/phone_promptresponse_clean_2021-08-04.csv,26,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-08-04,2021-08-04 20:35:00 EDT,GMT-04:00,1628123700130,Completed,2021-08-04,2021-08-04 20:57:41 EDT,1628125061883,2,set_1,24,9,Not at all,Moderately,Not at all,Extremely,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,A little,Not at all,Moderately,Very much so,No,No,0,Very much so,Definitely will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-05/phone_promptresponse_clean_2021-08-05.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-08-05,2021-08-05 20:42:00 EDT,GMT-04:00,1628210520136,Completed,2021-08-05,2021-08-05 21:49:35 EDT,1628214575557,2,set_2,24,9,Not at all,Quite a bit,Extremely,Moderately,Extremely,A little,Not at all,Not at all,Not at all,Moderately,A little,A little,Not at all,Moderately,Yes,Yes,0,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-06/phone_promptresponse_clean_2021-08-06.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-08-06,2021-08-06 21:49:00 EDT,GMT-04:00,1628300940179,Completed,2021-08-06,2021-08-06 21:50:40 EDT,1628301040814,1,set_3,23,9,A little,Moderately,Quite a bit,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Moderately,Not at all,Moderately,No,Yes,0,,,,,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-08/phone_promptresponse_clean_2021-08-08.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-08-07,2021-08-07 23:41:00 EDT,GMT-04:00,1628394060347,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-09/phone_promptresponse_clean_2021-08-09.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,22,23,2021-08-08,2021-08-08 22:15:00 EDT,GMT-04:00,1628475300156,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-09/phone_promptresponse_clean_2021-08-09.csv,22,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-08-09,2021-08-09 20:48:00 EDT,GMT-04:00,1628556480152,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-10/phone_promptresponse_clean_2021-08-10.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,21,22,2021-08-10,2021-08-10 21:19:00 EDT,GMT-04:00,1628644740123,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-12/phone_promptresponse_clean_2021-08-12.csv,1,erasuresafeguardravishing,Daily,TIME,RANDOM,23,0,2021-08-11,2021-08-11 23:24:00 EDT,GMT-04:00,1628738640124,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-12/phone_promptresponse_clean_2021-08-12.csv,21,erasuresafeguardravishing,Daily,TIME,RANDOM,20,21,2021-08-12,2021-08-12 20:46:00 EDT,GMT-04:00,1628815560188,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erasuresafeguardravishing@timestudy_com/2021-08-13/phone_promptresponse_clean_2021-08-13.csv,24,erasuresafeguardravishing,Daily,BURST,RANDOM,21,22,2021-08-13,2021-08-13 21:35:00 EDT,GMT-04:00,1628904900118,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
