.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage
doorpostthesisjubilance@timestudy_com/2020-12-20/phone_promptresponse_clean_2020-12-20.csv,14,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2020-12-20,2020-12-20 19:39:00 PST,GMT-08:00,1608521940149,PartiallyCompleted,,,,,set_2,8,9,Extremely,A little,Quite a bit,Moderately,Quite a bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2020-12-22/phone_promptresponse_clean_2020-12-22.csv,21,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2020-12-22,2020-12-22 20:45:00 PST,GMT-08:00,1608698700152,Completed,2020-12-22,2020-12-22 20:46:23 PST,1608698783764,1,set_1,24,9,Quite a bit,Moderately,A little,Moderately,Quite a bit,A little,Not at all,A little,A little,Moderately,A little,A little,A little,Quite a bit,No,Did not have to work today,0,A little,Might,Not really,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2020-12-23/phone_promptresponse_clean_2020-12-23.csv,21,doorpostthesisjubilance,Daily,BURST,RANDOM,19,20,2020-12-23,2020-12-23 19:44:00 PST,GMT-08:00,1608781440267,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2020-12-24/phone_promptresponse_clean_2020-12-24.csv,22,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2020-12-24,2020-12-24 20:36:00 PST,GMT-08:00,1608870960132,Completed,2020-12-24,2020-12-24 20:37:31 PST,1608871051136,1,set_2,23,9,Quite a bit,Moderately,A little,Moderately,Quite a bit,A little,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2020-12-25/phone_promptresponse_clean_2020-12-25.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2020-12-25,2020-12-25 20:40:00 PST,GMT-08:00,1608957600845,Completed,2020-12-25,2020-12-25 20:42:06 PST,1608957726766,1,set_1,25,9,Moderately,Quite a bit,Moderately,A little,A little,A little,Not at all,A little,Moderately,A little,A little,Moderately,Moderately,A little,No,Did not have to work today,0,Very much so,Definitely will,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
doorpostthesisjubilance@timestudy_com/2020-12-26/phone_promptresponse_clean_2020-12-26.csv,18,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2020-12-26,2020-12-26 20:10:00 PST,GMT-08:00,1609042200123,Completed,2020-12-26,2020-12-26 20:36:24 PST,1609043784338,2,set_1,24,9,Moderately,Moderately,A little,A little,Quite a bit,Not at all,A little,A little,A little,Moderately,A little,Quite a bit,Not at all,Very much so,No,Did not have to work today,0,A little,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2020-12-27/phone_promptresponse_clean_2020-12-27.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2020-12-27,2020-12-27 20:13:00 PST,GMT-08:00,1609128780139,Completed,2020-12-27,2020-12-27 20:47:48 PST,1609130868914,2,set_2,47,9,Moderately,Moderately,A little,Moderately,Extremely,A little,A little,Moderately,Not at all,A little,Moderately,A little,A little,Quite a bit,No,No,0,,,,,Yes,Yes,Yes,Yes,Not really,,,Not really,,Quite a bit,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Very little,Quite a bit,,,,Quite a bit,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2020-12-28/phone_promptresponse_clean_2020-12-28.csv,13,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2020-12-28,2020-12-28 20:19:00 PST,GMT-08:00,1609215540159,Completed,2020-12-28,2020-12-28 20:20:43 PST,1609215643841,1,set_4,23,9,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Not at all,Quite a bit,A little,Moderately,A little,Very much so,No,No,0,,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2020-12-29/phone_promptresponse_clean_2020-12-29.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2020-12-29,2020-12-29 20:47:00 PST,GMT-08:00,1609303620140,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2020-12-30/phone_promptresponse_clean_2020-12-30.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2020-12-30,2020-12-30 20:42:00 PST,GMT-08:00,1609389720157,Completed,2020-12-30,2020-12-30 20:46:07 PST,1609389967231,1,set_2,23,9,Moderately,Moderately,Quite a bit,A little,Quite a bit,Moderately,A little,A little,Not at all,A little,A little,Quite a bit,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2020-12-31/phone_promptresponse_clean_2020-12-31.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,21,22,2020-12-31,2020-12-31 21:16:08 PST,GMT-08:00,1609478168228,Completed,2020-12-31,2020-12-31 21:26:44 PST,1609478804415,2,set_2,23,9,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,A little,A little,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2021-01-01/phone_promptresponse_clean_2021-01-01.csv,24,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-01,2021-01-01 20:13:00 PST,GMT-08:00,1609560780109,Completed,2021-01-01,2021-01-01 20:14:41 PST,1609560881229,1,set_2,23,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,A little,A little,Not at all,A little,A little,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2021-01-02/phone_promptresponse_clean_2021-01-02.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-02,2021-01-02 20:28:00 PST,GMT-08:00,1609648080152,Completed,2021-01-02,2021-01-02 20:29:14 PST,1609648154274,1,set_2,24,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Moderately,Quite a bit,Moderately,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Trying to decide,Not at all
doorpostthesisjubilance@timestudy_com/2021-01-03/phone_promptresponse_clean_2021-01-03.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-03,2021-01-03 20:40:00 PST,GMT-08:00,1609735200139,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-04/phone_promptresponse_clean_2021-01-04.csv,16,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-04,2021-01-04 20:18:00 PST,GMT-08:00,1609820280157,Completed,2021-01-04,2021-01-04 20:22:59 PST,1609820579187,1,set_1,24,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Not at all,Not at all,A little,Quite a bit,A little,Moderately,A little,Quite a bit,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-05/phone_promptresponse_clean_2021-01-05.csv,17,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-05,2021-01-05 20:11:00 PST,GMT-08:00,1609906260142,Completed,2021-01-05,2021-01-05 20:12:05 PST,1609906325692,1,set_4,23,9,Moderately,Moderately,Moderately,A little,Quite a bit,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,No,Did not have to work today,0,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,1,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-06,2021-01-06 20:40:00 PST,GMT-08:00,1609994400114,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-07/phone_promptresponse_clean_2021-01-07.csv,19,doorpostthesisjubilance,Daily,BURST,RANDOM,21,22,2021-01-07,2021-01-07 21:11:00 PST,GMT-08:00,1610082660107,Completed,2021-01-07,2021-01-07 21:58:16 PST,1610085496557,2,set_4,24,9,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Moderately,A little,A little,A little,A little,Quite a bit,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,A little bit
doorpostthesisjubilance@timestudy_com/2021-01-08/phone_promptresponse_clean_2021-01-08.csv,15,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-08,2021-01-08 20:10:00 PST,GMT-08:00,1610165400159,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-09/phone_promptresponse_clean_2021-01-09.csv,14,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-09,2021-01-09 20:18:00 PST,GMT-08:00,1610252280089,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-10/phone_promptresponse_clean_2021-01-10.csv,14,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-01-10,2021-01-10 19:32:00 PST,GMT-08:00,1610335920082,Completed,2021-01-10,2021-01-10 19:36:20 PST,1610336180513,1,set_2,47,9,A little,Moderately,A little,Quite a bit,Extremely,A little,Moderately,Moderately,A little,Moderately,A little,Moderately,A little,Quite a bit,No,No,0,,,,,Sort of,Yes,Sort of,Maybe,Not really,,,Sort of,,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Very little,Moderate,,,,Quite a bit,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2021-01-11/phone_promptresponse_clean_2021-01-11.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-01-11,2021-01-11 19:44:00 PST,GMT-08:00,1610423040177,Completed,2021-01-11,2021-01-11 20:10:43 PST,1610424643651,2,set_2,23,9,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2021-01-12/phone_promptresponse_clean_2021-01-12.csv,15,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-12,2021-01-12 20:20:00 PST,GMT-08:00,1610511600204,Completed,2021-01-12,2021-01-12 20:21:41 PST,1610511701793,1,set_2,23,9,Moderately,Quite a bit,Quite a bit,Moderately,Extremely,Moderately,Moderately,A little,A little,Quite a bit,A little,Very much so,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2021-01-13/phone_promptresponse_clean_2021-01-13.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-01-13,2021-01-13 19:33:00 PST,GMT-08:00,1610595180133,Completed,2021-01-13,2021-01-13 19:35:05 PST,1610595305185,1,set_3,24,9,Moderately,Moderately,Moderately,Moderately,Extremely,A little,A little,A little,A little,Moderately,A little,Moderately,A little,A little,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,No,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-01-14/phone_promptresponse_clean_2021-01-14.csv,19,doorpostthesisjubilance,Daily,BURST,RANDOM,19,20,2021-01-14,2021-01-14 19:24:00 PST,GMT-08:00,1610681040140,Completed,2021-01-14,2021-01-14 19:31:13 PST,1610681473243,2,set_4,23,9,Quite a bit,Moderately,A little,Moderately,Extremely,Moderately,A little,Not at all,Not at all,A little,A little,Quite a bit,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,1,doorpostthesisjubilance,Daily,BURST,RANDOM,19,20,2021-01-15,2021-01-15 19:16:00 PST,GMT-08:00,1610766960151,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-16/phone_promptresponse_clean_2021-01-16.csv,16,doorpostthesisjubilance,Daily,BURST,RANDOM,19,20,2021-01-16,2021-01-16 19:36:00 PST,GMT-08:00,1610854560156,Completed,2021-01-16,2021-01-16 19:37:16 PST,1610854636582,1,set_4,24,9,Moderately,Moderately,Moderately,Quite a bit,Extremely,A little,A little,Moderately,A little,A little,Moderately,Quite a bit,Not at all,A little,No,No,0,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,Somewhat
doorpostthesisjubilance@timestudy_com/2021-01-17/phone_promptresponse_clean_2021-01-17.csv,14,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-17,2021-01-17 20:34:00 PST,GMT-08:00,1610944440118,Completed,2021-01-17,2021-01-17 21:20:35 PST,1610947235526,2,set_1,48,9,Quite a bit,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Not at all,A little,Moderately,Quite a bit,A little,Moderately,No,No,0,Very much so,Definitely will,Not really,Yes,Not really,Yes,Sort of,Maybe,Not really,,,Sort of,,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-19/phone_promptresponse_clean_2021-01-19.csv,1,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-18,2021-01-18 20:14:00 PST,GMT-08:00,1611029640214,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-20/phone_promptresponse_clean_2021-01-20.csv,1,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-19,2021-01-19 20:48:00 PST,GMT-08:00,1611118080113,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,1,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-20,2021-01-20 20:26:00 PST,GMT-08:00,1611203160186,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-21/phone_promptresponse_clean_2021-01-21.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-21,2021-01-21 20:11:00 PST,GMT-08:00,1611288660146,Completed,2021-01-21,2021-01-21 20:13:01 PST,1611288781608,1,set_1,24,9,Extremely,A little,A little,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-22/phone_promptresponse_clean_2021-01-22.csv,19,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-22,2021-01-22 20:26:00 PST,GMT-08:00,1611375960127,Completed,2021-01-22,2021-01-22 20:27:37 PST,1611376057986,1,set_1,24,9,Extremely,A little,Quite a bit,Moderately,A little,Extremely,Extremely,Extremely,Very much so,A little,Moderately,Very much so,Quite a bit,A little,No,No,0,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-23/phone_promptresponse_clean_2021-01-23.csv,18,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-23,2021-01-23 20:21:00 PST,GMT-08:00,1611462060131,Completed,2021-01-23,2021-01-23 20:27:47 PST,1611462467366,2,set_4,24,9,Extremely,Not at all,Extremely,A little,Not at all,Moderately,Quite a bit,Extremely,A little,A little,Not at all,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-01-24/phone_promptresponse_clean_2021-01-24.csv,15,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-24,2021-01-24 20:34:00 PST,GMT-08:00,1611549240155,Completed,2021-01-24,2021-01-24 20:39:48 PST,1611549588014,2,set_4,48,9,Quite a bit,Moderately,A little,A little,A little,Moderately,Moderately,Quite a bit,Moderately,A little,Not at all,Quite a bit,A little,A little,No,No,0,,,,,Yes,Yes,Not really,Maybe,Not really,Very much so,Definitely will,Sort of,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Less,Moderate,Moderate,,,,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-01-25/phone_promptresponse_clean_2021-01-25.csv,14,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-25,2021-01-25 20:24:00 PST,GMT-08:00,1611635040167,Completed,2021-01-25,2021-01-25 20:33:10 PST,1611635590428,2,set_4,23,9,Quite a bit,A little,Moderately,Moderately,Moderately,A little,A little,A little,A little,A little,Moderately,Quite a bit,A little,Moderately,No,No,0,,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-26/phone_promptresponse_clean_2021-01-26.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-26,2021-01-26 20:42:00 PST,GMT-08:00,1611722520167,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-27/phone_promptresponse_clean_2021-01-27.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-01-27,2021-01-27 20:43:00 PST,GMT-08:00,1611808980120,Completed,2021-01-27,2021-01-27 20:45:20 PST,1611809120033,1,set_3,23,9,Extremely,A little,Moderately,Moderately,Quite a bit,A little,Moderately,Moderately,Quite a bit,A little,A little,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,,,,
doorpostthesisjubilance@timestudy_com/2021-01-28/phone_promptresponse_clean_2021-01-28.csv,21,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-28,2021-01-28 20:19:00 PST,GMT-08:00,1611893940120,Completed,2021-01-28,2021-01-28 20:20:29 PST,1611894029594,1,set_4,23,9,Extremely,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,No,No,0,,,,,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-01-29/phone_promptresponse_clean_2021-01-29.csv,20,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-29,2021-01-29 20:49:00 PST,GMT-08:00,1611982140125,Completed,2021-01-29,2021-01-29 20:51:23 PST,1611982283822,1,set_3,23,9,Extremely,A little,A little,A little,A little,A little,A little,A little,Not at all,Not at all,Not at all,Very much so,A little,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,No,,,,
doorpostthesisjubilance@timestudy_com/2021-01-30/phone_promptresponse_clean_2021-01-30.csv,18,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-30,2021-01-30 20:28:00 PST,GMT-08:00,1612067280138,Completed,2021-01-30,2021-01-30 20:29:00 PST,1612067340254,1,set_3,24,9,Extremely,A little,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Moderately,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,No,,,,Somewhat
doorpostthesisjubilance@timestudy_com/2021-01-31/phone_promptresponse_clean_2021-01-31.csv,18,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-01-31,2021-01-31 20:10:00 PST,GMT-08:00,1612152600180,Completed,2021-01-31,2021-01-31 20:13:10 PST,1612152790376,1,set_1,48,9,Extremely,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Very much so,Quite a bit,Moderately,No,No,0,Very much so,Definitely will,Sort of,Yes,Sort of,Yes,Not really,Maybe,Not really,,,Sort of,,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Less,Quite a bit,Quite a bit,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-02/phone_promptresponse_clean_2021-02-02.csv,18,doorpostthesisjubilance,Daily,TIME,RANDOM,21,22,2021-02-02,2021-02-02 21:16:45 PST,GMT-08:00,1612329405188,Completed,2021-02-02,2021-02-02 21:19:18 PST,1612329558742,1,set_2,23,9,Extremely,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Not at all,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-03/phone_promptresponse_clean_2021-02-03.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-03,2021-02-03 20:46:00 PST,GMT-08:00,1612413960139,Completed,2021-02-03,2021-02-03 21:22:58 PST,1612416178553,2,set_3,23,9,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,,
doorpostthesisjubilance@timestudy_com/2021-02-04/phone_promptresponse_clean_2021-02-04.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-04,2021-02-04 20:29:00 PST,GMT-08:00,1612499340117,Completed,2021-02-04,2021-02-04 20:30:11 PST,1612499411310,1,set_2,23,9,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-05/phone_promptresponse_clean_2021-02-05.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-05,2021-02-05 20:42:00 PST,GMT-08:00,1612586520086,Completed,2021-02-05,2021-02-05 20:43:38 PST,1612586618439,1,set_2,23,9,Extremely,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-06/phone_promptresponse_clean_2021-02-06.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-06,2021-02-06 20:20:00 PST,GMT-08:00,1612671600133,Completed,2021-02-06,2021-02-06 20:21:27 PST,1612671687350,1,set_1,25,9,Extremely,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Quite a bit,Moderately,Moderately,No,No,0,Very much so,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-02-07/phone_promptresponse_clean_2021-02-07.csv,13,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-07,2021-02-07 20:42:00 PST,GMT-08:00,1612759320114,Completed,2021-02-07,2021-02-07 21:44:53 PST,1612763093959,2,set_2,48,9,Extremely,A little,Moderately,Moderately,Moderately,Moderately,Extremely,Moderately,A little,A little,A little,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,Yes,Yes,Sort of,Maybe,Not really,,,Sort of,,Extremely,A little,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Quite a bit,Moderate,,,,Very much so,Probably will,Yes,Not at all
doorpostthesisjubilance@timestudy_com/2021-02-08/phone_promptresponse_clean_2021-02-08.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-08,2021-02-08 20:13:00 PST,GMT-08:00,1612843980112,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-09/phone_promptresponse_clean_2021-02-09.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-09,2021-02-09 20:41:00 PST,GMT-08:00,1612932060192,Completed,2021-02-09,2021-02-09 20:57:09 PST,1612933029489,2,set_2,23,9,Extremely,Moderately,Quite a bit,A little,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-10/phone_promptresponse_clean_2021-02-10.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-10,2021-02-10 20:31:00 PST,GMT-08:00,1613017860154,Completed,2021-02-10,2021-02-10 20:31:54 PST,1613017914867,1,set_1,25,9,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Very much so,Quite a bit,Moderately,No,No,0,Very much so,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all
