.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
headwearskirmishantidote@timestudy_com/2021-09-17/phone_promptresponse_clean_2021-09-17.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-17,2021-09-17 00:22:00 CDT,GMT-05:00,1631856120178,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-18/phone_promptresponse_clean_2021-09-18.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-18,2021-09-18 00:37:00 CDT,GMT-05:00,1631943420192,Completed,2021-09-18,2021-09-18 00:54:57 CDT,1631944497906,2,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,A little,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-19/phone_promptresponse_clean_2021-09-19.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-19,2021-09-19 00:42:00 CDT,GMT-05:00,1632030120282,Completed,2021-09-19,2021-09-19 01:00:12 CDT,1632031212412,2,set_2,47,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Yes,,,,,,Not really,Yes,Sort of,Yes,Not really,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-09-20/phone_promptresponse_clean_2021-09-20.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,23,0,2021-09-19,2021-09-19 23:47:00 CDT,GMT-05:00,1632113220200,Completed,2021-09-20,2021-09-20 00:10:30 CDT,1632114630873,2,set_3,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,A little,Probably will not,No,,,,Somewhat,,,,,Not really,Yes,Not really,Yes,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-09-21/phone_promptresponse_clean_2021-09-21.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-09-21,2021-09-21 00:13:00 CDT,GMT-05:00,1632201180243,Completed,2021-09-21,2021-09-21 00:22:33 CDT,1632201753995,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-22/phone_promptresponse_clean_2021-09-22.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-09-22,2021-09-22 00:20:00 CDT,GMT-05:00,1632288000253,Completed,2021-09-22,2021-09-22 00:56:56 CDT,1632290216969,2,set_1,25,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,,,,Very much,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-23/phone_promptresponse_clean_2021-09-23.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,23,0,2021-09-22,2021-09-22 23:31:00 CDT,GMT-05:00,1632371460190,Completed,2021-09-23,2021-09-23 00:01:50 CDT,1632373310447,2,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-23/phone_promptresponse_clean_2021-09-23.csv,26,headwearskirmishantidote,Daily,BURST,RANDOM,23,0,2021-09-23,2021-09-23 23:32:22 CDT,GMT-05:00,1632457942207,Completed,2021-09-23,2021-09-23 23:43:12 CDT,1632458592875,2,set_3,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-25/phone_promptresponse_clean_2021-09-25.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-25,2021-09-25 00:20:00 CDT,GMT-05:00,1632547200200,Completed,2021-09-25,2021-09-25 00:55:56 CDT,1632549356436,2,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Quite a bit,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-26/phone_promptresponse_clean_2021-09-26.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-26,2021-09-26 00:15:00 CDT,GMT-05:00,1632633300204,Completed,2021-09-26,2021-09-26 01:34:41 CDT,1632638081827,2,set_3,48,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,Not really,,,,,,,,,Not really,Yes,Sort of,Yes,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-09-27/phone_promptresponse_clean_2021-09-27.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,23,0,2021-09-26,2021-09-26 23:46:00 CDT,GMT-05:00,1632717960199,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-28/phone_promptresponse_clean_2021-09-28.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-28,2021-09-28 00:38:00 CDT,GMT-05:00,1632807480206,Completed,2021-09-28,2021-09-28 00:41:29 CDT,1632807689153,1,set_3,23,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-29/phone_promptresponse_clean_2021-09-29.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-29,2021-09-29 00:35:00 CDT,GMT-05:00,1632893700210,Completed,2021-09-29,2021-09-29 01:11:43 CDT,1632895903346,2,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-09-30/phone_promptresponse_clean_2021-09-30.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-09-30,2021-09-30 00:36:00 CDT,GMT-05:00,1632980160204,Completed,2021-09-30,2021-09-30 01:38:57 CDT,1632983937919,2,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-01/phone_promptresponse_clean_2021-10-01.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-01,2021-10-01 00:40:00 CDT,GMT-05:00,1633066800203,Completed,2021-10-01,2021-10-01 00:41:24 CDT,1633066884725,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Yes,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-02/phone_promptresponse_clean_2021-10-02.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-02,2021-10-02 00:24:00 CDT,GMT-05:00,1633152240814,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-03/phone_promptresponse_clean_2021-10-03.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-03,2021-10-03 00:21:00 CDT,GMT-05:00,1633238460240,Completed,2021-10-03,2021-10-03 00:23:19 CDT,1633238599676,1,set_2,47,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Trying to decide,,,,,,No,Yes,No,Yes,Not really,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-10-04/phone_promptresponse_clean_2021-10-04.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,23,0,2021-10-03,2021-10-03 23:41:00 CDT,GMT-05:00,1633322460244,Completed,2021-10-04,2021-10-04 00:32:46 CDT,1633325566696,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,Not really,Yes,Not really,Yes,Not really,Quite a bit,Probably will,Sort of,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-05,2021-10-05 00:46:53 CDT,GMT-05:00,1633412813066,Completed,2021-10-05,2021-10-05 00:47:40 CDT,1633412860752,1,set_2,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Yes,Very much,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,24,headwearskirmishantidote,Daily,BURST,RANDOM,23,0,2021-10-05,2021-10-05 23:33:00 CDT,GMT-05:00,1633494780186,Completed,2021-10-05,2021-10-05 23:38:05 CDT,1633495085119,2,set_2,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Yes,Very much,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-06/phone_promptresponse_clean_2021-10-06.csv,24,headwearskirmishantidote,Daily,BURST,RANDOM,23,0,2021-10-06,2021-10-06 23:48:00 CDT,GMT-05:00,1633582080233,Completed,2021-10-06,2021-10-06 23:54:43 CDT,1633582483398,2,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-08/phone_promptresponse_clean_2021-10-08.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-08,2021-10-08 00:16:00 CDT,GMT-05:00,1633670160270,Completed,2021-10-08,2021-10-08 00:17:21 CDT,1633670241620,1,set_4,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-09/phone_promptresponse_clean_2021-10-09.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-09,2021-10-09 00:28:00 CDT,GMT-05:00,1633757280216,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-10/phone_promptresponse_clean_2021-10-10.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-10,2021-10-10 00:11:00 CDT,GMT-05:00,1633842660544,Completed,2021-10-10,2021-10-10 01:22:04 CDT,1633846924665,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,No,Yes,Not really,Yes,No,Quite a bit,Probably will,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-10-11/phone_promptresponse_clean_2021-10-11.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-11,2021-10-11 00:38:00 CDT,GMT-05:00,1633930680195,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-12/phone_promptresponse_clean_2021-10-12.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-12,2021-10-12 00:11:00 CDT,GMT-05:00,1634015460209,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-13/phone_promptresponse_clean_2021-10-13.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-13,2021-10-13 00:19:00 CDT,GMT-05:00,1634102340182,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-14/phone_promptresponse_clean_2021-10-14.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-14,2021-10-14 00:27:00 CDT,GMT-05:00,1634189220196,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-15/phone_promptresponse_clean_2021-10-15.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-15,2021-10-15 00:47:00 CDT,GMT-05:00,1634276820234,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-16/phone_promptresponse_clean_2021-10-16.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-16,2021-10-16 00:29:00 CDT,GMT-05:00,1634362140236,Completed,2021-10-16,2021-10-16 00:30:04 CDT,1634362204501,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-17/phone_promptresponse_clean_2021-10-17.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-17,2021-10-17 00:13:00 CDT,GMT-05:00,1634447580197,Completed,2021-10-17,2021-10-17 00:47:44 CDT,1634449664474,2,set_1,49,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,A little,Probably will,Yes,Yes,Sort of,Yes,Sort of,No,Not really,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-10-18/phone_promptresponse_clean_2021-10-18.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-18,2021-10-18 00:48:00 CDT,GMT-05:00,1634536080238,Completed,2021-10-18,2021-10-18 01:12:05 CDT,1634537525212,2,set_3,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,No,,,,,,,,,Not really,Yes,Sort of,Yes,Not really,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,Less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-10-19/phone_promptresponse_clean_2021-10-19.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-19,2021-10-19 00:26:00 CDT,GMT-05:00,1634621160217,Completed,2021-10-19,2021-10-19 00:26:42 CDT,1634621202403,1,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-20/phone_promptresponse_clean_2021-10-20.csv,2,headwearskirmishantidote,Daily,TIME,RANDOM,1,2,2021-10-20,2021-10-20 01:36:00 CDT,GMT-05:00,1634711760187,Completed,2021-10-20,2021-10-20 02:04:54 CDT,1634713494412,2,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-21/phone_promptresponse_clean_2021-10-21.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-21,2021-10-21 00:45:00 CDT,GMT-05:00,1634795100182,Completed,2021-10-21,2021-10-21 01:03:09 CDT,1634796189853,2,set_4,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-22/phone_promptresponse_clean_2021-10-22.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-22,2021-10-22 00:43:00 CDT,GMT-05:00,1634881380312,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-23/phone_promptresponse_clean_2021-10-23.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-23,2021-10-23 00:15:00 CDT,GMT-05:00,1634966100190,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,23,0,2021-10-24,2021-10-24 23:46:00 CDT,GMT-05:00,1635137160194,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-26/phone_promptresponse_clean_2021-10-26.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-26,2021-10-26 00:44:00 CDT,GMT-05:00,1635227040190,Completed,2021-10-26,2021-10-26 01:44:17 CDT,1635230657790,2,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-27/phone_promptresponse_clean_2021-10-27.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-27,2021-10-27 00:33:00 CDT,GMT-05:00,1635312780193,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-28/phone_promptresponse_clean_2021-10-28.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-10-28,2021-10-28 00:16:00 CDT,GMT-05:00,1635398160209,Completed,2021-10-28,2021-10-28 01:44:26 CDT,1635403466510,2,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-29/phone_promptresponse_clean_2021-10-29.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-29,2021-10-29 00:26:00 CDT,GMT-05:00,1635485160233,Completed,2021-10-29,2021-10-29 00:31:06 CDT,1635485466652,2,set_3,24,9,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-30/phone_promptresponse_clean_2021-10-30.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-10-30,2021-10-30 00:27:00 CDT,GMT-05:00,1635571620220,Completed,2021-10-30,2021-10-30 00:32:42 CDT,1635571962808,2,set_2,23,9,Not at all,Moderately,Moderately,Moderately,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Moderately,Not at all,A little,Quite a bit,No,Yes,0,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-10-31/phone_promptresponse_clean_2021-10-31.csv,3,headwearskirmishantidote,Daily,BURST,RANDOM,1,2,2021-10-31,2021-10-31 01:39:00 CDT,GMT-05:00,1635662340212,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-11-01/phone_promptresponse_clean_2021-11-01.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-11-01,2021-11-01 00:44:00 CDT,GMT-05:00,1635745440197,Completed,2021-11-01,2021-11-01 00:48:01 CDT,1635745681254,1,set_1,49,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,Somewhat,Quite a bit,Definitely will,Yes,Yes,Not really,Yes,Not really,Yes,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Very little
headwearskirmishantidote@timestudy_com/2021-11-02/phone_promptresponse_clean_2021-11-02.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-11-02,2021-11-02 00:48:00 CDT,GMT-05:00,1635832080195,Completed,2021-11-02,2021-11-02 01:58:05 CDT,1635836285666,2,set_2,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-11-03/phone_promptresponse_clean_2021-11-03.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-11-03,2021-11-03 00:34:00 CDT,GMT-05:00,1635917640200,Completed,2021-11-03,2021-11-03 01:10:05 CDT,1635919805732,2,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,A little,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-11-04/phone_promptresponse_clean_2021-11-04.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-11-04,2021-11-04 00:13:00 CDT,GMT-05:00,1636002780197,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-11-05/phone_promptresponse_clean_2021-11-05.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-11-05,2021-11-05 00:44:00 CDT,GMT-05:00,1636091040195,Completed,2021-11-05,2021-11-05 01:57:30 CDT,1636095450238,2,set_2,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,A little bit,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-11-06/phone_promptresponse_clean_2021-11-06.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-11-06,2021-11-06 00:34:00 CDT,GMT-05:00,1636176840203,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
